geneID	Chr	Start	End	Strand	Length	logExpression	knownGene
FBgn0040319	X	8103535	8103721	-	2151	5.39362754635236	No
FBgn0029999	X	8117124	8119034	+	1911	7.35436233042148	No
FBgn0030000	X	8119143	8119292	-	1827	7.60688453121963	No
FBgn0030001	X	8121647	8122029	-	1539	5.03695260241363	No
FBgn0030003	X	8129919	8131712	+	1794	9.21761385594268	No
FBgn0030004	X	8132512	8134740	+	2229	7.44833386089748	No
FBgn0030005	X	8135872	8136066	+	945	5.35185813347607	No
FBgn0025800	X	8139225	8140682	-	1458	7.88795933659994	No
FBgn0030006	X	8142619	8143521	-	903	6.45676965557216	No
FBgn0030007	X	8144002	8145495	-	1494	7.44366368311559	No
FBgn0030008	X	8145949	8147343	+	1395	5.31320597904179	No
FBgn0030009	X	8148015	8148491	+	477	4.04305126783455	No
FBgn0030010	X	8148898	8149476	+	1329	6.35437004079735	No
FBgn0030011	X	8151070	8152143	-	1074	5.11799381241676	No
FBgn0030012	X	8153044	8154450	+	1407	5.15905529921453	No
FBgn0265464	X	8155837	8157261	-	1425	7.48717369421374	No
FBgn0030013	X	8157724	8158374	+	651	5.12989871492307	No
FBgn0030014	X	8160113	8160252	+	1215	4.61512051684126	No
FBgn0030015	X	8161660	8162628	-	969	4.52178857704904	No
FBgn0030016	X	8164269	8164343	-	1239	6.45676965557216	No
FBgn0030017	X	8167792	8168894	-	1965	7.26822302115957	No
FBgn0030018	X	8171585	8173461	-	3465	8.21202580462344	No
FBgn0261873	X	8181431	8181517	+	6551	9.76036747794131	No
FBgn0030025	X	8240770	8240884	+	495	6.42324696353352	No
FBgn0030026	X	8241581	8242143	-	741	5.11198778835654	No
FBgn0020653	X	8242716	8242731	+	1871	6.34738920965601	No
FBgn0017566	X	8248933	8249094	-	2193	8.02289686960146	No
FBgn0030027	X	8253424	8253456	+	3168	5.79909265446053	No
FBgn0030028	X	8270328	8270866	-	639	7.5923661285198	No
FBgn0030029	X	8272498	8272621	-	639	4.17438726989564	No
FBgn0030030	X	8273548	8273754	+	1146	7.61972421378267	No
FBgn0015519	X	8282960	8283157	-	2385	5.46806014113513	No
FBgn0030033	X	8386189	8386315	+	2865	6.11809719804135	No
FBgn0030034	X	8399395	8400003	+	2778	8.66492330344057	No
FBgn0030035	X	8404863	8406586	-	1899	8.22577079934873	No
FBgn0262976	X	8409756	8409974	-	219	7.23273313617761	No
FBgn0261793	X	8423565	8423575	+	5145	9.17003907520266	No
FBgn0052712	X	8433123	8433335	-	549	6.48616078894409	No
FBgn0030037	X	8434648	8434953	-	1575	7.68478394352278	No
FBgn0030038	X	8437291	8437294	+	1653	8.2419665602318	No
FBgn0030039	X	8441414	8441683	-	654	3.87120101090789	No
FBgn0021767	X	8448236	8449160	-	2097	6.1463292576689	No
FBgn0052713	X	8457009	8457560	-	552	3.76120011569356	No
FBgn0030040	X	8458700	8459169	-	687	4.91265488573605	No
FBgn0023506	X	8461571	8461922	+	1503	7.07834157955767	No
FBgn0014032	X	8463524	8464306	-	783	4.55387689160054	No
FBgn0053223	X	8465761	8466312	-	552	3.40119738166216	No
FBgn0030041	X	8467936	8468754	-	819	3.85014760171006	No
FBgn0014464	X	8470920	8470976	+	1029	4.07753744390572	No
FBgn0014465	X	8473874	8474201	+	1528	5.0998664278242	No
FBgn0014466	X	8477127	8477195	+	963	3.87120101090789	No
FBgn0000359	X	8479357	8479404	+	852	3.71357206670431	No
FBgn0000360	X	8481914	8481958	+	918	3.95124371858143	No
FBgn0003023	X	8485507	8485680	-	2559	4.79579054559674	No
FBgn0053181	X	8491955	8492030	+	2168	5.19295685089021	No
FBgn0264975	X	8531947	8532019	+	4216	8.27461194620955	No
FBgn0024943	X	8525718	8525773	-	3585	5.79909265446053	No
FBgn0026679	X	8555556	8556518	-	3066	8.41913925094085	No
FBgn0030048	X	8559224	8559363	-	603	7.01571242048723	No
FBgn0030049	X	8563373	8564375	+	3003	8.36287583103188	No
FBgn0030050	X	8570293	8570744	-	564	4.12713438504509	No
FBgn0030051	X	8571341	8571968	-	1179	4.55387689160054	No
FBgn0030052	X	8583667	8584255	+	2061	5.70711026474888	No
FBgn0030053	X	8589151	8590359	+	1209	7.08086789669078	No
FBgn0040929	X	8591306	8591502	-	330	6.82001636467413	No
FBgn0025864	X	8593496	8593796	+	5013	6.69826805411541	No
FBgn0030054	X	8602515	8603654	-	3549	8.95480275285097	No
FBgn0004102	X	8632307	8633962	-	2010	8.10952565975287	No
FBgn0030055	X	8677207	8677464	+	2481	8.01234963932779	No
FBgn0030056	X	8687268	8687742	+	750	6.72982407048948	No
FBgn0030057	X	8688783	8688902	-	942	7.5740450053722	No
FBgn0027864	X	8690488	8690627	+	1029	6.83625927727707	No
FBgn0030058	X	8692171	8692746	-	783	3.95124371858143	No
FBgn0041629	X	8709809	8709957	+	1866	5.2257466737132	No
FBgn0030060	X	8712601	8713405	-	1275	6.94793706861497	No
FBgn0030061	X	8715029	8715156	+	1434	8.00570067866254	No
FBgn0027330	X	8716823	8716946	-	3025	8.28803156777646	No
FBgn0030063	X	8720606	8721109	+	711	7.51860721681525	No
FBgn0026411	X	8758028	8758404	-	1515	5.87493073085203	No
FBgn0030065	X	8867664	8867858	+	3018	6.59167373200866	No
FBgn0011661	X	8873950	8874111	-	2004	6.82762923450285	No
FBgn0030066	X	8899230	8900060	-	831	6.47543271670409	No
FBgn0030067	X	8901798	8901812	+	1029	8.04494704961772	No
FBgn0011586	X	8905067	8905378	-	312	6.68461172766793	No
FBgn0261549	X	8907715	8907744	+	5519	6.06145691892802	No
FBgn0030071	X	8923226	8923618	-	393	3.71357206670431	No
FBgn0262900	X	8923967	8924371	+	405	2.56494935746154	No
FBgn0030073	X	8973207	8973380	-	747	6.0913098820777	No
FBgn0030074	X	8983671	8984183	-	588	3.66356164612965	No
FBgn0259734	X	9030870	9030896	+	3990	7.05531284333975	No
FBgn0030077	X	9055050	9055967	-	2484	5.35185813347607	No
FBgn0030078	X	9069757	9070065	-	309	4.89034912822175	No
FBgn0265413	X	9070595	9070658	-	835	5.605802066296	No
FBgn0030081	X	9078950	9079174	-	1806	7.54486106865846	No
FBgn0030082	X	9081359	9082078	+	720	7.19518732017871	No
FBgn0052707	X	9083054	9083165	+	2325	8.10741881171997	No
FBgn0052708	X	9085985	9086318	+	717	7.47079377419506	No
FBgn0052706	X	9087244	9087538	+	690	5.17614973257383	No
FBgn0030085	X	9088471	9088765	+	699	5.07517381523383	No
FBgn0030086	X	9089596	9089598	+	1605	8.68050180902826	No
FBgn0030087	X	9094246	9094348	-	4219	7.87587915949631	No
FBgn0004856	X	9104475	9105331	-	1641	8.14496941708788	No
FBgn0030088	X	9107145	9107237	+	600	6.34388043412633	No
FBgn0030089	X	9108931	9108986	+	2963	7.38087903556412	No
FBgn0030090	X	9125247	9125654	-	963	7.10249935577465	No
FBgn0030091	X	9142868	9144947	+	3693	8.58746524440157	No
FBgn0030092	X	9148374	9148625	-	570	7.1693500166706	No
FBgn0030093	X	9149423	9151669	+	2247	9.06773940337716	No
FBgn0004828	X	9154115	9154240	-	408	7.76811037852599	No
FBgn0014868	X	9157011	9158215	-	1347	8.51939077495972	No
FBgn0040467	X	9158677	9159076	+	528	7.13886699994552	No
FBgn0040931	X	9159609	9159839	-	231	6.36990098282823	No
FBgn0030096	X	9160490	9161187	-	1371	7.10496544826984	No
FBgn0265725	X	9162475	9163023	+	549	4.39444915467244	No
FBgn0026206	X	9166539	9167032	+	3981	7.86365126544865	No
FBgn0030097	X	9189382	9190128	-	789	3.58351893845611	No
FBgn0030098	X	9191685	9192341	+	657	4.24849524204936	No
FBgn0030099	X	9192692	9193552	+	861	7.94200680848986	No
FBgn0030100	X	9194036	9194207	+	633	5.94542060860658	No
FBgn0030101	X	9194922	9195221	-	852	6.24222326545517	No
FBgn0086450	X	9196894	9196978	-	3093	6.74993119378857	No
FBgn0030102	X	9206424	9207071	-	1500	4.62497281328427	No
FBgn0030103	X	9214896	9214931	+	489	2.56494935746154	No
FBgn0030104	X	9215879	9216364	+	486	3.66356164612965	No
FBgn0030105	X	9216926	9217095	+	366	2.77258872223978	No
FBgn0086367	X	9218238	9218529	-	1161	4.38202663467388	No
FBgn0030107	X	9225456	9226565	+	1110	4.48863636973214	No
FBgn0030108	X	9227295	9228135	+	1155	4.60517018598809	No
FBgn0030109	X	9229271	9229855	-	2214	7.74543561027438	No
FBgn0052704	X	9232729	9234753	-	2808	7.03790596344718	No
FBgn0260789	X	9237264	9237414	-	5511	9.18122047340233	No
FBgn0260771	X	9243876	9244146	+	1785	8.52397017569526	No
FBgn0000077	X	9246210	9247061	-	852	7.83439230291044	No
FBgn0010269	X	9247799	9247908	+	1188	7.26612877955645	No
FBgn0030114	X	9250770	9251029	+	1965	7.71779621101358	No
FBgn0028292	X	9256297	9256377	+	1719	7.53689712956617	No
FBgn0052703	X	9261440	9263012	-	2926	5.59471137960184	No
FBgn0030120	X	9268509	9268904	-	1098	6.83410873881384	No
FBgn0030121	X	9270778	9271854	-	1989	8.72469504674049	No
FBgn0030122	X	9273514	9273911	+	1398	7.96450336355155	No
FBgn0040236	X	9276128	9276267	-	5226	7.79811262882979	No
FBgn0002576	X	9285921	9286782	+	2478	5.32787616878958	No
FBgn0040235	X	9318283	9318928	-	777	7.79523492900217	No
FBgn0040234	X	9319492	9319684	+	4209	8.24301946898925	No
FBgn0085478	X	9326908	9328286	-	3190	8.17835816560584	No
FBgn0085479	X	9329108	9330232	-	1125	6.92067150424868	No
FBgn0026149	X	9356920	9357265	+	462	7.41818082272679	No
FBgn0261260	X	9360317	9360534	-	14307	9.12074383816443	No
FBgn0266050	X	9445818	9446174	-	357	5.29330482472449	No
FBgn0267253	X	9507082	9507262	-	654	3.78418963391826	No
FBgn0054028	X	9511524	9511607	+	567	3.71357206670431	No
FBgn0054026	X	9533844	9534023	+	351	3.09104245335832	No
FBgn0028327	X	9551942	9552783	-	906	7.70029520342012	No
FBgn0030136	X	9554710	9554904	+	195	7.49609734517596	No
FBgn0030137	X	9555785	9556115	-	579	7.18235211188526	No
FBgn0052702	X	9558764	9559014	-	11250	8.68457030082437	No
FBgn0052699	X	9573011	9573117	-	1599	7.06133436691044	No
FBgn0259741	X	9575326	9575848	-	537	5.62762111369064	No
FBgn0001186	X	9586219	9587841	+	1623	4.89783979995091	No
FBgn0030141	X	9601140	9601176	+	1980	5.3890717298165	No
FBgn0264691	X	9604881	9605705	-	939	6.83625927727707	No
FBgn0027084	X	9606476	9606553	-	1853	6.49375383985169	No
FBgn0261931	X	9609298	9609691	+	4366	8.17131687471973	No
FBgn0028341	X	9629109	9629332	-	2547	8.83273359199642	No
FBgn0030148	X	9659206	9659478	-	2226	5.52545293913178	No
FBgn0261617	X	9669710	9670603	-	9846	10.2501576141338	No
FBgn0000233	X	9694674	9695407	+	1932	8.47114925291483	No
FBgn0020378	X	9730564	9730677	+	2193	5.96357934361845	No
FBgn0030151	X	9779062	9779242	+	1315	7.58222919427646	No
FBgn0052698	X	9812099	9812156	+	981	4.02535169073515	No
FBgn0019929	X	9865337	9865397	+	1191	3.91202300542815	No
FBgn0266430	X	9868189	9868416	-	228	2.89037175789616	No
FBgn0266431	X	9871225	9871238	-	228	1.94591014905531	No
FBgn0052695	X	9873665	9873670	-	237	3.29583686600433	No
FBgn0030156	X	9874677	9874738	-	1065	4.27666611901606	No
FBgn0030157	X	9878444	9878696	+	618	3.3322045101752	No
FBgn0030158	X	9879950	9880435	+	486	3.66356164612965	No
FBgn0030159	X	9882028	9882546	+	519	3.63758615972639	No
FBgn0030160	X	9884502	9884864	+	363	5.605802066296	No
FBgn0030161	X	9888401	9888502	-	561	3.2188758248682	No
FBgn0030162	X	9909447	9909832	-	1212	4.07753744390572	No
FBgn0026415	X	9928411	9929057	-	1326	5.13579843705026	No
FBgn0030163	X	9963526	9963664	-	1002	3.89182029811063	No
FBgn0030164	X	9965350	9965460	+	1015	3.85014760171006	No
FBgn0263216	X	9966714	9966863	-	924	4.0943445622221	No
FBgn0030167	X	9978208	9978594	-	1761	4.56434819146784	No
FBgn0052694	X	10000352	10000676	+	2445	5.11799381241676	No
FBgn0053557	X	10009235	10009461	+	450	5.74620319054015	No
FBgn0030170	X	10010571	10011113	+	3300	8.25997565976828	No
FBgn0263132	X	10017724	10017732	+	14889	7.51479976048867	No
FBgn0005391	X	10051190	10052280	-	1326	4.44265125649032	No
FBgn0004045	X	10053917	10054136	+	1317	4.52178857704904	No
FBgn0030174	X	10057247	10057665	-	1444	5.5683445037611	No
FBgn0052693	X	10061627	10062433	+	1023	4.15888308335967	No
FBgn0052685	X	10072233	10072388	-	5671	8.91945316857545	No
FBgn0030177	X	10083248	10083322	+	1416	8.10922495308995	No
FBgn0030178	X	10085183	10085402	-	690	5.47227067367148	No
FBgn0083940	X	10122197	10123204	+	1748	8.18562889114761	No
FBgn0030181	X	10153612	10153933	+	618	6.60258789218934	No
FBgn0264503	X	10158810	10159056	+	3660	5.66296048013595	No
FBgn0030183	X	10207234	10207575	-	342	4.17438726989564	No
FBgn0028342	X	10213287	10213485	+	471	6.76619171466035	No
FBgn0030186	X	10215000	10216121	-	1128	4.90527477843843	No
FBgn0040941	X	10218099	10218344	-	285	3.46573590279973	No
FBgn0085437	X	10220549	10220740	+	5380	8.35772841676521	No
FBgn0030187	X	10231184	10232224	-	1047	4.49980967033027	No
FBgn0263220	X	10238427	10239545	-	3611	5.90536184805457	No
FBgn0040942	X	10264844	10265074	-	231	5.48479693349065	No
FBgn0259170	X	10277559	10277702	-	3216	7.40853056689463	No
FBgn0030189	X	10326618	10326794	+	1515	7.41457288135059	No
FBgn0011770	X	10328971	10329762	-	792	5.53338948872752	No
FBgn0030191	X	10330389	10331459	-	1071	5.62762111369064	No
FBgn0263997	X	10335839	10336451	+	1488	5.12396397940326	No
FBgn0028331	X	10357748	10357813	-	1875	8.19063168090354	No
FBgn0052679	X	10366513	10366762	-	762	6.16541785423142	No
FBgn0028480	X	10368356	10368759	+	1287	6.98286275146894	No
FBgn0052686	X	10371928	10374084	-	3246	5.12989871492307	No
FBgn0030195	X	10375498	10376550	+	1053	6.50128967054039	No
FBgn0052681	X	10376739	10381256	-	4518	5.57972982598622	No
FBgn0030196	X	10384289	10384426	-	636	7.6889133368648	No
FBgn0000711	X	10386512	10386563	+	1410	5.4249500174814	No
FBgn0052683	X	10412797	10413831	-	2412	5.23110861685459	No
FBgn0030200	X	10417496	10418080	+	585	3.58351893845611	No
FBgn0030202	X	10432468	10432812	-	345	3.76120011569356	No
FBgn0030204	X	10458189	10458239	-	1176	4.63472898822964	No
FBgn0083167	X	10460922	10460996	+	144	6.16541785423142	No
FBgn0261710	X	10464456	10465055	-	6927	9.66472262031896	No
FBgn0030206	X	10475018	10475140	+	1743	6.68959926917897	No
FBgn0030207	X	10477398	10478423	-	1026	4.88280192258637	No
FBgn0030208	X	10479501	10479717	+	1827	8.13035354743124	No
FBgn0052687	X	10482863	10483240	-	1131	4.59511985013459	No
FBgn0085443	X	10490821	10491147	-	7191	8.47324130388705	No
FBgn0030215	X	10565982	10566488	-	507	4.44265125649032	No
FBgn0067052	X	10589182	10589772	+	591	3.58351893845611	No
FBgn0001206	X	10591114	10591499	-	4239	8.42507790250843	No
FBgn0030217	X	10596250	10598049	+	1887	7.60688453121963	No
FBgn0030218	X	10598646	10598934	-	1377	8.82585367025321	No
FBgn0263072	X	10604164	10605226	-	8052	6.75110146893676	No
FBgn0030221	X	10622568	10623158	-	591	3.55534806148941	No
FBgn0030222	X	10623904	10624156	-	2733	4.85981240436167	No
FBgn0052677	X	10699273	10701121	+	6417	6.52209279817015	No
FBgn0030223	X	10657689	10658296	+	2793	5.14749447681345	No
FBgn0052673	X	10661168	10661758	-	591	3.55534806148941	No
FBgn0030224	X	10672493	10673368	-	876	4.12713438504509	No
FBgn0052676	X	10714402	10715139	-	3366	8.52237971810354	No
FBgn0003204	X	10745820	10745983	+	1770	6.84374994900622	No
FBgn0030230	X	10749708	10750094	-	2000	5.71042701737487	No
FBgn0052675	X	10760489	10760992	-	1590	7.16703787691222	No
FBgn0052672	X	10765461	10765535	-	426	8.00235954625271	No
FBgn0030228	X	10768721	10769293	+	2166	7.91461770904068	No
FBgn0030234	X	10772999	10773166	+	531	4.12713438504509	No
FBgn0025111	X	10779224	10779695	-	921	6.64118216974059	No
FBgn0003360	X	10781624	10782095	-	936	6.61338421837956	No
FBgn0285926	X	10797072	10797437	-	2006	8.41360887515967	No
FBgn0003321	X	10833512	10833608	-	2016	8.19395302356374	No
FBgn0040850	X	10839387	10839455	+	207	3.04452243772342	No
FBgn0030237	X	10842246	10842686	+	441	4.44265125649032	No
FBgn0052669	X	10843108	10844919	-	1812	7.92371033396924	No
FBgn0030239	X	10847500	10847638	+	729	8.27001306227379	No
FBgn0030240	X	10848895	10849975	+	2667	8.29429960885724	No
FBgn0030241	X	10852592	10854604	-	2013	8.62730241409627	No
FBgn0030242	X	10855451	10857271	-	1821	8.18952211074809	No
FBgn0030243	X	10857922	10857935	+	3384	8.98004631663313	No
FBgn0030244	X	10869380	10869391	+	741	5.04985600724954	No
FBgn0030245	X	10870707	10870844	-	3808	8.46926265765869	No
FBgn0017561	X	10878519	10880557	-	3076	6.06378520868761	No
FBgn0030246	X	10895015	10895577	-	3864	9.10830764641103	No
FBgn0030247	X	10900529	10901623	+	1095	5.03043792139244	No
FBgn0264502	X	10906084	10909122	+	6843	6.86901445066571	No
FBgn0003965	X	10924028	10924053	+	1137	4.24849524204936	No
FBgn0030251	X	10927578	10927644	+	1776	7.30921236569276	No
FBgn0263705	X	10938636	10938761	+	10521	7.73236922228439	No
FBgn0052671	X	10950373	10950963	-	591	3.3322045101752	No
FBgn0052670	X	10951778	10952419	-	642	3.46573590279973	No
FBgn0021742	X	10964210	10965066	-	1677	5.4249500174814	No
FBgn0259241	X	10968747	10969297	-	1283	5.28826703069454	No
FBgn0030257	X	11045118	11045135	+	1618	5.74939298590825	No
FBgn0030258	X	11052608	11052857	-	552	3.87120101090789	No
FBgn0030259	X	11057680	11057800	-	384	2.30258509299405	No
FBgn0030260	X	11062163	11062268	-	405	3.09104245335832	No
FBgn0030261	X	11066612	11066732	+	384	4.04305126783455	No
FBgn0003366	X	11071724	11072018	-	7662	6.43294009273918	No
FBgn0030262	X	11089371	11089452	+	480	3.46573590279973	No
FBgn0030263	X	11090579	11090798	+	1023	5.40717177146012	No
FBgn0027498	X	11093045	11094301	+	1257	4.55387689160054	No
FBgn0259101	X	11103476	11103615	+	2378	5.20948615284142	No
FBgn0015245	X	11110041	11111411	+	1719	6.33505425149806	No
FBgn0030266	X	11112854	11115530	-	10617	8.40290404501411	No
FBgn0028686	X	11125313	11125348	+	1239	8.38776764397578	No
FBgn0010391	X	11126978	11128063	-	1842	7.34665516317654	No
FBgn0030268	X	11130983	11131300	-	2415	8.26513562993738	No
FBgn0265535	X	11131487	11132323	-	837	7.00669522683704	No
FBgn0030269	X	11138057	11138899	+	885	7.18538701558042	No
FBgn0052667	X	11139847	11139934	-	264	4.20469261939097	No
FBgn0030270	X	11140623	11140728	-	348	4.17438726989564	No
FBgn0030271	X	11142680	11142773	+	345	5.63478960316925	No
FBgn0030272	X	11144153	11144249	+	339	4.88280192258637	No
FBgn0020255	X	11145652	11145864	-	648	8.35796296584568	No
FBgn0030274	X	11149714	11149851	+	1806	8.67590488257106	No
FBgn0261277	X	11152969	11153163	-	453	5.67675380226828	No
FBgn0030276	X	11155137	11155228	+	1479	6.58063913728495	No
FBgn0052668	X	11156763	11157572	-	2589	5.17614973257383	No
FBgn0026268	X	11168201	11168374	-	750	4.0943445622221	No
FBgn0030277	X	11170009	11170509	-	501	3.29583686600433	No
FBgn0030278	X	11183056	11183394	+	339	2.99573227355399	No
FBgn0030280	X	11202382	11202717	+	336	3.13549421592915	No
FBgn0265595	X	11224132	11225079	-	2809	5.4971682252932	No
FBgn0030283	X	11248409	11248774	+	366	3.13549421592915	No
FBgn0083979	X	11308533	11309591	-	1799	4.63472898822964	No
FBgn0003411	X	11321724	11322290	-	567	8.72436994920837	No
FBgn0001491	X	11324673	11325010	-	432	6.72262979485545	No
FBgn0030286	X	11328046	11328192	+	5136	8.13856473726163	No
FBgn0028421	X	11334792	11334921	-	3149	7.96206730875367	No
FBgn0085377	X	11340452	11340497	+	969	6.10479323241498	No
FBgn0030289	X	11345270	11346162	-	2547	8.3086919168389	No
FBgn0030290	X	11348205	11348813	+	609	6.29341927884648	No
FBgn0030291	X	11349172	11349717	+	546	8.05038445306702	No
FBgn0030292	X	11350096	11350422	+	327	6.68336094576627	No
FBgn0030293	X	11351704	11353599	+	2829	9.17076759685636	No
FBgn0000499	X	11356354	11358222	+	1869	8.49943646982698	No
FBgn0030294	X	11359329	11359537	+	366	7.17242457712485	No
FBgn0004864	X	11361818	11362004	-	3531	8.38274709486331	No
FBgn0027359	X	11368536	11368625	+	264	6.70196036600254	No
FBgn0001624	X	11374492	11374510	+	5154	8.81299223196997	No
FBgn0030296	X	11410054	11410129	+	1335	5.59471137960184	No
FBgn0030297	X	11411915	11412070	-	1119	5.34710753071747	No
FBgn0030298	X	11415892	11415939	-	1218	4.34380542185368	No
FBgn0045502	X	11413503	11413658	-	1224	4.78749174278205	No
FBgn0001145	X	11423062	11423072	+	1119	6.01615715969835	No
FBgn0262740	X	11433283	11433417	-	2472	5.71042701737487	No
FBgn0030300	X	11443633	11445555	+	1923	4.88280192258637	No
FBgn0030301	X	11455077	11455191	+	2563	8.10741881171997	No
FBgn0262685	X	11459882	11460124	+	1233	5.39362754635236	No
FBgn0030304	X	11477593	11477791	+	1722	4.55387689160054	No
FBgn0030305	X	11483654	11483934	+	1212	6.09356977004514	No
FBgn0030306	X	11485393	11485431	+	597	6.87212810133899	No
FBgn0030307	X	11486772	11491523	-	4752	5.68357976733868	No
FBgn0052666	X	11493866	11493999	+	2022	8.26590733415575	No
FBgn0030309	X	11555619	11555795	-	480	3.04452243772342	No
FBgn0030310	X	11561973	11562280	+	609	4.0943445622221	No
FBgn0003277	X	11563515	11564605	-	5661	9.65733122691285	No
FBgn0030311	X	11570710	11570776	+	438	8.68033192879342	No
FBgn0027259	X	11571792	11572132	-	549	8.526351129201	No
FBgn0030313	X	11572802	11573062	+	720	5.18738580584075	No
FBgn0030314	X	11573858	11573983	+	1992	8.21986474191265	No
FBgn0000618	X	11576176	11576478	-	303	6.26149168432104	No
FBgn0030316	X	11576953	11577078	+	1654	7.44483327389219	No
FBgn0002948	X	11580924	11581040	+	1998	8.12592680270789	No
FBgn0030317	X	11582197	11582473	-	1905	5.54126354515843	No
FBgn0030318	X	11600087	11600326	+	1251	7.5207764150628	No
FBgn0030319	X	11603340	11603879	-	540	4.21950770517611	No
FBgn0030320	X	11606786	11607955	-	3144	8.42376124662369	No
FBgn0030321	X	11612178	11613264	+	2703	8.64453043987743	No
FBgn0266421	X	11615348	11615446	-	336	7.44833386089748	No
FBgn0002723	X	11616868	11618160	+	2148	7.6511201757027	No
FBgn0004370	X	11624103	11624216	+	6036	6.62539236800796	No
FBgn0030323	X	11677668	11678270	-	714	6.40687998606931	No
FBgn0014133	X	11680853	11681114	+	4317	9.16858043772795	No
FBgn0011754	X	11696449	11696540	+	1764	8.02747653086048	No
FBgn0030326	X	11704509	11704741	-	342	3.68887945411394	No
FBgn0030327	X	11707009	11707645	-	1857	7.79028238070348	No
FBgn0030328	X	11711513	11712366	-	1650	8.79951090136887	No
FBgn0030329	X	11717074	11717264	+	1250	9.06704720214971	No
FBgn0030330	X	11720662	11721027	+	1761	7.9168074909376	No
FBgn0030331	X	11724396	11724438	+	1635	4.97673374242057	No
FBgn0260812	X	11726532	11727364	-	1059	4.12713438504509	No
FBgn0259918	X	11732420	11732662	-	243	2.56494935746154	No
FBgn0085350	X	11731227	11731646	-	420	2.70805020110221	No
FBgn0085351	X	11733628	11733894	-	267	3.89182029811063	No
FBgn0002577	X	11763204	11763281	+	2046	4.92725368515721	No
FBgn0030332	X	11763647	11763823	-	753	4.00733318523247	No
FBgn0004511	X	11770948	11772584	-	2097	5.17614973257383	No
FBgn0030334	X	11788939	11789103	+	798	3.85014760171006	No
FBgn0000259	X	11793447	11793518	+	894	7.9043348420851	No
FBgn0001218	X	11802616	11804458	-	1968	7.9665866976384	No
FBgn0030336	X	11809934	11810463	-	2703	5.7037824746562	No
FBgn0266019	X	11823607	11824478	+	6773	9.0415666277275	No
FBgn0030338	X	11837606	11838010	-	405	3.17805383034795	No
FBgn0030339	X	11839610	11839797	+	1515	5.97126183979046	No
FBgn0030340	X	11842954	11845872	-	2925	5.5683445037611	No
FBgn0030341	X	11851633	11852262	-	630	6.79570577517351	No
FBgn0030342	X	11852860	11853341	-	1740	7.54486106865846	No
FBgn0030343	X	11855352	11856321	+	3762	7.86326672400957	No
FBgn0030344	X	11865108	11866311	-	3441	7.99294454731811	No
FBgn0030345	X	11869247	11869339	+	1026	6.68336094576627	No
FBgn0030346	X	11871500	11872546	-	1047	6.70318811324086	No
FBgn0030347	X	11873501	11873503	+	924	5.48063892334199	No
FBgn0030348	X	11875586	11875929	-	945	5.3890717298165	No
FBgn0030349	X	11878746	11878988	-	3087	7.96032362914884	No
FBgn0030350	X	11887397	11887415	+	330	6.80793494369993	No
FBgn0030351	X	11888496	11888514	+	354	6.31535800152233	No
FBgn0030352	X	11892038	11892219	+	1002	8.4986218058308	No
FBgn0260780	X	11894764	11895819	+	4119	7.18083119904456	No
FBgn0030354	X	11901241	11901279	-	3540	8.48052920704465	No
FBgn0262686	X	11906455	11906664	-	210	2.89037175789616	No
FBgn0250871	X	11908583	11908729	-	2889	5.41164605185504	No
FBgn0030357	X	11920734	11921004	-	1082	4.21950770517611	No
FBgn0030358	X	11926752	11926937	-	3111	5.53338948872752	No
FBgn0263111	X	11935262	11936195	-	7254	7.15148546390474	No
FBgn0000808	X	11985786	11986296	-	1609	6.27287700654617	No
FBgn0003865	X	11988166	11988912	-	747	8.97157543975902	No
FBgn0030359	X	11990242	11990652	-	2118	5.58724865840025	No
FBgn0001083	X	11993500	11993630	-	3522	5.76205138278018	No
FBgn0030360	X	12008270	12008704	+	1197	7.0335064842877	No
FBgn0030361	X	12010097	12010601	-	1776	7.58933582317062	No
FBgn0030362	X	12015519	12015566	+	957	5.8111409929767	No
FBgn0043001	X	12017454	12017873	-	420	8.10258642539079	No
FBgn0030364	X	12019181	12019325	+	651	8.05990833457828	No
FBgn0030365	X	12021160	12021278	+	1446	8.10711747075039	No
FBgn0030366	X	12024311	12025045	-	3387	8.86587628542542	No
FBgn0030367	X	12029789	12030358	-	1449	4.77068462446567	No
FBgn0030369	X	12032814	12032979	+	1608	4.78749174278205	No
FBgn0267001	X	12193881	12194223	+	10307	8.94311430809178	No
FBgn0030370	X	12055503	12056522	-	1020	4.11087386417331	No
FBgn0052656	X	12059846	12059887	+	4656	5.4380793089232	No
FBgn0085352	X	12070488	12070658	+	336	3.8286413964891	No
FBgn0030373	X	12072215	12072730	-	516	3.3322045101752	No
FBgn0030374	X	12086556	12086762	-	321	2.83321334405622	No
FBgn0030375	X	12102947	12103051	-	744	4.29045944114839	No
FBgn0030376	X	12107297	12107301	+	5646	5.67675380226828	No
FBgn0030377	X	12176898	12178607	-	1710	5.34710753071747	No
FBgn0052655	X	12234674	12235125	-	990	3.8286413964891	No
FBgn0267163	X	12274724	12275086	+	363	6.12249280951439	No
FBgn0030384	X	12373245	12374276	+	1032	4.38202663467388	No
FBgn0030385	X	12375599	12376579	-	1926	4.89034912822175	No
FBgn0052651	X	12406552	12408405	-	1854	4.27666611901606	No
FBgn0030386	X	12408955	12409440	+	717	3.95124371858143	No
FBgn0259680	X	12435252	12435344	+	6613	6.43454651878745	No
