# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/PolII-PROseq.counts.cds.txt" "./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam
FBtr0084408	3R	23348628	23355063	+	6436	2346	1853	1474	4383	4986	4645
FBtr0346160	3R	23356778	23358431	+	1654	93	286	71	172	880	792
FBtr0084409	3R	23357063	23358250	+	1188	0	0	0	0	0	0
FBtr0084410	3R	23359312	23359828	+	517	0	0	0	0	0	0
FBtr0346349	3R	23359312	23360107	+	796	57	92	28	65	232	218
FBtr0339619	3R	23361989	23363068	-	1080	0	0	0	0	0	0
FBtr0084431	3R	23361989	23363074	-	1086	0	1	1	1	1	2
FBtr0339617	3R	23376028	23384277	-	8250	130	28	132	279	84	61
FBtr0339616	3R	23377311	23382321	-	5011	0	0	0	0	0	0
FBtr0301085	3R	23377311	23384277	-	6967	0	0	0	0	0	0
FBtr0299867	3R	23402708	23403228	-	521	133	23	102	189	88	97
FBtr0299677	3R	23403308	23405039	+	1732	383	64	268	700	518	391
FBtr0299678	3R	23406009	23407302	+	1294	360	68	202	586	290	196
FBtr0303342	3R	23408784	23471778	-	62995	7758	1741	5131	13868	6262	4697
FBtr0310575	3R	23408784	23430974	-	22191	0	0	0	0	0	0
FBtr0290293	3R	23482365	23483441	+	1077	199	39	186	465	158	127
FBtr0273202	3R	23484363	23485400	+	1038	334	50	170	517	195	142
FBtr0273205	3R	23488001	23489080	+	1080	277	63	143	465	181	102
FBtr0339622	3R	23513717	23518945	-	5229	83	14	47	149	64	36
FBtr0301859	3R	23514068	23517818	-	3751	0	0	0	0	0	0
FBtr0084425	3R	23514068	23518945	-	4878	0	0	0	0	0	0
FBtr0084424	3R	23520246	23521083	-	838	332	31	220	548	212	141
FBtr0344701	3R	23522364	23530486	-	8123	40	12	48	72	72	43
FBtr0084421	3R	23522803	23530486	-	7684	0	0	0	0	0	0
FBtr0084423	3R	23522803	23528484	-	5682	0	0	0	0	0	0
FBtr0339621	3R	23522803	23526905	-	4103	0	0	0	0	0	0
FBtr0084420	3R	23533045	23534267	-	1223	765	127	373	1131	478	290
FBtr0303507	3R	23535000	23536210	-	1211	272	57	179	473	165	110
FBtr0084418	3R	23537093	23538408	-	1316	352	68	222	657	272	169
FBtr0300585	3R	23554423	23556443	-	2021	49	16	42	129	63	25
FBtr0084417	3R	23554721	23556273	-	1553	0	0	0	0	0	0
FBtr0084433	3R	23557912	23579446	+	21535	0	0	0	0	0	0
FBtr0332427	3R	23557912	23579977	+	22066	76	12	42	109	60	29
FBtr0084486	3R	23587220	23589319	-	2100	498	112	315	853	306	244
FBtr0304612	3R	23590241	23592269	-	2029	379	83	187	510	222	169
FBtr0304611	3R	23593725	23595773	-	2049	449	73	261	706	338	188
FBtr0273191	3R	23596661	23598534	-	1874	439	77	307	832	252	158
FBtr0084481	3R	23602607	23604995	-	2389	521	118	335	968	418	336
FBtr0290056	3R	23605851	23669159	-	63309	136	33	90	250	105	66
FBtr0084479	3R	23606852	23669159	-	62308	0	0	0	0	0	0
FBtr0290057	3R	23607331	23669159	-	61829	0	0	0	0	0	0
FBtr0084434	3R	23677858	23678321	+	464	187	56	115	321	142	148
FBtr0089622	3R	23680539	23682217	+	1679	508	1037	416	1005	2118	2069
FBtr0303150	3R	23683003	23683880	+	878	302	199	221	512	405	367
FBtr0303151	3R	23684557	23686437	+	1881	213	135	113	359	322	314
FBtr0334766	3R	23684848	23685897	+	1050	0	0	0	0	0	0
FBtr0084440	3R	23686755	23688047	+	1293	398	184	278	889	572	555
FBtr0084477	3R	23689107	23694226	-	5120	0	0	0	0	0	0
FBtr0084476	3R	23689107	23694483	-	5377	75	77	60	144	147	186
FBtr0084475	3R	23695321	23695745	-	425	144	37	78	245	158	68
FBtr0113347	3R	23696472	23698527	-	2056	602	150	448	1111	456	295
FBtr0334769	3R	23699428	23699854	-	427	94	30	56	165	70	82
FBtr0084441	3R	23701121	23702505	+	1385	427	67	334	863	325	219
FBtr0084442	3R	23703261	23704442	+	1182	247	56	205	475	336	232
FBtr0113405	3R	23705304	23708107	+	2804	0	0	0	0	0	0
FBtr0334767	3R	23705304	23708412	+	3109	66	16	53	113	36	46
FBtr0114504	3R	23710658	23711238	+	581	170	40	102	332	113	94
FBtr0084445	3R	23712027	23713213	+	1187	271	69	210	453	196	160
FBtr0084472	3R	23712914	23717857	-	4944	861	202	568	1707	733	570
FBtr0345300	3R	23719443	23721125	-	1683	413	71	277	809	305	252
FBtr0084449	3R	23723831	23731399	+	7569	819	252	569	1339	790	608
FBtr0084447	3R	23728882	23731399	+	2518	0	0	0	0	0	0
FBtr0084448	3R	23729054	23731399	+	2346	0	0	0	0	0	0
FBtr0084469	3R	23731475	23732962	-	1488	128	599	95	269	1230	1376
FBtr0084470	3R	23731603	23732511	-	909	0	0	0	0	0	0
FBtr0084450	3R	23733824	23750892	+	17069	3853	2245	2520	7367	6568	5527
FBtr0335003	3R	23751037	23752334	-	1298	433	1412	339	776	2514	2721
FBtr0084452	3R	23753376	23754523	+	1148	443	1014	295	857	2311	2516
FBtr0321255	3R	23754723	23758057	-	3335	133	276	97	224	800	927
FBtr0084467	3R	23754723	23757517	-	2795	0	0	0	0	0	0
FBtr0084453	3R	23758839	23759506	+	668	224	334	188	464	1100	1211
FBtr0084466	3R	23759583	23760100	-	518	138	276	111	296	805	911
FBtr0084465	3R	23760837	23762763	-	1927	721	1024	443	1263	3151	3272
FBtr0084456	3R	23764357	23766562	+	2206	128	64	76	226	149	173
FBtr0084457	3R	23764738	23766562	+	1825	0	0	0	0	0	0
FBtr0300681	3R	23768212	23768884	+	673	63	202	59	94	452	396
FBtr0084462	3R	23768499	23772359	-	3861	18	34	3	20	97	112
FBtr0334895	3R	23769010	23772359	-	3350	0	0	0	0	0	0
FBtr0084461	3R	23773098	23773627	-	530	222	396	138	361	1232	1091
FBtr0334894	3R	23774325	23780909	-	6585	0	0	0	0	0	0
FBtr0084460	3R	23774325	23781121	-	6797	35	159	42	89	163	199
FBtr0304567	3R	23777316	23780909	-	3594	0	0	0	0	0	0
FBtr0084459	3R	23782265	23801534	+	19270	4976	7605	3360	8618	21284	20959
FBtr0334893	3R	23801814	23818737	-	16924	0	0	0	0	0	0
FBtr0084530	3R	23801814	23818319	-	16506	0	0	0	0	0	0
FBtr0345324	3R	23804359	23859067	+	54709	404	1388	342	748	3895	4377
FBtr0344335	3R	23808385	23818737	-	10353	0	0	0	0	0	0
FBtr0089623	3R	23809928	23818319	-	8392	0	0	0	0	0	0
FBtr0347562	3R	23821092	23859067	+	37976	0	0	0	0	0	0
FBtr0112907	3R	23860262	23889552	-	29291	184	236	130	309	788	571
FBtr0084527	3R	23861393	23889552	-	28160	0	0	0	0	0	0
FBtr0475058	3R	23891697	23893060	-	1364	67	33	42	128	91	58
FBtr0084525	3R	23891697	23892883	-	1187	0	0	0	0	0	0
FBtr0330380	3R	23894274	23922473	-	28200	7549	6194	4708	13855	15067	13596
FBtr0084490	3R	23923800	23924219	+	420	174	136	95	328	449	471
FBtr0084491	3R	23924899	23926336	+	1438	562	1096	368	1013	2725	2900
FBtr0330369	3R	23926472	23927134	-	663	264	492	158	482	1142	1212
FBtr0339668	3R	23927828	23928500	-	673	173	45	130	306	248	178
FBtr0346154	3R	23929973	23931058	-	1086	53	102	42	90	192	227
FBtr0084520	3R	23929973	23930934	-	962	0	0	0	0	0	0
FBtr0084493	3R	23932139	23932628	+	490	174	247	108	346	802	791
FBtr0084494	3R	23934412	23935864	+	1453	469	554	342	861	1431	1491
FBtr0089498	3R	23936058	23942601	-	6544	839	262	628	1637	902	748
FBtr0335205	3R	23936058	23938270	-	2213	0	0	0	0	0	0
FBtr0084514	3R	23943728	23947924	-	4197	5	0	7	7	8	4
FBtr0308071	3R	23943728	23947883	-	4156	0	0	0	0	0	0
FBtr0084511	3R	23952236	23957891	-	5656	894	940	540	1601	2172	2384
FBtr0084512	3R	23952236	23954999	-	2764	0	0	0	0	0	0
FBtr0305040	3R	23959151	23961018	+	1868	0	0	0	0	0	0
FBtr0305039	3R	23959151	23961404	+	2254	0	0	0	0	0	0
FBtr0084496	3R	23959151	23962455	+	3305	151	121	115	277	316	269
FBtr0335244	3R	23959151	23960132	+	982	0	0	0	0	0	0
FBtr0305041	3R	23963680	23983132	+	19453	376	115	312	662	414	353
FBtr0330371	3R	23963680	23980894	+	17215	0	0	0	0	0	0
FBtr0113393	3R	23963680	23973742	+	10063	0	0	0	0	0	0
FBtr0084510	3R	23985313	23986069	-	757	183	223	119	321	605	647
FBtr0084502	3R	23987142	23988638	+	1497	549	712	346	1037	1881	2120
FBtr0113276	3R	23988906	23990811	-	1906	0	0	0	0	0	0
FBtr0084509	3R	23988906	23992416	-	3511	259	234	163	531	676	727
FBtr0113275	3R	23988906	23991536	-	2631	0	0	0	0	0	0
FBtr0084503	3R	23993508	23995352	+	1845	72	184	67	194	615	537
FBtr0308612	3R	23993679	23995152	+	1474	0	0	0	0	0	0
FBtr0308611	3R	23994233	23995152	+	920	0	0	0	0	0	0
FBtr0084504	3R	23996159	23997444	+	1286	323	934	221	600	2626	3051
FBtr0084507	3R	23997638	24031327	-	33690	111	168	51	212	603	546
FBtr0301418	3R	23998540	24006078	-	7539	0	0	0	0	0	0
FBtr0339250	3R	23998540	24031327	-	32788	0	0	0	0	0	0
FBtr0084532	3R	24032657	24034157	+	1501	649	1453	367	1020	3043	3006
FBtr0321262	3R	24034462	24038347	-	3886	265	1466	161	581	3154	3723
FBtr0084595	3R	24034462	24037230	-	2769	0	0	0	0	0	0
FBtr0445311	3R	24038715	24042286	+	3572	0	0	0	0	0	0
FBtr0084533	3R	24038715	24042554	+	3840	0	0	0	0	0	0
FBtr0445310	3R	24038715	24041763	+	3049	0	0	0	0	0	0
FBtr0084534	3R	24038715	24041744	+	3030	0	0	0	0	0	0
FBtr0346099	3R	24038715	24042882	+	4168	52	143	34	52	465	359
FBtr0084591	3R	24043156	24047765	-	4610	45	381	24	77	722	812
FBtr0084594	3R	24043156	24047490	-	4335	0	0	0	0	0	0
FBtr0333201	3R	24043156	24046868	-	3713	0	0	0	0	0	0
FBtr0333202	3R	24043156	24047221	-	4066	0	0	0	0	0	0
FBtr0084592	3R	24043156	24047549	-	4394	0	0	0	0	0	0
FBtr0333200	3R	24043156	24046512	-	3357	0	0	0	0	0	0
FBtr0084535	3R	24048290	24049068	+	779	216	1053	93	359	2509	3042
FBtr0084590	3R	24049280	24050282	-	1003	401	897	260	666	1893	1958
FBtr0084536	3R	24051283	24053492	+	2210	203	435	98	407	1104	1253
FBtr0084537	3R	24052181	24053492	+	1312	0	0	0	0	0	0
FBtr0084589	3R	24055180	24056810	-	1631	704	523	440	1152	1601	1551
FBtr0084541	3R	24058787	24062715	+	3929	1055	1345	719	2075	3709	3826
FBtr0084587	3R	24063177	24108460	-	45284	121	137	109	198	500	493
FBtr0303160	3R	24063937	24108460	-	44524	0	0	0	0	0	0
FBtr0303159	3R	24064577	24108460	-	43884	0	0	0	0	0	0
FBtr0300475	3R	24067466	24108460	-	40995	0	0	0	0	0	0
FBtr0303161	3R	24101700	24105263	-	3564	0	0	0	0	0	0
FBtr0084588	3R	24103479	24105263	-	1785	0	0	0	0	0	0
FBtr0300705	3R	24110044	24111889	-	1846	645	962	404	1218	2391	2461
FBtr0339244	3R	24113786	24128093	+	14308	22	5	16	41	29	15
FBtr0304161	3R	24114095	24128093	+	13999	0	0	0	0	0	0
FBtr0304157	3R	24114143	24115822	-	1680	0	0	0	0	0	0
FBtr0084585	3R	24114143	24115671	-	1529	0	0	0	0	0	0
FBtr0339245	3R	24119040	24128093	+	9054	0	0	0	0	0	0
FBtr0084584	3R	24128149	24129755	-	1607	438	139	242	799	488	473
FBtr0084546	3R	24130807	24134554	+	3748	1287	629	814	2282	1760	1581
FBtr0084547	3R	24135331	24137438	+	2108	653	402	384	1110	1144	1295
FBtr0084548	3R	24138395	24140836	+	2442	476	174	344	809	696	642
FBtr0084549	3R	24141895	24147390	+	5496	1853	851	1191	3137	2673	2784
FBtr0084583	3R	24147536	24148467	-	932	315	251	194	625	677	800
FBtr0084582	3R	24149120	24149703	-	584	195	98	116	317	451	527
FBtr0084581	3R	24150516	24151821	-	1306	114	35	69	222	159	108
FBtr0300572	3R	24150516	24151465	-	950	0	0	0	0	0	0
FBtr0084550	3R	24152847	24154796	+	1950	682	431	399	1265	1195	1147
FBtr0100516	3R	24154926	24160789	-	5864	122	65	79	180	388	231
FBtr0100517	3R	24155798	24160998	-	5201	46	76	47	112	187	190
FBtr0084551	3R	24162227	24163115	+	889	292	371	142	479	1231	1194
FBtr0445404	3R	24164466	24168164	+	3699	5	28	6	23	42	73
FBtr0084552	3R	24164466	24167663	+	3198	0	0	0	0	0	0
FBtr0084576	3R	24167775	24169062	-	1288	311	556	145	467	1492	1405
FBtr0344266	3R	24173128	24184044	+	10917	779	187	487	1267	588	493
FBtr0084553	3R	24173128	24181320	+	8193	0	0	0	0	0	0
FBtr0084554	3R	24186859	24187685	+	827	270	340	160	503	856	962
FBtr0084575	3R	24187824	24188396	-	573	209	342	131	406	811	827
FBtr0084573	3R	24189150	24192923	-	3774	962	1130	638	1836	2827	2680
FBtr0084555	3R	24194332	24196780	+	2449	792	564	455	1222	1606	1545
FBtr0084568	3R	24196993	24220935	-	23943	113	137	60	168	314	278
FBtr0084571	3R	24197691	24221465	-	23775	108	549	87	213	1597	1532
FBtr0084570	3R	24197691	24200986	-	3296	0	0	0	0	0	0
FBtr0084569	3R	24197691	24220384	-	22694	0	0	0	0	0	0
FBtr0084567	3R	24197888	24220935	-	23048	0	0	0	0	0	0
FBtr0084572	3R	24214731	24218218	-	3488	0	0	0	0	0	0
FBtr0084557	3R	24221603	24223428	+	1826	89	672	59	199	1647	1741
FBtr0084558	3R	24222031	24223428	+	1398	0	0	0	0	0	0
FBtr0084559	3R	24222742	24223428	+	687	0	0	0	0	0	0
FBtr0330382	3R	24223545	24226434	-	2890	1185	1842	721	2063	4551	4836
FBtr0084560	3R	24227523	24228438	+	916	246	275	149	373	843	813
FBtr0305044	3R	24228442	24229535	-	1094	152	542	101	326	1573	1497
FBtr0084563	3R	24231062	24248753	+	17692	0	0	0	0	0	0
FBtr0084562	3R	24231062	24250148	+	19087	0	0	0	0	0	0
FBtr0345261	3R	24235570	24250148	+	14579	0	0	0	0	0	0
FBtr0084637	3R	24250560	24252179	-	1620	722	871	479	1280	2105	2070
FBtr0301367	3R	24252926	24270733	-	17808	0	2	0	1	46	30
FBtr0334871	3R	24252965	24258988	-	6024	0	0	0	0	0	0
FBtr0301368	3R	24252965	24270733	-	17769	0	0	0	0	0	0
FBtr0334872	3R	24252965	24263342	-	10378	0	0	0	0	0	0
FBtr0301371	3R	24252973	24270733	-	17761	0	0	0	0	0	0
FBtr0301370	3R	24253244	24270733	-	17490	0	0	0	0	0	0
FBtr0301369	3R	24254630	24270733	-	16104	0	0	0	0	0	0
FBtr0334869	3R	24273529	24275628	+	2100	55	31	60	106	140	138
FBtr0084598	3R	24273529	24275176	+	1648	0	0	0	0	0	0
FBtr0084599	3R	24276760	24278692	+	1933	149	121	97	297	320	272
FBtr0334870	3R	24277139	24278692	+	1554	0	0	0	0	0	0
FBtr0084600	3R	24280072	24281476	+	1405	523	106	279	785	320	214
FBtr0084601	3R	24284455	24288517	+	4063	1251	282	782	2104	965	704
FBtr0299531	3R	24288653	24289318	-	666	208	48	149	331	215	126
FBtr0084602	3R	24290672	24292151	+	1480	0	0	0	0	0	0
FBtr0309096	3R	24290672	24293271	+	2600	103	69	51	129	183	214
FBtr0309095	3R	24290672	24292499	+	1828	0	0	0	0	0	0
FBtr0309097	3R	24290672	24293011	+	2340	0	0	0	0	0	0
FBtr0084634	3R	24293466	24293899	-	434	225	191	137	407	554	549
FBtr0334925	3R	24295578	24314332	+	18755	0	0	0	0	0	0
FBtr0304726	3R	24295578	24314441	+	18864	9	29	12	14	113	83
FBtr0084633	3R	24314760	24317919	-	3160	1041	2619	652	2022	7015	7275
FBtr0084604	3R	24319500	24328519	+	9020	2866	5743	1871	4979	13530	13647
FBtr0084632	3R	24328555	24332816	-	4262	1353	1653	814	2443	4148	4124
FBtr0084605	3R	24333933	24337148	+	3216	73	43	57	140	197	116
FBtr0334599	3R	24333933	24336655	+	2723	0	0	0	0	0	0
FBtr0084606	3R	24337422	24340097	+	2676	0	0	0	0	0	0
FBtr0346110	3R	24337422	24340545	+	3124	131	32	86	192	124	71
FBtr0346341	3R	24342051	24343725	+	1675	12	39	13	30	91	55
FBtr0084607	3R	24342051	24343585	+	1535	0	0	0	0	0	0
FBtr0334600	3R	24343018	24343585	+	568	0	0	0	0	0	0
FBtr0334603	3R	24343995	24348291	-	4297	144	335	124	276	853	519
FBtr0273283	3R	24345892	24348291	-	2400	0	0	0	0	0	0
FBtr0330373	3R	24349682	24356141	+	6460	1979	1974	1285	3462	4971	4749
FBtr0084629	3R	24356170	24357438	-	1269	489	739	325	797	1781	1847
FBtr0084628	3R	24358195	24359644	-	1450	446	542	292	895	1934	1882
FBtr0303581	3R	24362347	24363042	+	696	150	21	97	253	108	75
FBtr0084611	3R	24363638	24364189	+	552	152	52	120	283	131	147
FBtr0084613	3R	24368858	24369319	+	462	126	29	83	197	69	60
FBtr0084614	3R	24370068	24370631	+	564	195	39	113	332	167	75
FBtr0084624	3R	24370851	24372262	-	1412	450	63	333	804	254	170
FBtr0084623	3R	24373556	24375161	-	1606	476	89	290	870	345	248
FBtr0084622	3R	24383020	24384552	-	1533	400	66	223	599	249	160
FBtr0334918	3R	24386204	24389839	-	3636	1007	216	678	1719	613	438
FBtr0084617	3R	24391092	24391770	+	679	281	49	159	490	183	107
FBtr0334916	3R	24393996	24456657	-	62662	1046	263	731	1697	821	447
FBtr0330310	3R	24401197	24456657	-	55461	0	0	0	0	0	0
FBtr0084640	3R	24485928	24491047	+	5120	1313	266	849	2196	880	587
FBtr0084681	3R	24509328	24514606	-	5279	1146	404	763	1966	1601	1261
FBtr0084641	3R	24515778	24518028	+	2251	128	45	90	230	216	197
FBtr0334333	3R	24516077	24518028	+	1952	0	0	0	0	0	0
FBtr0084642	3R	24518770	24521242	+	2473	0	0	0	0	0	0
FBtr0334334	3R	24518770	24522231	+	3462	134	290	95	254	1037	951
FBtr0289971	3R	24522578	24523178	-	601	273	272	190	510	617	625
FBtr0084643	3R	24525294	24527433	+	2140	548	112	329	982	447	385
FBtr0084644	3R	24528547	24529715	+	1169	451	764	296	738	1835	1650
FBtr0334335	3R	24531076	24536295	+	5220	33	96	23	58	235	245
FBtr0084645	3R	24531160	24536295	+	5136	0	0	0	0	0	0
FBtr0089906	3R	24536304	24543414	-	7111	74	10	59	127	75	48
FBtr0306025	3R	24536304	24542925	-	6622	0	0	0	0	0	0
FBtr0084647	3R	24545219	24556449	+	11231	884	187	640	1582	743	452
FBtr0084648	3R	24549514	24556449	+	6936	0	0	0	0	0	0
FBtr0334336	3R	24549517	24556449	+	6933	0	0	0	0	0	0
FBtr0084672	3R	24557468	24582364	-	24897	172	192	134	353	576	377
FBtr0110795	3R	24559380	24582364	-	22985	0	0	0	0	0	0
FBtr0110796	3R	24559380	24576953	-	17574	0	0	0	0	0	0
FBtr0084675	3R	24559889	24571995	-	12107	0	0	0	0	0	0
FBtr0345204	3R	24559889	24571465	-	11577	0	0	0	0	0	0
FBtr0084671	3R	24583167	24584660	-	1494	635	1400	376	1081	3101	3119
FBtr0304913	3R	24586153	24623799	+	37647	771	1162	523	1343	3854	4022
FBtr0304914	3R	24589662	24623799	+	34138	0	0	0	0	0	0
FBtr0084670	3R	24623902	24625062	-	1161	416	416	257	741	1330	1173
FBtr0084656	3R	24626171	24634614	+	8444	590	765	346	1049	2465	2382
FBtr0084669	3R	24627166	24629575	-	2410	0	0	0	0	0	0
FBtr0084657	3R	24630791	24634614	+	3824	0	0	0	0	0	0
FBtr0345218	3R	24631091	24634614	+	3524	0	0	0	0	0	0
FBtr0084668	3R	24635370	24649543	-	14174	1535	1449	1076	2871	3506	2919
FBtr0084667	3R	24640427	24649543	-	9117	0	0	0	0	0	0
FBtr0084660	3R	24650625	24653276	+	2652	402	403	210	635	993	1161
FBtr0306171	3R	24651680	24653276	+	1597	0	0	0	0	0	0
FBtr0084659	3R	24651917	24653276	+	1360	0	0	0	0	0	0
FBtr0084665	3R	24653471	24654320	-	850	312	918	216	584	2119	2113
FBtr0089916	3R	24655660	24659279	+	3620	1257	1411	772	2291	3085	3364
FBtr0084664	3R	24660297	24661351	-	1055	489	423	293	880	1232	1278
FBtr0084683	3R	24662991	24707962	+	44972	0	0	0	0	0	0
FBtr0330286	3R	24662991	24711089	+	48099	0	0	0	0	0	0
FBtr0301581	3R	24662991	24708289	+	45299	0	0	0	0	0	0
FBtr0301582	3R	24662991	24711495	+	48505	30	12	15	53	51	4
FBtr0100632	3R	24668646	24707962	+	39317	0	0	0	0	0	0
FBtr0452132	3R	24713280	24717330	+	4051	470	126	356	1015	404	374
FBtr0084687	3R	24715284	24717330	+	2047	0	0	0	0	0	0
FBtr0084745	3R	24718037	24718864	-	828	401	921	257	722	2507	2595
FBtr0084689	3R	24720197	24749025	+	28829	89	195	57	173	1073	1180
FBtr0339252	3R	24720557	24749025	+	28469	0	0	0	0	0	0
FBtr0084691	3R	24750231	24753410	+	3180	1279	3195	836	2262	21959	24599
FBtr0084692	3R	24754349	24760413	+	6065	1969	4931	1222	3547	13414	14635
FBtr0084744	3R	24760630	24764571	-	3942	66	158	19	104	456	414
FBtr0346367	3R	24761032	24764571	-	3540	0	0	0	0	0	0
FBtr0339253	3R	24769851	24770833	+	983	268	65	151	358	137	95
FBtr0299842	3R	24772681	24784462	+	11782	359	87	249	728	298	186
FBtr0304106	3R	24774447	24784462	+	10016	0	0	0	0	0	0
FBtr0299843	3R	24780212	24784462	+	4251	0	0	0	0	0	0
FBtr0339255	3R	24784652	24786548	-	1897	40	17	17	56	59	29
FBtr0084743	3R	24784837	24786921	-	2085	166	99	89	277	151	164
FBtr0084742	3R	24788348	24789636	-	1289	69	14	48	127	38	26
FBtr0339254	3R	24788554	24797855	+	9302	735	131	482	1351	529	474
FBtr0084697	3R	24792861	24797855	+	4995	0	0	0	0	0	0
FBtr0345210	3R	24797560	24799077	-	1518	0	0	0	0	0	0
FBtr0331699	3R	24797695	24799168	-	1474	41	15	28	87	37	32
FBtr0331698	3R	24797695	24799077	-	1383	0	0	0	0	0	0
FBtr0084740	3R	24800067	24804759	-	4693	1528	949	1009	2852	3581	3640
FBtr0331697	3R	24805545	24813512	-	7968	30	24	11	28	189	82
FBtr0084739	3R	24805767	24813512	-	7746	0	0	0	0	0	0
FBtr0084698	3R	24808121	24808577	+	457	0	0	0	0	0	0
FBtr0084738	3R	24815003	24816507	-	1505	365	484	260	827	1443	1453
FBtr0392911	3R	24817964	24822250	+	4287	1203	2418	755	2265	5293	5236
FBtr0084737	3R	24822501	24825148	-	2648	921	1078	609	1713	2576	2333
FBtr0084736	3R	24826765	24827909	-	1145	364	343	206	627	832	916
FBtr0084735	3R	24828379	24829459	-	1081	460	733	279	776	1695	1687
FBtr0084701	3R	24834452	24840388	+	5937	393	115	230	652	494	323
FBtr0308072	3R	24836109	24839736	+	3628	0	0	0	0	0	0
FBtr0084702	3R	24837181	24840388	+	3208	0	0	0	0	0	0
FBtr0304054	3R	24842435	24850312	+	7878	885	479	585	1592	2031	1627
FBtr0084703	3R	24847511	24850312	+	2802	0	0	0	0	0	0
FBtr0334570	3R	24852101	24854769	+	2669	3	5	8	7	20	16
FBtr0084705	3R	24852101	24854469	+	2369	0	0	0	0	0	0
FBtr0305045	3R	24854596	24855743	-	1148	31	29	29	64	109	125
FBtr0084734	3R	24855159	24855743	-	585	0	0	0	0	0	0
FBtr0084732	3R	24856483	24857059	-	577	160	153	118	336	405	423
FBtr0273357	3R	24857685	24859301	-	1617	467	145	326	835	468	379
FBtr0084707	3R	24863431	24864116	+	686	231	82	157	418	182	195
FBtr0334571	3R	24865850	24867551	+	1702	259	730	117	510	2211	1802
FBtr0084708	3R	24865850	24866603	+	754	0	0	0	0	0	0
FBtr0334578	3R	24868034	24870316	-	2283	138	748	85	302	2179	2364
FBtr0084728	3R	24868456	24870316	-	1861	0	0	0	0	0	0
FBtr0334576	3R	24871302	24876154	-	4853	62	76	37	115	314	201
FBtr0334575	3R	24871899	24876154	-	4256	0	0	0	0	0	0
FBtr0084710	3R	24877545	24881378	+	3834	307	195	201	528	486	525
FBtr0303480	3R	24877545	24878727	+	1183	0	0	0	0	0	0
FBtr0303476	3R	24879544	24881378	+	1835	0	0	0	0	0	0
FBtr0084724	3R	24881566	24891335	-	9770	0	0	0	0	0	0
FBtr0084723	3R	24881566	24894105	-	12540	474	161	355	1001	894	670
FBtr0084712	3R	24895242	24897513	+	2272	601	149	421	1062	680	528
FBtr0310462	3R	24897785	24905504	-	7720	1779	371	1169	3198	1301	876
FBtr0084713	3R	24901616	24902948	+	1333	0	0	0	0	0	0
FBtr0339112	3R	24913316	24917364	-	4049	773	628	533	1335	1862	1835
FBtr0339113	3R	24915940	24917364	-	1425	0	0	0	0	0	0
FBtr0306089	3R	24918606	24922285	+	3680	174	30	122	316	119	79
FBtr0337010	3R	24918998	24922285	+	3288	0	0	0	0	0	0
FBtr0084716	3R	24922973	24925060	+	2088	638	613	413	1190	1713	1753
FBtr0084718	3R	24925716	24926985	+	1270	120	47	65	196	129	84
FBtr0337011	3R	24925926	24926754	+	829	0	0	0	0	0	0
FBtr0084748	3R	24932510	24934819	+	2310	728	602	426	1326	1501	1209
FBtr0084801	3R	24934969	24937722	-	2754	910	849	597	1779	1470	1475
FBtr0084799	3R	24938810	24944456	-	5647	65	114	41	89	377	342
FBtr0301613	3R	24939103	24944456	-	5354	0	0	0	0	0	0
FBtr0301612	3R	24939103	24943395	-	4293	0	0	0	0	0	0
FBtr0084749	3R	24945737	24947300	+	1564	0	0	0	0	0	0
FBtr0084750	3R	24945737	24946733	+	997	0	0	0	0	0	0
FBtr0473366	3R	24945773	24946733	+	961	0	0	0	0	0	0
FBtr0337012	3R	24945773	24947300	+	1528	0	0	0	0	0	0
FBtr0084751	3R	24948132	24949439	+	1308	439	151	252	745	474	423
