# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.cds.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0085728	3R	30693672	30694998	-	1327	103	93	128	73	99	36	69	56	50	19	105	13	37	7	103
FBtr0335455	3R	30694163	30694998	-	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335454	3R	30695637	30696638	-	1002	298	286	417	243	287	117	147	115	106	50	393	35	121	48	324
FBtr0335453	3R	30704862	30705621	-	760	229	197	294	176	248	83	137	99	77	51	216	31	74	14	201
FBtr0085699	3R	30726587	30727897	+	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339513	3R	30726587	30727952	+	1366	12	4	12	4	8	3	16	7	5	4	13	2	4	1	10
FBtr0335451	3R	30729937	30730665	-	729	416	338	725	210	274	107	106	71	73	50	301	22	85	15	280
FBtr0346147	3R	30743380	30744374	+	995	139	129	222	63	281	77	83	80	42	22	97	16	63	9	75
FBtr0085700	3R	30743380	30743815	+	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331180	3R	30766426	30789102	+	22677	46435	45650	26215	12535	40966	22128	3585	2433	1902	1158	5289	702	2618	411	4665
FBtr0085702	3R	30783758	30787077	+	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085720	3R	30789725	30806119	-	16395	1447	1224	1168	2404	2808	1455	2900	2135	1621	953	5251	577	1990	284	4417
FBtr0310424	3R	30809117	30826905	+	17789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085704	3R	30809117	30826459	+	17343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310069	3R	30818114	30826450	+	8337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085707	3R	30822973	30826905	+	3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085706	3R	30822973	30826450	+	3478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310072	3R	30824183	30826450	+	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085708	3R	30828319	30841934	+	13616	3352	2833	2824	2705	4423	1515	2346	1710	1346	796	3683	426	1349	215	3254
FBtr0085709	3R	30852815	30854300	+	1486	8985	8113	6997	11770	6223	4934	266	231	179	101	825	70	199	31	586
FBtr0085710	3R	30868021	30869084	+	1064	1054	1497	1020	1416	1456	866	206	128	103	69	431	35	101	16	244
FBtr0085719	3R	30871039	30871851	-	813	182	177	160	178	291	110	144	104	92	57	307	32	106	13	258
FBtr0085718	3R	30874465	30875686	-	1222	250	233	266	301	467	143	214	164	109	68	454	55	111	9	327
FBtr0344716	3R	30877184	30880527	-	3344	49	34	62	59	118	38	82	69	56	20	104	12	50	2	128
FBtr0344715	3R	30877669	30880527	-	2859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085715	3R	30881892	30883003	-	1112	154	112	85	229	169	86	166	158	137	79	511	33	124	5	313
FBtr0085714	3R	30883564	30888326	-	4763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085713	3R	30883564	30888562	-	4999	20	9	12	28	18	16	56	32	33	23	89	11	48	1	91
FBtr0085712	3R	30894538	30900588	+	6051	2076	1866	4029	1716	2580	829	1070	784	622	375	1672	201	690	112	1481
FBtr0303425	3R	30900818	30901661	-	844	419	404	861	292	553	155	180	125	82	63	212	21	108	14	200
FBtr0089389	3R	30913254	30930051	+	16798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089391	3R	30913254	30930582	+	17329	273	306	421	118	293	79	90	76	45	24	91	7	32	8	91
FBtr0085752	3R	30935496	30936007	-	512	608	620	839	220	390	160	102	64	50	22	164	18	63	7	143
FBtr0085731	3R	30960200	30962207	+	2008	275	258	301	371	376	172	274	222	196	123	600	64	202	25	476
FBtr0085749	3R	30963390	30963820	-	431	60	50	67	103	93	42	72	51	45	21	170	16	32	6	142
FBtr0334508	3R	30968336	31016375	-	48040	48	43	53	72	105	51	138	112	79	49	142	24	52	11	190
FBtr0085746	3R	30969242	31016375	-	47134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304582	3R	31039874	31046721	+	6848	984	873	1027	1028	1431	593	1059	825	632	402	1799	227	599	86	1580
FBtr0085733	3R	31049429	31052440	+	3012	80	81	73	107	178	57	153	121	85	58	169	25	67	8	160
FBtr0085734	3R	31050309	31052440	+	2132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085745	3R	31052716	31053415	-	700	71	48	55	140	94	45	131	73	90	58	393	19	84	7	320
FBtr0334548	3R	31054185	31060710	-	6526	29	25	27	108	149	68	240	150	118	67	259	46	130	20	267
FBtr0085742	3R	31055286	31060710	-	5425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0473370	3R	31055286	31060273	-	4988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085735	3R	31065753	31083307	+	17555	16520	16691	15705	8732	11775	4908	3176	2482	1882	1075	5500	661	1834	335	5455
FBtr0085741	3R	31090812	31096821	-	6010	640	514	594	776	902	365	891	714	556	293	1428	176	444	97	1386
FBtr0290201	3R	31098968	31100669	-	1702	195	183	175	245	297	135	257	182	166	82	409	54	175	35	380
FBtr0085739	3R	31106462	31108691	-	2230	543	433	355	436	431	202	303	274	209	136	783	71	204	37	747
FBtr0085736	3R	31126649	31127235	+	587	31	94	50	129	134	74	94	80	56	40	226	23	54	9	99
FBtr0085737	3R	31128065	31130166	-	2102	38	33	53	47	61	16	34	29	35	17	93	9	26	3	72
FBtr0309194	3R	31128065	31129921	-	1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309195	3R	31128065	31129881	-	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085753	3R	31134892	31178178	+	43287	2853	2533	2962	4294	5185	2314	4608	3778	2921	1634	7594	915	2370	412	6954
FBtr0301346	3R	31158256	31168606	-	10351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085782	3R	31158256	31168104	-	9849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300960	3R	31178489	31195262	-	16774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344066	3R	31178489	31194996	-	16508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085779	3R	31179683	31195262	-	15580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085754	3R	31193862	31194289	+	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085755	3R	31197416	31203622	+	6207	709	640	638	1194	1389	642	940	789	642	386	1980	214	667	103	1866
FBtr0330101	3R	31204280	31210230	-	5951	508	384	396	1009	819	504	957	760	672	397	2151	211	764	95	1993
FBtr0085777	3R	31211066	31212876	-	1811	166	111	122	316	206	118	354	227	248	116	786	54	271	36	756
FBtr0085757	3R	31213958	31214684	+	727	118	80	37	161	123	90	140	104	123	74	485	34	128	17	366
FBtr0085776	3R	31214876	31215442	-	567	66	49	35	123	86	73	137	92	66	39	321	25	92	12	238
FBtr0085772	3R	31216245	31219130	-	2886	22	11	13	16	12	11	23	4	9	3	17	4	11	0	29
FBtr0305122	3R	31216245	31218404	-	2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305121	3R	31216245	31219059	-	2815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085774	3R	31216245	31218551	-	2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306237	3R	31216870	31218551	-	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335408	3R	31221202	31231159	+	9958	75	44	42	126	403	102	423	291	147	82	325	41	157	36	325
FBtr0335409	3R	31221202	31229287	+	8086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085758	3R	31221202	31228391	+	7190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113312	3R	31225417	31229287	+	3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085770	3R	31232515	31234862	-	2348	271	272	215	500	446	248	347	260	239	125	933	81	210	32	681
FBtr0345211	3R	31236135	31251674	-	15540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085769	3R	31236135	31252108	-	15974	30	35	21	69	56	31	63	66	51	23	188	11	61	8	104
FBtr0085767	3R	31253759	31254400	-	642	54	28	23	87	74	42	117	95	89	31	242	31	104	19	196
FBtr0085760	3R	31255627	31256559	+	933	85	58	57	156	128	74	178	131	121	72	382	41	132	33	347
FBtr0113313	3R	31258099	31259949	+	1851	257	221	205	275	346	138	325	260	190	114	493	66	203	31	460
FBtr0344064	3R	31260747	31261567	+	821	129	135	148	163	191	64	134	120	91	66	281	26	99	7	235
FBtr0305336	3R	31263098	31263778	+	681	118	83	110	135	129	45	125	85	68	48	279	27	81	8	237
FBtr0085764	3R	31266230	31268411	+	2182	281	322	325	411	522	223	325	272	221	124	716	79	205	27	606
FBtr0347502	3R	31301018	31304884	-	3867	251	211	373	283	335	115	237	176	144	93	372	49	162	22	362
FBtr0085766	3R	31302589	31304884	-	2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290046	3R	31311657	31371648	+	59992	7168	6497	8115	9880	10307	4490	8536	7034	5534	3101	14726	1972	5530	886	14916
FBtr0085784	3R	31372927	31374098	+	1172	163	194	139	313	234	119	133	132	117	58	426	45	107	19	338
FBtr0334550	3R	31382609	31391793	+	9185	227	180	185	312	407	162	360	308	233	125	545	76	206	34	493
FBtr0085786	3R	31384899	31391793	+	6895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085814	3R	31391994	31393027	-	1034	155	166	142	182	204	93	189	128	96	61	313	38	127	12	325
FBtr0085813	3R	31393682	31394804	-	1123	139	120	135	206	240	85	185	144	146	81	377	45	154	29	304
FBtr0085787	3R	31396160	31401913	+	5754	6	2	1	10	12	2	14	9	13	6	15	8	4	3	25
FBtr0334551	3R	31396160	31401460	+	5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300881	3R	31401660	31404068	-	2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334553	3R	31401937	31404240	-	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085811	3R	31401937	31404952	-	3016	52	37	36	108	72	45	174	104	67	46	206	25	84	19	187
FBtr0085788	3R	31405745	31457773	+	52029	52	51	45	126	130	60	201	149	120	54	250	35	117	16	272
FBtr0334555	3R	31405745	31456676	+	50932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085810	3R	31458480	31459369	-	890	110	86	63	168	146	75	172	120	105	59	410	36	130	17	347
FBtr0334556	3R	31459922	31461967	-	2046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085809	3R	31459922	31461678	-	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085808	3R	31459922	31462537	-	2616	49	49	42	96	64	45	68	73	50	26	233	20	65	6	181
FBtr0085790	3R	31499735	31506892	+	7158	30	31	20	29	42	15	16	12	19	12	49	7	13	0	32
FBtr0346230	3R	31499891	31506892	+	7002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300875	3R	31543532	31566065	+	22534	26	24	33	21	40	6	22	13	20	10	31	2	18	0	37
FBtr0300876	3R	31543663	31566065	+	22403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301290	3R	31572643	31575607	+	2965	255	210	141	576	386	214	497	394	352	218	1437	117	407	55	1013
FBtr0085806	3R	31575935	31580199	-	4265	186	212	132	763	431	338	717	526	435	237	1821	129	467	53	913
FBtr0085795	3R	31581451	31588144	+	6694	537	435	401	1216	674	428	1115	921	883	488	2729	276	906	94	2479
FBtr0085796	3R	31589173	31590292	+	1120	89	80	76	209	136	79	191	149	146	86	525	47	155	24	523
FBtr0113315	3R	31591081	31592216	+	1136	124	100	56	212	144	115	183	160	134	98	498	41	145	21	441
FBtr0085798	3R	31593303	31594619	+	1317	11	8	5	17	13	6	22	25	12	6	54	6	18	1	51
FBtr0344003	3R	31593432	31594619	+	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085805	3R	31594892	31595704	-	813	71	57	48	209	104	82	147	143	105	79	523	36	120	25	213
FBtr0333328	3R	31596742	31610478	-	13737	84	90	54	172	346	130	515	284	225	158	430	65	278	59	450
FBtr0085799	3R	31598903	31612164	-	13262	174	116	115	189	86	70	213	146	118	58	397	61	159	33	365
FBtr0085802	3R	31598903	31610478	-	11576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085803	3R	31598903	31609315	-	10413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0337030	3R	31611546	31615275	+	3730	9	10	5	10	14	16	29	26	20	14	45	5	21	3	43
FBtr0085815	3R	31611546	31615100	+	3555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085819	3R	31616803	31617737	+	935	80	62	79	190	96	81	180	138	129	84	483	43	140	25	401
FBtr0085820	3R	31618477	31621374	+	2898	18	21	10	85	38	38	75	57	51	35	240	25	57	17	114
FBtr0337032	3R	31618928	31622117	+	3190	55	46	37	80	99	44	161	94	76	48	218	20	84	14	170
FBtr0337031	3R	31619489	31621374	+	1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085821	3R	31622636	31664546	+	41911	4289	3837	4052	6226	7191	3212	5699	4916	3830	2176	10805	1225	3489	538	9924
FBtr0085823	3R	31669965	31677871	+	7907	702	508	433	1362	917	488	1331	1026	921	521	2945	285	1038	138	2538
FBtr0085867	3R	31678247	31679380	-	1134	139	137	88	161	293	111	215	166	137	79	417	47	185	19	338
FBtr0085826	3R	31714367	31732668	+	18302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085825	3R	31714367	31735292	+	20926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085827	3R	31725496	31735292	+	9797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085828	3R	31725496	31732668	+	7173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085829	3R	31726280	31735292	+	9013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085830	3R	31726280	31732668	+	6389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303227	3R	31726902	31735292	+	8391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303228	3R	31726902	31732668	+	5767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085865	3R	31735603	31736463	-	861	70	88	49	215	115	76	166	127	124	75	465	32	151	26	416
FBtr0085832	3R	31738968	31743206	+	4239	89	70	83	164	170	107	237	174	143	86	376	52	151	28	318
FBtr0085833	3R	31740160	31743206	+	3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085863	3R	31746545	31747058	-	514	111	40	40	166	66	61	116	71	81	38	354	26	112	10	336
FBtr0085839	3R	31748143	31751794	+	3652	179	101	65	185	137	157	221	132	127	64	378	44	185	24	348
FBtr0085840	3R	31749059	31751794	+	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085841	3R	31749496	31751794	+	2299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339190	3R	31751925	31754205	-	2281	179	130	125	367	759	286	462	293	281	196	892	96	361	53	742
FBtr0085861	3R	31755456	31758137	-	2682	62	54	73	124	91	45	78	78	60	37	205	16	53	15	178
FBtr0303376	3R	31755456	31757578	-	2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085860	3R	31759504	31761079	-	1576	341	269	271	394	358	125	240	173	192	96	582	62	194	28	566
FBtr0085859	3R	31763404	31764272	-	869	42	114	75	259	189	113	128	105	86	37	375	28	80	6	150
FBtr0085858	3R	31769393	31771348	-	1956	160	131	136	331	250	123	318	282	212	133	769	73	270	28	599
FBtr0085842	3R	31772719	31774683	+	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330113	3R	31772719	31775063	+	2345	24	15	10	48	24	22	67	30	39	18	85	11	48	7	101
FBtr0085857	3R	31775149	31776152	-	1004	63	56	60	177	150	57	217	138	151	70	405	49	161	18	333
FBtr0339188	3R	31777520	31790021	+	12502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085844	3R	31777520	31788210	+	10691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307548	3R	31777743	31790021	+	12279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307550	3R	31777918	31790581	+	12664	39	20	36	63	65	32	103	66	57	30	111	18	48	10	127
FBtr0307547	3R	31777918	31790021	+	12104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307551	3R	31790692	31793407	-	2716	17	11	14	34	48	18	77	41	44	24	66	7	30	8	75
FBtr0085855	3R	31791046	31793407	-	2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085856	3R	31791046	31793228	-	2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307552	3R	31791046	31792900	-	1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085845	3R	31794481	31799699	+	5219	395	322	239	880	612	359	962	730	661	378	2117	215	769	133	1967
FBtr0290135	3R	31799734	31804778	-	5045	355	275	255	571	556	279	673	477	434	270	1348	129	503	52	1178
FBtr0085846	3R	31801463	31802674	+	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085847	3R	31805968	31806639	+	672	9	22	17	40	26	13	30	29	19	10	96	11	39	4	55
FBtr0085848	3R	31806164	31806669	+	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305131	3R	31806179	31806669	+	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085852	3R	31806967	31809686	-	2720	220	205	200	411	323	191	463	389	344	170	1031	106	330	39	893
FBtr0085850	3R	31810560	31811796	-	1237	13	8	13	27	17	12	33	17	17	20	76	7	20	1	71
FBtr0085851	3R	31810560	31811618	-	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302181	3R	31813109	31846470	+	33362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343539	3R	31813109	31845144	+	32036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302179	3R	31813575	31837504	+	23930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304595	3R	31826344	31846470	+	20127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304594	3R	31826344	31845144	+	18801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302180	3R	31828503	31845144	+	16642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112866	3R	31847087	31985268	-	138182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300269	3R	31847087	31936892	-	89806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112864	3R	31850349	31985268	-	134920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085881	3R	31851082	31985268	-	134187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300266	3R	31851120	31980957	-	129838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085880	3R	31851120	31934670	-	83551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300267	3R	31851120	31936892	-	85773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085885	3R	31851120	31985268	-	134149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085887	3R	31851120	31981250	-	130131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085888	3R	31851120	31980095	-	128976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306693	3R	31851120	31980669	-	129550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085878	3R	31851584	31992778	-	141195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300265	3R	31851584	31934670	-	83087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300270	3R	31851584	31985268	-	133685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346192	3R	31851584	32015020	-	163437	3488	2755	3123	3158	6157	2621	4130	2721	2218	1248	5124	753	2360	449	5705
FBtr0085870	3R	31978621	31990809	+	12189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085871	3R	31987349	31990809	+	3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344005	3R	32038830	32039653	+	824	18	15	27	13	16	6	14	8	17	5	31	3	20	1	19
FBtr0085873	3R	32038830	32039510	+	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085877	3R	32045414	32051493	-	6080	133	129	173	242	214	90	332	219	310	185	547	90	266	75	581
FBtr0305268	3R	32048707	32051493	-	2787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085874	3R	32052560	32054874	+	2315	161	90	100	137	28	32	67	41	72	30	210	33	129	18	182
FBtr0310268	3R	32053120	32054874	+	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334299	3R	32055379	32067941	-	12563	56	58	32	81	117	47	174	102	111	62	215	31	118	23	231
FBtr0085876	3R	32056692	32067941	-	11250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085875	3R	32057116	32067941	-	10826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346692	4	1379	4939	+	3561	301	271	370	417	684	296	1116	739	387	235	838	183	473	96	1140
FBtr0308297	4	32578	43278	-	10701	43	23	40	46	49	20	73	53	42	23	96	16	48	7	121
FBtr0089179	4	32912	43278	-	10367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306168	4	47810	56541	-	8732	52	40	54	75	120	62	175	109	70	36	146	42	120	18	272
FBtr0089178	4	47810	55831	-	8022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308296	4	65325	66707	-	1383	64	33	54	51	119	53	226	123	67	37	124	31	78	27	227
FBtr0089176	4	66297	66707	-	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308615	4	69826	109959	+	40134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100246	4	69826	101319	+	31494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334301	4	69826	108594	+	38769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100245	4	69826	109670	+	39845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309803	4	70153	114170	+	44018	147	130	151	246	732	190	1016	555	300	206	608	121	279	103	969
FBtr0089161	4	70153	109959	+	39807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089162	4	70905	109959	+	39055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112657	4	90855	109959	+	19105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300497	4	115174	129349	-	14176	156	100	150	209	345	118	316	198	164	87	439	74	214	46	580
FBtr0089173	4	116489	128952	-	12464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089171	4	116489	129254	-	12766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089445	4	132720	139983	+	7264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089451	4	132720	143023	+	10304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333161	4	135266	143023	+	7758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089450	4	136772	139983	+	3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089448	4	136772	143023	+	6252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089170	4	151264	153438	+	2175	85	82	104	187	214	93	462	318	241	114	370	89	254	67	580
