# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam
FBtr0300609	X	4427635	4484352	+	56718	502	323	2585	2290	315	315	317	264	374	300	358	555
FBtr0308915	X	4427635	4485547	+	57913	504	327	2614	2316	319	323	324	265	378	303	362	561
FBtr0308916	X	4530731	4535364	+	4634	51	37	51	49	53	54	30	28	56	51	27	34
FBtr0070674	X	4530731	4533740	+	3010	16	12	16	15	16	10	7	6	18	19	11	16
FBtr0332290	X	4535735	4540126	-	4392	319	155	360	319	229	221	259	294	333	346	213	466
FBtr0343568	X	4536116	4540126	-	4011	305	146	339	309	214	201	243	275	312	325	199	441
FBtr0070675	X	4541408	4542338	+	931	130	81	120	131	65	101	107	112	120	136	71	149
FBtr0343566	X	4541408	4542406	+	999	144	87	131	142	75	106	117	128	132	147	77	155
FBtr0070676	X	4543130	4544397	+	1268	227	142	73	64	67	95	86	85	110	123	37	91
FBtr0308917	X	4544717	4548294	-	3578	258	123	387	339	242	268	298	311	289	327	209	418
FBtr0070701	X	4545380	4548294	-	2915	178	97	287	233	182	204	216	238	222	249	167	308
FBtr0070699	X	4549983	4551378	-	1396	209	130	122	126	78	123	76	92	190	170	62	178
FBtr0070678	X	4552473	4552906	+	434	72	41	70	62	61	61	53	60	51	64	29	45
FBtr0343567	X	4553217	4553898	-	682	128	59	83	72	77	107	66	68	119	107	37	83
FBtr0070698	X	4553217	4553697	-	481	73	41	49	50	47	63	38	39	71	70	20	58
FBtr0070679	X	4558572	4560217	+	1646	16	11	12	10	7	9	7	12	14	18	8	9
FBtr0070680	X	4618064	4626004	+	7941	591	340	761	636	204	326	727	805	323	299	271	646
FBtr0100265	X	4618064	4627106	+	9043	665	383	835	739	226	358	804	890	349	332	313	732
FBtr0335037	X	4627480	4630436	-	2957	121	55	187	187	109	159	204	215	146	152	83	305
FBtr0343532	X	4627480	4630020	-	2541	109	50	164	158	100	133	173	176	130	134	71	259
FBtr0300755	X	4631152	4635504	-	4353	321	134	464	469	234	321	389	388	325	306	228	639
FBtr0300754	X	4631473	4635504	-	4032	309	132	449	441	230	312	377	379	318	296	221	617
FBtr0070681	X	4636818	4639012	+	2195	452	219	430	400	294	373	541	533	390	381	225	644
FBtr0070693	X	4639359	4640662	-	1304	6	3	10	10	10	12	7	5	10	6	4	5
FBtr0343629	X	4639359	4643487	-	4129	22	8	35	20	19	29	21	11	32	21	17	19
FBtr0070692	X	4641369	4644368	-	3000	16	4	20	13	12	18	20	11	20	10	11	19
FBtr0070691	X	4645227	4646914	-	1688	9	5	7	5	14	23	23	14	12	8	8	7
FBtr0345715	X	4648692	4649532	-	841	125	66	80	67	59	89	87	86	90	76	52	97
FBtr0070690	X	4648692	4649333	-	642	98	58	69	57	51	76	71	71	82	68	42	88
FBtr0070683	X	4650515	4657905	+	7391	703	289	675	566	466	568	607	614	595	594	336	754
FBtr0070684	X	4650550	4658159	+	7610	729	298	698	581	479	575	623	615	605	611	353	774
FBtr0070689	X	4652055	4653997	-	1943	11	3	18	8	5	7	12	6	8	7	8	9
FBtr0332316	X	4658258	4666200	-	7943	59	27	81	58	38	62	94	76	60	56	54	95
FBtr0300468	X	4658677	4666200	-	7524	58	25	79	56	35	62	92	75	56	55	52	94
FBtr0070686	X	4667390	4679037	-	11648	2260	1083	1835	1776	1166	1334	1368	1573	1965	2030	711	1823
FBtr0070687	X	4667390	4677033	-	9644	1540	712	1325	1267	828	965	994	1129	1309	1411	541	1381
FBtr0343531	X	4680088	4686403	-	6316	2179	1107	1732	1652	1353	1603	1454	1625	1945	1906	948	2350
FBtr0070685	X	4680504	4686403	-	5900	2000	988	1619	1501	1261	1523	1366	1521	1736	1688	870	2152
FBtr0070704	X	4688300	4699356	+	11057	644	365	977	1013	576	783	1214	1239	1014	1049	757	1768
FBtr0070707	X	4688703	4701934	+	13232	533	278	872	949	563	712	1262	1311	954	1028	797	1789
FBtr0474174	X	4688703	4699356	+	10654	418	215	687	702	435	567	957	982	745	790	600	1402
FBtr0070709	X	4702784	4705023	+	2240	266	127	234	239	180	185	204	245	151	138	99	199
FBtr0070710	X	4702825	4705023	+	2199	256	122	226	229	175	172	196	237	144	137	98	191
FBtr0070711	X	4702825	4705165	+	2341	266	127	239	241	182	177	209	248	145	142	103	200
FBtr0070712	X	4705809	4707404	+	1596	60	33	64	60	34	56	51	44	41	53	32	41
FBtr0070714	X	4708416	4729387	+	20972	72	45	76	57	53	64	67	36	78	52	60	73
FBtr0100551	X	4708416	4728644	+	20229	68	45	75	56	50	62	64	34	75	50	57	71
FBtr0345320	X	4709248	4728644	+	19397	65	42	68	52	47	57	59	30	74	46	54	67
FBtr0070736	X	4768827	4769637	-	811	3	6	4	4	3	6	4	6	1	1	3	2
FBtr0070735	X	4770657	4771088	-	432	2	0	7	5	2	8	5	9	7	3	4	4
FBtr0070734	X	4776084	4776875	-	792	7	3	3	1	9	9	26	11	3	4	5	6
FBtr0070715	X	4784575	4785959	+	1385	8	7	13	4	7	8	7	2	3	7	3	8
FBtr0332313	X	4797331	4804362	-	7032	69	48	53	42	14	19	27	14	78	96	32	49
FBtr0070731	X	4797366	4804362	-	6997	69	48	53	41	14	19	27	14	77	96	32	49
FBtr0302037	X	4800935	4804362	-	3428	37	20	19	16	4	9	10	7	48	65	18	23
FBtr0345703	X	4841333	4906160	+	64828	1061	544	1323	659	380	552	576	360	565	517	469	524
FBtr0345704	X	4841333	4906475	+	65143	1062	547	1327	661	380	553	578	360	565	520	470	528
FBtr0070717	X	4876170	4877163	+	994	7	3	12	8	5	2	11	3	12	4	6	4
FBtr0070721	X	4907400	4908721	+	1322	14	5	14	10	8	15	4	2	2	5	1	8
FBtr0342952	X	4909602	4915061	+	5460	475	243	338	326	278	319	323	348	394	381	172	393
FBtr0300997	X	4909602	4914861	+	5260	460	241	328	312	267	306	308	336	378	364	165	379
FBtr0343533	X	4912881	4915061	+	2181	213	107	133	139	106	130	118	122	152	145	66	164
FBtr0342951	X	4912881	4914861	+	1981	198	105	123	125	95	117	103	110	136	128	59	150
FBtr0300998	X	4915380	4917947	-	2568	140	65	138	106	99	104	128	108	126	104	77	150
FBtr0070723	X	4919230	4921548	+	2319	229	112	218	197	83	124	117	151	153	175	108	273
FBtr0343535	X	4919372	4921512	+	2141	201	98	194	170	77	114	110	133	138	150	94	243
FBtr0345209	X	4926764	4929488	-	2725	1173	569	890	875	613	610	695	742	1044	1117	465	1178
FBtr0343140	X	4926764	4930694	-	3931	1568	763	1170	1141	913	923	1031	1132	1472	1651	702	1637
FBtr0343141	X	4926764	4935043	-	8280	4057	1945	3003	2849	3462	3799	4157	5119	3959	4130	2256	4170
FBtr0343139	X	4926764	4931574	-	4811	2341	1201	2002	1770	1538	1559	1765	2063	2276	2454	1406	2576
FBtr0343136	X	4926764	4935649	-	8886	4315	2067	3154	3063	3844	4199	4637	5731	4243	4452	2399	4459
FBtr0343138	X	4926764	4932182	-	5419	2747	1371	2197	2009	1761	1829	2045	2449	2508	2678	1537	2782
FBtr0343137	X	4926764	4937605	-	10842	5630	2758	3849	3804	4780	5227	5587	7035	5421	5720	2915	5543
FBtr0301793	X	4939628	4955816	+	16189	4881	2442	2360	2240	1898	2241	1421	1507	2617	2698	756	1619
FBtr0343529	X	4939628	4955325	+	15698	4744	2383	2292	2178	1849	2187	1372	1459	2548	2631	722	1572
FBtr0070725	X	4939628	4953990	+	14363	4372	2212	2093	1999	1687	2007	1258	1340	2366	2429	668	1434
FBtr0301796	X	4939937	4955816	+	15880	4558	2252	2164	2073	1746	2050	1208	1244	2435	2485	668	1449
FBtr0301794	X	4940081	4955816	+	15736	4521	2235	2144	2058	1720	2040	1195	1229	2405	2450	660	1442
FBtr0070727	X	4960029	4960628	-	600	8	3	4	5	9	3	4	4	3	1	2	4
FBtr0301914	X	5048773	5070829	+	22057	613	374	3349	3123	451	584	1054	1132	1210	1308	1580	3966
FBtr0070738	X	5048773	5070672	+	21900	610	372	3329	3105	449	581	1041	1122	1204	1299	1571	3939
FBtr0070739	X	5064344	5070829	+	6486	208	152	1183	1024	176	201	372	406	407	401	551	1345
FBtr0100408	X	5064733	5070672	+	5940	193	143	1111	948	160	185	336	375	372	365	511	1217
FBtr0070740	X	5064733	5070829	+	6097	196	145	1131	966	162	188	349	385	378	374	520	1244
FBtr0331758	X	5071127	5082525	-	11399	1792	836	1150	1232	891	996	992	1025	1178	1324	648	1616
FBtr0302119	X	5075095	5082525	-	7431	1479	656	837	865	734	824	736	801	944	1068	419	1184
FBtr0300994	X	5076568	5084268	-	7701	1943	943	1061	1125	1018	1133	1036	1137	1237	1355	613	1474
FBtr0344652	X	5086259	5254764	+	168506	1286	964	2010	1333	1011	1366	1570	1287	1742	1378	1151	1498
FBtr0344650	X	5086259	5250852	+	164594	1274	946	1975	1314	994	1353	1538	1256	1710	1357	1137	1469
FBtr0070741	X	5132398	5132885	+	488	6	2	12	5	2	4	4	4	6	3	1	5
FBtr0344668	X	5165810	5254764	+	88955	594	403	817	558	577	756	789	684	765	588	564	737
FBtr0070759	X	5180282	5181869	-	1588	20	16	39	20	18	22	18	22	22	10	20	21
FBtr0303278	X	5296566	5302794	+	6229	29	28	50	20	24	37	33	20	32	37	38	31
FBtr0340474	X	5296566	5306188	+	9623	39	30	75	27	34	54	43	23	51	48	51	46
FBtr0070758	X	5303088	5305191	-	2104	100	40	91	96	54	100	52	51	79	95	58	112
FBtr0070757	X	5306361	5306917	-	557	58	36	42	38	42	44	26	31	46	62	21	62
FBtr0070756	X	5307565	5308483	-	919	120	84	102	89	90	111	70	68	97	112	48	98
FBtr0070748	X	5309742	5310401	+	660	150	68	142	144	91	101	119	175	92	86	57	182
FBtr0340478	X	5310681	5311388	-	708	12	2	4	7	5	3	1	4	8	5	6	5
FBtr0340475	X	5313758	5315090	+	1333	15	6	20	11	10	9	11	6	11	14	13	12
FBtr0301881	X	5315230	5316795	-	1566	25	13	18	10	7	13	10	6	13	17	12	9
FBtr0070751	X	5317909	5318971	+	1063	64	36	121	99	57	51	125	126	48	61	39	96
FBtr0070753	X	5319028	5322196	-	3169	126	84	197	216	124	167	253	268	225	219	157	393
FBtr0340477	X	5319028	5321989	-	2962	119	78	180	204	115	160	240	259	210	201	147	372
FBtr0070762	X	5324355	5326638	+	2284	702	392	511	463	530	647	324	372	861	814	336	825
FBtr0070798	X	5326775	5328847	-	2073	281	154	122	140	114	148	119	118	245	219	111	215
FBtr0070763	X	5330376	5332335	+	1960	243	123	153	148	134	144	137	147	196	202	90	206
FBtr0308348	X	5332999	5334349	+	1351	10	3	15	5	9	4	9	10	12	6	11	19
FBtr0070764	X	5333242	5334349	+	1108	8	3	11	2	6	4	8	7	10	4	8	11
FBtr0331604	X	5340736	5405038	+	64303	517	332	461	274	341	453	363	254	1709	1661	546	1042
FBtr0344556	X	5340736	5404104	+	63369	516	330	460	269	340	453	361	251	1705	1650	540	1033
FBtr0301951	X	5340736	5401023	+	60288	501	317	433	251	327	434	344	243	1658	1608	523	997
FBtr0301950	X	5340736	5397018	+	56283	464	290	389	222	300	404	323	233	1591	1553	490	943
FBtr0301954	X	5358772	5401023	+	42252	409	261	308	197	278	353	267	183	1556	1548	427	915
FBtr0301949	X	5365725	5401023	+	35299	297	179	265	168	186	231	197	138	666	684	256	476
FBtr0070797	X	5405338	5410349	-	5012	23	10	38	18	26	31	37	29	38	30	30	33
FBtr0070795	X	5412486	5419836	-	7351	1380	712	1336	1310	1109	1230	1173	1166	1515	1506	489	1142
FBtr0070794	X	5413927	5420367	-	6441	1238	621	1194	1109	1050	1171	1032	1081	1324	1364	424	1022
FBtr0308688	X	5413927	5418596	-	4670	846	424	838	811	714	780	689	728	926	917	294	739
FBtr0308689	X	5413927	5418070	-	4144	757	388	738	737	629	696	601	646	831	804	257	633
FBtr0070772	X	5422033	5426806	+	4774	703	361	652	650	430	554	739	853	561	603	360	865
FBtr0070773	X	5422468	5426806	+	4339	513	258	470	469	297	397	515	559	415	461	259	668
FBtr0340462	X	5422468	5427119	+	4652	545	269	513	514	320	429	555	604	443	499	274	725
FBtr0070775	X	5422683	5426806	+	4124	453	220	433	418	265	353	436	479	389	420	236	608
FBtr0340461	X	5422892	5426806	+	3915	430	214	404	387	250	334	397	445	372	402	221	570
FBtr0340460	X	5430071	5432426	+	2356	18	6	21	10	10	13	16	11	20	8	11	10
FBtr0070777	X	5431065	5432426	+	1362	8	3	11	5	6	3	4	6	11	3	7	7
FBtr0070778	X	5447156	5493440	+	46285	1579	895	1056	561	335	312	324	242	843	676	419	497
FBtr0339781	X	5465295	5493912	+	28618	155	118	245	120	84	133	173	131	177	162	161	222
FBtr0344824	X	5465295	5493440	+	28146	151	118	242	120	84	132	172	131	176	160	160	221
FBtr0346264	X	5493114	5495552	-	2439	30	16	16	9	14	19	8	3	15	6	14	8
FBtr0346263	X	5494159	5495552	-	1394	21	11	4	5	9	11	7	3	7	3	6	5
FBtr0345787	X	5500308	5500729	-	422	3	1	3	3	5	5	2	0	0	3	4	1
FBtr0345786	X	5501976	5502682	+	707	4	3	3	1	4	3	3	0	2	4	4	8
FBtr0345785	X	5517108	5518671	+	1564	1372	879	640	769	767	822	730	987	960	819	561	1014
FBtr0070780	X	5517759	5518671	+	913	184	84	36	44	99	114	45	54	54	57	27	83
FBtr0343015	X	5529027	5559683	-	30657	194	117	223	103	284	303	266	262	173	135	147	202
FBtr0340495	X	5594755	5612765	+	18011	126	76	170	108	97	123	178	150	224	187	321	676
FBtr0070781	X	5594755	5612115	+	17361	126	72	167	106	96	119	175	146	215	183	314	661
FBtr0112736	X	5613425	5613967	-	543	4	0	6	2	4	3	1	3	1	1	4	3
FBtr0112735	X	5614654	5615870	-	1217	4	7	9	6	1	7	5	6	4	4	1	3
FBtr0070784	X	5616672	5618306	-	1635	38	20	28	22	24	25	26	20	22	24	23	38
FBtr0070783	X	5619236	5622039	-	2804	363	202	452	428	286	349	332	409	406	387	230	508
FBtr0308579	X	5619236	5620075	-	840	99	45	110	109	61	91	94	104	115	118	62	134
FBtr0070782	X	5623148	5625393	+	2246	229	102	221	161	179	191	180	193	188	191	66	192
FBtr0310286	X	5625776	5647987	-	22212	551	353	424	440	321	357	342	446	390	314	256	561
FBtr0310285	X	5626417	5647987	-	21571	547	349	417	433	317	351	337	441	386	311	253	554
FBtr0300466	X	5627769	5637094	-	9326	90	71	107	58	77	117	111	96	89	54	71	85
FBtr0300465	X	5628321	5647987	-	19667	534	338	407	425	308	335	324	417	376	300	244	543
FBtr0346834	X	5650667	5662361	-	11695	75	32	76	51	47	51	55	43	81	58	60	70
FBtr0070852	X	5664728	5665440	-	713	87	56	84	55	73	75	47	64	79	84	38	73
FBtr0070799	X	5666552	5670455	+	3904	643	333	563	543	489	547	526	582	608	627	316	667
FBtr0340463	X	5666552	5670552	+	4001	650	336	573	553	496	548	531	592	612	639	322	671
FBtr0345788	X	5672901	5673447	+	547	234	102	169	185	129	189	142	155	183	167	66	165
FBtr0070800	X	5672980	5673443	+	464	202	87	143	154	104	165	117	128	146	123	57	133
FBtr0070848	X	5673930	5679477	-	5548	522	256	382	362	323	364	315	354	510	547	234	549
FBtr0308339	X	5673930	5676458	-	2529	272	112	180	189	174	167	163	168	266	260	121	282
FBtr0070802	X	5681117	5682388	+	1272	7	2	6	5	9	6	8	10	7	12	5	14
FBtr0300221	X	5683740	5684356	+	617	5	2	11	6	4	5	8	2	8	7	3	7
FBtr0070847	X	5685353	5688973	-	3621	364	186	230	211	200	215	170	171	310	276	112	249
FBtr0070804	X	5690502	5692984	+	2483	620	353	398	520	392	440	601	776	479	510	248	702
FBtr0340465	X	5690502	5692673	+	2172	580	340	368	485	378	424	582	761	448	485	227	675
FBtr0340464	X	5690936	5692673	+	1738	197	106	164	148	93	100	103	134	132	160	66	198
FBtr0070846	X	5693045	5694705	-	1661	204	91	105	75	119	121	75	85	153	126	47	117
FBtr0301083	X	5699057	5708533	+	9477	113	67	187	166	60	85	99	74	83	75	93	120
FBtr0301084	X	5699687	5708533	+	8847	103	65	175	151	50	79	95	66	76	67	85	114
FBtr0342972	X	5708659	5713027	-	4369	28	13	31	23	14	30	23	10	26	23	30	35
FBtr0070844	X	5708659	5717278	-	8620	63	26	74	48	43	58	56	29	63	49	74	83
FBtr0342971	X	5708659	5714972	-	6314	43	14	55	27	26	43	36	15	43	32	43	52
FBtr0340670	X	5719474	5723070	-	3597	242	139	156	132	138	160	111	130	191	201	79	149
FBtr0339525	X	5719836	5723070	-	3235	211	115	136	116	118	144	102	114	166	173	70	130
FBtr0070843	X	5721027	5737531	-	16505	818	390	536	502	509	586	431	460	748	734	273	624
FBtr0070806	X	5733240	5734514	+	1275	11	3	7	5	10	5	4	0	7	3	5	10
FBtr0308572	X	5733240	5733724	+	485	4	2	3	1	7	2	1	0	5	1	4	3
FBtr0070841	X	5738763	5746754	-	7992	528	297	812	773	391	456	551	587	699	672	414	940
FBtr0070842	X	5738763	5745875	-	7113	471	263	690	653	342	399	457	488	620	572	362	809
FBtr0332398	X	5748247	5751977	+	3731	517	284	294	264	315	357	206	209	380	423	157	345
FBtr0070807	X	5748247	5751682	+	3436	481	265	282	248	296	330	191	186	350	398	144	324
FBtr0339743	X	5752749	5753941	+	1193	34	13	33	25	10	12	9	10	26	31	17	23
FBtr0070808	X	5753009	5753935	+	927	27	7	19	17	8	6	6	4	20	22	13	16
FBtr0339744	X	5753490	5754458	-	969	333	149	180	208	182	231	172	162	198	260	110	235
FBtr0345789	X	5756074	5759651	+	3578	72	40	267	209	63	93	178	239	83	97	132	291
FBtr0070809	X	5756248	5759651	+	3404	67	39	254	194	60	89	169	223	80	87	124	275
FBtr0303290	X	5756893	5759651	+	2759	49	24	199	163	46	60	128	186	69	70	96	226
FBtr0308577	X	5760008	5762184	-	2177	440	195	347	374	242	277	235	307	327	336	151	380
FBtr0302940	X	5760008	5762432	-	2425	479	213	380	418	269	318	259	343	378	386	170	441
FBtr0070839	X	5760008	5763703	-	3696	762	325	602	647	442	521	452	523	581	592	254	654
FBtr0302921	X	5765053	5789476	+	24424	657	320	847	762	432	449	659	592	650	671	485	1043
FBtr0070836	X	5765955	5770280	-	4326	60	46	123	110	177	189	309	317	144	176	107	215
FBtr0299596	X	5773123	5776147	-	3025	20	5	18	7	10	21	17	8	16	13	20	30
FBtr0070833	X	5777295	5781120	-	3826	25	10	23	12	11	12	16	14	20	15	16	26
FBtr0070813	X	5789987	5790819	+	833	41	11	42	40	29	25	25	22	24	28	23	44
FBtr0070814	X	5792640	5794443	+	1804	35	22	23	22	20	25	27	30	38	30	22	40
FBtr0070816	X	5809454	5810058	+	605	6	2	3	3	1	7	2	2	7	3	1	4
FBtr0070817	X	5819059	5839473	+	20415	110	63	120	81	64	91	108	67	124	101	84	105
FBtr0332935	X	5819552	5840723	+	21172	115	66	127	78	67	93	110	69	127	105	93	107
FBtr0070820	X	5869595	5870008	+	414	3	3	2	1	1	3	4	2	8	4	1	5
FBtr0343536	X	5869595	5870166	+	572	4	3	3	1	1	3	4	2	8	4	1	5
FBtr0070830	X	5870941	5872857	-	1917	187	90	160	120	141	157	145	176	192	141	70	151
FBtr0070829	X	5873940	5876353	-	2414	214	88	205	216	118	152	228	232	173	165	91	338
FBtr0070828	X	5877100	5879287	-	2188	175	95	237	167	129	157	175	164	167	203	133	233
FBtr0343537	X	5877100	5879118	-	2019	165	88	218	158	126	143	163	150	158	192	127	218
FBtr0070821	X	5880369	5883291	+	2923	57	36	142	113	39	54	88	115	70	44	77	144
FBtr0339948	X	5881034	5883291	+	2258	48	29	114	92	31	44	63	84	51	33	58	124
FBtr0345313	X	5881319	5883291	+	1973	46	26	99	82	27	37	56	68	40	27	50	111
FBtr0100663	X	5901361	5904364	+	3004	2962	1688	2632	2416	2056	2532	2696	3027	3375	2986	1776	3655
FBtr0345894	X	5901361	5905299	+	3939	3496	1971	3211	2996	2468	2990	3305	3609	3972	3602	2125	4403
FBtr0100662	X	5901361	5904688	+	3328	3263	1859	2903	2708	2282	2768	3040	3360	3708	3331	1945	4042
FBtr0070822	X	5901361	5904073	+	2713	2789	1583	2508	2242	1931	2399	2489	2853	3158	2738	1680	3431
FBtr0070823	X	5902482	5905127	+	2646	1473	794	1548	1540	1254	1485	1839	1885	1877	1808	912	2283
FBtr0333800	X	5906246	5907901	+	1656	26	22	24	30	19	25	18	16	23	27	16	30
FBtr0070824	X	5906382	5907901	+	1520	26	22	18	25	18	21	16	13	20	24	13	24
FBtr0070825	X	5908635	5912979	+	4345	444	233	564	471	278	345	401	448	395	412	262	621
FBtr0070826	X	5908635	5911689	+	3055	336	183	402	347	203	268	290	333	291	298	173	450
FBtr0345317	X	5913167	5915817	-	2651	39	31	66	55	25	32	38	54	39	25	32	42
FBtr0290235	X	5913167	5914797	-	1631	28	21	44	41	17	21	19	27	27	19	16	25
FBtr0070827	X	5913167	5916297	-	3131	79	71	90	73	47	57	79	95	65	40	58	98
FBtr0343051	X	5917597	5941752	+	24156	248	145	400	322	134	159	216	200	197	181	186	304
FBtr0070858	X	5917660	5941564	+	23905	247	144	395	317	131	155	212	199	197	177	184	301
FBtr0343052	X	5943106	5945150	+	2045	205	110	376	366	163	210	304	337	207	198	190	369
FBtr0070859	X	5943106	5944522	+	1417	130	66	244	251	108	145	219	226	134	127	118	248
FBtr0343295	X	5946182	5948253	+	2072	254	119	421	346	165	237	297	336	217	239	192	394
FBtr0070860	X	5946182	5947751	+	1570	200	94	333	269	133	173	231	271	160	178	147	302
FBtr0070861	X	5948660	5950108	+	1449	72	27	131	148	45	72	94	84	97	112	85	179
FBtr0070862	X	5950751	5951611	+	861	23	16	72	47	24	21	30	40	43	49	27	91
FBtr0070863	X	5953065	5953946	+	882	6	3	11	4	4	4	2	1	8	6	2	7
FBtr0070864	X	5956129	5958183	+	2055	40	21	23	19	13	25	28	31	20	23	11	15
FBtr0070892	X	5958307	5963747	-	5441	28	15	39	23	18	19	16	19	28	18	26	38
FBtr0343413	X	5966779	5986599	+	19821	87	67	160	93	113	129	265	189	98	84	109	115
FBtr0343414	X	5966963	5986599	+	19637	86	67	157	91	111	128	257	187	98	84	109	113
FBtr0070866	X	5989291	5992540	+	3250	15	9	30	10	16	14	20	12	24	3	19	12
FBtr0070891	X	5997608	6000297	-	2690	19	13	26	12	10	14	15	11	17	21	24	21
FBtr0070890	X	6008283	6012681	-	4399	33	16	71	48	17	17	25	19	51	26	50	114
FBtr0307288	X	6035853	6037300	-	1448	156	95	263	249	128	162	247	279	147	181	156	331
FBtr0070889	X	6035853	6036762	-	910	81	45	122	123	77	82	143	130	84	96	78	193
FBtr0305344	X	6038392	6039029	+	638	60	34	75	65	63	72	59	53	78	81	60	85
FBtr0070867	X	6038392	6039476	+	1085	103	69	119	110	92	118	102	114	116	129	88	156
FBtr0305346	X	6040505	6050281	+	9777	176	90	208	219	214	215	176	169	287	284	136	266
FBtr0305345	X	6040817	6050281	+	9465	166	84	185	203	204	207	163	163	274	268	128	250
FBtr0305343	X	6051328	6064387	+	13060	62	60	127	67	60	75	85	67	92	64	79	114
FBtr0336972	X	6051328	6063563	+	12236	54	53	113	65	56	71	77	61	90	60	77	110
FBtr0305342	X	6051328	6065546	+	14219	77	67	138	86	68	95	91	70	123	91	86	131
FBtr0308190	X	6068458	6069164	+	707	13	7	5	3	5	13	0	5	10	5	3	3
FBtr0100295	X	6068458	6069161	+	704	13	7	5	3	5	13	0	5	10	5	3	3
FBtr0070888	X	6069231	6074357	-	5127	26	23	30	18	25	35	32	28	33	26	26	25
FBtr0331169	X	6069231	6072497	-	3267	23	20	18	11	20	27	18	22	25	17	18	16
FBtr0345900	X	6076172	6077286	-	1115	14	2	7	5	5	4	10	4	12	8	10	15
FBtr0070887	X	6076172	6077030	-	859	13	1	6	4	5	4	9	3	12	6	6	13
FBtr0070886	X	6078808	6080872	-	2065	23	10	18	14	7	8	20	10	31	28	20	52
FBtr0345895	X	6082734	6089701	-	6968	1512	706	899	787	799	947	697	703	1154	1141	374	890
FBtr0332964	X	6082759	6089701	-	6943	1510	705	899	786	798	944	695	702	1154	1137	374	888
FBtr0070884	X	6082809	6090971	-	8163	1772	886	1083	926	979	1179	836	881	1392	1374	463	1030
FBtr0343930	X	6091705	6103871	+	12167	141	77	106	63	48	75	60	52	69	80	62	61
FBtr0070872	X	6092270	6103871	+	11602	126	74	98	56	43	67	53	48	64	73	58	54
FBtr0070873	X	6094369	6103871	+	9503	80	41	80	33	25	38	40	32	47	49	41	40
FBtr0340032	X	6095086	6103871	+	8786	74	37	76	28	23	35	36	31	42	47	38	36
FBtr0334984	X	6104185	6191983	-	87799	847	486	681	455	425	552	490	377	969	797	512	622
FBtr0089393	X	6106278	6191983	-	85706	830	477	663	448	417	539	479	367	954	785	502	605
FBtr0070881	X	6194837	6195939	-	1103	2	2	19	7	0	3	4	0	2	6	3	4
FBtr0340669	X	6196680	6198154	-	1475	4	1	12	12	3	6	1	4	5	6	9	6
FBtr0070880	X	6196811	6198154	-	1344	4	1	11	11	2	5	1	4	5	5	9	6
FBtr0070879	X	6200288	6202059	-	1772	15	7	15	5	3	6	4	5	4	5	6	9
FBtr0070878	X	6217368	6218827	-	1460	6	3	14	5	9	6	5	5	7	3	9	12
FBtr0070874	X	6220457	6222619	+	2163	15	6	21	14	9	14	20	10	8	8	11	9
FBtr0070875	X	6220755	6222619	+	1865	13	6	20	11	7	14	17	9	8	8	10	7
FBtr0345294	X	6223161	6223657	-	497	113	48	81	84	54	55	70	76	86	105	54	92
