geneID	Chr	ATAC_factor	ATAC_direction
Region4265	chr3L	Time	Up
Region4266	chr3L	Time	Up
Region4267	chr3L	Time	Up
Region4268	chr3L	Time	Up
Region4269	chr3L	Toll9	Up
Region4269	chr3L	Toll9	Up
Region4270	chr3L	Time	Up
Region4271	chr3L	Toll10b	Up
Region4272	chr3L	Toll9	Down
Region4273	chr3L	Toll9	Up
Region4284	chr3L	Toll9	Up
Region4288	chr3L	Gd7	Down
Region4291	chr3L	Toll10b	Down
Region4299	chr3L	Toll10b	Down
Region4299	chr3L	Toll10b	Down
Region4303	chr3L	Time	Up
Region4303	chr3L	Time	Up
Region4313	chr3L	Time	Up
Region4315	chr3L	Time	Up
Region4316	chr3L	Time	Up
Region4321	chr3L	Time	Up
Region4322	chr3L	Time	Up
Region4331	chr3L	Toll10b	Up
Region4331	chr3L	Toll10b	Up
Region4331	chr3L	Toll10b	Up
Region4331	chr3L	Toll10b	Up
Region4333	chr3L	Gd7	Down
Region4336	chr3L	Time	Down
Region4337	chr3L	Gd7	Down
Region4337	chr3L	Gd7	Down
Region4338	chr3L	Time	Up
Region4339	chr3L	Toll10b	Up
Region4342	chr3L	Toll9	Up
Region4345	chr3L	Toll9	Up
Region4352	chr3L	Toll9	Up
Region4354	chr3L	Toll9	Up
Region4355	chr3L	Toll9	Up
Region4355	chr3L	Toll9	Up
Region4356	chr3L	Time	Up
Region4357	chr3L	Time	Up
Region4358	chr3L	Toll10b	Up
Region4362	chr3L	Time	Down
Region4362	chr3L	Time	Down
Region4363	chr3L	Gd7	Down
Region4375	chr3L	Gd7	Down
Region4380	chr3L	Time	Up
Region4381	chr3L	Time	Up
Region4382	chr3L	Toll10b	Up
Region4384	chr3L	Toll9	Down
Region4386	chr3L	Toll9	Down
Region4389	chr3L	Toll9	Up
Region4391	chr3L	Gd7	Down
Region4392	chr3L	Gd7	Down
Region4393	chr3L	Toll9	Up
Region4406	chr3L	Toll10b	Up
Region4407	chr3L	Toll9	Down
Region4407	chr3L	Toll9	Down
Region4409	chr3L	Toll9	Up
Region4412	chr3L	Gd7	Down
Region4413	chr3L	Toll9	Up
Region4414	chr3L	Time	Up
Region4415	chr3L	Toll10b	Up
Region4416	chr3L	Gd7	Down
Region4417	chr3L	Toll10b	Up
Region4418	chr3L	Toll9	Up
Region4418	chr3L	Toll9	Up
Region4419	chr3L	Toll9	Up
Region4420	chr3L	Gd7	Down
Region4424	chr3L	Time	Up
Region4428	chr3L	Time	Down
Region4431	chr3L	Time	Up
Region4443	chr3L	Time	Up
Region4444	chr3L	Time	Up
Region4445	chr3L	Toll10b	Up
Region4446	chr3L	Time	Up
Region4449	chr3L	Time	Down
Region4450	chr3L	Gd7	Down
Region4450	chr3L	Gd7	Down
Region4451	chr3L	Gd7	Down
Region4452	chr3L	Toll10b	Up
Region4453	chr3L	Time	Up
Region4454	chr3L	Gd7	Down
Region4455	chr3L	Time	Up
Region4458	chr3L	Toll9	Up
Region4458	chr3L	Toll9	Up
Region4461	chr3L	Toll9	Up
Region4466	chr3L	Time	Up
Region4466	chr3L	Time	Up
Region4466	chr3L	Time	Up
Region4466	chr3L	Time	Up
Region4466	chr3L	Time	Up
Region4466	chr3L	Time	Up
Region4467	chr3L	Toll10b	Up
Region4467	chr3L	Toll10b	Up
Region4467	chr3L	Toll10b	Up
Region4468	chr3L	Toll10b	Up
Region4469	chr3L	Toll9	Up
Region4469	chr3L	Toll9	Up
Region4470	chr3L	Toll10b	Up
Region4470	chr3L	Toll10b	Up
Region4470	chr3L	Toll10b	Up
Region4471	chr3L	Toll10b	Up
Region4471	chr3L	Toll10b	Up
Region4472	chr3L	Gd7	Down
Region4473	chr3L	Gd7	Down
Region4474	chr3L	Gd7	Down
Region4475	chr3L	Gd7	Down
Region4476	chr3L	Toll9	Up
Region4481	chr3L	Gd7	Down
Region4482	chr3L	Gd7	Down
Region4484	chr3L	Gd7	Down
Region4486	chr3L	Gd7	Down
Region4487	chr3L	Gd7	Down
Region4487	chr3L	Gd7	Down
Region4487	chr3L	Gd7	Down
Region4490	chr3L	Toll9	Up
Region4498	chr3L	Time	Down
Region4498	chr3L	Time	Down
Region4499	chr3L	Toll10b	Down
Region4499	chr3L	Toll10b	Down
Region4500	chr3L	Gd7	Down
Region4501	chr3L	Gd7	Down
Region4502	chr3L	Toll10b	Up
Region4503	chr3L	Gd7	Down
Region4504	chr3L	Gd7	Down
Region4505	chr3L	Time	Up
Region4508	chr3L	Toll10b	Up
Region4509	chr3L	Toll9	Down
Region4510	chr3L	Toll9	Down
Region4513	chr3L	Time	Up
Region4515	chr3L	Time	Up
Region4515	chr3L	Time	Up
Region4517	chr3L	Gd7	Down
Region4518	chr3L	Toll9	Up
Region4523	chr3L	Time	Down
Region4523	chr3L	Time	Down
Region4524	chr3L	Gd7	Down
Region4525	chr3L	Time	Up
Region4526	chr3L	Time	Up
Region4527	chr3L	Time	Up
Region4527	chr3L	Time	Up
Region4529	chr3L	Time	Up
Region4530	chr3L	Toll10b	Down
Region4531	chr3L	Toll9	Down
Region4538	chr3L	Gd7	Down
Region4538	chr3L	Gd7	Down
Region4539	chr3L	Toll9	Up
Region4539	chr3L	Toll9	Up
Region4540	chr3L	Time	Up
Region4540	chr3L	Time	Up
Region4541	chr3L	Time	Up
Region4542	chr3L	Time	Up
Region4543	chr3L	Gd7	Down
Region4544	chr3L	Time	Up
Region4550	chr3L	Gd7	Down
Region4553	chr3L	Gd7	Down
Region4559	chr3L	Time	Down
Region4560	chr3L	Toll10b	Down
Region4563	chr3L	Toll10b	Down
Region4563	chr3L	Toll10b	Down
Region4563	chr3L	Toll10b	Down
Region4564	chr3L	Time	Up
Region4565	chr3L	Toll10b	Up
Region4566	chr3L	Time	Up
Region4570	chr3L	Gd7	Down
Region4571	chr3L	Time	Up
Region4573	chr3L	Time	Down
Region4578	chr3L	Gd7	Down
Region4579	chr3L	Time	Up
Region4580	chr3L	Time	Down
Region4581	chr3L	Time	Up
Region4582	chr3L	Time	Up
Region4585	chr3L	Time	Up
Region4588	chr3L	Gd7	Down
Region4589	chr3L	Time	Up
Region4589	chr3L	Time	Up
Region4590	chr3L	Toll10b	Up
Region4614	chr3L	Time	Up
Region4615	chr3L	Gd7	Down
Region4620	chr3L	Time	Up
Region4644	chr3L	Time	Down
Region4645	chr3L	Time	Down
Region4648	chr3L	Time	Up
Region4648	chr3L	Time	Up
Region4649	chr3L	Time	Up
Region4654	chr3L	Gd7	Down
Region4654	chr3L	Gd7	Down
Region4655	chr3L	Gd7	Down
Region4660	chr3L	Time	Up
Region4661	chr3L	Gd7	Down
Region4669	chr3L	Toll10b	Up
Region4670	chr3L	Time	Up
Region4671	chr3L	Toll10b	Up
Region4673	chr3L	Toll9	Up
Region4674	chr3L	Toll9	Up
Region4674	chr3L	Toll9	Up
Region4675	chr3L	Time	Down
Region4675	chr3L	Time	Down
Region4676	chr3L	Toll10b	Down
Region4676	chr3L	Toll10b	Down
Region4678	chr3L	Time	Up
Region4680	chr3L	Toll10b	Down
Region4680	chr3L	Toll10b	Down
Region4681	chr3L	Toll10b	Down
Region4682	chr3L	Toll10b	Up
Region4683	chr3L	Toll10b	Up
Region4685	chr3L	Toll9	Up
Region4686	chr3L	Toll10b	Down
Region4686	chr3L	Toll10b	Down
Region4687	chr3L	Gd7	Down
Region4693	chr3L	Toll9	Down
Region4693	chr3L	Toll9	Down
Region4694	chr3L	Time	Up
Region4695	chr3L	Time	Up
Region4700	chr3L	Toll9	Up
Region4702	chr3L	Toll10b	Up
Region4703	chr3L	Toll10b	Down
Region4704	chr3L	Time	Down
Region4705	chr3L	Toll10b	Down
Region4706	chr3L	Toll10b	Down
Region4706	chr3L	Toll10b	Down
Region4707	chr3L	Toll10b	Down
Region4710	chr3L	Gd7	Down
Region4711	chr3L	Toll10b	Up
Region4712	chr3L	Time	Down
Region4713	chr3L	Time	Up
Region4716	chr3L	Time	Up
Region4719	chr3L	Toll10b	Up
Region4720	chr3L	Toll10b	Up
Region4720	chr3L	Toll10b	Up
Region4722	chr3L	Toll10b	Up
Region4723	chr3L	Gd7	Down
Region4724	chr3L	Gd7	Down
Region4725	chr3L	Time	Up
Region4726	chr3L	Toll10b	Up
Region4727	chr3L	Toll10b	Up
Region4728	chr3L	Gd7	Down
Region4729	chr3L	Toll10b	Up
Region4730	chr3L	Gd7	Down
Region4730	chr3L	Gd7	Down
Region4731	chr3L	Toll9	Up
Region4732	chr3L	Gd7	Down
Region4733	chr3L	Gd7	Down
Region4734	chr3L	Toll9	Up
Region4735	chr3L	Time	Up
Region4736	chr3L	Toll10b	Up
Region4737	chr3L	Toll10b	Up
Region4739	chr3L	Gd7	Down
Region4742	chr3L	Time	Down
Region4743	chr3L	Time	Up
Region4747	chr3L	Gd7	Down
Region4748	chr3L	Time	Up
Region4749	chr3L	Toll10b	Up
Region4751	chr3L	Time	Up
Region4752	chr3L	Gd7	Down
Region4753	chr3L	Time	Up
Region4756	chr3L	Toll10b	Up
Region4757	chr3L	Gd7	Down
Region4758	chr3L	Gd7	Down
Region4758	chr3L	Gd7	Down
Region4759	chr3L	Toll10b	Up
Region4763	chr3L	Gd7	Down
Region4763	chr3L	Gd7	Down
Region4764	chr3L	Toll9	Up
Region4764	chr3L	Toll9	Up
Region4765	chr3L	Toll9	Up
Region4765	chr3L	Toll9	Up
Region4766	chr3L	Gd7	Down
Region4769	chr3L	Gd7	Down
Region4770	chr3L	Toll10b	Up
Region4774	chr3L	Toll9	Down
Region4775	chr3L	Toll9	Up
Region4775	chr3L	Toll9	Up
Region4776	chr3L	Toll10b	Down
Region4777	chr3L	Toll10b	Up
Region4778	chr3L	Toll10b	Up
Region4778	chr3L	Toll10b	Up
Region4793	chr3L	Toll10b	Up
Region4794	chr3L	Toll10b	Up
Region4795	chr3L	Gd7	Down
Region4796	chr3L	Time	Up
Region4797	chr3L	Time	Down
Region4798	chr3L	Time	Up
Region4799	chr3L	Time	Up
Region4803	chr3L	Time	Up
Region4805	chr3L	Time	Up
Region4806	chr3L	Time	Up
Region4812	chr3L	Gd7	Down
Region4813	chr3L	Toll10b	Up
Region4817	chr3L	Time	Up
Region4818	chr3L	Time	Up
Region4819	chr3L	Time	Up
Region4822	chr3L	Gd7	Down
Region4824	chr3L	Toll9	Up
Region4824	chr3L	Toll9	Up
Region4825	chr3L	Toll9	Up
Region4825	chr3L	Toll9	Up
Region4826	chr3L	Toll9	Up
Region4828	chr3L	Gd7	Down
Region4829	chr3L	Toll10b	Up
Region4830	chr3L	Time	Down
Region4831	chr3L	Time	Down
Region4831	chr3L	Time	Down
Region4832	chr3L	Gd7	Down
Region4834	chr3L	Toll10b	Up
Region4836	chr3L	Toll10b	Up
Region4839	chr3L	Gd7	Down
Region4840	chr3L	Gd7	Down
Region4842	chr3L	Gd7	Down
Region4842	chr3L	Gd7	Down
Region4843	chr3L	Time	Up
Region4844	chr3L	Toll10b	Up
Region4845	chr3L	Toll9	Down
Region4845	chr3L	Toll9	Down
Region4845	chr3L	Toll9	Down
Region4845	chr3L	Toll9	Down
Region4846	chr3L	Time	Up
Region4846	chr3L	Time	Up
Region4847	chr3L	Toll10b	Up
Region4859	chr3L	Time	Up
Region4860	chr3L	Toll9	Down
Region4861	chr3L	Gd7	Down
Region4862	chr3L	Time	Up
Region4863	chr3L	Gd7	Down
Region4864	chr3L	Gd7	Down
Region4865	chr3L	Gd7	Down
Region4866	chr3L	Time	Up
Region4867	chr3L	Toll10b	Up
Region4871	chr3L	Gd7	Up
Region4872	chr3L	Time	Up
Region4878	chr3L	Toll10b	Up
Region4878	chr3L	Toll10b	Up
Region4879	chr3L	Gd7	Down
Region4883	chr3L	Toll9	Up
Region4884	chr3L	Time	Up
Region4885	chr3L	Gd7	Down
Region4887	chr3L	Time	Up
Region4888	chr3L	Time	Up
Region4890	chr3L	Time	Up
Region4893	chr3L	Time	Down
Region4894	chr3L	Time	Down
Region4895	chr3L	Toll10b	Up
Region4896	chr3L	Time	Up
Region4904	chr3L	Toll10b	Down
Region4911	chr3L	Toll10b	Up
Region4912	chr3L	Toll10b	Up
Region4913	chr3L	Toll9	Up
Region4914	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4920	chr3L	Time	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4921	chr3L	Toll9	Up
Region4922	chr3L	Gd7	Down
Region4922	chr3L	Gd7	Down
Region4934	chr3L	Time	Up
Region4936	chr3L	Toll10b	Up
Region4937	chr3L	Time	Up
Region4938	chr3L	Time	Up
Region4939	chr3L	Gd7	Up
Region4940	chr3L	Time	Up
Region4941	chr3L	Toll10b	Down
Region4946	chr3L	Time	Up
Region4946	chr3L	Time	Up
Region4947	chr3L	Toll10b	Up
Region4948	chr3L	Time	Up
Region4949	chr3L	Gd7	Down
Region4950	chr3L	Time	Up
Region4953	chr3L	Toll10b	Up
Region4953	chr3L	Toll10b	Up
Region4954	chr3L	Toll10b	Up
Region4955	chr3L	Time	Up
Region4967	chr3L	Gd7	Up
Region4968	chr3L	Toll9	Up
Region4970	chr3L	Gd7	Up
Region4976	chr3L	Toll10b	Up
Region4983	chr3L	Gd7	Up
Region4988	chr3L	Toll10b	Down
Region4989	chr3L	Toll10b	Down
Region5003	chr3L	Time	Up
Region5016	chr3L	Gd7	Up
Region5065	chr3R	Gd7	Down
Region5068	chr3R	Gd7	Down
Region5071	chr3R	Gd7	Down
Region5072	chr3R	Toll9	Up
Region5073	chr3R	Gd7	Down
Region5104	chr3R	Time	Up
Region5109	chr3R	Toll10b	Down
Region5110	chr3R	Gd7	Up
Region5113	chr3R	Time	Up
Region5114	chr3R	Toll10b	Up
Region5116	chr3R	Time	Down
Region5117	chr3R	Time	Up
Region5118	chr3R	Toll9	Up
Region5119	chr3R	Time	Up
Region5126	chr3R	Time	Up
Region5127	chr3R	Toll9	Down
Region5129	chr3R	Time	Up
Region5130	chr3R	Time	Up
Region5131	chr3R	Gd7	Down
Region5133	chr3R	Time	Up
Region5134	chr3R	Toll10b	Up
Region5135	chr3R	Gd7	Down
Region5136	chr3R	Time	Up
Region5136	chr3R	Time	Up
Region5136	chr3R	Time	Up
Region5136	chr3R	Time	Up
Region5136	chr3R	Time	Up
Region5136	chr3R	Time	Up
Region5141	chr3R	Time	Up
Region5148	chr3R	Gd7	Up
Region5151	chr3R	Time	Down
Region5152	chr3R	Time	Up
Region5153	chr3R	Gd7	Down
Region5154	chr3R	Toll9	Up
Region5154	chr3R	Toll9	Up
Region5155	chr3R	Toll10b	Down
Region5156	chr3R	Toll9	Down
Region5159	chr3R	Time	Up
Region5160	chr3R	Toll10b	Up
Region5161	chr3R	Time	Up
Region5162	chr3R	Time	Up
Region5162	chr3R	Time	Up
Region5163	chr3R	Time	Up
Region5164	chr3R	Time	Down
Region5165	chr3R	Time	Up
Region5166	chr3R	Toll10b	Up
Region5168	chr3R	Time	Up
Region5170	chr3R	Gd7	Down
Region5177	chr3R	Time	Down
Region5178	chr3R	Toll10b	Down
Region5184	chr3R	Time	Down
Region5184	chr3R	Time	Down
Region5201	chr3R	Toll9	Up
Region5201	chr3R	Toll9	Up
Region5205	chr3R	Time	Up
Region5205	chr3R	Time	Up
Region5209	chr3R	Toll10b	Down
Region5209	chr3R	Toll10b	Down
Region5210	chr3R	Gd7	Up
Region5211	chr3R	Toll9	Down
Region5212	chr3R	Time	Down
Region5213	chr3R	Gd7	Down
Region5218	chr3R	Time	Down
Region5220	chr3R	Toll10b	Down
Region5220	chr3R	Toll10b	Down
Region5227	chr3R	Toll10b	Up
Region5228	chr3R	Gd7	Down
Region5230	chr3R	Time	Down
Region5232	chr3R	Toll9	Up
Region5232	chr3R	Toll9	Up
Region5236	chr3R	Toll10b	Down
Region5236	chr3R	Toll10b	Down
Region5238	chr3R	Gd7	Up
Region5239	chr3R	Time	Up
Region5240	chr3R	Time	Up
Region5242	chr3R	Time	Up
Region5243	chr3R	Time	Up
Region5245	chr3R	Toll10b	Down
Region5245	chr3R	Toll10b	Down
Region5246	chr3R	Gd7	Up
Region5253	chr3R	Time	Up
Region5255	chr3R	Toll9	Down
Region5256	chr3R	Toll10b	Up
Region5258	chr3R	Toll10b	Up
Region5260	chr3R	Time	Up
Region5262	chr3R	Toll10b	Up
Region5263	chr3R	Time	Up
Region5265	chr3R	Toll10b	Up
Region5267	chr3R	Time	Up
Region5268	chr3R	Toll9	Down
Region5269	chr3R	Toll10b	Up
Region5270	chr3R	Time	Up
Region5271	chr3R	Time	Up
Region5271	chr3R	Time	Up
Region5272	chr3R	Time	Up
Region5273	chr3R	Toll9	Up
Region5275	chr3R	Time	Up
Region5276	chr3R	Time	Up
Region5278	chr3R	Time	Down
Region5279	chr3R	Time	Down
Region5280	chr3R	Time	Up
Region5281	chr3R	Time	Up
Region5282	chr3R	Time	Down
Region5283	chr3R	Toll10b	Up
Region5284	chr3R	Gd7	Down
Region5285	chr3R	Gd7	Down
Region5286	chr3R	Time	Down
Region5287	chr3R	Toll10b	Down
Region5287	chr3R	Toll10b	Down
Region5291	chr3R	Toll10b	Down
Region5292	chr3R	Time	Up
Region5293	chr3R	Time	Up
Region5294	chr3R	Time	Up
Region5295	chr3R	Time	Up
Region5296	chr3R	Time	Up
Region5298	chr3R	Toll10b	Down
Region5298	chr3R	Toll10b	Down
Region5301	chr3R	Time	Up
Region5302	chr3R	Time	Up
Region5303	chr3R	Time	Up
Region5308	chr3R	Time	Up
Region5309	chr3R	Toll9	Down
Region5310	chr3R	Time	Up
Region5311	chr3R	Time	Up
Region5322	chr3R	Time	Up
Region5323	chr3R	Time	Up
Region5324	chr3R	Time	Up
Region5325	chr3R	Toll9	Down
Region5325	chr3R	Toll9	Down
Region5343	chr3R	Gd7	Down
Region5344	chr3R	Gd7	Down
Region5345	chr3R	Gd7	Down
Region5349	chr3R	Gd7	Down
Region5349	chr3R	Gd7	Down
Region5350	chr3R	Time	Down
Region5351	chr3R	Toll10b	Up
Region5390	chr3R	Time	Down
Region5401	chr3R	Toll10b	Up
Region5403	chr3R	Toll9	Down
Region5404	chr3R	Gd7	Down
Region5404	chr3R	Gd7	Down
Region5405	chr3R	Time	Up
Region5406	chr3R	Toll9	Up
Region5407	chr3R	Time	Up
Region5408	chr3R	Toll9	Up
Region5408	chr3R	Toll9	Up
Region5410	chr3R	Gd7	Down
Region5410	chr3R	Gd7	Down
Region5413	chr3R	Time	Up
Region5415	chr3R	Toll10b	Up
Region5416	chr3R	Time	Up
Region5419	chr3R	Time	Up
Region5419	chr3R	Time	Up
Region5421	chr3R	Time	Up
Region5422	chr3R	Toll9	Down
Region5430	chr3R	Gd7	Up
Region5431	chr3R	Gd7	Down
Region5435	chr3R	Time	Up
Region5439	chr3R	Time	Up
Region5440	chr3R	Gd7	Down
Region5441	chr3R	Toll9	Down
Region5442	chr3R	Time	Up
Region5446	chr3R	Toll10b	Up
Region5447	chr3R	Time	Up
Region5448	chr3R	Toll9	Up
Region5449	chr3R	Time	Up
Region5451	chr3R	Time	Up
Region5452	chr3R	Toll9	Down
Region5456	chr3R	Time	Up
Region5461	chr3R	Toll9	Up
Region5472	chr3R	Toll10b	Up
Region5473	chr3R	Gd7	Down
Region5475	chr3R	Toll9	Up
Region5475	chr3R	Toll9	Up
Region5476	chr3R	Time	Up
Region5483	chr3R	Toll10b	Up
Region5484	chr3R	Time	Down
Region5485	chr3R	Time	Up
Region5486	chr3R	Gd7	Up
Region5486	chr3R	Gd7	Up
Region5489	chr3R	Time	Up
Region5489	chr3R	Time	Up
Region5490	chr3R	Time	Up
Region5495	chr3R	Gd7	Up
Region5496	chr3R	Gd7	Up
Region5499	chr3R	Time	Up
Region5501	chr3R	Toll9	Down
Region5502	chr3R	Toll9	Down
Region5504	chr3R	Toll10b	Up
Region5505	chr3R	Time	Up
Region5507	chr3R	Toll9	Down
Region5509	chr3R	Time	Up
Region5515	chr3R	Time	Up
Region5518	chr3R	Time	Up
Region5519	chr3R	Time	Up
Region5519	chr3R	Time	Up
Region5520	chr3R	Time	Up
Region5522	chr3R	Time	Up
Region5523	chr3R	Toll10b	Up
Region5524	chr3R	Time	Up
Region5525	chr3R	Time	Up
Region5525	chr3R	Time	Up
Region5526	chr3R	Toll10b	Down
Region5527	chr3R	Gd7	Down
Region5528	chr3R	Toll10b	Up
Region5529	chr3R	Time	Down
Region5529	chr3R	Time	Down
Region5529	chr3R	Time	Down
Region5530	chr3R	Time	Up
Region5531	chr3R	Toll9	Up
Region5533	chr3R	Toll10b	Down
Region5533	chr3R	Toll10b	Down
Region5536	chr3R	Gd7	Up
Region5537	chr3R	Toll9	Up
Region5538	chr3R	Time	Up
Region5539	chr3R	Toll10b	Up
Region5544	chr3R	Toll10b	Up
Region5545	chr3R	Toll10b	Up
Region5546	chr3R	Time	Up
Region5547	chr3R	Toll9	Up
Region5548	chr3R	Gd7	Down
Region5549	chr3R	Gd7	Down
Region5550	chr3R	Time	Up
Region5552	chr3R	Toll10b	Down
Region5552	chr3R	Toll10b	Down
Region5553	chr3R	Time	Down
Region5554	chr3R	Toll9	Up
Region5554	chr3R	Toll9	Up
Region5555	chr3R	Toll9	Up
Region5557	chr3R	Gd7	Down
Region5564	chr3R	Toll9	Down
Region5572	chr3R	Time	Up
Region5573	chr3R	Toll10b	Up
Region5574	chr3R	Toll9	Down
Region5575	chr3R	Time	Up
Region5576	chr3R	Time	Up
Region5577	chr3R	Time	Up
Region5578	chr3R	Time	Up
Region5579	chr3R	Time	Up
Region5579	chr3R	Time	Up
Region5580	chr3R	Toll10b	Up
Region5581	chr3R	Gd7	Up
Region5582	chr3R	Time	Up
Region5586	chr3R	Time	Down
Region5587	chr3R	Time	Up
Region5588	chr3R	Time	Up
Region5600	chr3R	Time	Up
Region5601	chr3R	Time	Up
Region5601	chr3R	Time	Up
Region5602	chr3R	Toll10b	Down
Region5603	chr3R	Time	Up
Region5604	chr3R	Time	Up
Region5606	chr3R	Toll10b	Down
Region5609	chr3R	Time	Up
Region5614	chr3R	Gd7	Down
Region5616	chr3R	Time	Down
Region5617	chr3R	Time	Down
Region5618	chr3R	Time	Up
Region5619	chr3R	Time	Up
Region5620	chr3R	Time	Up
Region5621	chr3R	Time	Up
Region5622	chr3R	Time	Up
Region5624	chr3R	Time	Up
Region5624	chr3R	Time	Up
Region5624	chr3R	Time	Up
Region5625	chr3R	Gd7	Down
Region5626	chr3R	Toll10b	Down
Region5626	chr3R	Toll10b	Down
Region5633	chr3R	Toll9	Up
Region5635	chr3R	Time	Up
Region5638	chr3R	Time	Up
Region5643	chr3R	Time	Up
Region5643	chr3R	Time	Up
Region5643	chr3R	Time	Up
Region5644	chr3R	Time	Up
Region5645	chr3R	Gd7	Up
Region5646	chr3R	Time	Down
Region5647	chr3R	Toll10b	Down
Region5648	chr3R	Time	Down
Region5653	chr3R	Time	Up
Region5654	chr3R	Time	Up
Region5660	chr3R	Time	Up
Region5669	chr3R	Time	Down
Region5679	chr3R	Time	Down
Region5679	chr3R	Time	Down
Region5679	chr3R	Time	Down
Region5679	chr3R	Time	Down
Region5679	chr3R	Time	Down
Region5679	chr3R	Time	Down
Region5680	chr3R	Time	Down
Region5680	chr3R	Time	Down
Region5680	chr3R	Time	Down
Region5681	chr3R	Time	Down
Region5681	chr3R	Time	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5682	chr3R	Toll10b	Down
Region5683	chr3R	Toll10b	Up
Region5686	chr3R	Gd7	Down
Region5686	chr3R	Gd7	Down
Region5688	chr3R	Time	Up
Region5688	chr3R	Time	Up
Region5688	chr3R	Time	Up
Region5692	chr3R	Toll9	Up
Region5692	chr3R	Toll9	Up
Region5704	chr3R	Gd7	Up
Region5705	chr3R	Toll9	Up
Region5706	chr3R	Time	Up
Region5709	chr3R	Time	Up
Region5710	chr3R	Toll10b	Down
Region5711	chr3R	Time	Down
Region5712	chr3R	Toll9	Up
Region5713	chr3R	Time	Up
Region5713	chr3R	Time	Up
Region5715	chr3R	Gd7	Up
Region5716	chr3R	Time	Up
Region5718	chr3R	Time	Up
Region5720	chr3R	Time	Up
Region5721	chr3R	Toll9	Down
Region5722	chr3R	Gd7	Up
Region5723	chr3R	Time	Up
Region5724	chr3R	Gd7	Down
Region5725	chr3R	Time	Up
Region5725	chr3R	Time	Up
Region5726	chr3R	Toll9	Down
Region5727	chr3R	Gd7	Down
Region5728	chr3R	Time	Up
Region5729	chr3R	Time	Up
Region5740	chr3R	Toll9	Up
Region5741	chr3R	Time	Up
Region5741	chr3R	Time	Up
Region5743	chr3R	Time	Up
Region5744	chr3R	Toll9	Up
Region5749	chr3R	Toll10b	Up
Region5750	chr3R	Time	Up
Region5751	chr3R	Toll9	Up
Region5752	chr3R	Time	Up
Region5753	chr3R	Gd7	Down
Region5754	chr3R	Toll9	Up
Region5756	chr3R	Time	Up
Region5760	chr3R	Time	Up
Region5764	chr3R	Time	Up
Region5764	chr3R	Time	Up
Region5765	chr3R	Time	Up
Region5767	chr3R	Time	Up
Region5767	chr3R	Time	Up
Region5770	chr3R	Gd7	Down
Region5777	chr3R	Time	Up
Region5778	chr3R	Toll9	Up
Region5778	chr3R	Toll9	Up
Region5779	chr3R	Gd7	Down
Region5779	chr3R	Gd7	Down
Region5780	chr3R	Time	Up
Region5781	chr3R	Toll10b	Up
Region5781	chr3R	Toll10b	Up
Region5782	chr3R	Time	Up
Region5784	chr3R	Time	Up
Region5788	chr3R	Time	Up
Region5792	chr3R	Gd7	Down
Region5793	chr3R	Time	Up
Region5797	chr3R	Time	Up
Region5798	chr3R	Gd7	Up
Region5811	chr3R	Time	Down
Region5811	chr3R	Time	Down
Region5812	chr3R	Gd7	Up
Region5813	chr3R	Gd7	Up
Region5814	chr3R	Time	Up
Region5815	chr3R	Time	Up
Region5816	chr3R	Time	Up
Region5817	chr3R	Time	Up
Region5818	chr3R	Toll10b	Up
Region5819	chr3R	Time	Up
Region5821	chr3R	Toll10b	Up
Region5840	chr3R	Time	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5841	chr3R	Gd7	Up
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5842	chr3R	Gd7	Down
Region5843	chr3R	Time	Up
Region5844	chr3R	Time	Up
Region5845	chr3R	Time	Up
Region5845	chr3R	Time	Up
