seqnames	start	end	width	strand	VTID	Length	Verification.Status	Positive	stg4_6	stg7_8	stg9_10	stg11_12	stg13_14	stg15_16
chr2R	3903927	3905932	2006	*	VT23241	2005	not_verified	0	NA	NA	NA	NA	NA	NA
chr2R	3917993	3918605	613	*	VT23245	612	correct	0	NA	NA	NA	NA	NA	NA
chr2R	3937853	3938579	727	*	VT23254	726	correct	0	NA	NA	NA	NA	NA	NA
chr2R	3939595	3940447	853	*	VT23256	852	correct	0	NA	NA	NA	head_subset;1	head_subset;1	NA
chrM	10901	13272	2372	*	VT53684	2371	correct	0	NA	NA	NA	NA	NA	NA
chr2L	9410	10052	643	*	VT0002	642	correct	0	NA	NA	NA	NA	NA	NA
chr2L	11245	11850	606	*	VT0003	605	correct	1	NA	NA	NA	NA	NA	hindgut;2|posterior_hindgut;3
chr2L	12730	13724	995	*	VT0004	994	correct	0	NA	NA	NA	NA	NA	NA
chr2L	15507	17836	2330	*	VT0005	2329	correct	0	NA	NA	NA	NA	dorsal_epidermis_subset;1	dorsal_epidermis_subset;1
chr2L	16836	18924	2089	*	VT0006	2088	correct	1	ubiquitous;4	ubiquitous;4	ubiquitous;4	ubiquitous;4	ubiquitous;3	brain_broad;3|ubiquitous;3|ventral_nerve_cord_broad;3
chr2L	18031	20238	2208	*	VT0007	2207	correct	1	ubiquitous;3	ubiquitous;4	ubiquitous;4	ubiquitous;4	ubiquitous;4	midgut_chamber;4|ubiquitous;4
chr2L	19241	21468	2228	*	VT0008	2227	correct	0	NA	NA	NA	NA	NA	NA
chr2L	21327	21958	632	*	VT0009	631	correct	0	NA	NA	NA	NA	NA	NA
chr2L	22647	23043	397	*	VT0010	396	not_verified	0	NA	NA	NA	NA	NA	NA
chr2L	23791	24839	1049	*	VT0011	1048	not_verified	0	NA	NA	NA	NA	NA	NA
chr2L	26520	27246	727	*	VT0013	726	correct	1	procephalic_ectoderm_AISN;4	procephalic_ectoderm_anlage;3|head_mesoderm_anlage;3	NA	NA	NA	NA
chr2L	33156	33884	729	*	VT0015	728	correct	0	NA	NA	NA	NA	NA	midgut_chamber;1
chr2L	34214	34809	596	*	VT0016	595	not_verified	0	NA	NA	NA	NA	NA	NA
chr2L	35138	35800	663	*	VT0017	662	correct	0	NA	NA	NA	NA	NA	NA
chr2L	37992	39407	1416	*	VT0018	1415	correct	0	NA	NA	NA	NA	NA	NA
chr2L	39832	41927	2096	*	VT0019	2095	correct	0	NA	NA	NA	NA	NA	NA
chr2L	41208	43332	2125	*	VT0020	2124	correct	0	NA	NA	NA	NA	NA	NA
chr2L	42658	44732	2075	*	VT0021	2074	correct	0	NA	NA	NA	NA	NA	NA
chr2L	44054	46142	2089	*	VT0022	2088	correct	0	NA	NA	NA	NA	NA	NA
chr2L	54047	56104	2058	*	VT0025	2057	correct	1	NA	NA	NA	NA	NA	antenno-maxillary-labial_complex;4|ventral_epidermis_subset;4|head_epidermis_broad;4|pharynx;4|dorsal_epidermis_subset;4|posterior_spiracle;4
chr2L	228076	230306	2231	*	VT0104	2230	correct	0	NA	NA	NA	NA	NA	NA
chr2L	229365	231563	2199	*	VT0105	2198	correct	0	NA	NA	NA	NA	NA	NA
chr2L	230498	232611	2114	*	VT0106	2113	correct	0	NA	NA	NA	NA	NA	NA
chr2L	242019	244270	2252	*	VT0107	2251	correct	0	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1|visceral_muscle_subset;1	brain_broad;1|ventral_nerve_cord_broad;1
chr2L	243746	245841	2096	*	VT0108	2095	correct	1	NA	NA	NA	NA	brain_broad;1|hindgut;1|ventral_nerve_cord_broad;1	brain_broad;2|hindgut;1|ventral_nerve_cord_broad;2
chr2L	245396	247649	2254	*	VT0109	2253	correct	1	NA	NA	brain_anlage_broad;4|ventral_nerve_cord_anlage_broad;4	brain_primordium_broad;3|ventral_nerve_cord_primordium_broad;3	brain_broad;3|hindgut;2|ventral_nerve_cord_broad;3	ventral_epidermis_subset;3|brain_broad;2|ventral_nerve_cord_broad;2
chr2L	250756	251202	447	*	VT0112	446	correct	1	ubiquitous;3	ubiquitous;3	ubiquitous;3	ubiquitous;3	ubiquitous;3	brain_broad;3|ubiquitous;3|ventral_nerve_cord_broad;3
chr2L	283242	283450	209	*	VT0129	208	not_verified	0	NA	NA	NA	NA	NA	NA
chr2L	284106	286259	2154	*	VT0130	2153	correct	0	NA	NA	NA	ventral_nerve_cord_primordium_broad;1	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;1|ventral_nerve_cord_broad;1
chr2L	285217	287380	2164	*	VT0131	2163	correct	1	NA	NA	NA	brain_primordium_broad;1|ubiquitous;1|ventral_nerve_cord_primordium_broad;1	midgut_broad;2|brain_broad;2|ubiquitous;1|ventral_nerve_cord_broad;2	brain_broad;2|ubiquitous;1|ventral_nerve_cord_broad;2
chr2L	288875	290893	2019	*	VT0132	2018	correct	1	NA	NA	NA	garland_cell_primordium;3|visceral_muscle_primordium_subset;3	garland_cell;4|visceral_muscle_subset;2	garland_cell;4
chr2L	455548	456979	1432	*	VT0204	1431	correct	1	NA	NA	NA	NA	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;2|ventral_nerve_cord_broad;2
chr2L	458606	460563	1958	*	VT0205	1957	correct	0	NA	NA	NA	NA	NA	NA
chr2L	542535	542947	413	*	VT0248	412	correct	0	NA	NA	NA	NA	NA	NA
chr2L	544170	544616	447	*	VT0249	446	correct	0	NA	NA	NA	NA	NA	NA
chr2L	544586	545182	597	*	VT0250	596	correct	0	NA	NA	NA	NA	NA	NA
chr2L	545256	545891	636	*	VT0251	635	correct	0	NA	NA	NA	NA	NA	NA
chr2L	547071	547528	458	*	VT0252	457	correct	0	NA	NA	NA	NA	NA	NA
chr2L	551806	552464	659	*	VT0255	658	correct	0	NA	NA	NA	NA	NA	NA
chr2L	579519	581579	2061	*	VT0266	2060	correct	0	NA	NA	NA	NA	NA	NA
chr2L	580471	582588	2118	*	VT0267	2117	correct	1	NA	NA	stomatogastric_nervous_system_anlage;2	stomatogastric_nervous_system_primordium;3	stomatogastric_nervous_system;3	brain_subset;2|stomatogastric_nervous_system;2
chr2L	581470	583741	2272	*	VT0268	2271	correct	1	NA	NA	anterior_endoderm_anlage;2	stomatogastric_nervous_system_primordium;3	stomatogastric_nervous_system;3	stomatogastric_nervous_system;3
chr2L	584274	586488	2215	*	VT0269	2214	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1	NA
chr2L	585826	587936	2111	*	VT0270	2110	correct	0	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;1|brain_subset;1	brain_subset;1
chr2L	592497	593791	1295	*	VT0274	1294	correct	0	NA	NA	NA	NA	NA	brain_subset;1
chr2L	594183	594824	642	*	VT0275	641	correct	0	NA	NA	NA	NA	NA	NA
chr2L	596726	598791	2066	*	VT0277	2065	correct	1	NA	NA	brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;2	brain_primordium_broad;4|ventral_nerve_cord_primordium_subset;3	ventral_nerve_cord_subset;3|brain_broad;3	brain_broad;2|ventral_nerve_cord_broad;2
chr2L	597778	599872	2095	*	VT0278	2094	correct	1	NA	procephalic_ectoderm_anlage;3	brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;3	brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;2	ventral_nerve_cord_subset;1|brain_subset;3	ventral_nerve_cord_subset;1|brain_subset;1
chr2L	598791	601002	2212	*	VT0279	2211	correct	1	procephalic_ectoderm_AISN;3	procephalic_ectoderm_anlage;3	brain_anlage_subset;3	brain_primordium_subset;3	NA	NA
chr2L	700634	702788	2155	*	VT0327	2154	correct	0	NA	NA	NA	NA	NA	NA
chr2L	725796	728442	2647	*	VT0341	2646	correct	0	NA	NA	NA	NA	NA	NA
chr2L	730427	732657	2231	*	VT0342	2230	correct	1	NA	NA	NA	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	ventral_nerve_cord_subset;2|brain_subset;2	ventral_nerve_cord_subset;1|brain_subset;1
chr2L	732024	734172	2149	*	VT0343	2148	correct	0	NA	NA	NA	NA	NA	NA
chr2L	735151	737255	2105	*	VT0345	2104	correct	1	NA	NA	NA	NA	NA	ventral_epidermis_subset;3|head_epidermis_subset;3
chr2L	739901	740407	507	*	VT0347	506	correct	0	NA	NA	NA	NA	NA	NA
chr2L	740623	742788	2166	*	VT0348	2165	correct	0	NA	NA	NA	NA	NA	NA
chr2L	742271	744374	2104	*	VT0349	2103	correct	1	NA	NA	NA	NA	visceral_muscle_subset;2	midgut_chamber;2|brain_broad;1|ventral_nerve_cord_broad;1|visceral_muscle_subset;2
chr2L	744355	746905	2551	*	VT0350	2550	correct	0	NA	NA	NA	NA	NA	NA
chr2L	746280	748374	2095	*	VT0351	2094	correct	0	NA	NA	NA	NA	NA	NA
chr2L	748825	750915	2091	*	VT0353	2090	correct	1	NA	NA	ventral_ectoderm_anlage;2	NA	NA	NA
chr2L	762067	764189	2123	*	VT0357	2122	correct	0	NA	NA	NA	NA	anterior_ventral_nerve_cord_subset;1	anterior_ventral_nerve_cord_subset;1
chr2L	765293	767388	2096	*	VT0359	2095	correct	0	NA	NA	NA	NA	NA	NA
chr2L	766890	769060	2171	*	VT0360	2170	correct	1	NA	NA	NA	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	brain_subset;2|anterior_ventral_nerve_cord_broad;2	ventral_nerve_cord_subset;2|brain_subset;2
chr2L	772191	773620	1430	*	VT0362	1429	correct	0	NA	NA	NA	NA	NA	NA
chr2L	917706	919920	2215	*	VT0440	2214	correct	1	NA	NA	NA	brain_primordium_subset;2	ventral_nerve_cord_subset;1|brain_subset;2	NA
chr2L	918805	920902	2098	*	VT0441	2097	not_verified	0	NA	NA	NA	NA	NA	NA
chr2L	922814	924894	2081	*	VT0443	2080	correct	1	NA	NA	NA	NA	NA	atrium;2
chr2L	924596	926677	2082	*	VT0444	2081	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1	NA
chr2L	926355	928443	2089	*	VT0445	2088	correct	1	NA	NA	NA	NA	amnioserosa;3	amnioserosa;2|visceral_muscle_subset;1|sensory_system_head;3
chr2L	929936	932031	2096	*	VT0447	2095	correct	0	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;1|ventral_nerve_cord_broad;1
chr2L	933501	935600	2100	*	VT0449	2099	correct	0	NA	NA	NA	NA	NA	NA
chr2L	935265	937384	2120	*	VT0450	2119	correct	1	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;2|ventral_nerve_cord_broad;2
chr2L	937049	939137	2089	*	VT0451	2088	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;2
chr2L	942407	944503	2097	*	VT0454	2096	correct	0	NA	NA	NA	NA	NA	NA
chr2L	944145	946378	2234	*	VT0455	2233	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2	ventral_nerve_cord_subset;2
chr2L	945907	948100	2194	*	VT0456	2193	correct	0	NA	NA	NA	NA	ventral_epidermis_subset;1|anterior_ventral_nerve_cord_subset;1	ventral_epidermis_subset;1|anterior_ventral_nerve_cord_subset;1
chr2L	949550	951670	2121	*	VT0458	2120	correct	0	NA	NA	NA	NA	NA	NA
chr2L	955940	956507	568	*	VT0460	567	correct	0	NA	NA	NA	NA	NA	NA
chr2L	956568	957379	812	*	VT0461	811	correct	0	NA	NA	NA	NA	NA	NA
chr2L	958044	960156	2113	*	VT0462	2112	correct	0	NA	NA	NA	NA	NA	NA
chr2L	959784	961863	2080	*	VT0463	2079	correct	0	NA	NA	NA	NA	NA	NA
chr2L	963184	965360	2177	*	VT0465	2176	correct	1	NA	NA	NA	NA	esophagus;2	pharynx;2|esophagus;3
chr2L	968385	970534	2150	*	VT0468	2149	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;1	ventral_nerve_cord_subset;2
chr2L	1112591	1113081	491	*	VT0534	490	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1112984	1113860	877	*	VT0535	876	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1114073	1114877	805	*	VT0536	804	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1242108	1244308	2201	*	VT0605	2200	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;3	ventral_nerve_cord_subset;3|brain_subset;2
chr2L	1243832	1246124	2293	*	VT0606	2292	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;2	ventral_nerve_cord_subset;1|brain_subset;2
chr2L	1245713	1247794	2082	*	VT0607	2081	correct	1	NA	NA	ventral_nerve_cord_anlage_subset;2	ventral_nerve_cord_primordium_subset;3	ventral_nerve_cord_subset;3|brain_subset;2	ventral_nerve_cord_subset;3|brain_subset;2
chr2L	1247472	1249637	2166	*	VT0608	2165	correct	1	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;2|brain_subset;3	ventral_nerve_cord_subset;2|brain_subset;3
chr2L	1249212	1251375	2164	*	VT0609	2163	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;3
chr2L	1251071	1253252	2182	*	VT0610	2181	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;3|brain_subset;1
chr2L	1252807	1254924	2118	*	VT0611	2117	correct	1	NA	NA	NA	anterior_ventral_nerve_cord_primordium_subset;2	anterior_ventral_nerve_cord_broad;2	head_subset;3|anterior_ventral_nerve_cord_subset;3
chr2L	1256737	1259024	2288	*	VT0613	2287	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;2	ventral_nerve_cord_subset;3|brain_subset;2
chr2L	1265798	1267882	2085	*	VT0618	2084	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2	ventral_nerve_cord_subset;2
chr2L	1267525	1269658	2134	*	VT0619	2133	correct	1	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1	ventral_nerve_cord_broad;1|brain_subset;2
chr2L	1269366	1271511	2146	*	VT0620	2145	correct	0	NA	NA	NA	NA	head_subset;1	head_subset;1
chr2L	1272936	1275026	2091	*	VT0622	2090	correct	1	NA	NA	NA	brain_primordium_subset;3	head_subset;3|lateral_epidermis_subset;3|ventral_nerve_cord_subset;2|brain_subset;2|peripheral_nervous_system;3|head_epidermis_lateral_subset;3	head_subset;2|ventral_nerve_cord_subset;2|brain_subset;2
chr2L	1276525	1278627	2103	*	VT0624	2102	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1278316	1280419	2104	*	VT0625	2103	correct	1	NA	NA	NA	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	ventral_nerve_cord_subset;2|brain_subset;2	ventral_nerve_cord_subset;2|brain_subset;2
chr2L	1281881	1284000	2120	*	VT0627	2119	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1
chr2L	1283710	1285794	2085	*	VT0628	2084	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1287003	1289097	2095	*	VT0629	2094	correct	0	NA	NA	NA	NA	NA	anterior_ventral_nerve_cord_subset;1
chr2L	1298259	1300348	2090	*	VT0635	2089	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1395876	1398008	2133	*	VT0688	2132	correct	1	NA	NA	brain_anlage_subset;3	brain_primordium_subset;3	ventral_nerve_cord_subset;2|brain_subset;3	ventral_nerve_cord_subset;2|brain_subset;3
chr2L	1407877	1410078	2202	*	VT0695	2201	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1534184	1536381	2198	*	VT0765	2197	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1537502	1539714	2213	*	VT0767	2212	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1539238	1541347	2110	*	VT0768	2109	correct	1	dorsal_ectoderm_AISN_subset;3	NA	NA	NA	NA	NA
chr2L	1540940	1543073	2134	*	VT0769	2133	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;2
chr2L	1542659	1544767	2109	*	VT0770	2108	correct	1	dorsal_ectoderm_AISN_broad;1	dorsal_ectoderm_anlage_broad;2	NA	NA	NA	head_subset;3
chr2L	1544249	1546451	2203	*	VT0771	2202	correct	1	NA	NA	NA	NA	NA	lateral_epidermis_subset;3|head_epidermis_subset;3
chr2L	1545957	1548150	2194	*	VT0772	2193	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_subset;1	ventral_midline;3	ventral_midline;3
chr2L	1547751	1549998	2248	*	VT0773	2247	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;1	head_subset;3
chr2L	1549448	1551565	2118	*	VT0774	2117	correct	1	NA	NA	NA	head_subset;2	NA	NA
chr2L	1551126	1553346	2221	*	VT0775	2220	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1552677	1555201	2525	*	VT0776	2524	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1616067	1618220	2154	*	VT0809	2153	correct	1	NA	NA	NA	NA	NA	brain_broad;2|ventral_nerve_cord_broad;2
chr2L	1617792	1619910	2119	*	VT0810	2118	correct	1	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;3|ventral_nerve_cord_broad;3
chr2L	1619556	1621632	2077	*	VT0811	2076	correct	1	NA	NA	NA	NA	brain_broad;2	brain_broad;3|ventral_nerve_cord_broad;2
chr2L	1621230	1623444	2215	*	VT0812	2214	correct	1	posterior_endoderm_AISN;1|head_mesoderm_AISN;3	trunk_mesoderm_anlage_broad;3	trunk_mesoderm_anlage;3	NA	NA	brain_subset;1
chr2L	1626476	1628690	2215	*	VT0815	2214	correct	1	NA	NA	NA	NA	head_subset;2|salivary_gland;2|posterior_spiracle;3	salivary_gland;2
chr2L	1628228	1630428	2201	*	VT0816	2200	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1629929	1632118	2190	*	VT0817	2189	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1631676	1633775	2100	*	VT0818	2099	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1635127	1637234	2108	*	VT0820	2107	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1638619	1640714	2096	*	VT0822	2095	correct	1	NA	NA	NA	NA	NA	antenno-maxillary-labial_complex;2
chr2L	1640262	1642449	2188	*	VT0823	2187	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2	ventral_nerve_cord_subset;4
chr2L	1642021	1644176	2156	*	VT0824	2155	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1647253	1649360	2108	*	VT0827	2107	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;2|brain_subset;2	brain_broad;2|ventral_nerve_cord_broad;2|proventriculus;3|anterior_hindgut;4
chr2L	1651244	1653442	2199	*	VT0829	2198	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1652926	1655077	2152	*	VT0830	2151	correct	1	NA	NA	NA	NA	NA	head_subset;3|ubiquitous;3
chr2L	1654580	1656818	2239	*	VT0831	2238	correct	1	NA	NA	NA	brain_primordium_subset;1|posterior_spiracle_specific_anlage;3	brain_subset;1|posterior_spiracle;3	midgut_chamber;2|proventriculus;2|salivary_gland;2
chr2L	1656378	1658488	2111	*	VT0832	2110	not_verified	1	NA	NA	NA	NA	head_epidermis_lateral_subset;3	ubiquitous;2|head_epidermis_lateral_subset;3
chr2L	1658116	1660238	2123	*	VT0833	2122	not_verified	0	NA	NA	ventral_nerve_cord_anlage_subset;1	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	NA	NA
chr2L	1659568	1661913	2346	*	VT0834	2345	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1663170	1665352	2183	*	VT0836	2182	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_subset;1	brain_broad;2|ventral_nerve_cord_broad;3	lateral_epidermis_subset;3|brain_broad;3|ventral_nerve_cord_broad;3
chr2L	1664946	1667142	2197	*	VT0837	2196	correct	0	NA	NA	NA	brain_primordium_broad;1	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;1|ventral_nerve_cord_broad;1
chr2L	1671844	1673922	2079	*	VT0841	2078	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_broad;2|brain_primordium_subset;2	brain_broad;3|ventral_nerve_cord_broad;3	brain_broad;3|ventral_nerve_cord_broad;3
chr2L	1673553	1675720	2168	*	VT0842	2167	correct	0	NA	NA	NA	ventral_nerve_cord_primordium_subset;1	NA	NA
chr2L	1686379	1688496	2118	*	VT0845	2117	correct	1	procephalic_ectoderm_AISN;2	procephalic_ectoderm_anlage;3	brain_anlage_subset;3	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;1	brain_subset;2	ventral_nerve_cord_subset;3|brain_subset;3
chr2L	1689452	1691560	2109	*	VT0847	2108	correct	1	NA	NA	ventral_epidermis_anlage_subset;2|hindgut_anlage;3	NA	NA	NA
chr2L	1690933	1693096	2164	*	VT0848	2163	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1692515	1694660	2146	*	VT0849	2145	correct	1	NA	NA	NA	NA	NA	amnioserosa;2
chr2L	1698564	1700753	2190	*	VT0850	2189	correct	1	procephalic_ectoderm_AISN;2	procephalic_ectoderm_anlage;2	head_subset;1	hypopharynx_primordium;2	NA	NA
chr2L	1699768	1701881	2114	*	VT0851	2113	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1731722	1732292	571	*	VT0868	570	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1732224	1732562	339	*	VT0869	338	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1732525	1734645	2121	*	VT0870	2120	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1734275	1736475	2201	*	VT0871	2200	correct	1	NA	brain_anlage;3	brain_anlage_subset;4	brain_primordium_subset;3	brain_subset;3	brain_subset;3
chr2L	1736075	1738179	2105	*	VT0872	2104	correct	1	NA	procephalic_ectoderm_anlage;2	head_epidermis_dorsal_anlage;2	head_epidermis_dorsal_primordium_subset;2	brain_subset;1	NA
chr2L	1739663	1741778	2116	*	VT0874	2115	correct	1	NA	hindgut_anlage;2	hindgut_anlage;2	NA	telson_subset;1|clypeolabrum;2	head_subset;2|telson_subset;2
chr2L	1741927	1744242	2316	*	VT0875	2315	correct	1	NA	NA	NA	NA	NA	fat_body;2
chr2L	1743640	1745766	2127	*	VT0876	2126	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1745914	1748086	2173	*	VT0877	2172	correct	1	NA	NA	hindgut_anlage;2	hindgut_proper_primordium;2	hindgut;2|anal_pad;2	NA
chr2L	1838091	1840256	2166	*	VT0921	2165	correct	1	NA	NA	NA	NA	brain_broad;3|ventral_nerve_cord_broad;3	brain_broad;4|ventral_nerve_cord_broad;4
chr2L	1839451	1841629	2179	*	VT0922	2178	not_verified	1	posterior_endoderm_AISN;3|amnioserosa_AISN;3|trunk_mesoderm_AISN_broad;2|dorsal_ectoderm_AISN_broad;3|head_mesoderm_AISN;3	procephalic_ectoderm_anlage;2|dorsal_ectoderm_anlage_broad;3	posterior_endoderm_anlage;1	somatic_muscle_primordium;3	somatic_muscle;3	NA
chr2L	1840747	1843088	2342	*	VT0923	2341	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;1|brain_subset;1	ventral_nerve_cord_subset;2|brain_subset;1
chr2L	1846360	1848492	2133	*	VT0925	2132	correct	1	NA	NA	NA	NA	lateral_epidermis_subset;1	lateral_epidermis_subset;1|ventral_nerve_cord_subset;1|brain_subset;4
chr2L	1848036	1850221	2186	*	VT0926	2185	correct	1	NA	NA	NA	NA	brain_subset;3	ventral_nerve_cord_subset;3|brain_subset;3
chr2L	1849872	1852015	2144	*	VT0927	2143	correct	0	NA	NA	NA	NA	NA	NA
chr2L	1855579	1856653	1075	*	VT0930	1074	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;2
chr2L	1956400	1958532	2133	*	VT0983	2132	correct	1	procephalic_ectoderm_AISN;3	brain_anlage;3	brain_anlage_subset;3	brain_primordium_subset;3	brain_subset;2	brain_subset;1
chr2L	1958014	1960258	2245	*	VT0984	2244	correct	1	dorsal_ectoderm_AISN_subset;3|procephalic_ectoderm_AISN;3	procephalic_ectoderm_anlage;3	brain_anlage_broad;3	brain_primordium_subset;3	ventral_nerve_cord_subset;2|brain_subset;3	ventral_nerve_cord_broad;2|brain_subset;3
chr2L	1959777	1961930	2154	*	VT0985	2153	correct	1	brain_anlage_AISN;3	brain_anlage;3	brain_anlage_subset;3	brain_primordium_subset;3	ventral_nerve_cord_subset;2|brain_subset;3	brain_broad;3|ventral_nerve_cord_broad;2
chr2L	2162032	2164151	2120	*	VT1082	2119	correct	1	NA	posterior_endoderm_anlage;2	ubiquitous;3|ventral_epidermis_anlage_broad;3|mesectoderm_anlage;3|hindgut_anlage;3	ventral_midline;3|ubiquitous;3|ventral_epidermis_primordium_broad;4|dorsal_epidermis_primordium_broad;4|lateral_epidermis_primordium_broad;4|head_epidermis_primordium_subset;4	pharynx;4|trunk_epidermis_broad;4|midgut_broad;3|hindgut;3|ubiquitous;3|head_epidermis_subset;4|esophagus;4|clypeolabrum;4	head_subset;4|head_epidermis_broad;3|trunk_epidermis_broad;3|midgut_broad;3|ubiquitous;3
chr2L	2163674	2165773	2100	*	VT1083	2099	correct	1	procephalic_ectoderm_AISN;4|dorsal_ectoderm_AISN_broad;4|ventral_ectoderm_AISN;4	ventral_ectoderm_anlage;4|procephalic_ectoderm_anlage;4|dorsal_ectoderm_anlage_broad;4	ventral_ectoderm_anlage;4|head_epidermis_lateral_anlage;4|ubiquitous;3|head_epidermis_ventral_anlage;4|head_epidermis_dorsal_anlage;4	ubiquitous;3|ventral_epidermis_primordium_broad;5|dorsal_epidermis_primordium_broad;5|lateral_epidermis_primordium_broad;5|head_epidermis_primordium_broad;5	head_subset;3|head_epidermis_broad;3|trunk_epidermis_broad;3|brain_subset;3	antenno-maxillary-labial_complex;3|brain_subset;3
chr2L	2166885	2169009	2125	*	VT1085	2124	correct	1	NA	NA	head_subset;2|posterior_midgut_anlage;1	head_subset;2|malpighian_tubule_primordium;2|foregut_primordium;2	epipharynx;3|midgut_broad;3|malpighian_tubule;2|hypopharynx;3|clypeolabrum;3	midgut_chamber;2|foregut;3
chr2L	2168562	2170639	2078	*	VT1086	2077	correct	0	NA	NA	NA	NA	NA	NA
chr2L	2175042	2177227	2186	*	VT1090	2185	correct	1	NA	NA	NA	NA	crystal_cell;3	crystal_cell;4
chr2L	2176575	2178750	2176	*	VT1091	2175	correct	0	NA	NA	NA	NA	NA	NA
chr2L	2180633	2182789	2157	*	VT1093	2156	correct	1	procephalic_ectoderm_AISN;3	procephalic_ectoderm_anlage;3	head_epidermis_lateral_anlage;3|lateral_epidermis_anlage_broad;3|ventral_epidermis_anlage_broad;3|brain_anlage_broad;4|head_epidermis_ventral_anlage;3|head_epidermis_dorsal_anlage;3	brain_primordium_broad;4|lateral_epidermis_primordium_broad;2	brain_broad;4	brain_subset;3
chr2L	2183466	2185672	2207	*	VT1095	2206	correct	1	NA	NA	ventral_ectoderm_anlage;4	ventral_epidermis_primordium_broad;3	amnioserosa;3	amnioserosa;4
chr2L	2185001	2187155	2155	*	VT1096	2154	correct	0	NA	NA	NA	NA	NA	NA
chr2L	2186392	2188496	2105	*	VT1097	2104	correct	1	NA	NA	NA	tracheal_system_primordium_broad;3|ventral_nerve_cord_primordium_subset;2	ventral_nerve_cord_subset;2|tracheal_system_broad;3|brain_subset;2	ventral_nerve_cord_subset;3|brain_subset;3
