# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0085104	3R	27095033	27095756	+	724	11	14	0	0
FBtr0310079	3R	27095967	27099179	-	3213	49	60	1	1
FBtr0473592	3R	27101730	27102817	+	1088	18	15	0	0
FBtr0473591	3R	27101894	27102817	+	924	17	14	0	0
FBtr0085133	3R	27103088	27105684	-	2597	46	81	2	1
FBtr0085132	3R	27108567	27111770	-	3204	223	377	74	114
FBtr0345216	3R	27108567	27111325	-	2759	70	131	40	58
FBtr0347412	3R	27108753	27111770	-	3018	216	373	74	111
FBtr0339262	3R	27113066	27115026	+	1961	82	102	129	156
FBtr0085131	3R	27115252	27116207	-	956	17	47	40	24
FBtr0085108	3R	27117245	27118432	+	1188	22	27	2	0
FBtr0085109	3R	27119146	27121490	+	2345	55	55	1	0
FBtr0085130	3R	27121718	27124188	-	2471	37	68	3	7
FBtr0339264	3R	27124859	27150569	-	25711	515	771	308	290
FBtr0113297	3R	27125538	27150569	-	25032	506	747	305	288
FBtr0085110	3R	27152162	27157503	+	5342	105	120	24	34
FBtr0301707	3R	27152162	27156361	+	4200	88	105	20	23
FBtr0085111	3R	27158448	27159681	+	1234	11	22	0	5
FBtr0085114	3R	27161658	27162811	+	1154	12	22	0	2
FBtr0113383	3R	27163624	27165031	+	1408	40	33	0	0
FBtr0085116	3R	27166216	27167022	+	807	15	17	0	2
FBtr0085128	3R	27172190	27193495	-	21306	381	542	66	90
FBtr0344121	3R	27172190	27193767	-	21578	387	550	71	90
FBtr0347068	3R	27227170	27228061	-	892	26	35	10	4
FBtr0303825	3R	27227540	27228022	-	483	16	25	10	4
FBtr0085125	3R	27229605	27238585	-	8981	195	263	123	83
FBtr0339249	3R	27229605	27237614	-	8010	134	175	102	75
FBtr0085126	3R	27230869	27237614	-	6746	108	131	73	52
FBtr0085124	3R	27230964	27238585	-	7622	167	213	94	60
FBtr0303570	3R	27234198	27236260	+	2063	29	49	0	0
FBtr0114543	3R	27239663	27241128	+	1466	115	339	92	115
FBtr0085121	3R	27241767	27242230	+	464	30	39	11	3
FBtr0085123	3R	27242435	27244749	-	2315	117	218	70	98
FBtr0333327	3R	27242435	27244318	-	1884	49	95	48	47
FBtr0085181	3R	27246503	27247492	-	990	23	30	0	3
FBtr0085180	3R	27248334	27250507	-	2174	44	106	49	24
FBtr0085179	3R	27251231	27252682	-	1452	56	149	30	60
FBtr0334732	3R	27251310	27252682	-	1373	51	148	30	60
FBtr0085154	3R	27251612	27256363	+	4752	824	1490	537	635
FBtr0085156	3R	27253930	27256363	+	2434	142	305	206	216
FBtr0085178	3R	27256695	27263555	-	6861	365	797	690	744
FBtr0308502	3R	27257154	27259485	-	2332	68	153	144	143
FBtr0085177	3R	27264474	27264930	-	457	5	9	0	2
FBtr0085175	3R	27266426	27272773	-	6348	379	645	397	481
FBtr0334729	3R	27275294	27277046	+	1753	96	147	25	65
FBtr0085160	3R	27275294	27277318	+	2025	101	151	27	65
FBtr0085162	3R	27275815	27277318	+	1504	45	68	16	39
FBtr0085161	3R	27275815	27277042	+	1228	40	64	14	39
FBtr0305973	3R	27277349	27280211	-	2863	52	131	42	44
FBtr0085174	3R	27277349	27281347	-	3999	148	316	52	53
FBtr0305974	3R	27277349	27279929	-	2581	45	103	41	44
FBtr0305972	3R	27277349	27280530	-	3182	64	149	45	47
FBtr0305971	3R	27277349	27282161	-	4813	654	1211	157	146
FBtr0085163	3R	27284280	27287348	+	3069	63	101	78	80
FBtr0085173	3R	27287466	27288026	-	561	18	70	24	35
FBtr0085164	3R	27289269	27291492	+	2224	155	322	57	54
FBtr0273192	3R	27294386	27321825	-	27440	411	497	4	14
FBtr0085170	3R	27329793	27330382	-	590	14	9	0	2
FBtr0300898	3R	27341122	27371249	+	30128	450	442	15	16
FBtr0309307	3R	27359890	27372474	+	12585	180	171	0	6
FBtr0472671	3R	27366758	27368217	-	1460	17	23	0	1
FBtr0289998	3R	27375188	27436982	-	61795	948	1199	126	101
FBtr0085168	3R	27375599	27436982	-	61384	942	1190	126	101
FBtr0339326	3R	27438971	27440444	-	1474	28	29	0	0
FBtr0085182	3R	27464689	27466980	+	2292	43	65	1	0
FBtr0339319	3R	27479175	27482804	+	3630	60	65	11	11
FBtr0085183	3R	27479175	27480363	+	1189	22	26	0	0
FBtr0085184	3R	27488427	27489868	+	1442	19	32	1	0
FBtr0085212	3R	27516011	27516757	-	747	11	13	1	0
FBtr0475194	3R	27521366	27533834	+	12469	378	575	138	146
FBtr0475195	3R	27530813	27533834	+	3022	57	115	81	98
FBtr0085186	3R	27542997	27543788	+	792	9	3	0	0
FBtr0085187	3R	27544943	27545736	+	794	6	11	0	0
FBtr0085188	3R	27546552	27547362	+	811	11	17	0	3
FBtr0085211	3R	27547875	27558645	-	10771	224	395	221	178
FBtr0085210	3R	27559479	27560819	-	1341	31	58	11	10
FBtr0085205	3R	27561775	27581741	-	19967	957	1682	744	743
FBtr0085208	3R	27561775	27581043	-	19269	576	1067	620	621
FBtr0085209	3R	27565142	27581043	-	15902	497	916	499	530
FBtr0085207	3R	27565142	27581741	-	16600	878	1531	623	652
FBtr0085189	3R	27583340	27586276	+	2937	106	292	114	118
FBtr0085202	3R	27586574	27595630	-	9057	133	168	12	8
FBtr0335247	3R	27597663	27606896	-	9234	292	668	161	163
FBtr0301390	3R	27597861	27606896	-	9036	285	663	160	163
FBtr0302590	3R	27608379	27634832	+	26454	432	511	65	37
FBtr0335246	3R	27608745	27634832	+	26088	410	475	59	34
FBtr0302589	3R	27613785	27634832	+	21048	324	369	52	31
FBtr0085200	3R	27623459	27625511	-	2053	39	33	0	4
FBtr0344340	3R	27634725	27635560	-	836	21	57	5	5
FBtr0085199	3R	27635004	27635560	-	557	18	50	2	4
FBtr0085191	3R	27636912	27638995	+	2084	72	195	39	29
FBtr0085192	3R	27637049	27639771	+	2723	76	187	48	37
FBtr0085193	3R	27637361	27639771	+	2411	52	118	45	29
FBtr0344747	3R	27639986	27656314	-	16329	239	320	30	11
FBtr0344746	3R	27640743	27650254	-	9512	131	180	19	9
FBtr0344752	3R	27640743	27656314	-	15572	227	303	30	11
FBtr0344742	3R	27640743	27656496	-	15754	229	308	32	11
FBtr0344750	3R	27640743	27646687	-	5945	80	127	13	8
FBtr0344751	3R	27640743	27646309	-	5567	77	121	13	7
FBtr0344744	3R	27650954	27656295	-	5342	86	106	11	2
FBtr0344131	3R	27657178	27659677	-	2500	41	70	4	18
FBtr0085196	3R	27657663	27659677	-	2015	32	51	4	12
FBtr0330109	3R	27662939	27676999	+	14061	218	379	16	32
FBtr0085215	3R	27678022	27678913	+	892	75	173	14	23
FBtr0085216	3R	27679791	27680236	+	446	4	15	2	0
FBtr0085245	3R	27680531	27681529	-	999	80	168	48	63
FBtr0085243	3R	27685732	27687634	-	1903	31	31	3	0
FBtr0085217	3R	27686462	27692690	+	6229	85	95	7	4
FBtr0306924	3R	27695735	27696431	+	697	23	37	14	5
FBtr0085241	3R	27696566	27699610	-	3045	91	174	76	91
FBtr0330084	3R	27700861	27703078	+	2218	49	120	92	111
FBtr0330085	3R	27700864	27703345	+	2482	54	130	93	111
FBtr0085220	3R	27700864	27703078	+	2215	49	120	92	111
FBtr0085221	3R	27700925	27703345	+	2421	44	106	93	108
FBtr0452077	3R	27703479	27706251	-	2773	61	100	17	6
FBtr0085240	3R	27703479	27705828	-	2350	52	71	15	6
FBtr0085238	3R	27703479	27705904	-	2426	54	73	15	6
FBtr0100446	3R	27707600	27710757	+	3158	61	139	60	78
FBtr0085224	3R	27737038	27748266	+	11229	288	266	11	20
FBtr0339318	3R	27743680	27747717	+	4038	52	79	6	0
FBtr0339321	3R	27768066	27905343	-	137278	1929	2344	160	171
FBtr0112563	3R	27769620	27905343	-	135724	1918	2316	160	171
FBtr0085226	3R	27846450	27847160	+	711	6	10	0	0
FBtr0085246	3R	27912947	27913685	+	739	13	12	0	0
FBtr0085272	3R	27913877	27916016	-	2140	71	126	135	154
FBtr0085247	3R	27917408	27918148	+	741	77	173	40	27
FBtr0085271	3R	27918282	27918960	-	679	27	49	33	15
FBtr0085270	3R	27919944	27920589	-	646	11	19	67	64
FBtr0085269	3R	27921383	27921856	-	474	51	189	57	49
FBtr0085248	3R	27923321	27924788	+	1468	233	688	250	155
FBtr0085249	3R	27925691	27932873	+	7183	442	618	134	136
FBtr0335011	3R	27926165	27932977	+	6813	361	466	104	108
FBtr0085250	3R	27930119	27932873	+	2755	186	281	53	90
FBtr0085251	3R	27930125	27932768	+	2644	186	274	52	85
FBtr0335014	3R	27933082	27937353	-	4272	160	383	377	406
FBtr0085253	3R	27938745	27942678	+	3934	150	334	115	110
FBtr0335012	3R	27939062	27942678	+	3617	119	259	82	94
FBtr0085266	3R	27942896	27947521	-	4626	164	299	161	120
FBtr0085254	3R	27949211	27952051	+	2841	135	356	293	307
FBtr0113298	3R	27952151	27953612	-	1462	40	57	63	62
FBtr0085265	3R	27952802	27953612	-	811	14	34	39	45
FBtr0085255	3R	27955417	27957226	+	1810	36	24	2	4
FBtr0344620	3R	27957456	27958745	-	1290	72	139	82	45
FBtr0085263	3R	27959446	27960073	-	628	10	23	74	65
FBtr0300438	3R	27962092	27962719	-	628	12	21	64	71
FBtr0085257	3R	27963915	27966858	+	2944	72	157	137	195
FBtr0334906	3R	27967108	27987884	-	20777	298	485	30	22
FBtr0085260	3R	27989799	27990251	-	453	8	11	0	0
FBtr0344217	3R	28027115	28085662	+	58548	916	1237	53	63
FBtr0112583	3R	28048071	28085662	+	37592	629	821	42	54
FBtr0344218	3R	28048071	28084909	+	36839	623	810	42	54
FBtr0334896	3R	28048071	28090640	+	42570	722	942	52	60
FBtr0346762	3R	28147380	28239130	+	91751	1382	1583	56	94
FBtr0304916	3R	28147380	28240426	+	93047	1400	1605	56	94
FBtr0112738	3R	28284219	28284625	+	407	13	5	0	0
FBtr0085277	3R	28291838	28292556	+	719	22	13	3	0
FBtr0085278	3R	28293298	28293763	+	466	4	3	1	1
FBtr0301180	3R	28318262	28335940	-	17679	1519	2766	1248	1396
FBtr0306390	3R	28318262	28335041	-	16780	1269	2331	1162	1262
FBtr0089682	3R	28318262	28327783	-	9522	804	1535	897	976
FBtr0301181	3R	28318262	28325741	-	7480	290	457	748	841
FBtr0306388	3R	28318262	28330718	-	12457	968	1737	939	1009
FBtr0089680	3R	28318262	28325764	-	7503	294	459	748	841
FBtr0085297	3R	28337119	28339265	-	2147	122	378	145	196
FBtr0085286	3R	28340834	28345069	+	4236	96	234	143	116
FBtr0347602	3R	28352742	28353520	+	779	15	6	0	0
FBtr0333336	3R	28418708	28474714	+	56007	977	1271	44	46
FBtr0085289	3R	28418708	28473089	+	54382	944	1236	40	44
FBtr0085290	3R	28485057	28485962	+	906	16	8	0	2
FBtr0301302	3R	28487453	28519298	+	31846	538	607	22	23
FBtr0337034	3R	28492662	28519298	+	26637	461	522	18	20
FBtr0300337	3R	28520765	28539824	-	19060	316	463	112	79
FBtr0085293	3R	28542374	28544317	-	1944	44	82	23	20
FBtr0345227	3R	28581076	28584764	-	3689	136	330	289	267
FBtr0346765	3R	28581183	28584612	-	3430	124	289	285	261
FBtr0085321	3R	28581933	28584612	-	2680	116	278	266	239
FBtr0085320	3R	28598159	28598788	-	630	16	71	14	26
FBtr0085298	3R	28600334	28604995	+	4662	1524	2964	672	511
FBtr0085301	3R	28600907	28604995	+	4089	233	517	554	395
FBtr0085303	3R	28600907	28605677	+	4771	292	655	653	465
FBtr0085302	3R	28600907	28604659	+	3753	219	489	517	359
FBtr0085304	3R	28606579	28608272	+	1694	50	86	44	33
FBtr0085319	3R	28608039	28634599	-	26561	572	887	642	693
FBtr0085305	3R	28636911	28638699	+	1789	17	32	2	0
FBtr0100373	3R	28641685	28642391	-	707	4	4	2	0
FBtr0302527	3R	28669733	28670352	+	620	5	6	0	0
FBtr0085307	3R	28671204	28671921	+	718	9	18	2	0
FBtr0085308	3R	28675541	28695839	+	20299	444	676	60	73
FBtr0085309	3R	28682600	28695839	+	13240	180	221	25	33
FBtr0305088	3R	28682841	28695839	+	12999	178	219	25	33
FBtr0305087	3R	28690171	28695839	+	5669	76	90	13	27
FBtr0085310	3R	28696742	28734249	+	37508	585	781	184	210
FBtr0336788	3R	28696742	28734716	+	37975	590	790	185	210
FBtr0085316	3R	28737209	28744282	-	7074	102	100	3	1
FBtr0308641	3R	28737488	28744282	-	6795	97	98	2	1
FBtr0085315	3R	28748484	28751161	-	2678	37	45	1	1
FBtr0336789	3R	28755584	28756479	-	896	7	13	0	1
FBtr0085314	3R	28756050	28756479	-	430	2	6	0	0
FBtr0085313	3R	28757099	28757734	-	636	7	10	0	0
FBtr0085356	3R	28808083	28810837	-	2755	187	483	157	125
FBtr0085323	3R	28812602	28817254	+	4653	144	377	348	377
FBtr0113299	3R	28812665	28817254	+	4590	142	369	268	323
FBtr0085355	3R	28817442	28819168	-	1727	74	144	57	37
FBtr0336764	3R	28820721	28824408	+	3688	83	131	139	110
FBtr0336768	3R	28824606	28830640	-	6035	111	173	90	92
FBtr0085354	3R	28824606	28826873	-	2268	44	61	50	33
FBtr0085352	3R	28824606	28831524	-	6919	161	246	105	99
FBtr0085353	3R	28824606	28830813	-	6208	116	179	90	92
FBtr0336767	3R	28832401	28841783	-	9383	176	241	37	68
FBtr0085351	3R	28832401	28844248	-	11848	224	302	39	75
FBtr0330303	3R	28845770	28869518	+	23749	1223	1796	275	326
FBtr0336766	3R	28845800	28870339	+	24540	1230	1815	275	326
FBtr0330305	3R	28845800	28869518	+	23719	1222	1795	275	326
FBtr0330306	3R	28853706	28858714	-	5009	345	713	885	1097
FBtr0345207	3R	28854237	28858997	-	4761	390	821	845	1033
FBtr0085350	3R	28854237	28858714	-	4478	324	659	763	970
FBtr0301017	3R	28870706	28887209	-	16504	345	553	30	42
FBtr0301016	3R	28870712	28887209	-	16498	344	553	30	42
FBtr0085328	3R	28873405	28874931	+	1527	24	19	1	1
FBtr0085329	3R	28876121	28877705	+	1585	21	32	4	0
FBtr0085349	3R	28878124	28879622	-	1499	25	38	2	2
FBtr0085330	3R	28881292	28882845	+	1554	21	28	0	0
FBtr0336460	3R	28884193	28885915	+	1723	34	28	0	0
FBtr0299749	3R	28888573	28922672	+	34100	3532	6134	2026	2276
FBtr0299750	3R	28888573	28921865	+	33293	3524	6091	2002	2245
FBtr0299752	3R	28889521	28921865	+	32345	3239	5402	1818	2063
FBtr0299753	3R	28889521	28922672	+	33152	3247	5445	1842	2094
FBtr0299744	3R	28892392	28922672	+	30281	886	1765	1399	1601
FBtr0336461	3R	28903056	28922672	+	19617	549	1080	834	1039
FBtr0308599	3R	28903978	28922672	+	18695	501	1023	817	1015
FBtr0299743	3R	28910155	28922672	+	12518	353	736	542	643
FBtr0299747	3R	28913387	28922672	+	9286	242	519	360	470
FBtr0308601	3R	28923544	28924986	+	1443	37	48	16	6
FBtr0085347	3R	28925104	28969872	-	44769	655	715	33	54
FBtr0085345	3R	28993077	29019906	-	26830	421	583	90	66
FBtr0085341	3R	29025471	29026059	+	589	12	12	2	1
FBtr0085342	3R	29027736	29030838	+	3103	74	182	68	52
FBtr0345060	3R	29031051	29032142	-	1092	24	32	17	22
FBtr0085419	3R	29032760	29033508	-	749	58	110	15	15
FBtr0085357	3R	29035073	29036962	+	1890	57	163	84	147
FBtr0085418	3R	29037158	29038571	-	1414	25	63	77	97
FBtr0085359	3R	29039656	29049048	+	9393	208	245	32	34
FBtr0301516	3R	29039656	29046934	+	7279	150	194	17	31
FBtr0339150	3R	29040330	29046934	+	6605	105	125	17	29
FBtr0085360	3R	29049993	29050621	+	629	13	20	31	15
FBtr0085361	3R	29051556	29052167	+	612	15	27	6	1
FBtr0085362	3R	29053180	29053813	+	634	9	14	9	6
FBtr0346138	3R	29054847	29055737	+	891	21	16	0	2
FBtr0085363	3R	29055022	29055737	+	716	15	15	0	1
FBtr0085364	3R	29056427	29059104	+	2678	47	93	89	88
FBtr0085417	3R	29059372	29062475	-	3104	125	218	204	287
FBtr0330299	3R	29063540	29108848	+	45309	4728	9230	3153	3476
FBtr0085365	3R	29063540	29106721	+	43182	4648	9085	3026	3371
FBtr0330301	3R	29064328	29108848	+	44521	3839	7430	2808	3127
FBtr0330300	3R	29088813	29108848	+	20036	821	1292	1376	1488
FBtr0085416	3R	29109153	29112322	-	3170	110	187	49	66
FBtr0085367	3R	29113571	29114846	+	1276	51	96	32	39
FBtr0085366	3R	29113571	29116097	+	2527	77	171	75	68
FBtr0085368	3R	29113605	29114846	+	1242	51	87	31	39
FBtr0085369	3R	29113708	29116097	+	2390	68	141	61	56
FBtr0085370	3R	29116891	29118290	+	1400	77	117	119	158
FBtr0330292	3R	29118430	29122379	-	3950	78	141	114	89
FBtr0085371	3R	29123870	29128147	+	4278	72	146	57	48
FBtr0085372	3R	29123916	29128147	+	4232	72	143	51	47
FBtr0085414	3R	29128684	29130472	-	1789	48	127	53	41
FBtr0085374	3R	29131693	29137875	+	6183	152	297	88	88
FBtr0085375	3R	29131693	29137880	+	6188	152	297	88	88
FBtr0301650	3R	29131767	29137875	+	6109	141	280	88	87
FBtr0085380	3R	29131767	29137880	+	6114	141	280	88	87
FBtr0085382	3R	29139162	29145687	+	6526	80	94	6	2
FBtr0085383	3R	29139397	29145687	+	6291	78	87	6	2
FBtr0335406	3R	29139814	29145687	+	5874	73	79	6	2
FBtr0085412	3R	29145778	29146393	-	616	10	41	0	0
FBtr0335407	3R	29147116	29147603	-	488	19	46	8	23
FBtr0085411	3R	29147116	29147672	-	557	23	64	8	29
FBtr0085384	3R	29148748	29149801	+	1054	34	40	11	1
FBtr0100483	3R	29148842	29149801	+	960	31	37	11	1
FBtr0100482	3R	29148862	29149801	+	940	31	37	11	1
FBtr0085410	3R	29149996	29151294	-	1299	82	144	72	96
FBtr0085409	3R	29152174	29152766	-	593	115	390	200	187
FBtr0330379	3R	29154024	29157155	+	3132	139	326	143	174
FBtr0085387	3R	29158622	29164866	+	6245	130	191	90	99
FBtr0273260	3R	29166143	29171408	+	5266	83	107	3	3
FBtr0334533	3R	29171291	29194494	-	23204	456	392	9	14
FBtr0334534	3R	29171291	29194493	-	23203	456	392	9	14
FBtr0113303	3R	29173384	29194494	-	21111	414	374	9	12
FBtr0113304	3R	29173644	29194493	-	20850	404	371	9	12
FBtr0085389	3R	29198056	29199111	+	1056	27	46	0	0
FBtr0085390	3R	29200954	29201670	+	717	5	16	0	0
FBtr0085406	3R	29202760	29203633	-	874	17	13	0	2
FBtr0085392	3R	29220672	29222009	+	1338	153	603	185	108
FBtr0085393	3R	29220764	29222009	+	1246	138	549	172	102
FBtr0085405	3R	29222317	29222928	-	612	55	147	17	26
FBtr0085394	3R	29223985	29226176	+	2192	74	228	95	105
FBtr0113305	3R	29226304	29227225	-	922	17	25	1	0
FBtr0300832	3R	29229661	29235062	+	5402	136	227	128	115
FBtr0333818	3R	29229661	29235202	+	5542	139	233	131	115
FBtr0473405	3R	29235422	29238223	-	2802	28	42	2	0
FBtr0332431	3R	29240680	29244327	-	3648	39	51	4	4
FBtr0085401	3R	29240680	29243998	-	3319	32	44	4	4
FBtr0345203	3R	29245061	29248404	-	3344	40	64	10	14
FBtr0085398	3R	29245061	29249951	-	4891	72	92	11	14
FBtr0085397	3R	29251926	29254825	-	2900	205	589	869	877
FBtr0334867	3R	29252243	29255300	-	3058	2372	4248	1129	1216
FBtr0334874	3R	29293843	29296680	-	2838	57	74	0	7
FBtr0334875	3R	29295843	29296680	-	838	7	16	0	0
FBtr0085437	3R	29315354	29319144	-	3791	131	207	194	179
FBtr0334873	3R	29315354	29319098	-	3745	127	198	194	176
FBtr0110909	3R	29315885	29319098	-	3214	112	183	184	155
FBtr0303148	3R	29378146	29486604	+	108459	1924	2699	323	383
FBtr0085424	3R	29458070	29486604	+	28535	631	1015	192	216
FBtr0085423	3R	29462372	29484639	+	22268	446	775	144	168
FBtr0303454	3R	29479816	29487031	+	7216	124	172	58	66
FBtr0334339	3R	29484883	29488765	-	3883	119	162	87	58
FBtr0085436	3R	29487114	29488765	-	1652	61	102	77	52
FBtr0303455	3R	29489968	29490506	+	539	27	95	12	11
FBtr0085425	3R	29489968	29491283	+	1316	69	173	29	26
FBtr0085433	3R	29491624	29493018	-	1395	63	169	29	35
FBtr0085427	3R	29495282	29498823	+	3542	179	467	62	37
FBtr0085428	3R	29497041	29498823	+	1783	34	52	9	0
FBtr0085430	3R	29499125	29503049	-	3925	112	154	40	62
FBtr0333188	3R	29499125	29503297	-	4173	123	168	46	62
FBtr0085429	3R	29499222	29503049	-	3828	111	153	40	62
FBtr0085441	3R	29556886	29565144	+	8259	214	375	163	209
FBtr0309241	3R	29592331	29598842	+	6512	184	329	134	78
FBtr0085443	3R	29592331	29599134	+	6804	188	333	136	87
FBtr0085442	3R	29592331	29599131	+	6801	188	333	136	85
FBtr0085444	3R	29592331	29617057	+	24727	560	761	201	149
FBtr0085445	3R	29593594	29599131	+	5538	114	212	119	72
FBtr0085446	3R	29593603	29599131	+	5529	114	212	119	72
FBtr0330295	3R	29598770	29600362	-	1593	25	18	0	0
FBtr0330294	3R	29599397	29600362	-	966	13	13	0	0
FBtr0085447	3R	29619565	29620658	+	1094	31	47	15	8
FBtr0330293	3R	29630404	29659484	-	29081	462	485	25	16
FBtr0332440	3R	29665279	29666683	+	1405	20	23	0	2
FBtr0085466	3R	29666914	29668377	-	1464	19	32	0	0
FBtr0085449	3R	29669649	29671150	+	1502	24	27	5	1
FBtr0332441	3R	29669649	29671378	+	1730	25	31	5	1
FBtr0085451	3R	29672956	29674123	+	1168	25	40	27	4
FBtr0339148	3R	29674107	29674921	-	815	41	134	35	46
FBtr0085465	3R	29674233	29674921	-	689	41	129	27	46
FBtr0085452	3R	29676151	29680157	+	4007	100	231	261	186
FBtr0085464	3R	29680341	29681541	-	1201	20	24	0	2
FBtr0308238	3R	29680341	29681778	-	1438	24	31	0	2
FBtr0085453	3R	29683003	29685658	+	2656	50	52	0	1
FBtr0333199	3R	29685836	29688811	-	2976	52	65	8	10
FBtr0085463	3R	29685836	29686284	-	449	5	15	7	1
FBtr0085454	3R	29693091	29696925	+	3835	53	73	13	9
FBtr0085456	3R	29719163	29722288	+	3126	41	60	10	9
FBtr0085458	3R	29723663	29724126	+	464	10	12	12	4
FBtr0085460	3R	29726330	29735260	+	8931	146	196	20	51
FBtr0085544	3R	29735369	29736245	-	877	8	39	3	6
FBtr0085473	3R	29737465	29737970	+	506	16	50	15	6
FBtr0333820	3R	29738775	29741852	+	3078	186	328	92	56
FBtr0085474	3R	29740343	29741852	+	1510	84	171	44	33
FBtr0310267	3R	29740343	29741804	+	1462	84	169	44	33
FBtr0085475	3R	29740851	29741852	+	1002	25	39	16	4
FBtr0306104	3R	29740851	29741804	+	954	25	37	16	4
FBtr0085543	3R	29742072	29744592	-	2521	48	102	44	20
FBtr0085476	3R	29745837	29747413	+	1577	55	173	55	49
FBtr0085541	3R	29747804	29748369	-	566	135	380	69	38
FBtr0085539	3R	29747815	29748369	-	555	131	356	66	29
FBtr0085540	3R	29747815	29748663	-	849	207	537	101	55
FBtr0085477	3R	29749719	29753228	+	3510	99	212	90	162
FBtr0333822	3R	29749719	29754428	+	4710	127	262	124	210
FBtr0099988	3R	29766495	29794013	+	27519	3158	6168	621	782
FBtr0099989	3R	29773392	29794013	+	20622	2607	5114	228	260
FBtr0085538	3R	29779373	29779952	-	580	16	27	2	9
FBtr0099990	3R	29783109	29794013	+	10905	239	382	145	168
FBtr0290076	3R	29789436	29794013	+	4578	110	159	78	91
FBtr0085481	3R	29795097	29795705	+	609	18	39	35	10
FBtr0085537	3R	29795797	29798854	-	3058	86	179	164	137
FBtr0085482	3R	29800158	29801484	+	1327	105	297	51	84
FBtr0085536	3R	29801699	29802344	-	646	75	145	10	24
FBtr0085535	3R	29801833	29802445	-	613	64	152	10	23
FBtr0085483	3R	29803696	29804289	+	594	35	74	22	19
FBtr0085534	3R	29804390	29806247	-	1858	105	297	151	210
FBtr0344976	3R	29804390	29806627	-	2238	320	702	219	328
FBtr0085484	3R	29807311	29814947	+	7637	194	458	115	116
FBtr0346613	3R	29807738	29814746	+	7009	137	347	87	93
FBtr0085533	3R	29815021	29815951	-	931	38	48	15	12
FBtr0085531	3R	29816838	29817264	-	427	10	11	1	2
FBtr0085485	3R	29819631	29825700	+	6070	113	127	15	19
FBtr0085529	3R	29827381	29833392	-	6012	621	770	575	593
FBtr0085530	3R	29827381	29832880	-	5500	613	748	562	566
FBtr0339144	3R	29827381	29834601	-	7221	653	838	606	622
FBtr0301745	3R	29836450	29837347	+	898	11	17	0	1
FBtr0303095	3R	29842157	29854599	+	12443	187	289	55	50
FBtr0085488	3R	29842157	29854594	+	12438	187	289	55	50
FBtr0339942	3R	29854795	29856991	-	2197	83	209	148	144
FBtr0335006	3R	29855729	29856991	-	1263	62	171	104	110
FBtr0089927	3R	29857752	29858436	-	685	16	28	12	17
FBtr0085523	3R	29860155	29860994	-	840	78	181	40	65
FBtr0346159	3R	29862082	29863483	+	1402	144	437	504	426
FBtr0310274	3R	29862367	29863483	+	1117	54	191	477	378
FBtr0346158	3R	29862397	29863483	+	1087	54	184	477	378
FBtr0085489	3R	29862397	29863802	+	1406	67	223	497	422
FBtr0303034	3R	29863801	29868395	-	4595	111	241	67	39
FBtr0089923	3R	29863801	29867317	-	3517	82	167	42	34
FBtr0089924	3R	29863801	29867571	-	3771	87	185	50	36
FBtr0089922	3R	29863801	29866714	-	2914	60	132	38	29
FBtr0089921	3R	29863801	29865680	-	1880	35	61	27	25
FBtr0303032	3R	29863801	29866034	-	2234	41	74	30	25
FBtr0089920	3R	29863801	29865012	-	1212	32	44	25	17
FBtr0301073	3R	29869865	29875059	+	5195	142	255	202	196
FBtr0110888	3R	29869865	29874717	+	4853	131	242	191	191
FBtr0085494	3R	29877559	29903131	+	25573	597	826	166	145
FBtr0085495	3R	29877559	29898693	+	21135	517	719	149	137
FBtr0085497	3R	29895481	29903131	+	7651	120	158	25	13
FBtr0085501	3R	29908607	29912792	+	4186	48	75	4	8
FBtr0085514	3R	29913091	29913846	-	756	12	12	1	0
FBtr0085513	3R	29914621	29919789	-	5169	86	118	0	2
FBtr0346340	3R	29922716	29923355	+	640	17	31	0	3
FBtr0085503	3R	29927755	29928666	+	912	13	11	0	1
FBtr0085510	3R	29928801	29929886	-	1086	18	35	14	25
FBtr0085509	3R	29930651	29932557	-	1907	45	122	59	28
FBtr0301256	3R	29933787	29934487	+	701	35	75	55	118
FBtr0085508	3R	29934682	29935388	-	707	27	35	9	14
FBtr0085505	3R	29936478	29948107	+	11630	211	334	170	199
FBtr0300825	3R	29936478	29938292	+	1815	44	77	40	44
FBtr0085507	3R	29950896	29968947	-	18052	345	574	36	39
FBtr0085545	3R	29983926	29990685	+	6760	98	109	10	12
FBtr0085609	3R	29991244	29992911	-	1668	19	63	12	7
