# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "ppc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.ppc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0344652	X	5085709	5085859	+	151	349	786	280	280
FBtr0344650	X	5085709	5085859	+	151	349	786	280	280
FBtr0070741	X	5131848	5131998	+	151	1	2	0	0
FBtr0344668	X	5165260	5165410	+	151	26	56	5	8
FBtr0070759	X	5182269	5182419	-	151	2	2	0	0
FBtr0303278	X	5296016	5296166	+	151	10	19	4	2
FBtr0340474	X	5296016	5296166	+	151	10	19	4	2
FBtr0070758	X	5305591	5305741	-	151	4	13	11	1
FBtr0070757	X	5307317	5307467	-	151	4	16	10	0
FBtr0070756	X	5308883	5309033	-	151	142	241	72	128
FBtr0070748	X	5309192	5309342	+	151	86	147	17	16
FBtr0340478	X	5311788	5311938	-	151	102	103	0	0
FBtr0340475	X	5313208	5313358	+	151	0	2	0	0
FBtr0301881	X	5317195	5317345	-	151	29	61	7	0
FBtr0070751	X	5317359	5317509	+	151	75	141	24	23
FBtr0340477	X	5322389	5322539	-	151	21	43	9	4
FBtr0070753	X	5322596	5322746	-	151	52	88	14	10
FBtr0070762	X	5323805	5323955	+	151	269	519	68	69
FBtr0070798	X	5329247	5329397	-	151	51	79	19	25
FBtr0070763	X	5329826	5329976	+	151	22	48	9	12
FBtr0308348	X	5332449	5332599	+	151	4	4	1	12
FBtr0070764	X	5332692	5332842	+	151	15	10	6	4
FBtr0331604	X	5340186	5340336	+	151	340	945	93	136
FBtr0344556	X	5340186	5340336	+	151	340	945	93	136
FBtr0301951	X	5340186	5340336	+	151	340	945	93	136
FBtr0301950	X	5340186	5340336	+	151	340	945	93	136
FBtr0301954	X	5358222	5358372	+	151	1	2	0	0
FBtr0301949	X	5365175	5365325	+	151	82	170	0	5
FBtr0070797	X	5410749	5410899	-	151	16	51	2	4
FBtr0308689	X	5418470	5418620	-	151	7	19	6	6
FBtr0308688	X	5418996	5419146	-	151	4	4	7	2
FBtr0070795	X	5420236	5420386	-	151	40	100	6	6
FBtr0070794	X	5420767	5420917	-	151	251	361	9	13
FBtr0070772	X	5421483	5421633	+	151	48	94	4	5
FBtr0070773	X	5421918	5422068	+	151	81	137	9	5
FBtr0340462	X	5421918	5422068	+	151	81	137	9	5
FBtr0070775	X	5422133	5422283	+	151	102	220	16	7
FBtr0340461	X	5422342	5422492	+	151	67	121	17	9
FBtr0340460	X	5429521	5429671	+	151	2	4	0	0
FBtr0070777	X	5430515	5430665	+	151	11	12	0	0
FBtr0070778	X	5446606	5446756	+	151	27	59	16	5
FBtr0339781	X	5464745	5464895	+	151	3	3	0	0
FBtr0344824	X	5464745	5464895	+	151	3	3	0	0
FBtr0346264	X	5495952	5496102	-	151	5	2	0	0
FBtr0346263	X	5495952	5496102	-	151	5	2	0	0
FBtr0345787	X	5501129	5501279	-	151	1	3	0	0
FBtr0345786	X	5501426	5501576	+	151	4	1	0	0
FBtr0345785	X	5516558	5516708	+	151	1	3	0	0
FBtr0070780	X	5517209	5517359	+	151	675	1287	301	337
FBtr0343015	X	5560083	5560233	-	151	3	6	0	0
FBtr0340495	X	5594205	5594355	+	151	104	152	10	2
FBtr0070781	X	5594205	5594355	+	151	104	152	10	2
FBtr0112736	X	5614367	5614517	-	151	2	2	0	0
FBtr0112735	X	5616270	5616420	-	151	3	3	0	0
FBtr0070784	X	5618706	5618856	-	151	2	11	4	0
FBtr0308579	X	5620475	5620625	-	151	8	9	4	0
FBtr0070783	X	5622439	5622589	-	151	201	312	7	3
FBtr0070782	X	5622598	5622748	+	151	168	335	29	88
FBtr0300466	X	5637494	5637644	-	151	572	756	12	28
FBtr0310286	X	5648387	5648537	-	151	46	100	12	8
FBtr0310285	X	5648387	5648537	-	151	46	100	12	8
FBtr0300465	X	5648387	5648537	-	151	46	100	12	8
FBtr0346834	X	5662761	5662911	-	151	618	1234	44	37
FBtr0070852	X	5665840	5665990	-	151	98	158	10	12
FBtr0070799	X	5666002	5666152	+	151	267	513	27	31
FBtr0340463	X	5666002	5666152	+	151	267	513	27	31
FBtr0345788	X	5672351	5672501	+	151	68	171	10	8
FBtr0070800	X	5672430	5672580	+	151	127	269	53	48
FBtr0308339	X	5676858	5677008	-	151	4	1	5	0
FBtr0070848	X	5679877	5680027	-	151	307	479	106	72
FBtr0070802	X	5680567	5680717	+	151	3	0	0	1
FBtr0300221	X	5683190	5683340	+	151	4	3	0	0
FBtr0070847	X	5689373	5689523	-	151	59	116	5	36
FBtr0070804	X	5689952	5690102	+	151	158	230	28	62
FBtr0340465	X	5689952	5690102	+	151	158	230	28	62
FBtr0340464	X	5690386	5690536	+	151	1029	1962	88	75
FBtr0070846	X	5695105	5695255	-	151	147	279	23	26
FBtr0301083	X	5698507	5698657	+	151	607	847	440	519
FBtr0301084	X	5699137	5699287	+	151	5	7	0	0
FBtr0342972	X	5713427	5713577	-	151	2	6	0	4
FBtr0342971	X	5715372	5715522	-	151	22	13	9	11
FBtr0070844	X	5717678	5717828	-	151	18	60	22	45
FBtr0340670	X	5723470	5723620	-	151	5	7	5	2
FBtr0339525	X	5723470	5723620	-	151	5	7	5	2
FBtr0070806	X	5732690	5732840	+	151	3	5	0	0
FBtr0308572	X	5732690	5732840	+	151	3	5	0	0
FBtr0070843	X	5737931	5738081	-	151	804	1993	1076	1089
FBtr0070842	X	5746275	5746425	-	151	9	13	4	14
FBtr0070841	X	5747154	5747304	-	151	996	2031	132	136
FBtr0332398	X	5747697	5747847	+	151	28	55	8	3
FBtr0070807	X	5747697	5747847	+	151	28	55	8	3
FBtr0339743	X	5752199	5752349	+	151	4	4	8	9
FBtr0070808	X	5752459	5752609	+	151	49	78	19	10
FBtr0339744	X	5754858	5755008	-	151	179	333	53	41
FBtr0345789	X	5755524	5755674	+	151	86	167	3	1
FBtr0070809	X	5755698	5755848	+	151	99	168	36	59
FBtr0303290	X	5756343	5756493	+	151	6	6	0	0
FBtr0308577	X	5762584	5762734	-	151	2	6	7	2
FBtr0302940	X	5762832	5762982	-	151	2	2	1	14
FBtr0070839	X	5764103	5764253	-	151	370	609	52	71
FBtr0302921	X	5764503	5764653	+	151	400	618	44	29
FBtr0070836	X	5770680	5770830	-	151	249	453	31	44
FBtr0299596	X	5776547	5776697	-	151	0	5	0	0
FBtr0070833	X	5781520	5781670	-	151	29	32	3	5
FBtr0070813	X	5789437	5789587	+	151	1	2	0	0
FBtr0070814	X	5792090	5792240	+	151	7	10	0	0
FBtr0070816	X	5808904	5809054	+	151	0	2	0	0
FBtr0070817	X	5818509	5818659	+	151	53	94	0	0
FBtr0332935	X	5819002	5819152	+	151	2	1	0	0
FBtr0070820	X	5869045	5869195	+	151	2	1	0	0
FBtr0343536	X	5869045	5869195	+	151	2	1	0	0
FBtr0070830	X	5873257	5873407	-	151	275	404	58	105
FBtr0070829	X	5876753	5876903	-	151	86	177	31	13
FBtr0343537	X	5879518	5879668	-	151	135	254	49	64
FBtr0070828	X	5879687	5879837	-	151	3	2	1	0
FBtr0070821	X	5879819	5879969	+	151	44	83	3	2
FBtr0339948	X	5880484	5880634	+	151	9	20	0	0
FBtr0345313	X	5880769	5880919	+	151	4	3	1	0
FBtr0100663	X	5900811	5900961	+	151	2064	3911	159	116
FBtr0345894	X	5900811	5900961	+	151	2064	3911	159	116
FBtr0100662	X	5900811	5900961	+	151	2064	3911	159	116
FBtr0070822	X	5900811	5900961	+	151	2064	3911	159	116
FBtr0070823	X	5901932	5902082	+	151	967	1575	125	133
FBtr0333800	X	5905696	5905846	+	151	4	7	0	0
FBtr0070824	X	5905832	5905982	+	151	6	5	0	3
FBtr0070825	X	5908085	5908235	+	151	151	325	41	28
FBtr0070826	X	5908085	5908235	+	151	151	325	41	28
FBtr0290235	X	5915197	5915347	-	151	4	5	2	6
FBtr0345317	X	5916217	5916367	-	151	72	192	2	8
FBtr0070827	X	5916697	5916847	-	151	42	86	9	2
FBtr0343051	X	5917047	5917197	+	151	428	963	31	42
FBtr0070858	X	5917110	5917260	+	151	459	1006	39	36
FBtr0343052	X	5942556	5942706	+	151	352	503	7	4
FBtr0070859	X	5942556	5942706	+	151	352	503	7	4
FBtr0343295	X	5945632	5945782	+	151	315	473	10	2
FBtr0070860	X	5945632	5945782	+	151	315	473	10	2
FBtr0070861	X	5948110	5948260	+	151	31	44	4	9
FBtr0070862	X	5950201	5950351	+	151	4	4	0	3
FBtr0070863	X	5952515	5952665	+	151	19	59	0	0
FBtr0070864	X	5955579	5955729	+	151	8	18	0	0
FBtr0070892	X	5964147	5964297	-	151	3	10	0	1
FBtr0343413	X	5966229	5966379	+	151	1193	1888	371	461
FBtr0343414	X	5966413	5966563	+	151	3	5	10	2
FBtr0070866	X	5988741	5988891	+	151	208	497	5	6
FBtr0070891	X	6000697	6000847	-	151	21	17	0	5
FBtr0070890	X	6013081	6013231	-	151	439	1068	101	122
FBtr0070889	X	6037162	6037312	-	151	32	61	1	5
FBtr0307288	X	6037700	6037850	-	151	9	7	0	0
FBtr0305344	X	6037842	6037992	+	151	266	619	60	40
FBtr0070867	X	6037842	6037992	+	151	266	619	60	40
FBtr0305346	X	6039955	6040105	+	151	5	18	6	22
FBtr0305345	X	6040267	6040417	+	151	2	8	0	0
FBtr0305343	X	6050778	6050928	+	151	27	95	4	0
FBtr0336972	X	6050778	6050928	+	151	27	95	4	0
FBtr0305342	X	6050778	6050928	+	151	27	95	4	0
FBtr0308190	X	6067908	6068058	+	151	12	21	0	2
FBtr0100295	X	6067908	6068058	+	151	12	21	0	2
FBtr0331169	X	6072897	6073047	-	151	2	1	0	0
FBtr0070888	X	6074757	6074907	-	151	62	118	2	7
FBtr0070887	X	6077430	6077580	-	151	127	316	34	38
FBtr0345900	X	6077686	6077836	-	151	2	5	0	0
FBtr0070886	X	6081272	6081422	-	151	53	77	0	4
FBtr0345895	X	6090101	6090251	-	151	42	83	22	19
FBtr0332964	X	6090101	6090251	-	151	42	83	22	19
FBtr0343930	X	6091155	6091305	+	151	18	30	11	11
FBtr0070884	X	6091371	6091521	-	151	30	35	3	0
FBtr0070872	X	6091720	6091870	+	151	6	14	0	0
FBtr0070873	X	6093819	6093969	+	151	17	24	2	0
FBtr0340032	X	6094536	6094686	+	151	1	1	0	0
FBtr0334984	X	6192383	6192533	-	151	31	60	16	13
FBtr0089393	X	6192383	6192533	-	151	31	60	16	13
FBtr0070881	X	6196339	6196489	-	151	15	34	3	0
FBtr0340669	X	6198554	6198704	-	151	3	3	0	0
FBtr0070880	X	6198554	6198704	-	151	3	3	0	0
FBtr0070879	X	6202459	6202609	-	151	7	17	0	0
FBtr0070878	X	6219227	6219377	-	151	1	2	0	0
FBtr0070874	X	6219907	6220057	+	151	18	20	6	0
FBtr0070875	X	6220205	6220355	+	151	8	13	0	0
FBtr0345294	X	6224057	6224207	-	151	28	63	54	31
FBtr0339502	X	6224420	6224570	-	151	62	134	22	5
FBtr0339503	X	6225016	6225166	-	151	317	511	19	20
FBtr0070877	X	6225040	6225190	-	151	207	273	19	20
FBtr0307165	X	6225597	6225747	+	151	392	695	22	14
FBtr0339696	X	6225886	6226036	+	151	181	273	38	41
FBtr0339697	X	6225886	6226036	+	151	181	273	38	41
FBtr0307164	X	6225891	6226041	+	151	180	274	38	41
FBtr0112954	X	6237265	6237415	+	151	1	11	0	0
FBtr0303341	X	6255387	6255537	-	151	80	133	29	36
FBtr0070894	X	6255772	6255922	+	151	81	131	37	51
FBtr0070937	X	6267128	6267278	-	151	184	357	40	77
FBtr0340027	X	6267747	6267897	+	151	58	99	10	14
FBtr0070896	X	6267747	6267897	+	151	58	99	10	14
FBtr0089870	X	6276624	6276774	-	151	144	286	38	16
FBtr0070933	X	6279174	6279324	-	151	1177	2333	137	120
FBtr0345892	X	6279547	6279697	-	151	3	5	0	0
FBtr0333520	X	6283475	6283625	-	151	2189	3802	276	275
FBtr0340028	X	6287890	6288040	-	151	137	280	15	5
FBtr0070930	X	6287890	6288040	-	151	137	280	15	5
FBtr0070897	X	6288050	6288200	+	151	696	1406	193	196
FBtr0305495	X	6291145	6291295	-	151	69	134	21	29
FBtr0305494	X	6291253	6291403	+	151	10	9	0	6
FBtr0070898	X	6291253	6291403	+	151	10	9	0	6
FBtr0070926	X	6294243	6294393	-	151	10	19	3	0
FBtr0070899	X	6295339	6295489	+	151	382	564	45	67
FBtr0070925	X	6301185	6301335	-	151	155	277	23	43
FBtr0070900	X	6303925	6304075	+	151	60	128	3	3
FBtr0112955	X	6309162	6309312	+	151	34	64	14	15
FBtr0339771	X	6317371	6317521	+	151	82	126	5	4
FBtr0339775	X	6330792	6330942	+	151	1005	1902	118	139
FBtr0330208	X	6330792	6330942	+	151	1005	1902	118	139
FBtr0331395	X	6337712	6337862	+	151	2	4	10	0
FBtr0331394	X	6339446	6339596	+	151	3	3	0	0
FBtr0070904	X	6341088	6341238	+	151	98	276	17	6
FBtr0070905	X	6347053	6347203	+	151	209	480	21	35
FBtr0347282	X	6350301	6350451	-	151	82	122	14	18
FBtr0070924	X	6350301	6350451	-	151	82	122	14	18
FBtr0070906	X	6350579	6350729	+	151	13	32	2	4
FBtr0070907	X	6352232	6352382	+	151	911	2045	303	311
FBtr0070922	X	6365608	6365758	-	151	4	2	0	0
FBtr0070909	X	6365899	6366049	+	151	39	70	5	5
FBtr0070921	X	6372815	6372965	-	151	256	585	13	16
FBtr0332386	X	6524223	6524373	-	151	395	799	8	6
FBtr0299863	X	6524223	6524373	-	151	395	799	8	6
FBtr0331297	X	6524223	6524373	-	151	395	799	8	6
FBtr0070912	X	6524414	6524564	+	151	128	191	34	32
FBtr0070918	X	6527788	6527938	-	151	13	28	2	3
FBtr0070913	X	6528898	6529048	+	151	33	84	2	0
FBtr0345293	X	6532449	6532599	-	151	15	52	6	7
FBtr0343329	X	6533067	6533217	-	151	1732	4127	35	52
FBtr0343328	X	6533067	6533217	-	151	1732	4127	35	52
FBtr0070916	X	6533156	6533306	-	151	1933	4451	28	45
FBtr0070915	X	6533248	6533398	-	151	912	2109	26	37
FBtr0070914	X	6533949	6534099	+	151	116	274	31	48
FBtr0336677	X	6540721	6540871	+	151	59	96	1	0
FBtr0112707	X	6540721	6540871	+	151	59	96	1	0
FBtr0112703	X	6540721	6540871	+	151	59	96	1	0
FBtr0303205	X	6546069	6546219	+	151	501	877	38	36
FBtr0345068	X	6546069	6546219	+	151	501	877	38	36
FBtr0308093	X	6571873	6572023	+	151	86	127	39	97
FBtr0070944	X	6589240	6589390	+	151	0	4	0	0
FBtr0070945	X	6590726	6590876	+	151	131	267	51	43
FBtr0331599	X	6590726	6590876	+	151	131	267	51	43
FBtr0070946	X	6597038	6597188	+	151	6	7	12	1
FBtr0070947	X	6597133	6597283	+	151	6	9	10	6
FBtr0070948	X	6600012	6600162	+	151	967	1619	33	51
FBtr0343375	X	6600012	6600162	+	151	967	1619	33	51
FBtr0308653	X	6602275	6602425	+	151	195	264	14	19
FBtr0308654	X	6633909	6634059	+	151	0	3	0	0
FBtr0070993	X	6654148	6654298	-	151	373	628	31	60
FBtr0070950	X	6654491	6654641	+	151	132	376	13	10
FBtr0343377	X	6654629	6654779	+	151	618	1323	94	118
FBtr0308594	X	6661597	6661747	+	151	1326	2623	11	15
FBtr0070951	X	6661597	6661747	+	151	1326	2623	11	15
FBtr0070991	X	6673873	6674023	-	151	62	127	4	7
FBtr0070952	X	6674337	6674487	+	151	139	313	29	33
FBtr0070953	X	6678374	6678524	+	151	34	50	4	13
FBtr0070990	X	6679018	6679168	-	151	0	2	0	0
FBtr0070954	X	6679590	6679740	+	151	71	156	2	4
FBtr0070955	X	6681717	6681867	+	151	3	6	8	17
FBtr0100420	X	6683748	6683898	+	151	14	21	3	1
FBtr0100413	X	6683791	6683941	+	151	14	23	3	2
FBtr0100416	X	6683791	6683941	+	151	14	23	3	2
FBtr0345295	X	6684305	6684455	+	151	86	124	22	8
FBtr0070989	X	6688674	6688824	-	151	218	345	41	13
FBtr0070988	X	6694901	6695051	-	151	49	106	18	32
FBtr0300772	X	6694901	6695051	-	151	49	106	18	32
FBtr0339491	X	6694907	6695057	-	151	49	104	15	32
FBtr0339492	X	6694907	6695057	-	151	49	104	15	32
FBtr0070987	X	6698403	6698553	-	151	13	27	0	2
FBtr0310419	X	6698467	6698617	-	151	10	14	0	2
FBtr0332894	X	6699458	6699608	+	151	1447	2740	52	25
FBtr0070959	X	6699458	6699608	+	151	1447	2740	52	25
FBtr0332892	X	6709037	6709187	+	151	9	7	0	0
FBtr0070986	X	6727129	6727279	-	151	34	106	10	0
FBtr0340268	X	6730433	6730583	-	151	9	18	0	0
FBtr0070985	X	6730433	6730583	-	151	9	18	0	0
FBtr0340265	X	6739886	6740036	-	151	5	2	0	1
FBtr0345292	X	6743067	6743217	-	151	33	90	7	0
FBtr0070983	X	6744071	6744221	-	151	933	2232	13	13
FBtr0070981	X	6744138	6744288	-	151	869	2119	6	6
FBtr0302357	X	6747494	6747644	+	151	11	29	0	0
FBtr0070961	X	6756272	6756422	+	151	9	10	0	0
FBtr0339464	X	6759687	6759837	+	151	127	195	0	7
FBtr0070963	X	6771175	6771325	+	151	37	63	8	31
FBtr0340089	X	6779559	6779709	-	151	244	272	101	121
FBtr0300526	X	6790935	6791085	-	151	1	6	3	0
FBtr0334968	X	6795288	6795438	-	151	3	12	4	2
FBtr0299792	X	6795478	6795628	-	151	4	5	3	10
FBtr0299794	X	6800610	6800760	-	151	137	295	4	4
FBtr0340087	X	6803493	6803643	-	151	62	165	13	17
FBtr0334967	X	6803493	6803643	-	151	62	165	13	17
FBtr0112956	X	6803634	6803784	+	151	175	232	20	26
FBtr0308228	X	6803634	6803784	+	151	175	232	20	26
FBtr0070965	X	6804046	6804196	+	151	38	57	6	5
FBtr0070966	X	6804935	6805085	+	151	1	13	6	0
FBtr0070967	X	6805078	6805228	+	151	14	17	5	4
FBtr0070968	X	6805335	6805485	+	151	8	6	4	1
FBtr0070969	X	6813928	6814078	+	151	23	24	5	6
FBtr0070974	X	6820819	6820969	-	151	138	197	95	115
FBtr0070970	X	6820966	6821116	+	151	45	80	2	12
FBtr0343321	X	6824446	6824596	+	151	72	179	47	48
FBtr0070972	X	6824446	6824596	+	151	72	179	47	48
FBtr0070973	X	6832584	6832734	-	151	1	5	0	0
FBtr0343323	X	6843821	6843971	-	151	17	23	0	0
FBtr0071042	X	6843821	6843971	-	151	17	23	0	0
FBtr0070994	X	6844291	6844441	+	151	30	67	16	12
FBtr0071041	X	6849417	6849567	-	151	49	103	6	11
FBtr0070995	X	6849720	6849870	+	151	21	34	4	2
FBtr0345897	X	6863838	6863988	+	151	14	6	7	4
FBtr0345896	X	6864053	6864203	+	151	10	5	0	2
FBtr0345899	X	6867094	6867244	-	151	10	14	3	4
FBtr0345898	X	6868177	6868327	+	151	6	13	0	0
FBtr0330266	X	6868458	6868608	+	151	2409	4778	348	419
FBtr0330262	X	6868458	6868608	+	151	2409	4778	348	419
FBtr0330261	X	6868458	6868608	+	151	2409	4778	348	419
FBtr0330264	X	6868458	6868608	+	151	2409	4778	348	419
FBtr0330267	X	6875936	6876086	+	151	44	73	40	49
FBtr0330265	X	6875936	6876086	+	151	44	73	40	49
FBtr0330263	X	6875936	6876086	+	151	44	73	40	49
FBtr0345906	X	6908227	6908377	+	151	645	1543	97	137
FBtr0304108	X	6908227	6908377	+	151	645	1543	97	137
FBtr0071039	X	6968650	6968800	-	151	83	112	0	0
FBtr0071003	X	6969868	6970018	+	151	18	35	2	0
FBtr0071038	X	6973293	6973443	-	151	65	122	29	36
FBtr0309875	X	6977710	6977860	-	151	2	4	20	16
FBtr0071037	X	6980894	6981044	-	151	9	17	22	12
FBtr0071036	X	6981583	6981733	-	151	759	1843	426	500
FBtr0309874	X	6985568	6985718	-	151	58	140	10	6
FBtr0309873	X	6991218	6991368	-	151	7	6	0	0
FBtr0071035	X	6993512	6993662	-	151	28	63	5	10
FBtr0071006	X	6998622	6998772	+	151	1859	4284	356	418
FBtr0071005	X	6998622	6998772	+	151	1859	4284	356	418
FBtr0301860	X	6998622	6998772	+	151	1859	4284	356	418
FBtr0332315	X	7011045	7011195	-	151	62	140	9	18
FBtr0071033	X	7011045	7011195	-	151	62	140	9	18
FBtr0071032	X	7013562	7013712	-	151	7	14	8	4
FBtr0345908	X	7013781	7013931	-	151	2	4	0	1
FBtr0071009	X	7013837	7013987	+	151	149	238	36	51
FBtr0071010	X	7040553	7040703	+	151	1050	1208	713	835
FBtr0343324	X	7065952	7066102	-	151	88	247	1	5
FBtr0300760	X	7065952	7066102	-	151	88	247	1	5
FBtr0071013	X	7069363	7069513	+	151	22	43	7	3
FBtr0071014	X	7069886	7070036	+	151	4	8	0	1
FBtr0331258	X	7092783	7092933	-	151	343	444	53	78
FBtr0331266	X	7092783	7092933	-	151	343	444	53	78
FBtr0331257	X	7092783	7092933	-	151	343	444	53	78
FBtr0331261	X	7092783	7092933	-	151	343	444	53	78
FBtr0331263	X	7096966	7097116	-	151	47	68	32	24
FBtr0331250	X	7097668	7097818	-	151	34	85	28	31
FBtr0331251	X	7097953	7098103	-	151	937	2062	100	91
FBtr0331256	X	7097953	7098103	-	151	937	2062	100	91
FBtr0331247	X	7097953	7098103	-	151	937	2062	100	91
FBtr0331262	X	7097953	7098103	-	151	937	2062	100	91
FBtr0331265	X	7097953	7098103	-	151	937	2062	100	91
FBtr0071020	X	7102200	7102350	-	151	296	556	18	32
FBtr0071019	X	7104391	7104541	-	151	31	46	0	2
FBtr0071015	X	7104835	7104985	+	151	56	60	9	5
FBtr0071018	X	7110221	7110371	-	151	73	133	1	7
FBtr0301240	X	7137673	7137823	+	151	31	29	7	2
FBtr0339815	X	7137673	7137823	+	151	31	29	7	2
FBtr0309030	X	7195979	7196129	+	151	51	119	7	5
FBtr0474235	X	7226405	7226555	+	151	492	1183	93	99
FBtr0339819	X	7284777	7284927	-	151	4	14	4	3
FBtr0089712	X	7286095	7286245	-	151	345	697	129	139
FBtr0303414	X	7286308	7286458	+	151	1	5	0	0
FBtr0071047	X	7286601	7286751	+	151	3	8	0	0
FBtr0346619	X	7291198	7291348	-	151	244	406	61	61
FBtr0071066	X	7291198	7291348	-	151	244	406	61	61
FBtr0071048	X	7307889	7308039	+	151	1235	1927	178	189
FBtr0071065	X	7323670	7323820	-	151	12	38	5	10
FBtr0071049	X	7324164	7324314	+	151	239	350	44	51
FBtr0071051	X	7328996	7329146	+	151	5	4	1	3
FBtr0329894	X	7337302	7337452	+	151	368	586	92	113
FBtr0071053	X	7337656	7337806	+	151	8	45	18	19
FBtr0339816	X	7347406	7347556	-	151	0	3	0	0
FBtr0071054	X	7358746	7358896	+	151	0	1	0	0
FBtr0071063	X	7403074	7403224	-	151	1	3	0	0
FBtr0303415	X	7405697	7405847	-	151	3	12	0	0
FBtr0071057	X	7418544	7418694	+	151	13	17	0	3
FBtr0345910	X	7418544	7418694	+	151	13	17	0	3
FBtr0304870	X	7536859	7537009	-	151	4	1	0	0
FBtr0071083	X	7547892	7548042	-	151	2	2	0	0
FBtr0071067	X	7574240	7574390	+	151	3	4	0	0
FBtr0331733	X	7608378	7608528	+	151	687	1996	316	251
FBtr0071068	X	7609098	7609248	+	151	1	4	0	0
FBtr0305134	X	7632172	7632322	+	151	4	7	0	0
FBtr0333203	X	7694818	7694968	-	151	1	4	5	0
FBtr0071079	X	7696604	7696754	-	151	258	427	2	8
FBtr0112946	X	7704863	7705013	-	151	234	513	10	40
FBtr0310287	X	7709285	7709435	-	151	4	2	0	0
FBtr0300836	X	7715016	7715166	-	151	4	18	0	0
FBtr0071078	X	7717832	7717982	-	151	7	7	0	1
FBtr0071070	X	7722069	7722219	+	151	10	18	2	0
FBtr0071077	X	7728261	7728411	-	151	118	214	60	85
FBtr0071071	X	7728705	7728855	+	151	79	191	20	29
FBtr0071076	X	7734338	7734488	-	151	78	170	16	29
FBtr0307273	X	7734551	7734701	-	151	36	61	11	22
FBtr0071072	X	7734873	7735023	+	151	72	150	10	12
FBtr0307272	X	7734873	7735023	+	151	72	150	10	12
FBtr0333748	X	7736843	7736993	+	151	16	15	13	3
FBtr0071074	X	7736843	7736993	+	151	16	15	13	3
FBtr0071073	X	7737311	7737461	+	151	130	223	16	19
FBtr0071075	X	7764932	7765082	+	151	0	1	0	0
FBtr0332490	X	7778155	7778305	+	151	2	3	0	0
FBtr0300019	X	7826147	7826297	+	151	27	49	34	39
FBtr0343348	X	7826147	7826297	+	151	27	49	34	39
FBtr0071150	X	7854144	7854294	-	151	3	3	0	0
FBtr0336957	X	7866868	7867018	-	151	1	3	0	0
FBtr0310269	X	7873122	7873272	-	151	11	11	0	5
FBtr0071145	X	7873122	7873272	-	151	11	11	0	5
FBtr0309827	X	7874344	7874494	+	151	3	4	0	0
FBtr0299674	X	7878736	7878886	-	151	4	7	0	0
FBtr0299673	X	7881579	7881729	-	151	0	1	2	0
FBtr0299672	X	7883926	7884076	-	151	2	5	0	0
FBtr0071088	X	7884610	7884760	+	151	5	5	0	0
FBtr0345982	X	7888685	7888835	-	151	64	87	11	18
FBtr0071143	X	7888685	7888835	-	151	64	87	11	18
FBtr0071142	X	7891546	7891696	-	151	509	893	148	171
FBtr0340162	X	7893981	7894131	+	151	193	384	77	55
FBtr0071089	X	7893981	7894131	+	151	193	384	77	55
FBtr0071136	X	7901231	7901381	-	151	2136	4506	134	188
FBtr0071090	X	7901830	7901980	+	151	108	131	6	4
FBtr0071134	X	7907714	7907864	-	151	1	8	0	4
FBtr0307270	X	7908186	7908336	-	151	1	2	0	0
FBtr0071091	X	7908881	7909031	+	151	18	33	0	0
FBtr0340148	X	7912039	7912189	+	151	97	177	12	6
FBtr0071092	X	7912039	7912189	+	151	97	177	12	6
FBtr0071133	X	7920031	7920181	-	151	1	6	0	0
FBtr0071093	X	7920359	7920509	+	151	126	268	10	2
FBtr0071132	X	7931282	7931432	-	151	123	194	23	30
FBtr0344137	X	7931282	7931432	-	151	123	194	23	30
FBtr0071131	X	7933232	7933382	-	151	94	186	37	28
FBtr0331433	X	7933251	7933401	-	151	91	180	37	28
FBtr0331298	X	7935846	7935996	+	151	261	627	79	83
FBtr0071130	X	7944585	7944735	-	151	44	152	13	1
FBtr0071129	X	7946808	7946958	-	151	553	913	46	73
FBtr0071127	X	7955890	7956040	-	151	13	6	0	0
FBtr0071126	X	7959269	7959419	-	151	5	2	0	0
FBtr0301679	X	7963974	7964124	+	151	1	3	0	0
FBtr0301675	X	7968136	7968286	-	151	131	260	5	3
FBtr0071102	X	7969653	7969803	+	151	776	1331	40	72
FBtr0301677	X	7969653	7969803	+	151	776	1331	40	72
FBtr0089999	X	7995647	7995797	+	151	39	49	20	27
FBtr0340409	X	7999125	7999275	+	151	0	4	0	0
FBtr0071124	X	8021245	8021395	-	151	3	3	0	0
FBtr0071123	X	8037417	8037567	-	151	9	14	2	2
FBtr0333307	X	8056037	8056187	-	151	19	49	9	3
FBtr0071119	X	8056037	8056187	-	151	19	49	9	3
