# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/CBP.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/PROseq.CBP.peak.featureCount.count.tab.txt" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam
Region8586	chrX	12085706	12085984	.	279	3	7	3	3	4	3	5	0	25	23	21	45
Region8587	chrX	12090395	12090637	.	243	2	1	1	1	0	1	1	2	3	1	1	5
Region8588	chrX	12201247	12201531	.	285	5	1	3	3	2	3	4	3	2	1	1	2
Region8589	chrX	12202384	12202624	.	241	1	0	2	1	2	1	1	1	2	2	2	1
Region8590	chrX	12203369	12204092	.	724	2214	1347	1263	1601	1177	1328	1095	1767	1797	1508	766	1852
Region8591	chrX	12206342	12206773	.	432	144	69	47	49	83	88	13	22	136	125	28	49
Region8592	chrX	12207082	12207688	.	607	208	118	85	84	146	157	59	73	208	233	33	83
Region8593	chrX	12212580	12213039	.	460	111	45	39	64	87	105	35	38	136	121	30	55
Region8594	chrX	12217555	12218199	.	645	259	138	109	82	109	126	65	56	155	193	54	68
Region8595	chrX	12256603	12256811	.	209	129	63	36	26	39	52	22	24	79	91	14	42
Region8596	chrX	12258493	12258977	.	485	189	119	45	50	79	93	26	45	92	84	28	37
Region8597	chrX	12259380	12259981	.	602	86	46	50	40	59	66	34	41	71	89	19	52
Region8598	chrX	12269469	12269796	.	328	45	10	32	29	51	39	21	24	56	60	23	33
Region8599	chrX	12273000	12273301	.	302	27	9	20	30	23	22	13	16	36	29	14	30
Region8600	chrX	12276473	12276834	.	362	20	13	37	26	37	31	19	24	48	35	20	33
Region8601	chrX	12395197	12395476	.	280	3	0	2	1	0	1	0	1	2	2	0	0
Region8602	chrX	12463329	12463804	.	476	1560	916	694	729	725	868	721	864	994	851	427	733
Region8603	chrX	12464017	12464427	.	411	50	43	32	22	19	33	23	16	30	40	12	26
Region8604	chrX	12466856	12467446	.	591	71	29	39	38	26	36	33	23	31	34	10	36
Region8605	chrX	12470231	12470603	.	373	34	15	21	16	12	12	9	6	18	21	14	23
Region8606	chrX	12546192	12546554	.	363	3	7	6	2	6	5	5	4	7	3	3	4
Region8607	chrX	12546864	12547240	.	377	180	95	91	106	158	201	120	205	142	76	46	160
Region8608	chrX	12574592	12575280	.	689	72	49	149	158	57	67	108	113	98	88	62	148
Region8609	chrX	12575667	12576107	.	441	25	13	64	52	21	33	26	43	36	34	23	45
Region8610	chrX	12578864	12579406	.	543	63	39	86	104	41	41	56	60	53	51	47	85
Region8611	chrX	12579847	12580899	.	1053	103	57	155	175	77	75	109	129	94	110	80	153
Region8612	chrX	12582653	12583663	.	1011	2088	1242	1567	1969	1330	1453	1693	2469	1664	1497	1221	2319
Region8613	chrX	12591176	12591416	.	241	98	43	37	40	24	43	38	43	39	49	21	28
Region8614	chrX	12591657	12591956	.	300	61	20	38	33	31	43	31	48	34	47	21	56
Region8615	chrX	12595267	12596244	.	978	1223	781	568	573	676	771	585	796	829	826	415	581
Region8616	chrX	12601104	12601391	.	288	65	23	26	27	24	23	27	21	32	23	19	29
Region8617	chrX	12611829	12612259	.	431	156	128	92	83	62	73	56	85	167	167	64	100
Region8618	chrX	12613151	12613485	.	335	25	14	10	8	9	9	2	8	13	6	11	9
Region8619	chrX	12615718	12616202	.	485	108	46	29	48	28	51	21	30	65	65	17	55
Region8620	chrX	12629381	12629815	.	435	112	60	51	38	80	81	45	56	73	72	28	44
Region8621	chrX	12631486	12631775	.	290	29	12	13	22	12	28	28	33	26	4	15	26
Region8622	chrX	12631983	12632383	.	401	1	0	3	5	2	2	0	1	1	2	3	4
Region8623	chrX	12633116	12633655	.	540	13	4	10	10	2	4	3	6	2	6	6	8
Region8624	chrX	12633909	12634341	.	433	9	2	4	1	1	0	1	2	4	1	3	3
Region8625	chrX	12640684	12641112	.	429	34	15	8	7	12	16	10	7	33	34	11	12
Region8626	chrX	12649466	12650138	.	673	15	13	4	2	7	5	6	6	10	20	3	5
Region8627	chrX	12651707	12652088	.	382	240	140	95	54	65	86	30	40	54	52	13	21
Region8628	chrX	12653582	12654783	.	1202	871	509	503	464	504	587	518	586	618	631	300	529
Region8629	chrX	12658449	12660619	.	2171	2845	2019	2477	2613	2129	2581	2554	3026	2522	2565	1223	3158
Region8630	chrX	12661512	12661975	.	464	53	33	127	113	54	71	102	129	56	81	58	157
Region8631	chrX	12663286	12664130	.	845	127	82	241	226	160	173	241	291	178	162	125	301
Region8632	chrX	12664401	12664672	.	272	8	8	65	48	33	45	54	55	22	27	16	66
Region8633	chrX	12665063	12665558	.	496	41	24	130	117	67	75	122	139	50	73	51	148
Region8634	chrX	12666106	12666456	.	351	21	13	85	74	29	41	79	68	35	40	25	104
Region8635	chrX	12673747	12674063	.	317	35	16	82	70	39	47	71	61	31	39	43	98
Region8636	chrX	12699427	12699843	.	417	20	7	41	32	28	28	23	32	28	43	20	57
Region8637	chrX	12702903	12703449	.	547	21	21	59	38	21	29	36	45	42	59	31	49
Region8638	chrX	12705871	12706359	.	489	1261	769	424	469	695	813	299	467	1109	901	220	435
Region8639	chrX	12715912	12716337	.	426	75	41	86	69	56	52	62	67	75	78	36	101
Region8640	chrX	12716811	12717108	.	298	40	14	40	44	31	25	18	38	38	26	16	47
Region8641	chrX	12719978	12720423	.	446	44	17	42	38	25	34	41	42	42	38	22	45
Region8642	chrX	12727709	12728313	.	605	61	28	58	50	47	60	36	52	83	71	31	70
Region8643	chrX	12733748	12734702	.	955	301	140	156	175	126	141	107	116	218	222	85	167
Region8644	chrX	12735034	12736480	.	1447	434	239	247	248	260	237	187	260	359	406	136	300
Region8645	chrX	12737043	12737860	.	818	162	82	119	132	102	100	96	90	122	152	49	131
Region8646	chrX	12741941	12742731	.	791	647	464	350	377	387	420	494	622	553	507	416	408
Region8647	chrX	12744515	12744899	.	385	137	125	97	94	86	112	78	100	116	124	64	112
Region8648	chrX	12745230	12745536	.	307	596	518	288	293	217	297	250	363	363	396	205	306
Region8649	chrX	12747004	12747403	.	400	270	194	111	141	75	75	63	87	110	102	36	66
Region8650	chrX	12747842	12748387	.	546	91	57	79	82	39	48	42	56	67	101	43	114
Region8651	chrX	12750050	12751124	.	1075	1199	743	273	344	413	424	104	166	907	947	148	274
Region8652	chrX	12751388	12752855	.	1468	99	46	39	37	61	80	47	63	86	86	20	35
Region8653	chrX	12753802	12754407	.	606	28	9	19	23	9	15	25	22	15	17	17	18
Region8654	chrX	12754927	12755301	.	375	20	11	27	18	9	7	7	19	16	15	5	15
Region8655	chrX	12755636	12755980	.	345	9	9	13	11	11	10	7	11	7	4	7	11
Region8656	chrX	12756339	12756693	.	355	4	1	23	15	3	8	13	10	11	12	5	9
Region8657	chrX	12760368	12760804	.	437	731	457	1021	1901	457	568	1030	1398	322	258	291	778
Region8658	chrX	12764713	12765430	.	718	653	404	383	427	252	291	235	287	428	412	211	300
Region8659	chrX	12776274	12776497	.	224	15	10	10	11	0	0	0	0	1	0	2	0
Region8660	chrX	12890225	12890515	.	291	5	3	1	1	1	2	1	1	1	4	5	3
Region8661	chrX	12897214	12897573	.	360	178	113	77	63	59	94	100	116	149	136	58	96
Region8662	chrX	12900912	12901299	.	388	18	13	6	8	16	9	10	8	10	13	5	9
Region8663	chrX	12903295	12903620	.	326	19	13	8	17	11	14	24	13	8	9	5	15
Region8664	chrX	12905582	12905997	.	416	61	50	35	38	38	33	31	47	30	32	12	30
Region8665	chrX	12909369	12910387	.	1019	486	328	308	266	328	429	369	441	381	405	225	323
Region8666	chrX	12925400	12926511	.	1112	73	37	16	8	28	34	16	14	52	60	5	15
Region8667	chrX	12929826	12930294	.	469	4	2	4	0	2	1	2	0	4	2	1	1
Region8668	chrX	12938022	12938639	.	618	1358	801	267	465	754	756	646	997	1139	859	300	717
Region8669	chrX	12940173	12940681	.	509	10	4	5	3	3	8	10	8	12	12	4	10
Region8670	chrX	13087499	13087816	.	318	29	14	28	18	26	23	19	25	28	22	17	38
Region8671	chrX	13089695	13090550	.	856	582	357	330	316	393	500	435	472	497	493	410	394
Region8672	chrX	13091024	13091346	.	323	644	475	443	490	501	587	843	808	534	540	423	707
Region8673	chrX	13094099	13094623	.	525	210	137	153	147	141	168	148	168	191	198	93	186
Region8674	chrX	13111743	13112640	.	898	1586	864	818	665	698	875	843	998	939	864	579	781
Region8675	chrX	13128062	13129360	.	1299	632	471	947	820	612	788	940	1306	659	635	766	1053
Region8676	chrX	13130950	13131642	.	693	127	56	150	121	180	196	375	507	135	119	163	396
Region8677	chrX	13138829	13139221	.	393	15	15	6	4	4	7	6	6	12	10	7	5
Region8678	chrX	13154875	13155264	.	390	148	120	128	108	100	105	125	172	109	116	87	152
Region8679	chrX	13159075	13160056	.	982	494	372	393	341	314	361	525	591	387	398	292	448
Region8680	chrX	13172907	13173223	.	317	5	3	6	3	3	3	1	1	3	4	6	3
Region8681	chrX	13211343	13211799	.	457	1746	957	660	681	1076	1011	1143	1378	1268	1100	660	1117
Region8682	chrX	13212297	13212696	.	400	845	521	339	374	297	380	431	469	493	462	236	384
Region8683	chrX	13222066	13222430	.	365	159	94	58	40	39	56	18	32	79	78	23	48
Region8684	chrX	13226231	13226548	.	318	62	32	22	31	19	13	8	7	28	37	15	22
Region8685	chrX	13227505	13228263	.	759	187	99	87	54	54	57	36	27	99	117	26	67
Region8686	chrX	13229603	13230517	.	915	180	79	58	76	51	60	32	39	89	86	28	75
Region8687	chrX	13233587	13234771	.	1185	196	91	94	97	67	75	54	53	141	143	47	111
Region8688	chrX	13237553	13237959	.	407	92	52	34	33	20	21	14	21	43	49	20	15
Region8689	chrX	13256870	13257433	.	564	1423	847	742	955	719	805	951	865	1182	1121	736	991
Region8690	chrX	13257872	13258413	.	542	28	24	9	9	4	5	2	6	13	17	9	5
Region8691	chrX	13278656	13278995	.	340	10	7	13	14	8	13	8	10	12	14	11	17
Region8692	chrX	13284554	13284999	.	446	38	18	27	25	23	23	26	23	24	33	8	31
Region8693	chrX	13288019	13288301	.	283	82	54	77	52	58	74	64	88	75	65	55	58
Region8694	chrX	13296382	13297476	.	1095	348	216	441	330	305	410	475	512	365	382	288	390
Region8695	chrX	13329556	13329953	.	398	361	203	150	157	118	148	172	199	144	139	85	116
Region8696	chrX	13337411	13337927	.	517	738	637	513	630	561	712	741	1051	890	871	484	910
Region8697	chrX	13368504	13368924	.	421	122	56	21	16	174	301	971	1120	14	21	5	16
Region8698	chrX	13369438	13369938	.	501	9	4	10	9	34	52	183	168	8	6	8	5
Region8699	chrX	13373676	13374065	.	390	80	70	52	48	66	62	65	86	88	80	53	70
Region8700	chrX	13383817	13384124	.	308	197	82	128	150	103	103	83	107	147	161	71	160
Region8701	chrX	13384356	13385044	.	689	702	427	458	380	417	450	398	448	591	543	317	432
Region8702	chrX	13386884	13387578	.	695	551	301	291	285	307	350	334	383	389	334	205	387
Region8703	chrX	13396657	13397029	.	373	441	335	128	200	405	588	456	581	240	269	109	191
Region8704	chrX	13412829	13413515	.	687	311	218	237	231	271	278	292	427	286	295	163	273
Region8705	chrX	13421180	13421415	.	236	17	4	15	23	6	10	23	15	28	11	18	22
Region8706	chrX	13464365	13464738	.	374	60	34	48	28	29	24	17	19	39	39	20	28
Region8707	chrX	13563462	13564309	.	848	150	99	402	422	211	295	793	821	220	208	515	717
Region8708	chrX	13606065	13606554	.	490	18	12	26	15	9	13	28	27	15	21	9	13
Region8709	chrX	13611801	13612378	.	578	421	292	237	285	293	362	300	354	299	310	225	299
Region8710	chrX	13615976	13616768	.	793	140	106	229	261	143	190	309	402	170	162	154	293
Region8711	chrX	13624238	13625420	.	1183	783	510	574	601	508	590	655	839	662	653	390	636
Region8712	chrX	13641697	13642367	.	671	358	183	244	218	225	236	264	303	296	231	158	278
Region8713	chrX	13647239	13647727	.	489	43	15	36	25	27	32	40	23	40	37	23	48
Region8714	chrX	13679881	13680679	.	799	549	387	66	71	540	660	917	1164	272	323	63	94
Region8715	chrX	13718027	13718466	.	440	19	19	26	22	20	24	43	42	12	12	18	28
Region8716	chrX	13722006	13722540	.	535	131	103	151	149	132	162	108	145	152	147	136	189
Region8717	chrX	13728866	13729298	.	433	30	14	18	22	10	18	8	10	21	18	2	9
Region8718	chrX	13735598	13736485	.	888	95	55	112	101	58	74	131	118	77	57	58	133
Region8719	chrX	13739490	13740076	.	587	755	448	582	534	516	529	473	541	641	553	294	485
Region8720	chrX	13743111	13743516	.	406	35	18	57	44	25	29	50	57	24	33	20	76
Region8721	chrX	13744373	13745175	.	803	139	65	161	133	95	113	143	185	171	160	155	189
Region8722	chrX	13747146	13747564	.	419	10	8	13	11	8	14	11	14	24	18	15	20
Region8723	chrX	13754678	13755556	.	879	7376	4441	4410	6364	3890	4844	4841	7150	6302	5272	1786	6810
Region8724	chrX	13757105	13757444	.	340	290	157	100	136	170	181	153	249	158	156	87	137
Region8725	chrX	13762528	13762905	.	378	396	258	59	75	194	184	58	110	291	244	47	132
Region8726	chrX	13781728	13782800	.	1073	1059	702	870	819	975	1059	1072	1383	880	931	564	1064
Region8727	chrX	13784169	13784653	.	485	51	30	11	7	13	18	11	12	25	22	9	14
Region8728	chrX	13805377	13805931	.	555	76	51	17	9	40	36	24	28	34	32	6	10
Region8729	chrX	13808787	13808979	.	193	9	5	5	4	2	8	8	10	8	9	0	2
Region8730	chrX	13811564	13811794	.	231	98	70	105	122	72	92	76	92	73	81	63	90
Region8731	chrX	13821432	13822509	.	1078	2220	1584	1576	2030	1541	1921	2026	2532	2201	1712	851	2517
Region8732	chrX	13822722	13823097	.	376	402	217	319	261	255	256	270	300	343	295	203	282
Region8733	chrX	13829946	13830446	.	501	514	300	325	321	357	377	549	538	378	403	254	386
Region8734	chrX	13845820	13846113	.	294	16	5	9	9	6	5	8	9	3	3	5	9
Region8735	chrX	13986509	13986964	.	456	17	13	7	4	6	11	3	4	11	4	7	3
Region8736	chrX	13988887	13989338	.	452	37	30	9	2	17	10	6	7	15	19	2	5
Region8737	chrX	13990535	13991063	.	529	12	3	13	5	1	7	6	6	5	4	3	7
Region8738	chrX	13993258	13993587	.	330	2	2	2	3	2	2	4	2	2	5	3	4
Region8739	chrX	13994711	13995507	.	797	34	15	4	13	7	9	8	19	28	15	5	9
Region8740	chrX	13995890	13996506	.	617	38	31	108	143	88	94	337	344	66	62	138	203
Region8741	chrX	14019360	14019784	.	425	28	10	13	8	4	3	3	4	15	8	3	5
Region8742	chrX	14037643	14038555	.	913	58	32	14	9	13	8	7	7	19	17	9	13
Region8743	chrX	14043406	14043738	.	333	5	3	1	2	1	4	4	4	4	2	4	2
Region8744	chrX	14082729	14083114	.	386	6	5	3	5	9	4	8	3	17	7	4	5
Region8745	chrX	14200131	14200587	.	457	150	82	69	64	105	150	91	104	150	138	79	118
Region8746	chrX	14201259	14201701	.	443	330	197	138	128	340	338	147	243	362	332	126	185
Region8747	chrX	14211265	14211723	.	459	2889	1899	2235	1959	1284	1807	1955	2041	2204	1914	724	1973
Region8748	chrX	14212130	14212616	.	487	48	14	29	33	30	34	32	40	40	50	16	28
Region8749	chrX	14218151	14218924	.	774	50	27	29	22	37	21	23	26	47	57	19	46
Region8750	chrX	14221261	14221537	.	277	17	6	12	7	9	13	8	13	20	14	8	12
Region8751	chrX	14222093	14222425	.	333	72	52	22	25	32	37	28	32	38	50	16	33
Region8752	chrX	14226148	14226547	.	400	104	61	85	64	70	75	55	83	60	76	52	58
Region8753	chrX	14233712	14234097	.	386	25	14	29	22	27	36	30	42	27	30	18	32
Region8754	chrX	14238262	14238585	.	324	215	126	125	114	135	171	152	176	113	143	67	119
Region8755	chrX	14247013	14247926	.	914	1836	1264	763	701	927	1142	591	901	1560	1355	432	722
Region8756	chrX	14248736	14249494	.	759	1293	522	132	131	340	431	107	95	788	774	78	151
Region8757	chrX	14580355	14580848	.	494	437	224	180	231	282	336	282	348	315	284	134	261
Region8758	chrX	14582626	14583288	.	663	402	205	203	225	205	217	196	214	196	200	124	179
Region8759	chrX	14602550	14602872	.	323	200	144	36	39	206	219	70	95	110	112	48	102
Region8760	chrX	14627083	14627955	.	873	59	33	11	10	126	124	27	41	47	57	62	123
Region8761	chrX	14628864	14630198	.	1335	27	18	23	27	185	213	91	109	80	83	85	216
Region8762	chrX	14649600	14650179	.	580	14	7	5	7	108	106	40	37	42	39	33	75
Region8763	chrX	14653609	14654248	.	640	1520	1042	730	1190	2024	2532	2203	3356	2097	1972	837	2742
Region8764	chrX	14743318	14743962	.	645	16	7	9	3	30	40	25	40	10	14	14	21
Region8765	chrX	14748715	14749503	.	789	1007	609	714	814	1122	1596	1958	2594	1140	1148	947	1864
Region8766	chrX	14772093	14772410	.	318	13	8	4	1	2	1	0	1	0	4	2	4
Region8767	chrX	14824825	14826224	.	1400	276	168	106	125	219	244	243	264	196	154	145	227
Region8768	chrX	14832395	14832995	.	601	813	538	423	604	530	558	670	921	648	674	384	791
Region8769	chrX	14837793	14838235	.	443	501	304	148	154	170	254	178	151	257	273	80	129
Region8770	chrX	14839621	14840134	.	514	28	23	9	7	16	15	9	9	15	11	3	10
Region8771	chrX	14937057	14937236	.	180	18	7	22	18	7	6	9	16	8	13	3	14
Region8772	chrX	14949207	14949556	.	350	12	8	10	16	5	13	8	10	23	16	18	10
Region8773	chrX	14950374	14951294	.	921	1379	959	1205	1177	664	825	757	987	1283	1318	623	1264
Region8774	chrX	14952156	14952468	.	313	23	11	4	2	13	13	12	7	21	15	2	9
Region8775	chrX	14953473	14953808	.	336	104	57	197	259	105	103	218	263	111	93	87	187
Region8776	chrX	14955153	14955570	.	418	17	7	5	3	16	25	12	12	15	13	6	9
Region8777	chrX	14960984	14961366	.	383	4	4	5	0	6	8	12	10	1	2	2	3
Region8778	chrX	14971141	14971357	.	217	2	1	2	0	4	1	2	1	2	0	2	4
Region8779	chrX	15019331	15019859	.	529	22	8	9	10	12	18	17	21	22	22	9	13
Region8780	chrX	15023782	15023993	.	212	11	6	9	12	5	9	12	10	9	11	3	15
Region8781	chrX	15024287	15024548	.	262	541	399	372	459	555	589	493	742	517	409	181	413
Region8782	chrX	15028159	15028511	.	353	35	16	24	36	34	46	47	46	40	37	16	49
Region8783	chrX	15063321	15064210	.	890	671	408	197	207	455	465	280	385	387	327	144	242
Region8784	chrX	15066081	15066568	.	488	441	307	257	222	283	298	298	361	337	337	151	258
Region8785	chrX	15075083	15075300	.	218	6	3	8	9	4	4	11	7	3	7	4	4
Region8786	chrX	15076077	15076357	.	281	443	313	302	303	344	441	309	407	579	632	235	539
Region8787	chrX	15084425	15084827	.	403	219	135	225	300	145	170	358	341	187	202	208	271
Region8788	chrX	15085575	15086489	.	915	323	240	224	191	229	297	209	274	272	275	168	202
Region8789	chrX	15137307	15137552	.	246	29	26	57	58	23	21	40	36	8	14	18	26
Region8790	chrX	15139086	15139888	.	803	436	325	433	403	392	481	493	619	394	379	384	452
Region8791	chrX	15141954	15142394	.	441	12	9	4	6	4	1	2	3	9	6	9	5
Region8792	chrX	15143137	15143794	.	658	12	12	9	3	8	10	8	15	8	17	6	9
Region8793	chrX	15162922	15163289	.	368	329	223	132	171	161	203	110	147	234	179	61	110
Region8794	chrX	15319224	15320547	.	1324	2092	1166	1228	1128	1256	1457	1443	1723	1562	1487	934	1339
Region8795	chrX	15320835	15321353	.	519	326	169	284	244	218	288	248	310	162	181	99	196
Region8796	chrX	15328201	15328709	.	509	533	326	278	387	276	320	416	466	435	438	227	458
Region8797	chrX	15332827	15333794	.	968	435	235	185	117	240	308	172	225	198	205	107	170
Region8798	chrX	15345034	15345731	.	698	404	267	201	153	221	262	259	314	362	356	169	248
Region8799	chrX	15352866	15353165	.	300	131	78	90	63	31	45	37	62	43	45	25	49
Region8800	chrX	15353673	15354000	.	328	5	6	12	6	3	11	10	4	10	15	4	7
Region8801	chrX	15356271	15356914	.	644	22	8	13	13	6	8	7	6	6	9	6	7
Region8802	chrX	15373096	15373386	.	291	4	6	5	2	0	4	1	1	2	2	2	2
Region8803	chrX	15374077	15374623	.	547	25	16	6	2	5	3	1	1	1	3	2	0
Region8804	chrX	15449408	15449892	.	485	449	276	321	326	278	379	410	492	348	287	138	352
Region8805	chrX	15450135	15450536	.	402	236	128	301	268	218	259	547	689	139	132	251	335
Region8806	chrX	15453199	15453640	.	442	72	69	52	67	48	67	85	122	64	56	50	85
Region8807	chrX	15462292	15462981	.	690	211	113	57	45	121	106	78	74	122	139	50	54
Region8808	chrX	15467265	15467827	.	563	215	165	110	119	93	80	46	49	81	99	30	62
Region8809	chrX	15475152	15475592	.	441	336	202	164	170	170	209	182	209	172	185	99	133
Region8810	chrX	15482300	15482708	.	409	263	164	235	238	203	225	225	269	255	261	158	221
Region8811	chrX	15483103	15483643	.	541	260	124	216	207	126	152	157	195	173	185	79	154
Region8812	chrX	15484530	15485054	.	525	132	86	69	64	73	91	73	89	96	114	53	96
Region8813	chrX	15487501	15487989	.	489	36	31	43	38	28	41	56	63	25	33	35	38
Region8814	chrX	15497696	15497926	.	231	28	26	56	23	26	24	15	17	28	29	67	34
Region8815	chrX	15498795	15499242	.	448	1581	1102	964	987	899	1085	829	1246	1224	1175	1006	1023
Region8816	chrX	15578001	15578527	.	527	1740	1181	1343	1423	1345	1610	1401	2206	1571	1388	939	2200
Region8817	chrX	15583881	15584085	.	205	50	34	56	65	52	70	71	105	44	53	28	52
Region8818	chrX	15593015	15594791	.	1777	1313	961	1131	1293	831	968	1123	1568	1518	1466	926	1887
Region8819	chrX	15604901	15605188	.	288	10	5	5	7	124	129	26	28	228	212	11	22
Region8820	chrX	15607468	15608769	.	1302	23	23	28	18	602	645	151	160	1074	1000	62	82
Region8821	chrX	15610128	15610508	.	381	8	4	6	9	168	216	38	63	384	369	19	26
Region8822	chrX	15624587	15625723	.	1137	10	10	31	16	470	548	127	131	1015	992	43	82
Region8823	chrX	15626262	15626649	.	388	2201	1229	848	866	1817	2228	1559	2056	2950	3130	1168	2058
Region8824	chrX	15646614	15647614	.	1001	21	4	14	8	33	31	9	7	40	38	14	7
Region8825	chrX	15653555	15653898	.	344	0	1	3	1	1	0	2	0	3	1	1	1
Region8826	chrX	15659943	15660269	.	327	86	49	30	51	55	75	27	38	55	56	7	23
Region8827	chrX	15660500	15660889	.	390	3	2	13	7	3	4	8	4	3	7	2	7
Region8828	chrX	15670941	15671630	.	690	1586	1107	1574	2002	1313	1500	1079	1241	2046	1791	1443	2134
Region8829	chrX	15674632	15674893	.	262	4	0	2	3	0	2	3	1	9	5	1	4
Region8830	chrX	15675226	15675621	.	396	2340	1753	1588	1587	1409	1784	870	1392	2654	1904	879	2019
Region8831	chrX	15684341	15684888	.	548	19	12	8	5	8	7	2	2	9	17	1	4
Region8832	chrX	15697099	15698154	.	1056	381	234	136	124	216	265	91	110	237	225	85	102
Region8833	chrX	15700988	15701360	.	373	295	155	137	130	156	174	135	133	235	218	113	197
Region8834	chrX	15703540	15704377	.	838	1078	721	351	400	524	607	379	470	701	658	281	415
Region8835	chrX	15709611	15711312	.	1702	3123	1887	1517	1839	1840	1884	1822	2412	2331	2192	1217	2121
Region8836	chrX	15712700	15713695	.	996	702	396	340	381	358	453	367	450	548	531	199	397
Region8837	chrX	15732013	15732637	.	625	958	629	494	469	511	527	391	444	691	695	252	451
Region8838	chrX	15733106	15733528	.	423	335	186	89	100	148	153	80	72	174	170	37	99
Region8839	chrX	15734075	15734504	.	430	291	152	104	122	226	236	148	147	182	178	91	81
Region8840	chrX	15736764	15737081	.	318	581	396	443	679	431	390	609	744	581	556	278	820
Region8841	chrX	15739109	15739541	.	433	174	111	173	142	140	175	265	287	139	134	105	216
Region8842	chrX	15745958	15746423	.	466	192	132	189	154	138	163	277	239	138	154	135	205
Region8843	chrX	15748982	15749337	.	356	217	145	227	268	92	139	313	355	196	145	298	376
Region8844	chrX	15761070	15761394	.	325	208	120	82	99	136	163	145	180	133	133	44	102
Region8845	chrX	15762733	15763152	.	420	59	27	42	24	27	42	47	66	44	24	25	39
Region8846	chrX	15785894	15786363	.	470	362	252	181	193	247	303	201	269	329	273	98	196
Region8847	chrX	15788718	15789002	.	285	1679	927	740	970	641	707	593	692	1101	1043	612	838
Region8848	chrX	15795884	15796304	.	421	286	206	339	448	322	367	765	1003	275	266	215	473
Region8849	chrX	15799028	15799441	.	414	299	185	281	498	43	52	70	64	177	137	144	278
Region8850	chrX	15804160	15804491	.	332	106	67	71	69	93	115	193	220	98	62	50	186
