"ENSEMBL"	"ENTREZID"	"SYMBOL"
"FBgn0261387"	"3355134"	"CG17528"
"FBgn0033000"	"3355132"	"CG14464"
"FBgn0033005"	"35475"	"CG3107"
"FBgn0026238"	"35478"	"gus"
"FBgn0033010"	"35480"	"Atf6"
"FBgn0053554"	"35483"	"Nipped-A"
"FBgn0033015"	"35485"	"d4"
"FBgn0261403"	"35486"	"sxc"
"FBgn0033017"	"35488"	"CG10465"
"FBgn0033019"	"35490"	"CG10395"
"FBgn0050441"	"246616"	"CG30441"
"FBgn0033020"	"35491"	"COX4L"
"FBgn0033021"	"35492"	"CG10417"
"FBgn0050440"	"35496"	"CG30440"
"FBgn0050438"	"246614"	"CG30438"
"FBgn0039969"	"49892"	"Fis1"
"FBgn0039970"	"49893"	"CG17508"
"FBgn0033028"	"35499"	"CG11665"
"FBgn0027507"	"35500"	"CG1344"
"FBgn0033029"	"35501"	"Not3"
"FBgn0033031"	"35503"	"CG8245"
"FBgn0033032"	"35504"	"kune"
"FBgn0033033"	"35505"	"scaf"
"FBgn0259979"	"35507"	"CG17337"
"FBgn0259978"	"46078"	"vlc"
"FBgn0267978"	"35509"	"ap"
"FBgn0022288"	"46662"	"l(2)09851"
"FBgn0033038"	"35511"	"CG7791"
"FBgn0266580"	"35512"	"Gp210"
"FBgn0025693"	"35513"	"ZnT41F"
"FBgn0263109"	"35519"	"CG43366"
"FBgn0033048"	"35521"	"CG7881"
"FBgn0263855"	"35522"	"BubR1"
"FBgn0002774"	"35523"	"mle"
"FBgn0264959"	"35524"	"Src42A"
"FBgn0000043"	"35526"	"Act42A"
"FBgn0033050"	"35527"	"Pngl"
"FBgn0033051"	"35528"	"Strica"
"FBgn0033052"	"35529"	"SCAP"
"FBgn0033054"	"35531"	"CG14591"
"FBgn0033055"	"35532"	"Tbce"
"FBgn0033056"	"35533"	"CG7856"
"FBgn0284246"	"35536"	"l(2)k09848"
"FBgn0033060"	"35537"	"CG7849"
"FBgn0033061"	"35538"	"SmydA-5"
"FBgn0033062"	"35539"	"Ars2"
"FBgn0000546"	"35540"	"EcR"
"FBgn0033067"	"35545"	"CG11211"
"FBgn0262867"	"35546"	"Ptr"
"FBgn0050432"	"246611"	"CG30432"
"FBgn0033069"	"35547"	"eIF3f2"
"FBgn0050431"	"35549"	"CG30431"
"FBgn0033072"	"35550"	"CG17994"
"FBgn0021847"	"48387"	"l(2)k14710"
"FBgn0263144"	"35552"	"bin3"
"FBgn0033074"	"35553"	"tomboy40"
"FBgn0086655"	"35555"	"jing"
"FBgn0033076"	"35556"	"CG15233"
"FBgn0053919"	"3772720"	"CG33919"
"FBgn0262736"	"44307"	"Vha16-1"
"FBgn0026761"	"35559"	"Trap1"
"FBgn0042085"	"35560"	"Bap170"
"FBgn0033079"	"35561"	"Fmo-2"
"FBgn0029131"	"53585"	"Debcl"
"FBgn0050443"	"246618"	"Opbp"
"FBgn0033081"	"35563"	"geminin"
"FBgn0013732"	"35564"	"sced"
"FBgn0266518"	"35565"	"Dpit47"
"FBgn0284249"	"47082"	"Adf1"
"FBgn0033085"	"35567"	"CG15908"
"FBgn0033086"	"35568"	"CG9410"
"FBgn0033087"	"35569"	"Hsepi"
"FBgn0033088"	"35570"	"PGAP3"
"FBgn0033089"	"35571"	"CG17266"
"FBgn0033092"	"35574"	"CG9422"
"FBgn0259977"	"35573"	"Tdc1"
"FBgn0033090"	"35572"	"CG15909"
"FBgn0050446"	"246620"	"Tdc2"
"FBgn0033093"	"35575"	"CG3270"
"FBgn0259483"	"35576"	"Mob4"
"FBgn0014009"	"35577"	"Rab2"
"FBgn0266525"	"19836220"	"CG45092"
"FBgn0033095"	"35578"	"CG3409"
"FBgn0010482"	"46017"	"l(2)01289"
"FBgn0028579"	"35583"	"phtf"
"FBgn0042083"	"59261"	"CG3267"
"FBgn0027066"	"35584"	"Eb1"
"FBgn0033100"	"35585"	"CG3420"
"FBgn0033101"	"35586"	"CG9436"
"FBgn0085421"	"35588"	"Epac"
"FBgn0000473"	"35587"	"Cyp6a2"
"FBgn0014028"	"35590"	"SdhB"
"FBgn0033104"	"35591"	"CG15237"
"FBgn0022224"	"35592"	"ubl"
"FBgn0265003"	"35594"	"koi"
"FBgn0033108"	"35595"	"CG15236"
"FBgn0265935"	"35596"	"coro"
"FBgn0033110"	"35597"	"CG9447"
"FBgn0265137"	"49805"	"Spn42Da"
"FBgn0033112"	"35599"	"Spn42Db"
"FBgn0033113"	"35600"	"Spn42Dc"
"FBgn0028988"	"49808"	"Spn42Dd"
"FBgn0033115"	"35602"	"Spn42De"
"FBgn0033117"	"35604"	"CG3358"
"FBgn0053558"	"2768716"	"mim"
"FBgn0066293"	"2768717"	"CheB42b"
"FBgn0066292"	"2768715"	"CheB42c"
"FBgn0033121"	"35608"	"Cyp6u1"
"FBgn0050157"	"246489"	"CG30157"
"FBgn0022960"	"35609"	"vimar"
"FBgn0050156"	"246488"	"CG30156"
"FBgn0033122"	"35610"	"CG17002"
"FBgn0029508"	"59178"	"Tsp42Ea"
"FBgn0050159"	"35611"	"CG30159"
"FBgn0033124"	"35612"	"Tsp42Ec"
"FBgn0029506"	"35614"	"Tsp42Ee"
"FBgn0263655"	"14462556"	"CG43646"
"FBgn0263656"	"14462557"	"CG43647"
"FBgn0033137"	"35626"	"Tsp42Ep"
"FBgn0033136"	"35625"	"Tsp42Eo"
"FBgn0027558"	"35627"	"pgant3"
"FBgn0263934"	"53557"	"esn"
"FBgn0024294"	"45041"	"Spn43Aa"
"FBgn0003090"	"45343"	"pk"
"FBgn0024293"	"45040"	"Spn43Ab"
"FBgn0033149"	"35641"	"CG11060"
"FBgn0053140"	"35642"	"CG33140"
"FBgn0050384"	"246584"	"CG30384"
"FBgn0026602"	"44750"	"Ady43A"
"FBgn0033154"	"35647"	"CG1850"
"FBgn0033155"	"35648"	"Br140"
"FBgn0260991"	"35649"	"Incenp"
"FBgn0003174"	"44011"	"pwn"
"FBgn0033159"	"35652"	"Dscam1"
"FBgn0000352"	"35653"	"cos"
"FBgn0033160"	"35654"	"Dhx15"
"FBgn0041243"	"35655"	"Gr43a"
"FBgn0283450"	"35656"	"Glo1"
"FBgn0033166"	"35660"	"Eaf"
"FBgn0033165"	"35659"	"CG11113"
"FBgn0003460"	"35662"	"so"
"FBgn0033169"	"35664"	"CG11123"
"FBgn0033170"	"35665"	"sPLA2"
"FBgn0050503"	"246656"	"CG30503"
"FBgn0040513"	"35667"	"kappaB-Ras"
"FBgn0050502"	"35670"	"fa2h"
"FBgn0033174"	"35669"	"CG11125"
"FBgn0025885"	"35671"	"Inos"
"FBgn0033177"	"35672"	"CG11141"
"FBgn0033178"	"35673"	"CG11127"
"FBgn0033179"	"35674"	"p47"
"FBgn0010548"	"45398"	"Aldh-III"
"FBgn0259745"	"44653"	"wech"
"FBgn0263240"	"35677"	"Coop"
"FBgn0033183"	"35678"	"CG1620"
"FBgn0015929"	"35679"	"dpa"
"FBgn0261397"	"35680"	"didum"
"FBgn0033184"	"35681"	"mEFTu2"
"FBgn0025185"	"35682"	"az2"
"FBgn0033185"	"35683"	"CG1603"
"FBgn0033186"	"35684"	"CG1602"
"FBgn0033187"	"35685"	"PIG-G"
"FBgn0033188"	"35687"	"Drat"
"FBgn0264294"	"35688"	"Cyt-b5"
"FBgn0033190"	"35689"	"CG2137"
"FBgn0033191"	"35690"	"CG1598"
"FBgn0033192"	"35691"	"Corin"
"FBgn0050499"	"35692"	"CG30499"
"FBgn0004132"	"48986"	"boca"
"FBgn0033194"	"35693"	"Vps13"
"FBgn0004133"	"35694"	"blow"
"FBgn0033195"	"35695"	"CG1360"
"FBgn0261385"	"35696"	"scra"
"FBgn0033196"	"35697"	"CG1358"
"FBgn0263077"	"35698"	"CG43340"
"FBgn0033199"	"35702"	"CG17985"
"FBgn0028687"	"35701"	"Rpt1"
"FBgn0050491"	"35704"	"CG30491"
"FBgn0050495"	"246651"	"CG30495"
"FBgn0033204"	"35707"	"CG2065"
"FBgn0033205"	"35708"	"CG2064"
"FBgn0033206"	"35709"	"DCTN4-p62"
"FBgn0033208"	"35711"	"mRpL52"
"FBgn0033209"	"35712"	"CG12107"
"FBgn0033210"	"35713"	"U2A"
"FBgn0033212"	"35715"	"LRR"
"FBgn0050493"	"246650"	"CG30493"
"FBgn0050496"	"246652"	"CG30496"
"FBgn0003733"	"35717"	"tor"
"FBgn0033214"	"35718"	"CG1941"
"FBgn0033215"	"35719"	"CG1942"
"FBgn0033216"	"35720"	"CG1946"
"FBgn0042135"	"59173"	"CG18812"
"FBgn0001091"	"35728"	"Gapdh1"
"FBgn0002891"	"47186"	"mus205"
"FBgn0033224"	"35730"	"Nop17l"
"FBgn0003317"	"35731"	"sax"
"FBgn0033225"	"35732"	"CG1550"
"FBgn0033226"	"35733"	"CG1882"
"FBgn0029093"	"45268"	"cathD"
"FBgn0050383"	"246583"	"CG30383"
"FBgn0003082"	"35735"	"phr"
"FBgn0263121"	"45780"	"Prosalpha1"
"FBgn0263121"	"246582"	"CG30382"
"FBgn0042173"	"246511"	"CG18853"
"FBgn0050382"	"45780"	"Prosalpha1"
"FBgn0050382"	"246582"	"CG30382"
"FBgn0033229"	"35737"	"CG12822"
"FBgn0040780"	"50253"	"Atg10"
"FBgn0085390"	"35738"	"Dgk"
"FBgn0050377"	"50252"	"CG30377"
"FBgn0033232"	"35741"	"CG12159"
"FBgn0015509"	"35742"	"Cul1"
"FBgn0026393"	"35743"	"Or43b"
"FBgn0033233"	"35744"	"Kdm4A"
"FBgn0033234"	"35745"	"MFS12"
"FBgn0050381"	"246580"	"PIG-X"
"FBgn0023171"	"35746"	"rnh1"
"FBgn0026722"	"35747"	"drosha"
"FBgn0033235"	"35748"	"CG8728"
"FBgn0033236"	"35749"	"CG14764"
"FBgn0033240"	"35753"	"CG2906"
"FBgn0033241"	"35754"	"CG2915"
"FBgn0026361"	"43990"	"Sep5"
"FBgn0027548"	"35756"	"nito"
"FBgn0033243"	"35757"	"CG14763"
"FBgn0033244"	"35758"	"CG8726"
"FBgn0027054"	"35759"	"CSN4"
"FBgn0033246"	"35761"	"ACC"
"FBgn0033247"	"35762"	"Nup44A"
"FBgn0027788"	"35764"	"Hey"
"FBgn0025360"	"44108"	"Optix"
"FBgn0033252"	"35770"	"CG12769"
"FBgn0040778"	"50251"	"CG17977"
"FBgn0020279"	"35771"	"lig"
"FBgn0021814"	"47408"	"Vps28"
"FBgn0025469"	"35773"	"slv"
"FBgn0028563"	"35774"	"sut1"
"FBgn0028562"	"44269"	"sut2"
"FBgn0028561"	"44268"	"sut3"
"FBgn0033257"	"35777"	"sand"
"FBgn0033258"	"35778"	"CG8712"
"FBgn0033259"	"35779"	"CG11210"
"FBgn0033260"	"35780"	"Cul4"
"FBgn0033261"	"35781"	"udd"
"FBgn0050372"	"35783"	"Asap"
"FBgn0033264"	"35784"	"Nup50"
"FBgn0033265"	"35785"	"coil"
"FBgn0033266"	"35786"	"Socs44A"
"FBgn0260398"	"35787"	"Pbp49"
"FBgn0260390"	"8674068"	"CG42516"
"FBgn0005648"	"35788"	"Pabp2"
"FBgn0033268"	"35789"	"Obp44a"
"FBgn0263593"	"35790"	"Lpin"
"FBgn0010504"	"46027"	"kermit"
"FBgn0033271"	"35792"	"CG8708"
"FBgn0033272"	"35793"	"RagC-D"
"FBgn0021995"	"44087"	"Rs1"
"FBgn0050373"	"246573"	"CG30373"
"FBgn0033273"	"35795"	"Gasz"
"FBgn0011659"	"35796"	"Mlh1"
"FBgn0033274"	"35797"	"CG14757"
"FBgn0053087"	"35799"	"LRP1"
"FBgn0085246"	"5740254"	"CG34217"
"FBgn0010109"	"35800"	"dpn"
"FBgn0013726"	"35801"	"pnut"
"FBgn0050375"	"246575"	"CG30375"
"FBgn0261588"	"35813"	"pdm3"
"FBgn0033283"	"35808"	"CG11635"
"FBgn0050364"	"246567"	"hubl"
"FBgn0050362"	"35809"	"boly"
"FBgn0028836"	"35816"	"CSN7"
"FBgn0033292"	"35821"	"Cyp4ad1"
"FBgn0014469"	"35822"	"Cyp4e2"
"FBgn0015034"	"44632"	"Cyp4e1"
"FBgn0002570"	"35824"	"Mal-A1"
"FBgn0002569"	"35825"	"Mal-A2"
"FBgn0050361"	"35832"	"mtt"
"FBgn0033304"	"35837"	"Cyp6a13"
"FBgn0259226"	"35838"	"CG42326"
"FBgn0033307"	"35840"	"CG14752"
"FBgn0033308"	"35841"	"CG8736"
"FBgn0033309"	"35842"	"CG8735"
"FBgn0267792"	"35843"	"rgr"
"FBgn0033313"	"35846"	"Cirl"
"FBgn0022027"	"35847"	"Vps25"
"FBgn0033315"	"35848"	"beta3GalTII"
"FBgn0033316"	"35849"	"CG14749"
"FBgn0033317"	"35850"	"CG8635"
"FBgn0003892"	"35851"	"ptc"
"FBgn0263120"	"46068"	"Acsl"
"FBgn0043575"	"35862"	"PGRP-SC2"
"FBgn0040777"	"50250"	"CG14767"
"FBgn0050357"	"246563"	"CG30357"
"FBgn0005695"	"35864"	"gcl"
"FBgn0050356"	"246562"	"CG30356"
"FBgn0086784"	"35865"	"stmA"
"FBgn0027585"	"35866"	"CG8740"
"FBgn0024189"	"44097"	"sns"
"FBgn0050350"	"246556"	"CG30350"
"FBgn0011286"	"49090"	"RyR"
"FBgn0033337"	"35875"	"CG8272"
"FBgn0021825"	"44086"	"DCTN2-p50"
"FBgn0033339"	"35877"	"Sec31"
"FBgn0027513"	"35878"	"ana2"
"FBgn0033340"	"35879"	"CG13751"
"FBgn0033341"	"35880"	"MrgBP"
"FBgn0004921"	"35881"	"Ggamma1"
"FBgn0284436"	"35882"	"CCT8"
"FBgn0050349"	"35885"	"CG30349"
"FBgn0033344"	"35884"	"CG8252"
"FBgn0003074"	"35886"	"Pgi"
"FBgn0002552"	"45325"	"lin"
"FBgn0085248"	"5740281"	"CG34219"
"FBgn0033347"	"35888"	"CG8248"
"FBgn0033348"	"35889"	"Spt"
"FBgn0033349"	"35890"	"CG8243"
"FBgn0033350"	"35891"	"CG8237"
"FBgn0033351"	"35892"	"AIMP1"
"FBgn0033352"	"35893"	"PAN2"
"FBgn0033353"	"35894"	"CG13749"
"FBgn0033354"	"35895"	"FANCI"
"FBgn0027607"	"35897"	"CG8230"
"FBgn0053199"	"326329"	"CG33199"
"FBgn0033356"	"35898"	"CG8229"
"FBgn0033357"	"35899"	"Tom7"
"FBgn0011300"	"35900"	"babo"
"FBgn0265011"	"35904"	"Np"
"FBgn0033362"	"35905"	"CG8172"
"FBgn0033363"	"35906"	"CG13744"
"FBgn0033365"	"35908"	"CG8170"
"FBgn0033366"	"35909"	"Ance-4"
"FBgn0033367"	"35910"	"PPO2"
"FBgn0011746"	"35913"	"ana"
"FBgn0025709"	"35914"	"CNT2"
"FBgn0033371"	"35915"	"CNT1"
"FBgn0033372"	"35916"	"CG13742"
"FBgn0010220"	"35917"	"Dbp45A"
"FBgn0033373"	"35918"	"CG8080"
"FBgn0033375"	"35920"	"CG8078"
"FBgn0033376"	"35921"	"CG8777"
"FBgn0015838"	"35922"	"Vang"
"FBgn0033377"	"35923"	"Pmm45A"
"FBgn0033378"	"35924"	"tsu"
"FBgn0033379"	"35925"	"Mys45A"
"FBgn0033380"	"35926"	"Phax"
"FBgn0003612"	"35927"	"Su(var)2-10"
"FBgn0033381"	"35928"	"GstE13"
"FBgn0027561"	"35929"	"CG18659"
"FBgn0033382"	"35930"	"Hydr1"
"FBgn0260972"	"35931"	"alc"
"FBgn0265313"	"19835613"	"CG44286"
"FBgn0028955"	"35932"	"CG8788"
"FBgn0086656"	"35933"	"shrb"
"FBgn0050342"	"35934"	"Prp38"
"FBgn0050344"	"246552"	"CG30344"
"FBgn0050345"	"246553"	"CG30345"
"FBgn0033387"	"35935"	"CG8008"
"FBgn0033388"	"35936"	"CG8046"
"FBgn0033389"	"35937"	"Rad51D"
"FBgn0259728"	"35938"	"CG42382"
"FBgn0015477"	"35939"	"Rme-8"
"FBgn0002567"	"35940"	"Rab32"
"FBgn0033391"	"35941"	"CG8026"
"FBgn0266486"	"19834931"	"CG45085"
"FBgn0015561"	"35942"	"unpg"
"FBgn0033392"	"35943"	"CG8027"
"FBgn0262515"	"35944"	"VhaAC45"
"FBgn0010114"	"35949"	"hig"
"FBgn0033395"	"35946"	"Cyp4p2"
"FBgn0015037"	"45524"	"Cyp4p1"
"FBgn0033397"	"35948"	"Cyp4p3"
"FBgn0020621"	"35950"	"Pkn"
"FBgn0083977"	"4379870"	"CG34141"
"FBgn0033400"	"35952"	"CG2063"
"FBgn0033401"	"35953"	"CG1968"
"FBgn0026326"	"35954"	"Mad1"
"FBgn0028408"	"35955"	"Drep2"
"FBgn0033402"	"35956"	"Myd88"
"FBgn0033403"	"35957"	"CG13739"
"FBgn0033405"	"35959"	"CG13954"
"FBgn0010549"	"47905"	"l(2)03659"
"FBgn0033408"	"35962"	"CG8800"
"FBgn0028473"	"35963"	"Non1"
"FBgn0016970"	"48373"	"l(2)k10201"
"FBgn0053774"	"3772288"	"CG33774"
"FBgn0016078"	"35966"	"wun"
"FBgn0041087"	"53558"	"wun2"
"FBgn0033413"	"35969"	"prel"
"FBgn0017558"	"35970"	"Pdk"
"FBgn0029092"	"35971"	"ced-6"
"FBgn0259234"	"35974"	"Camta"
"FBgn0004360"	"35975"	"Wnt2"
"FBgn0259246"	"35977"	"brp"
"FBgn0033421"	"35979"	"CG1888"
"FBgn0033422"	"35980"	"Or45b"
"FBgn0033423"	"35981"	"CG1809"
"FBgn0085436"	"5740252"	"Not1"
"FBgn0033426"	"35984"	"CG1814"
"FBgn0033427"	"35985"	"Smyd4-1"
"FBgn0033428"	"35986"	"Updo"
"FBgn0033429"	"35987"	"CG12929"
"FBgn0285949"	"35988"	"RpL31"
"FBgn0261016"	"5740204"	"clos"
"FBgn0033431"	"35989"	"CG1827"
"FBgn0010342"	"35991"	"Map60"
"FBgn0033434"	"35993"	"CG1902"
"FBgn0050338"	"246548"	"CG30338"
"FBgn0050000"	"35995"	"GstT1"
"FBgn0050005"	"246386"	"GstT2"
"FBgn0033437"	"35996"	"CG12926"
"FBgn0033438"	"35997"	"Mmp2"
"FBgn0023143"	"35998"	"Uba1"
"FBgn0033439"	"35999"	"CG1773"
"FBgn0010316"	"36001"	"dap"
"FBgn0259678"	"36002"	"sqa"
"FBgn0005614"	"36003"	"trpl"
"FBgn0027589"	"36005"	"CG1688"
"FBgn0050001"	"246383"	"CG30001"
"FBgn0033447"	"36010"	"dila"
"FBgn0033448"	"36011"	"hebe"
"FBgn0033449"	"36012"	"CG1663"
"FBgn0033450"	"36013"	"Lsm11"
"FBgn0033451"	"36014"	"CG1665"
"FBgn0266186"	"36015"	"Vamp7"
"FBgn0033453"	"36016"	"CG1667"
"FBgn0023180"	"36017"	"Orc6"
"FBgn0023175"	"36018"	"Prosalpha7"
"FBgn0033454"	"36019"	"CG1671"
"FBgn0027580"	"36020"	"PCB"
"FBgn0285962"	"47272"	"CG46338"
"FBgn0033457"	"36022"	"Ntmt"
"FBgn0033458"	"36023"	"CG18446"
"FBgn0033459"	"36024"	"CG12744"
"FBgn0033460"	"36025"	"Sec24AB"
"FBgn0033463"	"36028"	"CG1513"
"FBgn0285892"	"36027"	"tea"
"FBgn0011656"	"36032"	"Mef2"
"FBgn0033467"	"36034"	"CG15863"
"FBgn0283510"	"36033"	"Pal1"
"FBgn0033468"	"36035"	"CG1418"
"FBgn0033469"	"36036"	"CG12133"
"FBgn0027619"	"36037"	"eIF3j"
"FBgn0033471"	"36038"	"CG12134"
"FBgn0000606"	"36039"	"eve"
"FBgn0022382"	"36041"	"Pka-R2"
"FBgn0033473"	"36042"	"CG12128"
"FBgn0033474"	"36043"	"CG1407"
"FBgn0033475"	"36044"	"CG12129"
"FBgn0033476"	"36045"	"oys"
"FBgn0085249"	"5740467"	"CG34220"
"FBgn0040773"	"50246"	"COX7C"
"FBgn0265342"	"19835750"	"CG44296"
"FBgn0263260"	"36046"	"sel"
"FBgn0262169"	"36048"	"magu"
"FBgn0033479"	"36049"	"PIG-N"
"FBgn0033480"	"36050"	"mRpL42"
"FBgn0013435"	"36051"	"Cdc2rk"
"FBgn0033481"	"36052"	"CG12920"
"FBgn0033482"	"36053"	"CG1371"
"FBgn0033483"	"36054"	"egr"
"FBgn0033484"	"36056"	"CG2269"
"FBgn0001291"	"36057"	"Jra"
"FBgn0033485"	"36058"	"RpLP0-like"
"FBgn0004907"	"36059"	"14-3-3zeta"
"FBgn0003071"	"36060"	"Pfk"
"FBgn0033486"	"36061"	"dmpd"
"FBgn0010531"	"46035"	"Ccs"
"FBgn0050011"	"36064"	"gem"
"FBgn0033490"	"36065"	"CG12917"
"FBgn0026388"	"2768728"	"Or46a"
"FBgn0033491"	"36068"	"CG18011"
"FBgn0033494"	"36071"	"KCNQ"
"FBgn0000448"	"36073"	"Hr3"
"FBgn0005619"	"36076"	"Hdc"
"FBgn0033498"	"36077"	"CG12209"
"FBgn0033500"	"36079"	"CG12913"
"FBgn0003660"	"36080"	"Syb"
"FBgn0033501"	"36081"	"CG12911"
"FBgn0033502"	"36082"	"CG12910"
"FBgn0033504"	"36084"	"CAP"
"FBgn0033507"	"36087"	"CG12909"
"FBgn0026403"	"36089"	"Ndg"
"FBgn0261698"	"5740325"	"SLO2"
"FBgn0033518"	"36098"	"Prx2540-2"
"FBgn0033519"	"36099"	"CG11825"
"FBgn0053474"	"2768725"	"CG33474"
"FBgn0033520"	"246663"	"Prx2540-1"
"FBgn0033521"	"36101"	"CG12896"
"FBgn0262114"	"36102"	"RanBPM"
"FBgn0033523"	"36103"	"CG12895"
"FBgn0001122"	"36104"	"Galphao"
"FBgn0033526"	"36107"	"Caf1-105"
"FBgn0033527"	"36108"	"CG11777"
"FBgn0261862"	"36109"	"whd"
"FBgn0033528"	"36110"	"trsn"
"FBgn0033529"	"36111"	"CG17765"
"FBgn0283521"	"44548"	"lola"
"FBgn0263102"	"36118"	"psq"
"FBgn0033538"	"36121"	"CG11883"
"FBgn0033539"	"36122"	"Git"
"FBgn0033540"	"36123"	"Elp2"
"FBgn0033541"	"36124"	"CG12934"
"FBgn0024836"	"36125"	"stan"
"FBgn0033543"	"36128"	"CG12338"
"FBgn0033544"	"36129"	"CG7220"
"FBgn0024956"	"36130"	"Mat1"
"FBgn0053144"	"36131"	"CG33144"
"FBgn0027499"	"36133"	"wde"
"FBgn0033547"	"36134"	"CG12935"
"FBgn0033548"	"36135"	"CG7637"
"FBgn0033549"	"36136"	"mms4"
"FBgn0033550"	"36137"	"CG12341"
"FBgn0033551"	"36138"	"CG7222"
"FBgn0086898"	"36139"	"dgo"
"FBgn0029134"	"45269"	"Prosbeta5"
"FBgn0033554"	"36141"	"Lsm10"
"FBgn0033555"	"36142"	"RpS15Ab"
"FBgn0033556"	"36143"	"CG12343"
"FBgn0033557"	"36144"	"CG12325"
"FBgn0033558"	"36145"	"CG12344"
"FBgn0027525"	"36146"	"LTV1"
"FBgn0050015"	"36147"	"CG30015"
"FBgn0050016"	"246393"	"CG30016"
"FBgn0263510"	"36150"	"nclb"
"FBgn0010356"	"47900"	"Taf5"
"FBgn0033564"	"3772165"	"Pex6"
"FBgn0061356"	"3771779"	"CG18003"
"FBgn0033566"	"36154"	"CG18004"
"FBgn0050020"	"36156"	"CG30020"
"FBgn0017414"	"36157"	"cag"
"FBgn0033569"	"36158"	"CG12942"
"FBgn0033570"	"36159"	"ND-B14"
"FBgn0033571"	"36160"	"Rpb5"
"FBgn0033574"	"36163"	"Spn47C"
"FBgn0040765"	"2768719"	"luna"
"FBgn0050489"	"246648"	"Cyp12d1-p"
"FBgn0053503"	"2768720"	"Cyp12d1-d"
"FBgn0033578"	"36167"	"BBS4"
"FBgn0033581"	"36170"	"CG12391"
"FBgn0003396"	"36171"	"shn"
"FBgn0033582"	"36172"	"CG9084"
"FBgn0037084"	"40373"	"Syx6"
"FBgn0033584"	"36174"	"CG7737"
"FBgn0050021"	"36176"	"metro"
"FBgn0033590"	"36180"	"CG13217"
"FBgn0085253"	"5740585"	"CG34224"
"FBgn0033591"	"36181"	"CG13216"
"FBgn0033603"	"36194"	"Cpr47Ef"
"FBgn0086519"	"36196"	"Cpr47Eg"
"FBgn0033605"	"36197"	"CG9067"
"FBgn0041174"	"53433"	"Vhl"
"FBgn0033607"	"36199"	"CG9062"
"FBgn0033608"	"36200"	"CG13220"
"FBgn0033609"	"36201"	"Fbl6"
"FBgn0033610"	"36202"	"CG18335"
"FBgn0015582"	"36203"	"dare"
"FBgn0040763"	"50236"	"CG18336"
"FBgn0259238"	"36205"	"CG42336"
"FBgn0033615"	"36208"	"CG7741"
"FBgn0025373"	"36209"	"Fpps"
"FBgn0033616"	"36210"	"CG7745"
"FBgn0016047"	"45587"	"nompA"
"FBgn0003382"	"36213"	"sha"
"FBgn0043470"	"36214"	"lambdaTry"
"FBgn0033624"	"36224"	"CG12384"
"FBgn0001276"	"45881"	"ix"
"FBgn0024188"	"44724"	"san"
"FBgn0041241"	"117345"	"Gr47b"
"FBgn0033627"	"36227"	"CG13204"
"FBgn0021795"	"45680"	"Tapdelta"
"FBgn0033628"	"36229"	"CG13203"
"FBgn0033631"	"36232"	"Sod3"
"FBgn0082585"	"246397"	"sprt"
"FBgn0050022"	"36233"	"CG30022"
"FBgn0015872"	"36236"	"Drip"
"FBgn0040503"	"36235"	"CG7763"
"FBgn0000581"	"36238"	"E(Pc)"
"FBgn0001269"	"36239"	"inv"
"FBgn0000577"	"36240"	"en"
"FBgn0033636"	"36241"	"tou"
"FBgn0086712"	"36242"	"Egm"
"FBgn0033638"	"36243"	"CG9005"
"FBgn0033639"	"36244"	"CG9003"
"FBgn0085257"	"5740377"	"CG34228"
"FBgn0044020"	"36246"	"Roc2"
"FBgn0050035"	"36248"	"Tret1-1"
"FBgn0033644"	"36249"	"Tret1-2"
"FBgn0033645"	"36250"	"CG13196"
"FBgn0010516"	"36252"	"wal"
"FBgn0062449"	"36253"	"CG13197"
"FBgn0033649"	"36255"	"pyr"
"FBgn0033652"	"36258"	"ths"
"FBgn0033653"	"36259"	"CG13192"
"FBgn0033654"	"36260"	"Sobp"
"FBgn0259832"	"5740848"	"CG34229"
"FBgn0033657"	"36263"	"Sln"
"FBgn0013756"	"36264"	"Mtor"
"FBgn0085259"	"5740558"	"CG34230"
"FBgn0033659"	"36266"	"Damm"
"FBgn0033661"	"36268"	"CG13185"
"FBgn0260932"	"36269"	"cuff"
"FBgn0033663"	"36270"	"ERp60"
"FBgn0284245"	"36271"	"eEF1alpha1"
"FBgn0260959"	"36272"	"MCPH1"
"FBgn0033665"	"36273"	"Zip48C"
"FBgn0033668"	"36276"	"exp"
"FBgn0033669"	"36277"	"PI31"
"FBgn0026573"	"36278"	"ADD1"
"FBgn0050036"	"246408"	"CG30036"
"FBgn0050037"	"246409"	"CG30037"
"FBgn0053145"	"36279"	"GalT1"
"FBgn0011704"	"36280"	"RnrS"
"FBgn0085260"	"5740811"	"CG34231"
"FBgn0033672"	"36281"	"rho-7"
"FBgn0033673"	"36282"	"CG8298"
"FBgn0004839"	"36283"	"otk"
"FBgn0267728"	"36284"	"otk2"
"FBgn0259985"	"36285"	"Mppe"
"FBgn0260012"	"36286"	"pds5"
"FBgn0033677"	"36287"	"CG8321"
"FBgn0010339"	"36288"	"128up"
"FBgn0004463"	"36289"	"RpIII128"
"FBgn0086677"	"36295"	"jeb"
"FBgn0027495"	"36299"	"Smyd4-4"
"FBgn0033685"	"36300"	"OSCP1"
"FBgn0033686"	"36301"	"Hen1"
"FBgn0027504"	"36302"	"CG8878"
"FBgn0033688"	"36304"	"Prp8"
"FBgn0085261"	"5740195"	"CG34232"
"FBgn0014184"	"36307"	"Oda"
