# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/CBP_PPC.featureCount.count.tab.txt" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam
FBtr0084912	3R	25881327	25881477	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300820	3R	25881934	25882084	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300819	3R	25881934	25882084	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084910	3R	25881934	25882084	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084911	3R	25882524	25882674	+	151	20	44	31	52	17	49	12	50	25	34	6	57	7
FBtr0084937	3R	25888492	25888642	+	151	343	63	176	57	172	75	83	64	197	58	84	69	27
FBtr0084938	3R	25893445	25893595	+	151	331	58	329	65	134	68	105	71	178	58	163	74	31
FBtr0309040	3R	25895772	25895922	+	151	21	51	19	46	7	55	9	57	17	39	6	58	6
FBtr0084940	3R	25897426	25897576	+	151	11	49	11	45	10	60	7	34	11	38	8	58	7
FBtr0344119	3R	25899853	25900003	+	151	0	43	1	57	1	66	0	48	2	53	1	78	8
FBtr0309041	3R	25900505	25900655	+	151	11	61	9	69	6	59	4	59	7	59	3	60	8
FBtr0084942	3R	25902593	25902743	+	151	14	110	13	128	7	64	3	66	5	62	9	69	12
FBtr0290138	3R	25906972	25907122	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290141	3R	25906972	25907122	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290140	3R	25906972	25907122	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290137	3R	25906972	25907122	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290139	3R	25906972	25907122	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084984	3R	25922534	25922684	-	151	1	64	1	54	1	57	1	53	4	49	1	48	5
FBtr0304043	3R	25956170	25956320	-	151	14	43	19	36	15	41	4	40	7	38	7	53	5
FBtr0084948	3R	25959229	25959379	+	151	3	71	3	54	3	43	1	63	3	61	1	78	7
FBtr0084949	3R	25961944	25962094	+	151	11	47	11	55	6	49	9	57	9	33	4	58	6
FBtr0334898	3R	25970030	25970180	+	151	7	39	10	32	8	40	3	48	6	36	15	48	6
FBtr0330183	3R	25982963	25983113	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084952	3R	25982963	25983113	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084953	3R	25982963	25983113	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305046	3R	25996896	25997046	-	151	213	43	180	61	111	52	71	55	181	47	135	53	10
FBtr0084954	3R	25997571	25997721	+	151	191	50	196	49	65	56	42	58	166	37	110	56	11
FBtr0310083	3R	26014671	26014821	+	151	21	70	13	71	17	79	4	81	12	58	7	75	7
FBtr0084958	3R	26021773	26021923	+	151	60	42	68	63	38	53	26	56	41	35	30	61	8
FBtr0084959	3R	26032861	26033011	+	151	24	54	29	55	37	50	22	67	32	48	20	59	16
FBtr0339900	3R	26041686	26041836	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302952	3R	26041686	26041836	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084963	3R	26042030	26042180	+	151	587	51	608	57	202	63	160	57	297	45	294	53	40
FBtr0302951	3R	26042591	26042741	+	151	120	47	120	43	51	47	38	43	79	44	66	42	18
FBtr0084965	3R	26042770	26042920	+	151	168	47	170	51	58	54	45	45	93	48	91	54	14
FBtr0084978	3R	26052157	26052307	-	151	296	56	290	73	144	65	90	67	218	67	145	85	22
FBtr0084967	3R	26052771	26052921	+	151	213	71	226	60	112	62	83	67	152	48	115	80	23
FBtr0084976	3R	26055338	26055488	-	151	256	57	289	59	91	57	66	53	148	62	104	60	20
FBtr0084969	3R	26059446	26059596	+	151	0	4	0	4	0	2	0	4	0	7	1	2	0
FBtr0346731	3R	26059458	26059608	+	151	6	3	2	1	1	4	1	2	3	2	0	2	1
FBtr0084971	3R	26062911	26063061	-	151	12	55	8	79	6	74	3	74	12	53	6	75	9
FBtr0113293	3R	26097952	26098102	-	151	11	44	6	58	7	47	2	67	7	42	3	60	6
FBtr0113294	3R	26098611	26098761	-	151	75	56	100	61	18	51	9	48	56	48	29	49	11
FBtr0333925	3R	26106818	26106968	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084985	3R	26106818	26106968	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0273389	3R	26126609	26126759	+	151	2	42	0	55	2	58	0	63	1	35	1	61	5
FBtr0333926	3R	26128754	26128904	+	151	4	55	7	66	1	76	2	59	4	62	4	61	8
FBtr0084987	3R	26133104	26133254	+	151	12	59	17	44	11	55	7	62	14	37	10	57	5
FBtr0084988	3R	26170797	26170947	+	151	16	41	10	34	7	58	2	50	4	44	7	36	2
FBtr0307339	3R	26171337	26171487	+	151	5	58	0	53	1	52	0	56	3	51	0	67	7
FBtr0085003	3R	26188707	26188857	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307342	3R	26188707	26188857	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339612	3R	26230198	26230348	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084990	3R	26230198	26230348	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084999	3R	26258179	26258329	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085000	3R	26258179	26258329	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310660	3R	26259113	26259263	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0114544	3R	26259113	26259263	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0084995	3R	26259735	26259885	-	151	10	50	5	66	6	71	8	70	1	59	0	53	5
FBtr0085001	3R	26261312	26261462	-	151	9	21	10	37	21	28	9	27	4	22	12	22	5
FBtr0084994	3R	26261491	26261641	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339614	3R	26261491	26261641	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310661	3R	26261491	26261641	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300399	3R	26262612	26262762	+	151	20	35	26	36	11	34	9	45	23	43	11	37	4
FBtr0300398	3R	26268240	26268390	+	151	6	40	7	49	6	52	4	57	11	62	4	48	6
FBtr0100012	3R	26318305	26318455	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346107	3R	26318305	26318455	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085027	3R	26345373	26345523	-	151	14	37	4	43	10	46	3	48	3	41	3	38	4
FBtr0100013	3R	26355388	26355538	+	151	5	43	5	48	8	59	1	45	4	34	6	50	1
FBtr0113295	3R	26403556	26403706	-	151	10	41	15	47	14	47	9	56	8	27	5	37	7
FBtr0085006	3R	26414038	26414188	+	151	6	47	10	62	5	60	3	50	7	53	4	47	8
FBtr0339598	3R	26440728	26440878	+	151	18	31	26	41	8	42	5	31	5	23	4	46	10
FBtr0085009	3R	26441487	26441637	+	151	2	57	1	70	3	35	1	68	2	56	1	62	9
FBtr0085010	3R	26449029	26449179	+	151	6	47	5	63	7	64	8	58	4	49	2	57	3
FBtr0085011	3R	26450621	26450771	+	151	6	48	10	64	7	58	0	63	4	50	1	59	11
FBtr0330152	3R	26452484	26452634	+	151	71	44	59	53	30	51	23	59	44	62	40	58	13
FBtr0085014	3R	26458199	26458349	+	151	7	41	15	43	7	50	9	43	6	34	2	36	5
FBtr0085015	3R	26461477	26461627	+	151	15	35	15	38	14	37	11	41	10	35	6	42	4
FBtr0085016	3R	26465490	26465640	+	151	14	30	12	34	7	42	6	50	8	28	1	39	2
FBtr0305049	3R	26535117	26535267	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302209	3R	26535117	26535267	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308630	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308623	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308625	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308634	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308622	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308632	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308624	3R	26536300	26536450	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335520	3R	26568563	26568713	+	151	48	51	34	56	12	62	8	53	14	35	8	46	4
FBtr0085029	3R	26619068	26619218	+	151	8	29	11	31	3	41	1	55	8	39	4	39	10
FBtr0085057	3R	26623443	26623593	-	151	26	46	26	59	13	50	7	46	11	42	2	41	7
FBtr0085056	3R	26625552	26625702	-	151	16	43	16	48	12	40	6	41	9	28	10	40	5
FBtr0085031	3R	26631819	26631969	+	151	16	30	11	36	10	40	5	33	9	43	3	32	9
FBtr0085033	3R	26634835	26634985	+	151	4	44	2	69	7	52	2	61	7	37	0	52	3
FBtr0085035	3R	26639975	26640125	+	151	10	28	12	34	5	38	5	55	7	42	5	26	10
FBtr0085036	3R	26656390	26656540	+	151	13	37	13	51	14	49	6	42	11	39	7	38	9
FBtr0290328	3R	26681866	26682016	-	151	8	27	16	42	17	40	11	39	13	47	8	48	7
FBtr0085049	3R	26693490	26693640	-	151	4	46	6	52	4	54	3	41	3	34	1	52	3
FBtr0085048	3R	26714059	26714209	-	151	13	34	19	42	10	44	3	30	12	34	7	32	1
FBtr0085047	3R	26717289	26717439	-	151	218	74	160	100	107	58	66	65	125	80	78	98	17
FBtr0085039	3R	26717821	26717971	+	151	58	58	51	68	14	64	12	69	22	67	16	63	7
FBtr0339242	3R	26725116	26725266	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085046	3R	26725116	26725266	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344267	3R	26727264	26727414	+	151	4	34	19	37	7	45	11	41	33	43	10	50	8
FBtr0100441	3R	26727468	26727618	+	151	8	36	15	36	7	31	4	47	12	32	5	30	10
FBtr0339239	3R	26727768	26727918	+	151	13	57	9	55	4	58	1	51	9	33	7	58	4
FBtr0330155	3R	26798991	26799141	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330154	3R	26798991	26799141	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334310	3R	26862713	26862863	-	151	66	59	62	76	24	74	13	69	48	64	24	58	9
FBtr0300939	3R	26863030	26863180	-	151	340	70	398	82	136	73	95	77	188	56	154	57	21
FBtr0085061	3R	26863326	26863476	+	151	125	65	112	79	63	62	45	75	113	53	61	85	20
FBtr0085096	3R	26866525	26866675	-	151	111	44	158	53	58	45	39	46	65	33	71	51	14
FBtr0085095	3R	26866707	26866857	-	151	369	42	382	40	165	43	107	50	262	47	174	47	22
FBtr0334311	3R	26866879	26867029	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085062	3R	26866879	26867029	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334309	3R	26870467	26870617	-	151	60	48	50	57	33	59	22	63	32	44	14	53	13
FBtr0085094	3R	26871895	26872045	-	151	29	58	38	70	14	62	13	55	17	59	12	55	9
FBtr0085093	3R	26875642	26875792	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100335	3R	26875642	26875792	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100339	3R	26875642	26875792	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085064	3R	26876580	26876730	+	151	150	86	57	89	82	76	13	89	57	74	21	77	14
FBtr0085090	3R	26881044	26881194	-	151	3	3	6	8	1	7	2	6	2	2	1	7	2
FBtr0085091	3R	26881071	26881221	-	151	3	7	8	12	2	8	2	5	3	7	4	4	1
FBtr0336724	3R	26881684	26881834	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085065	3R	26881684	26881834	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330167	3R	26912786	26912936	-	151	336	67	316	91	157	77	97	64	236	64	171	68	23
FBtr0472698	3R	26915711	26915861	+	151	108	60	90	69	33	55	21	56	54	36	36	66	18
FBtr0472699	3R	26923592	26923742	+	151	10	49	12	53	3	54	7	57	9	53	6	48	3
FBtr0085067	3R	26945484	26945634	+	151	4	71	9	82	1	80	1	80	1	67	2	88	4
FBtr0085068	3R	26947780	26947930	+	151	7	72	4	68	11	58	4	50	6	75	4	80	10
FBtr0085085	3R	26953154	26953304	-	151	93	58	77	52	37	56	20	61	31	33	39	55	9
FBtr0085084	3R	26958391	26958541	-	151	15	47	18	52	11	45	7	45	15	52	6	40	4
FBtr0273310	3R	26964717	26964867	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336726	3R	26964717	26964867	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085082	3R	26964717	26964867	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345260	3R	26966385	26966535	-	151	33	65	33	58	16	53	12	40	25	46	27	66	12
FBtr0301134	3R	26966880	26967030	+	151	146	57	111	62	56	52	41	64	76	55	71	58	11
FBtr0452128	3R	26978491	26978641	+	151	24	44	19	46	12	56	12	55	8	46	10	29	4
FBtr0085074	3R	26980468	26980618	+	151	28	52	19	49	11	45	15	41	21	50	16	45	7
FBtr0307506	3R	26987551	26987701	-	151	10	35	7	45	3	67	2	44	8	38	3	50	9
FBtr0085080	3R	26988417	26988567	-	151	12	51	14	52	10	52	6	62	15	47	8	48	3
FBtr0085075	3R	26994782	26994932	+	151	12	42	22	37	6	40	5	43	13	46	11	36	5
FBtr0345267	3R	26996930	26997080	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345268	3R	26996930	26997080	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301977	3R	26999702	26999852	+	151	3	60	2	61	3	62	1	84	4	41	1	50	7
FBtr0085078	3R	27005369	27005519	-	151	14	46	4	49	6	46	5	59	7	46	4	39	5
FBtr0085077	3R	27006955	27007105	-	151	18	31	21	39	22	48	7	60	10	33	7	42	2
FBtr0085153	3R	27018187	27018337	-	151	6	70	4	47	2	64	2	61	2	62	2	67	6
FBtr0085152	3R	27019651	27019801	-	151	12	52	9	54	9	56	6	61	8	42	3	72	5
FBtr0085151	3R	27021278	27021428	-	151	12	38	9	48	6	43	3	53	7	48	2	48	8
FBtr0085150	3R	27023117	27023267	-	151	11	49	11	46	13	34	4	41	8	34	5	58	3
FBtr0085149	3R	27026009	27026159	-	151	7	34	8	38	11	53	2	44	9	42	2	59	3
FBtr0085101	3R	27049170	27049320	+	151	16	30	9	49	7	48	7	33	15	30	10	31	4
FBtr0331704	3R	27063678	27063828	-	151	13	27	13	25	6	39	4	48	11	29	9	43	9
FBtr0346156	3R	27064099	27064249	-	151	11	47	6	65	6	67	3	51	6	50	2	52	8
FBtr0112834	3R	27069970	27070120	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085140	3R	27069970	27070120	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299564	3R	27075820	27075970	+	151	16	43	12	34	9	37	4	44	5	23	5	42	4
FBtr0085136	3R	27086519	27086669	-	151	14	51	13	33	4	35	5	43	8	37	3	39	12
FBtr0331703	3R	27087678	27087828	-	151	7	24	8	33	12	39	4	24	7	15	11	40	3
FBtr0085135	3R	27091030	27091180	-	151	13	58	16	57	8	42	11	57	16	36	9	61	3
FBtr0085103	3R	27093093	27093243	+	151	3	65	1	51	4	66	1	70	2	51	1	52	5
FBtr0085104	3R	27094483	27094633	+	151	16	54	20	53	8	55	7	53	11	41	17	64	7
FBtr0310079	3R	27099579	27099729	-	151	9	42	3	65	5	63	1	68	4	59	2	80	10
FBtr0473592	3R	27101180	27101330	+	151	3	58	4	47	4	53	4	45	2	39	3	48	5
FBtr0473591	3R	27101344	27101494	+	151	9	30	11	37	9	37	10	41	8	35	3	42	6
FBtr0085133	3R	27106084	27106234	-	151	11	37	17	52	8	37	8	42	21	41	9	53	2
FBtr0345216	3R	27111725	27111875	-	151	154	56	141	56	61	51	36	45	77	36	58	50	13
FBtr0085132	3R	27112170	27112320	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0347412	3R	27112170	27112320	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339262	3R	27112516	27112666	+	151	168	74	165	79	71	72	37	72	106	63	84	63	12
FBtr0085131	3R	27116607	27116757	-	151	73	24	94	23	28	20	17	23	49	20	34	29	7
FBtr0085108	3R	27116695	27116845	+	151	61	27	66	25	16	21	12	24	22	20	19	30	1
FBtr0085109	3R	27118596	27118746	+	151	10	69	9	60	6	71	5	69	10	45	4	62	10
FBtr0085130	3R	27124588	27124738	-	151	4	54	9	61	4	44	1	73	5	62	3	69	4
FBtr0339264	3R	27150969	27151119	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113297	3R	27150969	27151119	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085110	3R	27151612	27151762	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301707	3R	27151612	27151762	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085111	3R	27157898	27158048	+	151	18	36	22	41	7	53	6	47	11	29	8	51	7
FBtr0085114	3R	27161108	27161258	+	151	11	37	13	43	16	44	10	46	13	48	10	35	6
FBtr0113383	3R	27163074	27163224	+	151	5	64	2	57	0	68	0	72	3	45	0	75	8
FBtr0085116	3R	27165666	27165816	+	151	19	85	14	61	8	68	10	70	10	76	4	64	6
FBtr0085128	3R	27193895	27194045	-	151	119	42	102	31	33	46	30	38	61	45	40	50	11
FBtr0344121	3R	27194167	27194317	-	151	320	42	320	36	70	51	47	50	195	42	124	40	17
FBtr0303825	3R	27228422	27228572	-	151	7	10	3	9	2	5	1	7	2	4	2	10	1
FBtr0347068	3R	27228461	27228611	-	151	1	13	4	16	3	12	1	7	6	14	4	8	2
FBtr0303570	3R	27233648	27233798	+	151	12	35	16	44	9	46	4	32	13	36	9	47	5
FBtr0339249	3R	27238014	27238164	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085126	3R	27238014	27238164	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085125	3R	27238985	27239135	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085124	3R	27238985	27239135	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0114543	3R	27239113	27239263	+	151	254	26	259	45	91	39	76	31	151	33	134	64	27
FBtr0085121	3R	27241217	27241367	+	151	21	54	30	73	8	80	7	70	13	55	10	72	5
FBtr0333327	3R	27244718	27244868	-	151	124	64	144	66	65	57	59	58	70	53	53	67	11
FBtr0085123	3R	27245149	27245299	-	151	376	60	396	82	161	69	115	70	203	55	148	73	43
FBtr0085181	3R	27247892	27248042	-	151	24	44	24	52	20	50	9	47	13	52	6	49	4
FBtr0085180	3R	27250907	27251057	-	151	4	46	2	40	3	42	2	46	0	38	2	48	3
FBtr0085154	3R	27251062	27251212	+	151	0	49	1	61	1	53	0	47	2	35	1	58	7
FBtr0085179	3R	27253082	27253232	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334732	3R	27253082	27253232	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085156	3R	27253380	27253530	+	151	356	74	380	70	117	64	113	71	217	71	163	72	25
FBtr0308502	3R	27259885	27260035	-	151	2	61	9	65	2	53	1	74	13	66	3	71	8
FBtr0085178	3R	27263955	27264105	-	151	346	61	323	73	113	56	77	51	187	58	127	50	28
FBtr0085177	3R	27265330	27265480	-	151	24	36	17	45	8	32	9	44	12	32	3	43	6
FBtr0085175	3R	27273173	27273323	-	151	165	58	158	65	60	85	37	74	81	55	72	72	15
FBtr0334729	3R	27274744	27274894	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085160	3R	27274744	27274894	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085162	3R	27275265	27275415	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085161	3R	27275265	27275415	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305974	3R	27280329	27280479	-	151	14	79	6	72	5	58	5	70	9	64	2	74	5
FBtr0305973	3R	27280611	27280761	-	151	14	35	16	32	11	50	8	43	15	41	12	43	6
FBtr0305972	3R	27280930	27281080	-	151	39	55	42	61	28	55	12	72	24	60	12	76	9
FBtr0085174	3R	27281747	27281897	-	151	527	62	526	55	210	50	160	72	376	53	267	69	26
FBtr0305971	3R	27282561	27282711	-	151	37	51	24	90	23	61	11	60	17	41	12	72	6
FBtr0085163	3R	27283730	27283880	+	151	134	60	141	61	49	60	22	68	88	58	64	65	14
FBtr0085173	3R	27288426	27288576	-	151	322	54	361	59	120	67	84	56	179	49	136	54	27
FBtr0085164	3R	27288719	27288869	+	151	149	76	139	52	61	70	44	71	74	70	64	79	19
FBtr0273192	3R	27322225	27322375	-	151	22	38	14	32	3	29	10	35	16	29	7	29	3
FBtr0085170	3R	27330782	27330932	-	151	5	47	5	45	5	63	5	53	2	36	2	45	4
FBtr0300898	3R	27340572	27340722	+	151	16	40	11	29	11	33	2	36	6	18	7	35	5
FBtr0309307	3R	27359340	27359490	+	151	18	33	24	35	25	42	19	39	8	34	10	30	6
FBtr0472671	3R	27368617	27368767	-	151	14	41	7	31	4	48	7	45	11	43	5	36	2
FBtr0289998	3R	27437382	27437532	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085168	3R	27437382	27437532	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339326	3R	27440844	27440994	-	151	21	46	29	55	29	57	13	73	35	48	22	65	11
FBtr0085182	3R	27464139	27464289	+	151	11	52	9	53	5	38	2	53	9	46	3	52	2
FBtr0339319	3R	27478625	27478775	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085183	3R	27478625	27478775	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085184	3R	27487877	27488027	+	151	14	50	13	46	10	41	4	39	6	47	7	61	3
FBtr0085212	3R	27517157	27517307	-	151	14	36	19	44	11	38	8	38	12	32	9	39	5
FBtr0475194	3R	27520816	27520966	+	151	24	58	18	53	25	50	4	47	16	40	13	49	13
FBtr0475195	3R	27530263	27530413	+	151	37	40	44	50	29	58	14	86	17	83	13	82	9
FBtr0085186	3R	27542447	27542597	+	151	10	39	13	51	20	44	15	52	13	33	10	29	9
FBtr0085187	3R	27544393	27544543	+	151	16	59	14	58	7	68	6	60	10	45	6	66	9
FBtr0085188	3R	27546002	27546152	+	151	14	59	25	58	12	59	6	66	8	51	7	60	5
FBtr0085211	3R	27559045	27559195	-	151	450	69	441	76	208	58	103	57	281	72	216	62	26
FBtr0085210	3R	27561219	27561369	-	151	29	40	19	49	20	44	10	68	12	53	9	39	9
