Chr	Start	End	Target	Score	IM_PET
chr3R	25127039	25129039	FBgn0039408	0.969	0
chr3R	25176441	25178441	CG5886	0.972	0
chr3R	25176441	25178441	SppL	0.981	0
chr3R	25176441	25178441	MCO3	0.962	0
chr3R	25176441	25178441	Kaz-m1	0.962	0
chr3R	25176441	25178441	E(spl)m2-BFM	0.962	0
chr3R	25635297	25637297	CG5805	0.966	0
chr3R	25635297	25637297	sud1	0.969	0
chr3R	25635297	25637297	FBgn0039421	0.979	0
chr3R	25636953	25638953	CG5805	0.962	0
chr3R	25636953	25638953	sud1	0.97	0
chr3R	25636953	25638953	FBgn0039421	0.979	0
chr3R	25637448	25639448	CG5805	0.962	0
chr3R	25637448	25639448	sud1	0.97	0
chr3R	25637448	25639448	FBgn0039421	0.979	0
chr3R	25646085	25648085	CG5805	0.962	0
chr3R	25646085	25648085	sud1	0.963	0
chr3R	25646085	25648085	FBgn0039421	0.982	0
chr3R	26023461	26025461	CG31111	0.967	0
chr3R	26023461	26025461	CG10553	0.978	0
chr3R	26023461	26025461	CG10669	0.98	0
chr3R	26042400	26044400	CG10553	0.967	0
chr3R	26042400	26044400	CG10669	0.97	0
chr3R	26042400	26044400	FBgn0051076	0.963	0
chr3R	26054687	26056687	CG10669	0.967	0
chr3R	26054687	26056687	CG14544	0.999	0
chr3R	26054687	26056687	FBgn0051076	0.973	0
chr3R	26963935	26965935	E(spl)mdelta-HLH	0.96	0
chr3R	26963935	26965935	Kaz-m1	0.964	0
chr3R	26963935	26965935	E(spl)m2-BFM	0.964	0
chr3R	27110462	27112462	CG31253	0.967	0
chr3R	27110462	27112462	CG31253	0.962	0
chr3R	27110462	27112462	CG4849	0.96	0
chr3R	27237505	27239505	CG31053	0.98	0
chr3R	27237505	27239505	NSD	0.966	0
chr3R	27237505	27239505	CG31253	0.969	0
chr3R	27237505	27239505	CG4849	0.966	0
chr3R	27238902	27240902	CG31053	0.98	0
chr3R	27238902	27240902	CG31253	0.968	0
chr3R	27238902	27240902	CG4849	0.967	0
chr3R	27606364	27608364	FBgn0039434	0.933	0
chr3R	27606364	27608364	FBgn0039463	0.956	0
chr3R	27606364	27608364	FBgn0085465	0.979	0
chr3R	27680516	27682516	CG5521	0.971	0
chr3R	27680516	27682516	FBgn0039472	0.969	0
chr3R	27680516	27682516	ALiX	0.963	0
chr3R	27680907	27682907	Lerp	0.96	0
chr3R	27680907	27682907	CG5521	0.971	0
chr3R	27680907	27682907	FBgn0039472	0.969	0
chr3R	27681017	27683017	Lerp	0.96	0
chr3R	27681017	27683017	CG5521	0.971	0
chr3R	27681017	27683017	FBgn0039472	0.969	0
chr3R	27698597	27700597	CG14252	0.919	0
chr3R	27698597	27700597	FBgn0051076	0.974	0
chr3R	27698597	27700597	FBgn0039474	0.968	0
chr3R	27938009	27940009	CG5521	0.967	0
chr3R	27938009	27940009	FBgn0039472	0.957	0
chr3R	27938009	27940009	FBgn0039483	0.961	0
chr3R	27961342	27963342	CG5521	0.951	0
chr3R	27961342	27963342	FBgn0039472	0.957	0
chr3R	27961342	27963342	CG6059	0.948	0
chr3R	27962125	27964125	FBgn0039472	0.957	0
chr3R	27962125	27964125	FBgn0039483	0.944	0
chr3R	27962125	27964125	CG6059	0.949	0
chr3R	28339842	28341842	Tusp	0.969	0
chr3R	28339842	28341842	CG5590	0.978	0
chr3R	28339842	28341842	FBgn0039630	0.967	0
chr3R	28597742	28599742	FBgn0039529	0.949	0
chr3R	28597742	28599742	CG34353	0.939	0
chr3R	28597742	28599742	SP1029	0.955	0
chr3R	28598845	28600845	FBgn0039529	0.947	0
chr3R	28598845	28600845	Mtl	0.92	0
chr3R	28598845	28600845	CG34353	0.939	0
chr3R	28856630	28858630	CG14523	0.98	0
chr3R	28856630	28858630	Gycalpha99B	0.96	0
chr3R	28856630	28858630	ncd	0.957	0
chr3R	29032445	29034445	Gycalpha99B	0.965	0
chr3R	29032445	29034445	kay	0.962	0
chr3R	29032445	29034445	CG31038	0.965	0
chr3R	29032445	29034445	CG7896	0.962	0
chr3R	29061382	29063382	kay	0.98	0
chr3R	29061382	29063382	CG31038	0.948	0
chr3R	29061382	29063382	CG7896	0.96	0
chr3R	29070542	29072542	kay	0.982	0
chr3R	29070542	29072542	ncd	0.951	0
chr3R	29070542	29072542	trp	0.936	0
chr3R	29071034	29073034	kay	0.982	0
chr3R	29071034	29073034	ncd	0.951	0
chr3R	29071034	29073034	trp	0.936	0
chr3R	29072099	29074099	sro	0.97	0
chr3R	29072099	29074099	eIF2Balpha	0.961	0
chr3R	29072099	29074099	CG7903	0.961	0
chr3R	29072099	29074099	Sas-6	0.961	0
chr3R	29072099	29074099	janB	0.966	0
chr3R	29073018	29075018	sro	0.969	0
chr3R	29073018	29075018	eIF2Balpha	0.961	0
chr3R	29073018	29075018	Sas-6	0.961	0
chr3R	29073018	29075018	janB	0.966	0
chr3R	29073156	29075156	sro	0.969	0
chr3R	29073156	29075156	eIF2Balpha	0.961	0
chr3R	29073156	29075156	Sas-6	0.961	0
chr3R	29073156	29075156	janB	0.966	0
chr3R	29086159	29088159	sro	0.978	0
chr3R	29086159	29088159	spn-A	0.967	0
chr3R	29086159	29088159	CG34317	0.966	0
chr3R	29115403	29117403	sro	0.979	0
chr3R	29115403	29117403	Atg16	0.975	0
chr3R	29115403	29117403	spn-A	0.975	0
chr3R	29116390	29118390	sro	0.979	0
chr3R	29116390	29118390	Atg16	0.975	0
chr3R	29116390	29118390	spn-A	0.975	0
chr3R	29146618	29148618	Slbp	0.975	0
chr3R	29146618	29148618	Atg16	0.979	0
chr3R	29146618	29148618	CG7903	0.965	0
chr3R	29146618	29148618	Sas-6	0.965	0
chr3R	29228665	29230665	FBgn0085465	0.963	0
chr3R	29228665	29230665	CG31038	0.964	0
chr3R	29228665	29230665	CG31030	0.975	0
chr3R	29304575	29306575	CG7896	0.978	0
chr3R	29304575	29306575	CG11498	0.966	0
chr3R	29304575	29306575	FBgn0039758	0.97	0
chr3R	29307120	29309120	CG7896	0.978	0
chr3R	29307120	29309120	CG11498	0.966	0
chr3R	29307120	29309120	FBgn0039758	0.97	0
chr3R	29489533	29491533	CG11498	0.973	0
chr3R	29489533	29491533	CG31030	0.98	0
chr3R	29489533	29491533	CG15534	0.973	0
chr3R	29490128	29492128	CG11498	0.973	0
chr3R	29490128	29492128	CG31030	0.98	0
chr3R	29490128	29492128	CG15534	0.975	0
chr3R	29492506	29494506	CG11498	0.972	0
chr3R	29492506	29494506	CG31030	0.979	0
chr3R	29492506	29494506	CG15534	0.975	0
chr3R	29669000	29671000	spg	0.963	0
chr3R	29669000	29671000	Cap-D2	0.995	0
chr3R	29669000	29671000	FBgn0039681	0.966	0
chr3R	29723262	29725262	CG1951	0.966	0
chr3R	29723262	29725262	FBgn0039630	0.973	0
chr3R	29723262	29725262	CG2224	0.962	0
chr3R	29806162	29808162	spg	0.966	0
chr3R	29806162	29808162	FBgn0039780	0.98	0
chr3R	29806162	29808162	tmod	0.966	0
chr3R	29833635	29835635	Slbp	0.979	0
chr3R	29833635	29835635	FBgn0004622	0.986	0
chr3R	29833635	29835635	tmod	0.98	0
chr3R	29834050	29836050	Slbp	0.981	0
chr3R	29834050	29836050	FBgn0004622	0.986	0
chr3R	29834050	29836050	tmod	0.98	0
chr3R	29856472	29858472	Slbp	0.978	0
chr3R	29856472	29858472	CG11897	0.97	0
chr3R	29856472	29858472	tmod	0.978	0
chr3R	29861600	29863600	Slbp	0.975	0
chr3R	29861600	29863600	tmod	0.976	0
chr3R	29861600	29863600	Rpt6R	0.969	0
chr3R	29868364	29870364	Slbp	0.971	0
chr3R	29868364	29870364	tmod	0.976	0
chr3R	29868364	29870364	Rpt6R	0.971	0
chr3R	29868936	29870936	Slbp	0.971	0
chr3R	29868936	29870936	tmod	0.976	0
chr3R	29868936	29870936	Rpt6R	0.971	0
chr3R	29934499	29936499	FBgn0039630	0.929	0
chr3R	29934499	29936499	FBgn0039723	0.988	0
chr3R	29934499	29936499	Rpt6R	0.96	0
chr3R	29997505	29999505	yem	0.938	0
chr3R	29997505	29999505	FBgn0039796	0.981	0
chr3R	29997505	29999505	Ptx1	0.931	0
chr3R	30003101	30005101	CG11504	0.975	0
chr3R	30003101	30005101	FBgn0039796	0.981	0
chr3R	30003101	30005101	zfh1	0.929	0
chr3R	30022054	30024054	FBgn0039630	0.962	0
chr3R	30022054	30024054	Slbp	0.948	0
chr3R	30022054	30024054	CG11897	0.945	0
chr3R	30022450	30024450	FBgn0039630	0.962	0
chr3R	30022450	30024450	Slbp	0.947	0
chr3R	30022450	30024450	CG11897	0.945	0
chr3R	30038017	30040017	FBgn0039630	0.948	0
chr3R	30038017	30040017	CG11897	0.938	0
chr3R	30038017	30040017	Drice	0.939	0
chr3R	30038336	30040336	FBgn0039630	0.948	0
chr3R	30038336	30040336	Drice	0.942	0
chr3R	30038336	30040336	RpL32	0.943	0
chr3R	30046457	30048457	FBgn0039630	0.945	0
chr3R	30046457	30048457	CG11897	0.916	0
chr3R	30046457	30048457	CG33920	0.931	0
chr3R	30052231	30054231	CG34317	0.997	0
chr3R	30052231	30054231	CG7950	0.98	0
chr3R	30052231	30054231	CG33920	0.944	0
chr3R	30427147	30429147	CG2321	0.959	0
chr3R	30427147	30429147	FBgn0039670	0.964	0
chr3R	30427147	30429147	aralar1	0.976	0
chr3R	30458197	30460197	CG2321	0.951	0
chr3R	30458197	30460197	sro	0.977	0
chr3R	30458197	30460197	Drice	0.957	0
chr3R	30599825	30601825	FBgn0039718	0.98	0
chr3R	30599825	30601825	eIF2Balpha	0.977	0
chr3R	30599825	30601825	FBgn0051017	0.992	0
chr3R	30804993	30806993	CG31038	0.961	0
chr3R	30804993	30806993	CG11498	0.963	0
chr3R	30804993	30806993	FBgn0003065	0.964	0
chr3R	30805577	30807577	CG31038	0.964	0
chr3R	30805577	30807577	CG11498	0.963	0
chr3R	30805577	30807577	FBgn0003065	0.964	0
chr3R	31060425	31062425	CG11563	0.979	0
chr3R	31060425	31062425	CG1910	0.97	0
chr3R	31060425	31062425	salt	0.982	0
chr3R	31060425	31062425	CG2126	0.97	0
chr3R	31060425	31062425	faf	0.97	0
chr3R	31211812	31213812	CG2224	0.931	0
chr3R	31211812	31213812	FBgn0039780	0.97	0
chr3R	31211812	31213812	tmod	0.978	0
chr3R	31404227	31406227	CG2224	0.964	0
chr3R	31404227	31406227	tmod	0.945	0
chr3R	31404227	31406227	Rpt6R	0.959	0
chr3R	31606697	31608697	FBgn0000274	0.872	0
chr3R	31606697	31608697	eIF4H2	0.838	0
chr3R	31606697	31608697	CG33920	0.846	0
chr3R	31668444	31670444	FBgn0000274	0.912	0
chr3R	31668444	31670444	eIF4H2	0.922	0
chr3R	31668444	31670444	tll	0.879	0
chr3R	31735435	31737435	CG33920	0.97	0
chr3R	31735435	31737435	Chchd3	0.954	0
chr3R	31735435	31737435	eEF1alpha2	0.992	0
chr3R	31745797	31747797	CG33920	0.97	0
chr3R	31745797	31747797	Chchd3	0.954	0
chr3R	31745797	31747797	salt	0.934	0
chr3R	31770308	31772308	CG33920	0.956	0
chr3R	31770308	31772308	CG2126	0.958	0
chr3R	31770308	31772308	CG11576	0.967	0
chr3R	31771688	31773688	CG33920	0.956	0
chr3R	31771688	31773688	Chchd3	0.941	0
chr3R	31771688	31773688	mey	0.906	0
chr3R	31811239	31813239	CG33920	0.924	0
chr3R	31811239	31813239	CG42233	0.928	0
chr3R	31811239	31813239	RhoGAP100F	0.927	0
chr3R	31936854	31938854	spn-F	0.964	0
chr3R	31936854	31938854	FBgn0040628	0.964	0
chr3R	31936854	31938854	krz	0.969	0
chr3R	31937080	31939080	spn-F	0.966	0
chr3R	31937080	31939080	FBgn0040628	0.964	0
chr3R	31937080	31939080	krz	0.965	0
chr3R	32050524	32052524	FBgn0046332	0.978	0
chr3R	32050524	32052524	FBgn0039844	0.969	0
chr3R	32050524	32052524	Gcn2	0.964	0
chr4	128235	130235	fd102C	0.962	0
chr4	128235	130235	Zyx	0.967	0
chr4	128235	130235	Actbeta	0.962	0
chr4	128235	130235	sv	0.965	0
chr4	128529	130529	fd102C	0.962	0
chr4	128529	130529	Zyx	0.964	0
chr4	128529	130529	Actbeta	0.962	0
chr4	128529	130529	sv	0.965	0
chr4	129585	131585	fd102C	0.962	0
chr4	129585	131585	Zyx	0.964	0
chr4	129585	131585	Actbeta	0.962	0
chr4	129585	131585	sv	0.965	0
chr4	178485	180485	fd102C	0.953	0
chr4	178485	180485	Zyx	0.945	0
chr4	178485	180485	CG32017	0.949	0
chr4	179186	181186	RpS3A	0.955	0
chr4	179186	181186	Zyx	0.945	0
chr4	179186	181186	CG32017	0.949	0
chr4	179997	181997	fd102C	0.944	0
chr4	179997	181997	Zyx	0.945	0
chr4	179997	181997	CG32017	0.949	0
chr4	191234	193234	CG31998	0.996	0
chr4	191234	193234	Crk	0.976	0
chr4	191234	193234	Zyx	0.952	0
chr4	191427	193427	CG31998	0.984	0
chr4	191427	193427	Crk	0.976	0
chr4	191427	193427	Zyx	0.952	0
chr4	192989	194989	FBgn0052006	0.948	0
chr4	192989	194989	CG31998	0.984	0
chr4	192989	194989	Zyx	0.952	0
chr4	265538	267538	ATPsynbeta	0.929	0
chr4	265538	267538	Cals	0.915	0
chr4	265538	267538	Dyrk3	0.958	0
chr4	307101	309101	PMCA	0.985	0
chr4	307101	309101	ATPsynbeta	0.969	0
chr4	307101	309101	Dyrk3	0.928	0
chr4	313111	315111	ATPsynbeta	0.972	0
chr4	313111	315111	pho	0.889	0
chr4	313111	315111	Dyrk3	0.915	0
chr4	359394	361394	Zyx	0.983	0
chr4	359394	361394	Actbeta	0.97	0
chr4	359394	361394	sv	0.96	0
chr4	480514	482514	dati	0.917	0
chr4	480514	482514	sv	0.91	0
chr4	480514	482514	CG32017	0.956	0
chr4	607984	609984	Ank	0.848	0
chr4	607984	609984	ATPsynbeta	0.888	0
chr4	607984	609984	Dyrk3	0.863	0
chr4	670647	672647	JYalpha	0.976	0
chr4	670647	672647	PlexB	0.889	0
chr4	670647	672647	bip2	0.91	0
chr4	694260	696260	JYalpha	0.98	0
chr4	694260	696260	PlexB	0.965	0
chr4	694260	696260	ci	0.948	0
chr4	696381	698381	JYalpha	0.98	0
chr4	696381	698381	PlexB	0.97	0
chr4	696381	698381	ci	0.952	0
chr4	943582	945582	JYalpha	0.966	0
chr4	943582	945582	CG1674	0.958	0
chr4	943582	945582	Syt7	0.969	0
chr4	958695	960695	JYalpha	0.964	0
chr4	958695	960695	PlexB	0.958	0
chr4	958695	960695	Syt7	0.972	0
chr4	959434	961434	JYalpha	0.964	0
chr4	959434	961434	PlexB	0.958	0
chr4	959434	961434	Syt7	0.972	0
chr4	959678	961678	JYalpha	0.964	0
chr4	959678	961678	PlexB	0.958	0
chr4	959678	961678	Syt7	0.972	0
chr4	1051991	1053991	pan	0.95	0
chr4	1051991	1053991	CG11076	0.974	0
chr4	1051991	1053991	Zyx	0.95	0
chr4	1061403	1063403	pan	0.944	0
chr4	1061403	1063403	CG1674	0.941	0
chr4	1061403	1063403	Zyx	0.96	0
chr4	1232462	1234462	Syt7	0.957	0
chr4	1232462	1234462	Thd1	0.966	0
chr4	1232462	1234462	onecut	0.909	0
chrX	127143	129143	FBgn0025837	0.946	0
chrX	127143	129143	CG16989	0.978	0
chrX	127143	129143	Rbf	0.977	0
chrX	253937	255937	CG17707	0.92	0
chrX	253937	255937	MED22	0.964	0
chrX	253937	255937	FBgn0040345	0.979	0
chrX	619351	621351	CG3156	0.926	0
chrX	619351	621351	FBgn0040892	0.906	0
chrX	619351	621351	CG11409	0.965	0
chrX	619789	621789	CG3156	0.92	0
chrX	619789	621789	CG13364	0.94	0
chrX	619789	621789	CG11409	0.965	0
chrX	623748	625748	ac	0.904	0
chrX	623748	625748	FBgn0040892	0.914	0
chrX	623748	625748	CG11409	0.965	0
chrX	643784	645784	ac	0.924	0
chrX	643784	645784	su(sable)	0.872	0
chrX	643784	645784	CG11409	0.968	0
chrX	646001	648001	ac	0.915	0
chrX	646001	648001	CG13365	0.919	0
chrX	646001	648001	CG11409	0.968	0
chrX	1030022	1032022	CG13376	0.932	0
chrX	1030022	1032022	CG3021	0.954	0
chrX	1030022	1032022	b6	0.962	0
chrX	1030196	1032196	G9a	0.924	0
chrX	1030196	1032196	CG13376	0.931	0
chrX	1030196	1032196	b6	0.962	0
chrX	1232877	1234877	CG32803	0.979	0
chrX	1232877	1234877	Hr4	0.979	0
chrX	1232877	1234877	Cyp4ae1	0.964	0
chrX	1872027	1874027	FBgn0040345	0.963	0
chrX	1872027	1874027	mRpL16	0.958	0
chrX	1872027	1874027	eIF2Bbeta	0.956	0
chrX	1872027	1874027	CG2680	0.956	0
chrX	1939615	1941615	DAAM	0.963	0
chrX	1939615	1941615	Sik2	0.951	0
chrX	1939615	1941615	FBgn0040352	0.962	0
chrX	1939705	1941705	DAAM	0.963	0
chrX	1939705	1941705	Sik2	0.953	0
chrX	1939705	1941705	FBgn0040352	0.962	0
chrX	2008315	2010315	Naa30A	0.973	0
chrX	2008315	2010315	per	0.972	0
chrX	2008315	2010315	FBgn0029647	0.971	0
chrX	2320726	2322726	ssx	0.957	0
chrX	2320726	2322726	CG32808	0.961	0
chrX	2320726	2322726	dnc	0.957	0
chrX	2321192	2323192	ssx	0.957	0
chrX	2321192	2323192	CG32808	0.961	0
chrX	2321192	2323192	dnc	0.957	0
chrX	2339134	2341134	ssx	0.96	0
chrX	2339134	2341134	CG32809	0.965	0
chrX	2339134	2341134	b6	0.962	0
chrX	2603769	2605769	CG32803	0.981	0
chrX	2603769	2605769	Hr4	0.973	0
chrX	2603769	2605769	FBgn0029661	0.962	0
chrX	2608856	2610856	CG32803	0.98	0
chrX	2608856	2610856	Hr4	0.978	0
chrX	2608856	2610856	FBgn0029661	0.962	0
chrX	2618290	2620290	CG32803	0.973	0
chrX	2618290	2620290	Hr4	0.98	0
chrX	2618290	2620290	FBgn0029661	0.966	0
chrX	2732058	2734058	trr	0.962	0
chrX	2732058	2734058	CG32803	0.963	0
chrX	2732058	2734058	FBgn0029661	0.968	0
chrX	2981678	2983678	D2hgdh	0.961	0
chrX	2981678	2983678	Pgd	0.957	0
chrX	2981678	2983678	CG2941	0.958	0
chrX	3345413	3347413	FBgn0029649	0.934	0
chrX	3345413	3347413	FBgn0029694	0.933	0
chrX	3345413	3347413	mei-9	0.951	0
chrX	3347882	3349882	FBgn0029649	0.941	0
chrX	3347882	3349882	FBgn0029694	0.933	0
chrX	3347882	3349882	mei-9	0.948	0
chrX	3351363	3353363	eIF2Bbeta	0.957	0
chrX	3351363	3353363	CG2680	0.949	0
chrX	3351363	3353363	mei-9	0.948	0
chrX	3393442	3395442	eIF2Bbeta	0.975	0
chrX	3393442	3395442	CG2680	0.971	0
chrX	3393442	3395442	FBgn0029694	0.981	0
chrX	3395369	3397369	tko	0.957	0
chrX	3395369	3397369	per	0.971	0
chrX	3395369	3397369	CG12535	0.991	0
chrX	3396921	3398921	tko	0.957	0
chrX	3396921	3398921	per	0.971	0
chrX	3396921	3398921	FBgn0024980	0.955	0
chrX	3448273	3450273	FBgn0024980	0.963	0
chrX	3448273	3450273	CG12692	0.962	0
chrX	3448273	3450273	bi	0.95	0
chrX	3485143	3487143	CG12692	0.944	0
chrX	3485143	3487143	CG2982	0.938	0
chrX	3485143	3487143	bi	0.967	0
chrX	3717917	3719917	FBgn0040352	0.962	0
chrX	3717917	3719917	bi	0.968	0
chrX	3717917	3719917	fzr	0.963	0
chrX	3775125	3777125	FBgn0021738	0.968	0
chrX	3775125	3777125	CG3546	0.926	0
chrX	3775125	3777125	FBgn0029723	0.963	0
chrX	3947992	3949992	dnc	0.972	0
chrX	3947992	3949992	fzr	0.971	0
chrX	3947992	3949992	CG44774	0.962	0
chrX	3948965	3950965	dnc	0.971	0
chrX	3948965	3950965	fzr	0.971	0
chrX	3948965	3950965	CG44774	0.962	0
chrX	3964349	3966349	CG6414	0.989	0
chrX	3964349	3966349	fzr	0.981	0
chrX	3964349	3966349	CG44774	0.966	0
chrX	4548463	4550463	NAAT1	0.961	0
chrX	4548463	4550463	SPR	0.965	0
chrX	4548463	4550463	FBgn0029770	0.957	0
chrX	4939170	4941170	CG34434	0.98	0
chrX	4939170	4941170	CG3097	0.958	0
chrX	4939170	4941170	CG12239	0.958	0
chrX	4969500	4971500	CG12692	0.97	0
chrX	4969500	4971500	CG4119	0.966	0
chrX	4969500	4971500	CG42449	0.964	0
chrX	5322698	5324698	CG3546	0.928	0
chrX	5322698	5324698	FBgn0029752	0.946	0
chrX	5322698	5324698	CG15894	0.95	0
chrX	5323674	5325674	CG17764	0.942	0
chrX	5323674	5325674	FBgn0029752	0.938	0
chrX	5323674	5325674	CG15894	0.95	0
chrX	5671462	5673462	FBgn0029723	0.963	0
chrX	5671462	5673462	Ptp4E	0.962	0
chrX	5671462	5673462	ND-B16.6	0.98	0
chrX	5690098	5692098	FBgn0029723	0.966	0
chrX	5690098	5692098	ND-B16.6	0.972	0
chrX	5690098	5692098	Pink1	0.943	0
chrX	5736341	5738341	Ptp4E	0.926	0
chrX	5736341	5738341	ND-B16.6	0.912	0
chrX	5736341	5738341	Pink1	0.957	0
chrX	5746302	5748302	Ptp4E	0.926	0
chrX	5746302	5748302	CG15772	0.993	0
chrX	5746302	5748302	Pink1	0.969	0
chrX	5898026	5900026	Act5C	0.987	0
chrX	5898026	5900026	Shmt	0.975	0
chrX	5898026	5900026	FBgn0029909	0.97	0
chrX	5900714	5902714	CG44774	0.963	0
chrX	5900714	5902714	CG15465	0.963	0
chrX	5900714	5902714	FBgn0029909	0.96	0
chrX	5902097	5904097	Ptp4E	0.966	0
chrX	5902097	5904097	Atx-1	0.942	0
chrX	5902097	5904097	nonC	0.927	0
chrX	6036919	6038919	rg	0.959	0
chrX	6036919	6038919	CG4198	0.961	0
chrX	6036919	6038919	shf	0.954	0
chrX	6088533	6090533	NAAT1	0.981	0
chrX	6088533	6090533	CG16756	0.972	0
chrX	6088533	6090533	shf	0.972	0
chrX	6089209	6091209	NAAT1	0.981	0
chrX	6089209	6091209	CG16756	0.972	0
chrX	6089209	6091209	Nep1	0.998	0
chrX	6089209	6091209	shf	0.972	0
chrX	6090443	6092443	NAAT1	0.981	0
chrX	6090443	6092443	CG16756	0.977	0
chrX	6090443	6092443	shf	0.972	0
chrX	6267432	6269432	CG16756	0.964	0
chrX	6267432	6269432	CG34434	0.963	0
chrX	6267432	6269432	CG15891	0.967	0
chrX	6278289	6280289	CG16756	0.961	0
chrX	6278289	6280289	CG34434	0.978	0
chrX	6278289	6280289	CG3566	0.993	0
chrX	6286427	6288427	CG16756	0.961	0
chrX	6286427	6288427	CG34434	0.979	0
chrX	6286427	6288427	mldr	0.96	0
chrX	6350972	6352972	CG32736	0.963	0
chrX	6350972	6352972	CG42308	0.973	0
chrX	6350972	6352972	nullo	0.977	0
chrX	6371972	6373972	CG15894	0.926	0
chrX	6371972	6373972	Marf	0.942	0
chrX	6371972	6373972	nullo	0.975	0
chrX	6531659	6533659	CG42449	0.962	0
chrX	6531659	6533659	CG4096	0.957	0
chrX	6531659	6533659	Spat	0.975	0
chrX	6653214	6655214	CG42449	0.96	0
chrX	6653214	6655214	CG4096	0.963	0
chrX	6653214	6655214	CG12239	0.958	0
chrX	6660042	6662042	CG42449	0.954	0
chrX	6660042	6662042	CG4096	0.963	0
chrX	6660042	6662042	Ctr1A	0.991	0
chrX	6672493	6674493	CG4096	0.966	0
chrX	6672493	6674493	FBgn0029003	0.965	0
chrX	6672493	6674493	FBgn0261616	0.947	0
chrX	6673039	6675039	CG4096	0.966	0
chrX	6673039	6675039	FBgn0029003	0.965	0
chrX	6673039	6675039	FBgn0261616	0.947	0
chrX	6673844	6675844	CG4096	0.966	0
chrX	6673844	6675844	FBgn0029003	0.966	0
chrX	6673844	6675844	CG44303	0.99	0
chrX	6674310	6676310	CG4096	0.966	0
chrX	6674310	6676310	FBgn0029003	0.966	0
chrX	6674310	6676310	FBgn0085366	0.956	0
chrX	6682828	6684828	CG4096	0.957	0
chrX	6682828	6684828	FBgn0029003	0.968	0
chrX	6682828	6684828	FBgn0085366	0.96	0
chrX	6693198	6695198	MAPk-Ak2	0.968	0
chrX	6693198	6695198	FBgn0029003	0.97	0
chrX	6693198	6695198	FBgn0085366	0.967	0
chrX	6849363	6851363	FBgn0262611	0.94	0
chrX	6849363	6851363	Atx-1	0.916	0
chrX	6849363	6851363	CG4557	0.937	0
chrX	6853119	6855119	FBgn0262611	0.937	0
chrX	6853119	6855119	Cht11	0.943	0
chrX	6853119	6855119	CG4558	0.931	0
chrX	6858289	6860289	FBgn0262611	0.936	0
chrX	6858289	6860289	iav	0.962	0
chrX	6858289	6860289	Rab39	0.923	0
chrX	6980641	6982641	dtn	0.931	0
chrX	6980641	6982641	CG15894	0.977	0
chrX	6980641	6982641	bou	0.997	0
chrX	7284627	7286627	CG15894	0.966	0
chrX	7284627	7286627	ND-B16.6	0.975	0
chrX	7284627	7286627	CG2116	0.967	0
chrX	7289638	7291638	CG15894	0.962	0
chrX	7289638	7291638	ND-B16.6	0.975	0
chrX	7289638	7291638	CG2116	0.962	0
chrX	7289638	7291638	sni	0.963	0
chrX	7290281	7292281	CG15894	0.962	0
chrX	7290281	7292281	ND-B16.6	0.973	0
chrX	7290281	7292281	CG2116	0.962	0
chrX	7290281	7292281	sni	0.963	0
chrX	7292924	7294924	CG15894	0.961	0
chrX	7292924	7294924	ND-B16.6	0.964	0
chrX	7292924	7294924	sni	0.963	0
chrX	7293721	7295721	CG15894	0.961	0
chrX	7293721	7295721	ND-B16.6	0.964	0
chrX	7293721	7295721	sni	0.963	0
chrX	7900260	7902260	CG14431	0.946	0
chrX	7900260	7902260	nullo	0.96	0
chrX	7900260	7902260	FBgn0030050	0.97	0
chrX	7911095	7913095	nullo	0.96	0
chrX	7911095	7913095	dec-1	0.952	0
chrX	7911095	7913095	FBgn0030050	0.963	0
chrX	7911564	7913564	FBgn0029968	0.953	0
chrX	7911564	7913564	hdm	0.982	0
chrX	7911564	7913564	FBgn0030050	0.963	0
chrX	7929683	7931683	CG32736	0.954	0
chrX	7929683	7931683	CG42308	0.961	0
chrX	7929683	7931683	CG1885	0.96	0
chrX	7932744	7934744	CG32736	0.957	0
chrX	7932744	7934744	CG42308	0.964	0
chrX	7932744	7934744	CG1885	0.959	0
chrX	7933367	7935367	CG32736	0.957	0
chrX	7933367	7935367	CG42308	0.964	0
chrX	7933367	7935367	CG1885	0.959	0
chrX	7937293	7939293	CG32736	0.957	0
chrX	7937293	7939293	CG42308	0.964	0
chrX	7937293	7939293	CG1885	0.959	0
chrX	7966374	7968374	CG42308	0.964	0
chrX	7966374	7968374	CG12772	0.967	0
chrX	7966374	7968374	CG1885	0.962	0
chrX	7966542	7968542	CG42308	0.964	0
chrX	7966542	7968542	CG12772	0.967	0
chrX	7966542	7968542	CG1885	0.962	0
chrX	7967096	7969096	CG42308	0.964	0
chrX	7967096	7969096	CG12772	0.967	0
chrX	7967096	7969096	CG1885	0.962	0
chrX	8054807	8056807	CG1571	0.985	0
chrX	8054807	8056807	FBgn0000359	0.886	0
chrX	8054807	8056807	CG1885	0.962	0
chrX	8074445	8076445	CG45089	0.948	0
chrX	8074445	8076445	Upf2	0.955	0
chrX	8074445	8076445	CG1885	0.956	0
chrX	8093013	8095013	UbcE2H	0.986	0
chrX	8093013	8095013	CG1885	0.922	0
chrX	8093013	8095013	CCT2	0.931	0
chrX	8119673	8121673	FBgn0085366	0.979	0
chrX	8119673	8121673	CG9657	0.975	0
chrX	8119673	8121673	CG1575	0.991	0
chrX	8139941	8141941	FBgn0085366	0.967	0
