# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-T" "8" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ChIP_Toll_PPC.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam
FBtr0346118	X	13616486	13616636	-	151	366	112	7	3	50	157	3	15	12	7	30	14	135	264	5	11
FBtr0340395	X	13616939	13617089	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308644	X	13616939	13617089	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340191	X	13624308	13624458	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073848	X	13624308	13624458	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073808	X	13624695	13624845	+	151	252	97	21	8	41	100	8	23	4	6	36	28	127	267	8	10
FBtr0345127	X	13642125	13642275	+	151	43	41	8	12	8	15	13	36	14	14	31	39	11	20	23	12
FBtr0112980	X	13645129	13645279	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301451	X	13645129	13645279	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301449	X	13645129	13645279	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073847	X	13667711	13667861	-	151	142	79	12	12	24	105	9	16	15	11	40	19	175	382	7	2
FBtr0073809	X	13667964	13668114	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340397	X	13667964	13668114	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332888	X	13669649	13669799	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340398	X	13669649	13669799	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340399	X	13680101	13680251	-	151	146	86	19	20	44	88	9	27	26	31	25	13	78	116	23	18
FBtr0073846	X	13680298	13680448	-	151	70	32	8	7	23	32	7	14	4	6	8	6	25	44	10	4
FBtr0346119	X	13680400	13680550	-	151	45	29	16	9	10	22	7	9	14	10	8	12	31	58	10	4
FBtr0073812	X	13682902	13683052	+	151	186	98	20	16	41	111	15	23	25	20	27	18	80	234	18	18
FBtr0340680	X	13692242	13692392	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340675	X	13692242	13692392	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340677	X	13696612	13696762	+	151	9	17	32	30	3	11	26	27	23	30	22	16	5	18	36	18
FBtr0340674	X	13700216	13700366	+	151	13	23	20	22	5	8	16	29	21	17	16	21	5	11	27	12
FBtr0340673	X	13703487	13703637	+	151	15	8	10	7	2	20	11	16	24	28	33	18	3	6	21	14
FBtr0340676	X	13705671	13705821	+	151	30	13	6	8	3	7	6	19	17	15	21	20	11	10	23	17
FBtr0073844	X	13718185	13718335	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073845	X	13718185	13718335	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073843	X	13721877	13722027	-	151	156	64	18	13	12	58	11	30	18	11	42	25	67	138	8	3
FBtr0073817	X	13722196	13722346	+	151	215	130	13	20	30	145	7	27	10	8	41	21	160	379	15	11
FBtr0331710	X	13735589	13735739	-	151	70	32	11	7	8	6	5	21	21	18	49	23	10	32	8	11
FBtr0331709	X	13736157	13736307	-	151	34	14	1	0	4	14	4	0	2	0	0	2	4	13	0	0
FBtr0073842	X	13736178	13736328	-	151	4	2	1	1	1	2	0	2	0	0	5	0	0	1	2	0
FBtr0331708	X	13737892	13738042	+	151	24	16	9	6	0	17	8	16	17	13	31	21	10	20	12	4
FBtr0073818	X	13738089	13738239	+	151	56	49	20	10	3	35	4	20	8	10	32	24	52	122	8	8
FBtr0073819	X	13739694	13739844	+	151	8	7	5	1	1	3	1	6	2	0	10	6	1	12	2	1
FBtr0331719	X	13739732	13739882	+	151	36	21	1	0	8	8	2	3	5	4	6	4	16	41	1	3
FBtr0073841	X	13744583	13744733	-	151	146	100	20	4	18	68	5	22	13	17	37	26	74	280	12	8
FBtr0331712	X	13755306	13755456	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073840	X	13755306	13755456	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073820	X	13757129	13757279	+	151	226	99	31	14	32	148	12	30	16	14	36	22	169	412	6	9
FBtr0346090	X	13759496	13759646	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073821	X	13759496	13759646	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331716	X	13762702	13762852	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340289	X	13762702	13762852	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301532	X	13762702	13762852	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301534	X	13762702	13762852	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073823	X	13767614	13767764	+	151	57	25	8	18	3	14	14	31	22	22	26	24	12	33	24	10
FBtr0346091	X	13782070	13782220	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073838	X	13782070	13782220	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290302	X	13783664	13783814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073826	X	13783664	13783814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073836	X	13797538	13797688	-	151	6	18	26	19	0	28	15	20	20	16	28	19	7	18	19	11
FBtr0073827	X	13811634	13811784	+	151	133	96	17	8	16	40	8	33	20	13	32	25	93	195	17	14
FBtr0073835	X	13822207	13822357	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346089	X	13822207	13822357	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073828	X	13822776	13822926	+	151	107	67	13	7	27	63	4	27	14	9	53	23	105	290	11	7
FBtr0340292	X	13830217	13830367	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303419	X	13830217	13830367	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073833	X	13836265	13836415	-	151	26	29	31	28	2	15	46	68	29	23	35	20	22	21	29	12
FBtr0309246	X	13837998	13838148	-	151	36	38	20	20	1	27	9	29	24	25	29	16	15	35	55	9
FBtr0340444	X	13839911	13840061	-	151	47	26	15	6	3	20	8	16	13	23	28	19	20	30	18	16
FBtr0309245	X	13845766	13845916	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301044	X	13845766	13845916	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346003	X	13933243	13933393	-	151	14	8	18	15	2	9	18	24	13	21	16	17	4	7	23	10
FBtr0346005	X	13946976	13947126	-	151	26	30	25	26	0	11	20	25	20	25	15	15	5	13	29	9
FBtr0073854	X	13955186	13955336	+	151	15	11	66	65	1	4	61	27	24	18	28	24	11	12	75	20
FBtr0346001	X	13986342	13986492	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346004	X	13986342	13986492	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346002	X	13988731	13988881	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346007	X	13988731	13988881	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346006	X	13990427	13990577	-	151	20	21	64	179	2	29	144	115	29	28	46	18	5	18	148	54
FBtr0073855	X	13996295	13996445	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300566	X	13996295	13996445	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332843	X	13996607	13996757	+	151	162	57	12	5	16	48	16	13	19	25	28	17	72	158	36	17
FBtr0300085	X	14061717	14061867	-	151	35	27	61	53	3	14	60	30	25	26	27	25	21	25	73	21
FBtr0073868	X	14169542	14169692	+	151	29	11	27	11	1	14	22	19	17	31	25	23	9	17	31	16
FBtr0089267	X	14172524	14172674	-	151	2	15	12	8	0	18	8	13	22	15	34	20	9	23	35	11
FBtr0073892	X	14176873	14177023	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343143	X	14176873	14177023	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073893	X	14180978	14181128	+	151	19	17	36	14	3	11	17	21	16	18	24	14	10	21	29	14
FBtr0073894	X	14184511	14184661	+	151	35	30	19	14	2	24	15	24	26	22	26	18	20	28	38	17
FBtr0114508	X	14189466	14189616	+	151	19	15	8	3	0	10	7	16	24	18	22	20	11	33	33	7
FBtr0073898	X	14193164	14193314	+	151	33	27	8	17	2	32	12	16	26	22	22	22	17	37	25	5
FBtr0073900	X	14201312	14201462	+	151	145	83	18	11	23	53	8	37	11	7	32	18	118	293	19	11
FBtr0333429	X	14211357	14211507	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073927	X	14211357	14211507	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073901	X	14212365	14212515	+	151	70	42	4	9	7	21	8	24	20	15	38	23	19	47	25	7
FBtr0073926	X	14225779	14225929	-	151	27	24	3	8	0	16	12	14	41	31	35	22	16	24	29	5
FBtr0073902	X	14226239	14226389	+	151	139	92	21	13	16	114	13	30	14	12	46	21	115	320	17	10
FBtr0299615	X	14233966	14234116	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299614	X	14233966	14234116	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073923	X	14237823	14237973	-	151	198	90	13	12	22	80	10	18	12	9	20	5	111	213	8	6
FBtr0339437	X	14237938	14238088	+	151	39	24	2	0	1	59	2	5	8	4	21	17	35	87	5	4
FBtr0073903	X	14238265	14238415	+	151	303	188	14	12	43	185	10	22	20	22	44	29	159	395	14	8
FBtr0073922	X	14242722	14242872	-	151	142	97	17	12	8	78	9	38	21	17	43	29	102	237	3	11
FBtr0073904	X	14243636	14243786	+	151	236	111	6	8	21	124	1	23	32	30	44	31	61	154	13	10
FBtr0308329	X	14247682	14247832	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332621	X	14247682	14247832	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073908	X	14261173	14261323	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339497	X	14261173	14261323	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299543	X	14266150	14266300	-	151	33	57	8	8	7	32	5	24	25	16	21	14	31	59	16	16
FBtr0344822	X	14266317	14266467	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344823	X	14266317	14266467	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0475073	X	14277685	14277835	+	151	19	26	39	19	2	10	22	38	23	31	24	23	17	28	46	15
FBtr0073920	X	14289293	14289443	-	151	15	26	32	27	1	18	28	31	26	34	19	17	15	28	46	16
FBtr0073918	X	14317050	14317200	-	151	14	11	6	2	2	20	9	4	25	13	38	24	10	11	29	10
FBtr0073913	X	14322176	14322326	+	151	27	26	18	20	2	12	8	24	17	18	21	15	1	5	32	8
FBtr0073914	X	14378756	14378906	+	151	15	8	5	1	2	10	9	8	14	17	26	19	9	23	28	8
FBtr0073915	X	14380301	14380451	+	151	17	11	3	4	2	23	10	10	14	21	35	20	7	10	32	15
FBtr0073916	X	14479986	14480136	-	151	19	20	19	11	1	23	19	34	16	23	30	15	10	13	33	16
FBtr0073929	X	14496085	14496235	+	151	48	14	41	20	2	6	21	32	24	24	31	22	5	8	27	11
FBtr0339460	X	14580550	14580700	+	151	174	104	19	11	23	74	9	28	10	11	37	13	136	360	20	12
FBtr0073944	X	14591491	14591641	-	151	5	6	2	14	1	6	2	21	19	23	10	13	3	6	29	9
FBtr0343366	X	14602480	14602630	-	151	54	20	21	7	15	14	8	27	21	23	44	18	23	41	20	12
FBtr0073942	X	14653734	14653884	-	151	12	15	21	20	6	32	26	19	2	5	17	6	13	22	18	6
FBtr0346088	X	14653828	14653978	-	151	5	15	9	4	2	9	8	11	1	1	14	5	0	2	10	0
FBtr0343596	X	14679518	14679668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290021	X	14679518	14679668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304873	X	14702308	14702458	+	151	40	18	14	12	4	12	25	19	22	17	38	27	7	31	26	4
FBtr0331596	X	14748910	14749060	-	151	54	37	20	50	16	54	36	33	19	32	27	28	40	72	50	16
FBtr0302018	X	14749276	14749426	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073940	X	14749276	14749426	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339769	X	14765687	14765837	-	151	41	12	9	10	4	16	8	15	12	21	29	20	8	21	22	12
FBtr0073936	X	14776724	14776874	+	151	12	11	14	6	2	9	9	5	18	9	41	17	12	11	22	5
FBtr0073938	X	14783952	14784102	-	151	42	23	45	32	1	14	26	38	22	49	21	17	9	22	34	18
FBtr0305582	X	14786137	14786287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073937	X	14786137	14786287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333658	X	14786451	14786601	-	151	28	24	11	9	4	16	11	14	20	19	26	18	10	23	23	3
FBtr0333655	X	14818689	14818839	-	151	17	25	24	17	3	23	15	21	11	19	22	19	15	34	29	14
FBtr0333657	X	14825805	14825955	-	151	128	38	5	9	18	17	6	21	15	13	24	11	25	35	21	5
FBtr0333654	X	14825973	14826123	-	151	45	37	9	5	4	8	11	26	14	18	25	8	12	25	25	8
FBtr0340466	X	14831933	14832083	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305580	X	14831933	14832083	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339447	X	14831933	14832083	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073947	X	14832597	14832747	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300432	X	14832597	14832747	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073949	X	14839326	14839476	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330215	X	14839326	14839476	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330214	X	14839326	14839476	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330216	X	14839918	14840068	+	151	73	56	3	9	6	21	5	21	22	19	32	28	31	54	26	11
FBtr0073987	X	14844657	14844807	-	151	42	22	43	25	2	25	27	42	23	30	24	15	17	35	41	20
FBtr0073986	X	14848708	14848858	-	151	42	41	12	19	7	14	12	24	25	16	28	13	14	18	45	14
FBtr0073985	X	14853169	14853319	-	151	22	9	13	9	4	24	16	22	18	18	32	13	11	12	45	16
FBtr0073984	X	14856261	14856411	-	151	19	19	40	23	1	7	26	34	17	30	30	19	12	20	36	17
FBtr0344175	X	14871081	14871231	-	151	31	19	17	13	1	20	7	29	27	20	22	16	7	28	23	13
FBtr0344425	X	14882486	14882636	-	151	17	4	11	12	3	11	15	19	32	28	43	24	2	29	20	13
FBtr0073980	X	14896791	14896941	-	151	40	19	9	8	5	29	10	32	26	16	25	21	18	37	25	10
FBtr0343381	X	14905449	14905599	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073979	X	14905449	14905599	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073978	X	14908970	14909120	-	151	39	23	29	19	1	41	27	74	28	35	28	19	17	39	45	20
FBtr0343380	X	14909608	14909758	-	151	9	13	3	1	0	11	0	8	8	13	28	23	7	20	7	4
FBtr0073976	X	14913712	14913862	-	151	21	22	32	23	2	13	20	28	36	21	39	20	19	27	36	13
FBtr0073975	X	14918700	14918850	-	151	47	16	16	9	2	14	5	19	20	10	45	21	10	26	25	5
FBtr0073974	X	14923393	14923543	-	151	25	16	8	9	2	29	10	30	18	27	34	20	9	17	20	11
FBtr0347266	X	14925941	14926091	+	151	23	20	9	10	2	25	9	9	26	8	36	20	16	41	20	11
FBtr0343378	X	14928844	14928994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073973	X	14928844	14928994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300434	X	14929671	14929821	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073954	X	14929671	14929821	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300435	X	14930266	14930416	+	151	42	37	21	13	3	31	23	27	26	20	36	26	17	46	28	16
FBtr0073972	X	14950649	14950799	-	151	72	55	15	12	8	23	15	32	14	12	38	28	36	62	37	11
FBtr0308838	X	14951694	14951844	-	151	122	44	10	8	16	50	4	18	24	20	42	13	46	129	29	11
FBtr0303294	X	14951909	14952059	-	151	102	48	3	5	9	41	3	13	31	22	32	34	75	135	21	14
FBtr0343521	X	14953432	14953582	-	151	162	67	5	3	14	15	11	15	15	29	32	25	78	110	20	5
FBtr0310014	X	14955427	14955577	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310016	X	14955427	14955577	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310270	X	15024386	15024536	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073957	X	15024386	15024536	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073958	X	15044073	15044223	+	151	26	28	11	4	2	11	4	21	32	28	22	25	8	8	25	12
FBtr0073959	X	15048878	15049028	+	151	43	37	14	14	3	25	16	37	16	17	26	15	12	26	22	12
FBtr0346087	X	15063329	15063479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073970	X	15063329	15063479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340424	X	15063869	15064019	+	151	113	85	25	13	13	57	8	24	16	15	32	17	104	211	13	5
FBtr0340429	X	15066332	15066482	-	151	151	62	20	6	6	57	3	22	10	10	35	31	104	259	13	11
FBtr0073961	X	15066957	15067107	+	151	24	20	5	9	2	22	2	7	30	17	32	39	11	32	17	1
FBtr0346060	X	15076120	15076270	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340427	X	15076120	15076270	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073962	X	15081317	15081467	+	151	47	23	7	7	4	18	7	20	31	24	48	30	15	46	23	8
FBtr0346085	X	15082777	15082927	+	151	37	25	12	9	4	10	9	36	22	18	25	13	14	22	24	9
FBtr0073964	X	15086075	15086225	+	151	176	98	24	9	24	97	6	31	10	9	31	25	124	353	7	10
FBtr0452148	X	15089632	15089782	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330401	X	15089632	15089782	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0452147	X	15089632	15089782	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074028	X	15116442	15116592	-	151	11	16	15	21	0	10	13	26	22	21	21	15	2	10	17	6
FBtr0100009	X	15125703	15125853	+	151	49	23	11	8	3	18	12	32	18	16	26	15	10	18	25	9
FBtr0074027	X	15139267	15139417	-	151	252	144	32	15	36	102	23	30	14	17	34	26	92	228	8	15
FBtr0112984	X	15163125	15163275	-	151	43	25	16	14	2	8	14	34	20	28	25	24	9	33	51	23
FBtr0330259	X	15175391	15175541	+	151	38	26	14	22	0	21	12	16	23	14	30	12	7	23	34	12
FBtr0346086	X	15210336	15210486	+	151	14	6	7	14	1	8	5	17	17	27	20	16	12	22	38	11
FBtr0074024	X	15229775	15229925	-	151	27	20	18	6	2	18	10	24	10	20	26	20	7	9	22	15
FBtr0074023	X	15244813	15244963	-	151	1	6	19	5	1	19	12	15	19	17	32	22	4	9	37	11
FBtr0074021	X	15272305	15272455	-	151	6	6	4	14	1	9	9	26	11	7	29	14	5	10	23	9
FBtr0340433	X	15292981	15293131	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074001	X	15292981	15293131	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074002	X	15294075	15294225	+	151	17	12	4	4	5	11	2	10	11	15	35	28	8	22	12	12
FBtr0310308	X	15297716	15297866	+	151	54	52	11	22	4	18	7	42	16	45	19	19	6	11	30	10
FBtr0331765	X	15298959	15299109	+	151	15	18	4	7	2	14	3	31	22	29	31	26	5	10	26	22
FBtr0303199	X	15300459	15300609	+	151	13	18	11	5	3	12	8	21	27	22	28	18	2	5	27	11
FBtr0074005	X	15319429	15319579	+	151	0	2	1	0	0	1	0	1	0	0	2	0	0	1	1	0
FBtr0100294	X	15319442	15319592	+	151	47	15	2	1	11	10	2	2	1	0	2	1	20	40	0	1
FBtr0308699	X	15320319	15320469	+	151	570	219	15	17	54	160	1	22	8	11	34	22	122	396	32	27
FBtr0074006	X	15322796	15322946	+	151	75	28	11	5	1	32	2	20	25	17	29	17	16	42	17	12
FBtr0340434	X	15323541	15323691	+	151	89	63	6	13	6	34	5	38	23	29	36	35	31	59	14	11
FBtr0074007	X	15328292	15328442	+	151	262	108	16	8	23	105	3	24	11	10	45	20	148	320	25	19
FBtr0074020	X	15333054	15333204	-	151	246	113	10	12	47	127	7	19	14	8	38	20	140	291	7	6
FBtr0074008	X	15333260	15333410	+	151	178	101	18	9	28	102	11	34	16	10	44	22	136	306	8	3
FBtr0307383	X	15334170	15334320	+	151	114	90	10	4	11	44	18	30	27	28	38	14	68	131	18	14
FBtr0074009	X	15334428	15334578	+	151	18	10	1	1	0	7	3	3	6	3	13	6	12	16	2	0
FBtr0074010	X	15334506	15334656	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307384	X	15334516	15334666	+	151	6	1	0	0	0	2	0	0	1	0	2	1	1	3	0	0
FBtr0301774	X	15335091	15335241	+	151	44	43	8	8	8	34	1	24	29	35	32	21	34	57	20	23
FBtr0074019	X	15342017	15342167	-	151	141	24	13	7	18	45	5	16	16	18	32	20	47	122	21	5
FBtr0074018	X	15344525	15344675	-	151	127	63	11	4	13	72	3	19	20	15	43	24	95	191	11	14
FBtr0074011	X	15345119	15345269	+	151	237	119	26	9	12	126	6	16	10	8	32	17	101	269	12	10
FBtr0074017	X	15360961	15361111	-	151	40	23	28	38	3	24	50	11	26	19	29	30	17	23	39	6
FBtr0305191	X	15378964	15379114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100328	X	15378964	15379114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305192	X	15378964	15379114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074014	X	15383853	15384003	-	151	26	14	46	41	1	24	27	36	17	24	26	22	18	16	41	17
FBtr0074012	X	15385341	15385491	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343351	X	15385341	15385491	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0474149	X	15440625	15440775	-	151	10	4	5	3	0	9	3	6	13	11	34	22	7	13	21	3
