# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.pmt.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0344823	X	14266317	14266467	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0475073	X	14277685	14277835	+	151	39	19	22	38	46	15	24	23	14	7	64	6	22	3	56
FBtr0073920	X	14289293	14289443	-	151	32	27	28	31	46	16	19	17	18	8	70	4	20	3	51
FBtr0073918	X	14317050	14317200	-	151	6	2	9	4	29	10	38	24	8	6	13	4	13	2	21
FBtr0073913	X	14322176	14322326	+	151	18	20	8	24	32	8	21	15	17	6	78	5	16	1	49
FBtr0073914	X	14378756	14378906	+	151	5	1	9	8	28	8	26	19	9	10	13	3	15	1	13
FBtr0073915	X	14380301	14380451	+	151	3	4	10	10	32	15	35	20	9	2	16	6	13	3	20
FBtr0073916	X	14479986	14480136	-	151	19	11	19	34	33	16	30	15	14	7	36	3	10	1	33
FBtr0073929	X	14496085	14496235	+	151	41	20	21	32	27	11	31	22	10	9	41	2	17	2	38
FBtr0339460	X	14580550	14580700	+	151	19	11	9	28	20	12	37	13	14	5	46	9	26	5	39
FBtr0073944	X	14591491	14591641	-	151	2	14	2	21	29	9	10	13	11	2	27	2	8	0	9
FBtr0343366	X	14602480	14602630	-	151	21	7	8	27	20	12	44	18	17	8	58	8	28	3	84
FBtr0073942	X	14653734	14653884	-	151	21	20	26	19	18	6	17	6	8	4	33	5	27	0	28
FBtr0346088	X	14653828	14653978	-	151	9	4	8	11	10	0	14	5	7	1	39	2	12	6	51
FBtr0343596	X	14679518	14679668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290021	X	14679518	14679668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304873	X	14702308	14702458	+	151	14	12	25	19	26	4	38	27	8	6	24	8	18	5	38
FBtr0331596	X	14748910	14749060	-	151	20	50	36	33	50	16	27	28	21	12	79	5	34	5	41
FBtr0302018	X	14749276	14749426	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073940	X	14749276	14749426	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339769	X	14765687	14765837	-	151	9	10	8	15	22	12	29	20	12	13	20	0	9	4	21
FBtr0073936	X	14776724	14776874	+	151	14	6	9	5	22	5	41	17	8	4	16	2	4	2	20
FBtr0073938	X	14783952	14784102	-	151	45	32	26	38	34	18	21	17	15	12	70	6	21	2	51
FBtr0305582	X	14786137	14786287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073937	X	14786137	14786287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333658	X	14786451	14786601	-	151	11	9	11	14	23	3	26	18	11	9	43	2	24	1	26
FBtr0333655	X	14818689	14818839	-	151	24	17	15	21	29	14	22	19	11	9	44	11	16	5	45
FBtr0333657	X	14825805	14825955	-	151	5	9	6	21	21	5	24	11	12	13	42	3	12	1	34
FBtr0333654	X	14825973	14826123	-	151	9	5	11	26	25	8	25	8	22	18	57	10	18	0	71
FBtr0340466	X	14831933	14832083	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305580	X	14831933	14832083	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339447	X	14831933	14832083	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073947	X	14832597	14832747	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300432	X	14832597	14832747	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073949	X	14839326	14839476	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330215	X	14839326	14839476	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330214	X	14839326	14839476	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330216	X	14839918	14840068	+	151	3	9	5	21	26	11	32	28	13	8	86	4	30	2	72
FBtr0073987	X	14844657	14844807	-	151	43	25	27	42	41	20	24	15	11	3	75	1	23	0	72
FBtr0073986	X	14848708	14848858	-	151	12	19	12	24	45	14	28	13	14	11	37	6	20	4	45
FBtr0073985	X	14853169	14853319	-	151	13	9	16	22	45	16	32	13	11	4	22	4	15	4	28
FBtr0073984	X	14856261	14856411	-	151	40	23	26	34	36	17	30	19	12	8	71	4	20	1	38
FBtr0344175	X	14871081	14871231	-	151	17	13	7	29	23	13	22	16	13	10	39	5	17	1	48
FBtr0344425	X	14882486	14882636	-	151	11	12	15	19	20	13	43	24	14	12	27	5	21	3	49
FBtr0073980	X	14896791	14896941	-	151	9	8	10	32	25	10	25	21	15	8	50	7	19	2	24
FBtr0343381	X	14905449	14905599	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073979	X	14905449	14905599	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073978	X	14908970	14909120	-	151	29	19	27	74	45	20	28	19	14	7	59	8	30	5	79
FBtr0343380	X	14909608	14909758	-	151	3	1	0	8	7	4	28	23	5	4	10	1	10	4	18
FBtr0073976	X	14913712	14913862	-	151	32	23	20	28	36	13	39	20	13	13	41	7	19	2	40
FBtr0073975	X	14918700	14918850	-	151	16	9	5	19	25	5	45	21	15	9	31	6	28	5	42
FBtr0073974	X	14923393	14923543	-	151	8	9	10	30	20	11	34	20	16	5	56	3	27	0	31
FBtr0347266	X	14925941	14926091	+	151	9	10	9	9	20	11	36	20	26	7	32	5	10	0	34
FBtr0343378	X	14928844	14928994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073973	X	14928844	14928994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300434	X	14929671	14929821	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073954	X	14929671	14929821	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300435	X	14930266	14930416	+	151	21	13	23	27	28	16	36	26	20	8	41	8	25	0	58
FBtr0073972	X	14950649	14950799	-	151	15	12	15	32	37	11	38	28	27	10	81	6	37	0	69
FBtr0308838	X	14951694	14951844	-	151	10	8	4	18	29	11	42	13	20	17	51	4	28	4	63
FBtr0303294	X	14951909	14952059	-	151	3	5	3	13	21	14	32	34	8	15	34	7	15	5	23
FBtr0343521	X	14953432	14953582	-	151	5	3	11	15	20	5	32	25	11	18	45	6	28	10	39
FBtr0310014	X	14955427	14955577	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310016	X	14955427	14955577	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310270	X	15024386	15024536	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073957	X	15024386	15024536	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073958	X	15044073	15044223	+	151	11	4	4	21	25	12	22	25	15	6	40	3	21	6	41
FBtr0073959	X	15048878	15049028	+	151	14	14	16	37	22	12	26	15	12	8	63	5	28	2	76
FBtr0346087	X	15063329	15063479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073970	X	15063329	15063479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340424	X	15063869	15064019	+	151	25	13	8	24	13	5	32	17	14	8	49	7	25	4	34
FBtr0340429	X	15066332	15066482	-	151	20	6	3	22	13	11	35	31	11	8	42	8	19	9	32
FBtr0073961	X	15066957	15067107	+	151	5	9	2	7	17	1	32	39	23	12	35	8	14	2	30
FBtr0346060	X	15076120	15076270	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340427	X	15076120	15076270	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073962	X	15081317	15081467	+	151	7	7	7	20	23	8	48	30	17	8	46	4	21	0	56
FBtr0346085	X	15082777	15082927	+	151	12	9	9	36	24	9	25	13	20	5	69	4	14	2	71
FBtr0073964	X	15086075	15086225	+	151	24	9	6	31	7	10	31	25	16	8	65	2	26	3	68
FBtr0452148	X	15089632	15089782	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330401	X	15089632	15089782	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0452147	X	15089632	15089782	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074028	X	15116442	15116592	-	151	15	21	13	26	17	6	21	15	16	7	47	3	16	5	53
FBtr0100009	X	15125703	15125853	+	151	11	8	12	32	25	9	26	15	16	12	44	9	17	3	28
FBtr0074027	X	15139267	15139417	-	151	32	15	23	30	8	15	34	26	18	15	54	7	31	1	56
FBtr0112984	X	15163125	15163275	-	151	16	14	14	34	51	23	25	24	11	8	52	7	16	4	44
FBtr0330259	X	15175391	15175541	+	151	14	22	12	16	34	12	30	12	11	6	55	3	15	2	28
FBtr0346086	X	15210336	15210486	+	151	7	14	5	17	38	11	20	16	10	5	34	1	7	0	8
FBtr0074024	X	15229775	15229925	-	151	18	6	10	24	22	15	26	20	16	9	37	1	11	1	31
FBtr0074023	X	15244813	15244963	-	151	19	5	12	15	37	11	32	22	19	15	19	3	11	3	32
FBtr0074021	X	15272305	15272455	-	151	4	14	9	26	23	9	29	14	12	1	37	3	8	2	32
FBtr0340433	X	15292981	15293131	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074001	X	15292981	15293131	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074002	X	15294075	15294225	+	151	4	4	2	10	12	12	35	28	7	4	15	2	14	2	16
FBtr0310308	X	15297716	15297866	+	151	11	22	7	42	30	10	19	19	15	7	124	7	24	3	46
FBtr0331765	X	15298959	15299109	+	151	4	7	3	31	26	22	31	26	7	11	33	1	6	0	39
FBtr0303199	X	15300459	15300609	+	151	11	5	8	21	27	11	28	18	16	9	33	8	10	11	36
FBtr0074005	X	15319429	15319579	+	151	1	0	0	1	1	0	2	0	1	0	3	1	6	0	4
FBtr0100294	X	15319442	15319592	+	151	2	1	2	2	0	1	2	1	1	0	4	1	4	0	2
FBtr0308699	X	15320319	15320469	+	151	15	17	1	22	32	27	34	22	18	12	77	3	36	3	95
FBtr0074006	X	15322796	15322946	+	151	11	5	2	20	17	12	29	17	16	7	41	4	26	4	33
FBtr0340434	X	15323541	15323691	+	151	6	13	5	38	14	11	36	35	21	8	85	7	22	0	64
FBtr0074007	X	15328292	15328442	+	151	16	8	3	24	25	19	45	20	17	7	58	3	33	4	40
FBtr0074020	X	15333054	15333204	-	151	10	12	7	19	7	6	38	20	27	16	57	3	36	3	59
FBtr0074008	X	15333260	15333410	+	151	18	9	11	34	8	3	44	22	17	11	83	4	29	4	61
FBtr0307383	X	15334170	15334320	+	151	10	4	18	30	18	14	38	14	14	7	51	10	31	1	59
FBtr0074009	X	15334428	15334578	+	151	1	1	3	3	2	0	13	6	4	3	11	2	3	1	10
FBtr0074010	X	15334506	15334656	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307384	X	15334516	15334666	+	151	0	0	0	0	0	0	2	1	0	0	2	0	0	0	1
FBtr0301774	X	15335091	15335241	+	151	8	8	1	24	20	23	32	21	10	11	85	2	14	1	37
FBtr0074019	X	15342017	15342167	-	151	13	7	5	16	21	5	32	20	20	5	32	5	21	6	45
FBtr0074018	X	15344525	15344675	-	151	11	4	3	19	11	14	43	24	12	7	32	7	23	7	41
FBtr0074011	X	15345119	15345269	+	151	26	9	6	16	12	10	32	17	23	9	29	5	30	5	67
FBtr0074017	X	15360961	15361111	-	151	28	38	50	11	39	6	29	30	7	8	28	3	14	5	27
FBtr0305191	X	15378964	15379114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100328	X	15378964	15379114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305192	X	15378964	15379114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074014	X	15383853	15384003	-	151	46	41	27	36	41	17	26	22	12	12	46	6	9	5	39
FBtr0074012	X	15385341	15385491	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343351	X	15385341	15385491	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0474149	X	15440625	15440775	-	151	5	3	3	6	21	3	34	22	4	6	8	2	8	0	13
FBtr0308309	X	15441152	15441302	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308310	X	15441152	15441302	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074079	X	15449783	15449933	-	151	25	15	9	21	13	7	45	28	11	13	44	8	18	16	36
FBtr0346181	X	15450211	15450361	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332590	X	15450211	15450361	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074031	X	15453421	15453571	+	151	5	22	11	39	13	6	33	26	21	8	85	1	20	1	70
FBtr0074077	X	15462341	15462491	-	151	9	10	7	31	13	8	40	22	15	8	52	8	21	3	31
FBtr0074032	X	15462672	15462822	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308830	X	15462672	15462822	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343984	X	15464532	15464682	+	151	7	5	1	10	14	8	32	27	11	5	26	3	6	3	16
FBtr0343983	X	15465277	15465427	+	151	8	12	9	20	10	10	28	20	10	8	32	4	16	2	32
FBtr0074033	X	15465515	15465665	+	151	1	4	10	23	11	7	11	9	7	6	58	3	14	1	31
FBtr0345130	X	15465690	15465840	+	151	9	9	4	32	23	12	16	13	14	9	95	9	17	4	35
FBtr0074076	X	15467429	15467579	-	151	17	12	9	29	17	20	32	22	13	7	52	2	22	4	81
FBtr0346184	X	15467657	15467807	-	151	12	11	5	16	5	17	39	28	20	16	58	4	13	1	41
FBtr0074075	X	15472019	15472169	-	151	10	12	9	17	12	9	47	28	23	12	42	4	15	2	49
FBtr0074074	X	15475300	15475450	-	151	13	14	9	18	14	10	43	25	17	11	57	5	31	4	46
FBtr0344943	X	15476041	15476191	+	151	18	3	11	27	26	10	35	17	12	15	40	1	29	3	48
FBtr0310061	X	15482324	15482474	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074040	X	15482324	15482474	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074042	X	15486872	15487022	+	151	5	4	2	6	13	10	50	15	8	9	22	2	20	9	36
FBtr0343525	X	15489831	15489981	+	151	14	14	12	12	33	11	40	22	19	11	33	4	17	7	25
FBtr0074043	X	15498958	15499108	+	151	4	20	4	41	39	24	35	21	11	5	118	4	23	1	19
FBtr0100142	X	15522063	15522213	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074073	X	15522063	15522213	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332497	X	15554178	15554328	-	151	9	5	1	26	23	11	34	32	18	11	38	5	28	7	39
FBtr0074045	X	15568943	15569093	+	151	2	5	4	7	13	1	17	10	15	15	17	2	3	0	8
FBtr0339691	X	15569116	15569266	+	151	4	12	6	21	29	9	22	19	17	11	44	5	21	3	45
FBtr0074072	X	15572049	15572199	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340349	X	15572049	15572199	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074071	X	15574435	15574585	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340348	X	15574435	15574585	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310052	X	15577898	15578048	-	151	9	6	7	21	11	13	27	14	17	8	36	7	25	1	40
FBtr0346182	X	15578071	15578221	-	151	6	3	4	4	2	2	5	2	8	3	12	1	4	0	8
FBtr0074046	X	15578155	15578305	+	151	1	5	0	19	4	4	15	6	7	12	49	0	8	1	13
FBtr0074066	X	15582774	15582924	-	151	10	16	3	42	14	14	31	29	22	8	74	8	30	4	50
FBtr0074047	X	15583109	15583259	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340344	X	15583109	15583259	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074048	X	15587683	15587833	+	151	9	5	7	30	18	10	27	28	14	6	68	8	17	0	55
FBtr0340347	X	15593051	15593201	-	151	19	10	17	35	20	9	33	18	27	9	71	11	14	5	86
FBtr0074064	X	15593434	15593584	-	151	11	5	15	20	19	8	47	17	13	15	48	4	28	6	36
FBtr0340346	X	15626440	15626590	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074063	X	15626440	15626590	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331760	X	15633334	15633484	-	151	39	28	25	40	60	18	37	27	14	9	41	3	19	4	61
FBtr0074062	X	15669697	15669847	-	151	46	29	39	39	95	29	28	18	9	4	18	1	10	7	30
FBtr0339692	X	15670929	15671079	-	151	7	10	9	25	29	13	38	16	15	2	27	5	31	1	40
FBtr0074052	X	15675426	15675576	+	151	31	17	24	35	38	14	53	28	19	14	69	4	34	3	66
FBtr0347265	X	15688757	15688907	-	151	166	97	61	45	146	55	50	33	13	15	46	8	17	1	43
FBtr0074053	X	15697444	15697594	+	151	1	0	2	0	0	0	1	1	1	0	1	1	0	0	2
FBtr0343332	X	15697455	15697605	+	151	2	1	0	0	3	1	2	0	0	0	2	0	1	0	1
FBtr0074060	X	15701159	15701309	-	151	17	20	8	21	35	13	38	27	7	8	34	7	22	3	46
FBtr0074058	X	15703670	15703820	-	151	12	13	6	14	10	8	37	17	17	13	31	5	16	2	32
FBtr0074054	X	15704075	15704225	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344214	X	15704075	15704225	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074057	X	15708944	15709094	-	151	5	2	1	29	18	11	38	24	16	3	48	7	11	0	40
FBtr0074056	X	15710439	15710589	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340308	X	15710439	15710589	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339683	X	15710597	15710747	+	151	4	4	1	21	2	6	24	16	11	5	41	3	25	5	29
FBtr0339685	X	15711007	15711157	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339684	X	15711007	15711157	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074082	X	15712578	15712728	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340304	X	15712578	15712728	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339686	X	15713591	15713741	+	151	20	8	7	29	21	10	41	24	24	10	41	12	15	1	37
FBtr0074083	X	15732128	15732278	+	151	24	14	14	31	31	16	35	28	20	9	88	8	48	6	87
FBtr0332613	X	15734220	15734370	+	151	11	16	7	15	7	10	33	26	14	16	43	4	34	6	49
FBtr0074203	X	15737020	15737170	-	151	8	8	13	14	15	6	41	26	22	12	46	6	20	4	52
FBtr0074202	X	15738854	15739004	-	151	10	6	9	23	10	4	38	30	20	9	45	8	33	3	39
FBtr0074085	X	15739180	15739330	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346187	X	15739180	15739330	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074201	X	15746131	15746281	-	151	19	8	10	16	16	9	43	13	13	8	23	5	26	1	31
FBtr0074086	X	15746598	15746748	+	151	5	7	13	20	15	9	46	30	8	12	23	8	23	5	30
FBtr0346188	X	15749116	15749266	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074087	X	15749116	15749266	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074089	X	15756268	15756418	+	151	7	5	5	11	17	14	31	21	10	10	40	10	19	4	29
FBtr0340305	X	15760549	15760699	-	151	13	5	8	8	4	1	14	10	5	3	17	4	9	7	20
FBtr0345133	X	15760633	15760783	-	151	1	1	4	10	3	2	15	5	10	5	14	1	14	5	21
FBtr0074090	X	15761198	15761348	+	151	10	8	4	21	15	7	39	19	14	10	35	3	26	6	27
FBtr0300811	X	15762906	15763056	+	151	7	5	3	13	11	8	37	17	8	8	25	3	19	4	44
FBtr0308092	X	15769614	15769764	+	151	7	9	9	28	17	10	31	31	15	10	29	2	20	4	49
FBtr0310394	X	15773121	15773271	+	151	9	10	3	22	22	8	33	43	13	10	42	4	20	5	41
FBtr0310395	X	15779096	15779246	+	151	29	18	11	32	13	13	23	31	24	9	66	4	14	2	37
FBtr0074192	X	15783610	15783760	-	151	6	8	7	11	21	13	32	18	12	7	44	2	20	5	26
FBtr0074190	X	15785483	15785633	-	151	5	4	7	15	5	3	28	29	18	5	27	3	20	1	37
FBtr0074094	X	15785997	15786147	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346193	X	15785997	15786147	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074096	X	15788847	15788997	+	151	11	11	6	18	28	18	37	30	20	11	47	3	29	4	40
FBtr0074189	X	15795928	15796078	-	151	9	14	11	27	20	10	50	27	16	6	44	6	28	4	68
FBtr0074184	X	15799062	15799212	-	151	12	8	5	12	21	4	24	11	18	10	50	4	14	1	21
FBtr0340114	X	15799376	15799526	+	151	9	5	2	22	13	1	17	11	9	6	21	0	6	0	13
FBtr0074097	X	15799546	15799696	+	151	22	4	5	20	22	5	24	19	16	9	32	7	22	2	36
FBtr0074183	X	15802869	15803019	-	151	7	3	8	19	16	5	34	15	19	7	47	8	22	2	50
FBtr0307978	X	15803780	15803930	-	151	3	2	3	9	15	9	51	22	20	8	21	4	13	1	31
FBtr0346799	X	15804320	15804470	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308128	X	15804320	15804470	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112824	X	15805457	15805607	+	151	14	7	15	18	20	9	27	13	15	6	32	5	13	3	33
FBtr0074098	X	15809505	15809655	+	151	20	22	18	30	46	17	39	27	15	17	43	4	25	0	58
FBtr0308129	X	15812044	15812194	+	151	17	7	10	37	14	11	36	18	21	10	64	6	15	0	79
FBtr0301543	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310312	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308131	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308132	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308130	X	15813503	15813653	+	151	9	6	9	25	21	8	39	15	22	12	43	10	22	6	54
FBtr0310311	X	15815249	15815399	+	151	5	9	4	8	20	6	47	20	14	13	20	2	12	0	29
FBtr0074101	X	15818101	15818251	+	151	14	4	3	15	26	12	41	21	13	6	31	4	17	1	39
FBtr0074180	X	15834654	15834804	-	151	9	7	3	17	16	18	31	21	14	16	37	6	32	0	36
FBtr0112798	X	15835390	15835540	-	151	18	8	13	18	25	9	40	30	18	7	31	6	21	2	49
FBtr0074103	X	15837780	15837930	+	151	6	6	9	12	16	4	24	25	14	6	23	6	7	4	23
FBtr0074178	X	15844045	15844195	-	151	16	11	9	28	13	5	38	21	14	13	42	6	32	5	75
FBtr0346189	X	15844426	15844576	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074104	X	15844426	15844576	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340116	X	15844587	15844737	+	151	17	10	7	21	16	11	21	12	12	14	34	2	13	2	35
FBtr0074176	X	15849158	15849308	-	151	18	7	8	17	21	10	33	24	18	10	42	1	20	1	33
FBtr0300787	X	15853075	15853225	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074175	X	15853075	15853225	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
