# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27me3.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27me3.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region1688	chr3R	23183808	23184778	.	971	1177	528	611	220	1157	416	129	147	559	471	14	53	29	94	125
Region1689	chr3R	23187322	23188798	.	1477	1975	1004	1131	372	1909	635	180	281	734	575	21	98	60	182	200
Region1690	chr3R	23190308	23207865	.	17558	41298	30444	38683	14133	38524	18810	2220	3245	5201	4494	270	1094	597	2019	1793
Region1691	chr3R	23208223	23211805	.	3583	6970	4579	7831	1860	7112	3155	467	690	1040	915	82	211	133	385	376
Region1692	chr3R	23212484	23214031	.	1548	2605	1574	2626	625	2457	895	189	287	470	403	41	96	71	206	203
Region1693	chr3R	23287018	23287930	.	913	1159	509	902	188	1001	330	136	173	445	327	24	70	36	133	127
Region1694	chr3R	23288562	23290039	.	1478	1938	917	1552	330	1736	568	199	273	608	547	32	85	56	222	185
Region1695	chr3R	23290370	23290905	.	536	681	341	581	123	494	186	89	129	147	177	19	43	21	93	62
Region1696	chr3R	23291174	23292784	.	1611	3884	2532	3906	1285	4027	1860	198	282	689	570	31	104	71	200	176
Region1697	chr3R	23293584	23295382	.	1799	5107	3776	5035	2030	4697	2998	253	367	693	677	38	117	70	268	204
Region1698	chr3R	23295712	23300056	.	4345	8722	7076	7600	2901	6934	2773	610	928	1188	1207	97	295	171	577	510
Region1699	chr3R	23302934	23303383	.	450	695	414	549	149	498	181	64	98	173	175	4	32	17	61	44
Region1700	chr3R	23304078	23304650	.	573	683	637	598	244	627	231	86	123	168	155	15	28	21	68	78
Region1701	chr3R	23306086	23306533	.	448	714	513	550	208	570	169	73	94	161	158	11	32	11	54	67
Region1702	chr3R	23310567	23311017	.	451	545	442	409	170	360	159	74	111	125	160	15	24	18	58	60
Region1703	chr3R	23311889	23312268	.	380	686	420	518	171	506	208	66	97	153	114	14	28	13	50	46
Region1704	chr3R	23312521	23313939	.	1419	2122	1573	1593	618	1517	762	171	299	486	466	27	99	52	186	171
Region1705	chr3R	23315939	23318193	.	2255	3348	2474	1780	978	2417	1273	312	435	599	635	39	134	96	345	291
Region1706	chr3R	23324361	23324733	.	373	474	224	284	94	474	116	50	72	182	144	9	24	12	43	45
Region1707	chr3R	24745777	24748826	.	3050	2036	3568	2627	1783	1654	3783	373	549	1444	1149	47	229	121	325	402
Region1708	chr3R	24750153	24750588	.	436	187	493	318	255	146	538	66	96	215	186	12	39	24	65	62
Region1709	chr3R	25076884	25077829	.	946	1281	469	1991	157	983	523	121	241	368	406	19	67	34	160	138
Region1710	chr3R	25078338	25084815	.	6478	16663	11082	18205	5095	17327	9406	855	1253	2111	1851	120	372	220	745	652
Region1711	chr3R	25085585	25087069	.	1485	1824	1396	2273	376	1849	570	182	342	307	293	29	90	48	140	145
Region1712	chr3R	25087772	25096719	.	8948	19511	12162	20179	4625	17606	8238	1174	1797	2686	2462	172	602	335	1123	1005
Region1713	chr3R	25138571	25139151	.	581	814	374	662	231	771	488	79	103	350	217	11	32	11	113	83
Region1714	chr3R	26003956	26004309	.	354	338	370	438	216	296	189	49	71	123	120	4	36	13	49	26
Region1715	chr3R	26004747	26005712	.	966	676	927	788	582	729	563	141	195	435	299	14	70	44	123	102
Region1716	chr3R	26018941	26019358	.	418	594	256	1091	120	447	255	54	93	184	175	10	30	17	65	65
Region1717	chr3R	26022080	26022703	.	624	921	445	1336	229	828	499	81	118	407	353	9	46	24	85	106
Region1718	chr3R	26032935	26033388	.	454	703	329	780	188	503	340	73	101	211	227	15	36	24	74	64
Region1719	chr3R	26093310	26093782	.	473	525	408	230	159	456	125	68	86	147	156	12	28	14	59	52
Region1720	chr3R	26094971	26098755	.	3785	4846	4747	2531	1957	4647	1752	442	675	1034	1016	62	208	117	373	372
Region1721	chr3R	26099704	26103401	.	3698	5149	5040	2195	2172	5027	1507	444	699	831	805	71	179	107	321	293
Region1722	chr3R	26880506	26881187	.	682	710	761	1322	455	709	578	116	117	338	251	16	42	25	86	83
Region1723	chr3R	27192010	27193014	.	1005	1237	938	901	410	1117	409	126	157	244	300	18	47	36	109	109
Region1724	chr3R	27194475	27196401	.	1927	2244	2149	1561	1036	2305	1032	239	406	495	441	56	114	77	183	198
Region1725	chr3R	27197099	27197674	.	576	811	423	430	150	642	252	76	109	256	279	10	38	26	79	69
Region1726	chr3R	27438858	27440766	.	1909	2531	1819	1843	833	2289	1504	253	343	559	518	35	94	63	253	170
Region1727	chr3R	27444277	27444713	.	437	395	486	368	217	408	318	66	74	105	124	8	24	7	53	38
Region1728	chr3R	28545524	28553000	.	7477	13754	10477	16362	4606	12532	8066	965	1347	2485	2171	119	448	235	919	790
Region1729	chr3R	28553369	28555224	.	1856	2210	2088	2857	890	2213	1028	220	331	608	581	29	109	74	209	207
Region1730	chr3R	28556860	28557413	.	554	556	650	724	218	565	295	71	132	194	164	7	32	21	64	64
Region1731	chr3R	28557896	28558335	.	440	315	600	396	244	404	163	79	115	101	88	12	29	14	34	41
Region1732	chr3R	28560467	28560842	.	376	462	322	389	94	370	117	52	78	118	145	6	29	15	55	49
Region1733	chr3R	28561899	28562821	.	923	1443	1005	1484	434	1219	419	140	173	337	404	13	54	35	111	91
Region1734	chr3R	28564384	28565356	.	973	1183	798	1424	297	1030	370	144	156	343	350	17	72	26	136	126
Region1735	chr3R	28565677	28567475	.	1799	2373	1660	2612	700	2186	643	215	289	655	664	22	100	71	202	189
Region1736	chr3R	28568133	28568792	.	660	610	693	931	279	641	314	99	113	239	220	8	34	23	96	87
Region1737	chr3R	28569244	28569724	.	481	596	528	691	199	552	206	78	95	206	164	6	28	24	63	54
Region1738	chr3R	28570004	28570415	.	412	375	464	447	215	540	225	56	73	166	129	5	22	11	46	46
Region1739	chr3R	28570771	28572608	.	1838	1828	1892	2120	799	1643	817	239	309	521	515	33	102	73	217	174
Region1740	chr3R	28574071	28581105	.	7035	10683	9171	11137	4140	9804	4347	838	1258	2252	2150	123	432	251	789	755
Region1741	chr3R	28581464	28585285	.	3822	8685	8310	7755	5268	12666	7985	451	657	1785	1033	65	236	144	454	364
Region1742	chr3R	28585690	28594124	.	8435	16321	15135	17847	7324	14596	8687	1102	1581	2322	2206	174	440	288	972	882
Region1743	chr3R	28594336	28597175	.	2840	3583	3091	3917	1496	3541	1473	379	569	909	786	50	176	108	323	286
Region1744	chr3R	29296018	29297305	.	1288	783	1429	326	765	492	357	172	232	463	414	11	63	36	171	138
Region1745	chr3R	29305149	29306125	.	977	327	1054	199	653	237	176	114	187	295	253	27	80	28	147	110
Region1746	chr3R	29308663	29309214	.	552	153	539	166	309	132	119	74	130	202	182	8	38	33	100	62
Region1747	chr3R	29505972	29506670	.	699	1145	498	1430	162	1020	278	91	133	273	294	15	51	33	94	69
Region1748	chr3R	29507330	29508826	.	1497	2389	1028	2770	419	2285	606	206	235	461	386	29	90	54	144	183
Region1749	chr3R	29509178	29511134	.	1957	2243	1272	2450	533	2167	690	216	347	533	517	38	90	67	228	169
Region1750	chr3R	29512661	29520136	.	7476	11417	6648	12240	2832	10519	3751	929	1369	2217	1951	99	403	252	770	713
Region1751	chr3R	29520674	29522009	.	1336	1812	983	1968	405	1524	473	173	252	429	408	22	78	50	175	139
Region1752	chr3R	29522441	29522904	.	464	553	382	700	110	529	185	72	99	165	126	9	29	17	78	41
Region1753	chr3R	29524870	29532835	.	7966	11562	6346	10688	2514	11033	3271	1009	1421	2043	1828	99	442	240	754	740
Region1754	chr3R	29533440	29556022	.	22583	41436	24511	44705	10795	39224	17027	2775	4083	6153	5327	399	1238	731	2546	2115
Region1755	chr3R	29556425	29576684	.	20260	35962	20829	42654	9705	39905	17921	2611	3454	5713	4697	276	1143	639	2111	1893
Region1756	chr3R	29577061	29577536	.	476	727	435	936	174	879	257	74	88	127	118	15	35	18	49	52
Region1757	chr3R	29577819	29580525	.	2707	4032	2084	4098	757	3895	1135	324	459	725	640	50	153	90	286	285
Region1758	chr3R	29580949	29582475	.	1527	1650	934	1353	348	1706	449	182	215	326	315	19	73	30	161	142
Region1759	chr3R	29582691	29583114	.	424	582	323	419	136	554	143	68	100	137	86	13	35	20	57	44
Region1760	chr3R	29583683	29586364	.	2682	2983	2008	3099	822	3228	898	335	549	683	608	26	124	59	310	259
Region1761	chr3R	29587330	29588181	.	852	1382	644	1078	280	1314	338	129	154	369	269	23	64	35	98	96
Region1762	chr3R	29589062	29590983	.	1922	3065	1098	1857	370	2896	626	255	374	829	588	35	129	82	235	250
Region1763	chr3R	29683661	29686266	.	2606	3140	2787	3599	1322	3407	1587	305	385	1136	846	49	162	90	247	307
Region1764	chr3R	29686652	29687142	.	491	517	645	767	187	518	329	71	95	122	147	4	27	13	79	59
Region1765	chr3R	29687381	29691187	.	3807	6019	7394	9152	3252	6288	6083	457	699	994	940	50	217	101	429	339
Region1766	chr3R	29691696	29696586	.	4891	6937	8247	9680	4130	9967	7470	615	874	1776	1065	77	272	187	424	461
Region1767	chr3R	29697498	29699353	.	1856	1999	1697	2798	728	2092	1162	261	299	548	462	29	110	62	217	204
Region1768	chr3R	29699562	29701091	.	1530	2109	1967	2649	718	1872	1254	186	296	466	456	36	85	44	179	181
Region1769	chr3R	29701320	29704766	.	3447	4307	3789	5611	1551	3939	2448	431	622	861	864	71	174	118	368	324
Region1770	chr3R	29705383	29709655	.	4273	4640	4391	5807	1767	4296	2269	546	734	1027	1049	63	235	132	427	362
Region1771	chr3R	29709868	29710358	.	491	625	454	794	198	553	295	65	87	182	191	9	25	21	54	48
Region1772	chr3R	29710954	29711565	.	612	701	654	945	277	685	358	88	98	202	207	17	23	29	67	59
Region1773	chr3R	30028899	30029561	.	663	544	661	637	369	536	380	95	120	372	249	13	50	34	73	75
Region1774	chr3R	30265772	30267065	.	1294	1423	1366	1536	595	1250	795	151	205	348	383	14	82	33	117	127
Region1775	chr3R	30267316	30277059	.	9744	17300	18539	16968	9093	15288	11405	1135	1823	2775	2243	153	628	287	1056	982
Region1776	chr3R	30278105	30280359	.	2255	2043	3393	2881	1759	3144	2521	264	443	1018	597	39	166	66	198	246
Region1777	chr3R	30750583	30751561	.	979	846	966	780	429	843	216	122	195	228	217	23	54	30	121	86
Region1778	chr3R	30752077	30781838	.	29762	71371	63219	43079	34865	67048	21782	3688	5411	8374	7601	614	1774	1082	4026	3036
Region1779	chr3R	30782167	30787739	.	5573	12149	8602	7070	4027	15538	2770	695	929	2297	1551	113	348	203	694	578
Region1780	chr3R	30845905	30851587	.	5683	14421	13371	12433	7189	11368	13420	738	1165	1585	1397	110	356	210	756	601
Region1781	chr3R	30852214	30865540	.	13327	28521	26994	28208	14922	24611	30341	1670	2541	4129	3587	222	853	467	1579	1460
Region1782	chr3R	30866323	30868819	.	2497	3192	4048	3202	2190	3375	3005	325	462	828	603	32	149	77	290	223
Region1783	chr3R	30900311	30900548	.	238	290	260	562	101	264	268	34	39	100	85	4	22	8	36	27
Region1784	chr3R	30902554	30904684	.	2131	2414	1976	4125	685	2557	1620	266	381	656	543	37	130	62	237	220
Region1785	chr3R	30905002	30918631	.	13630	25706	22998	36149	10931	27222	24265	1620	2388	3928	3257	570	975	718	1658	1731
Region1786	chr3R	30919336	30920824	.	1489	1428	1691	2678	735	1635	1190	205	295	425	368	14	82	47	190	137
Region1787	chr3R	30922367	30923934	.	1568	1404	1687	2163	671	1598	860	217	294	385	313	37	76	42	158	140
Region1788	chr3R	30924295	30925115	.	821	740	983	1382	416	1075	711	107	149	277	220	7	41	18	84	56
Region1789	chr3R	30925465	30926056	.	592	655	534	1022	241	624	327	89	127	195	185	17	37	27	84	72
Region1790	chr3R	30927520	30928672	.	1153	1420	880	1931	342	1296	630	153	205	334	283	14	66	34	129	130
Region1791	chr3R	30929179	30930124	.	946	831	938	1146	405	2010	902	143	139	541	220	12	52	35	84	78
Region1792	chr3R	30930792	30931554	.	763	712	567	894	228	771	316	94	122	186	115	10	25	25	71	49
Region1793	chr3R	30931817	30934354	.	2538	2838	1756	3342	661	2771	1084	288	413	682	592	45	116	67	255	229
Region1794	chr3R	30935474	30937144	.	1671	1790	1116	2437	398	2072	800	216	288	582	407	32	89	48	178	141
Region1795	chr3R	30938521	30939345	.	825	762	542	1089	176	720	320	105	148	201	182	9	29	28	98	81
Region1796	chr3R	30940807	30941159	.	353	357	249	515	93	340	169	59	65	86	78	2	21	10	34	29
Region1797	chr3R	30941640	30942045	.	406	567	334	984	111	567	245	59	68	177	198	8	21	7	55	41
Region1798	chr3R	31061668	31062389	.	722	2130	1990	1457	925	1511	1054	109	166	151	147	11	47	19	99	54
Region1799	chr3R	31062720	31072425	.	9706	17953	15216	16565	7145	18727	10688	1182	1672	2593	2242	155	531	287	1014	919
Region1800	chr3R	31072677	31074167	.	1491	2028	1161	1883	389	1998	860	208	249	355	318	43	72	45	176	146
Region1801	chr3R	31081881	31082872	.	992	1694	720	1698	334	1737	925	120	162	448	297	15	60	40	98	120
Region1802	chr3R	31193530	31194985	.	1456	139	1521	150	1049	124	307	167	238	569	491	37	93	56	185	166
Region1803	chr3R	31705641	31706877	.	1237	466	1177	248	681	373	489	176	219	425	340	26	83	55	140	113
Region1804	chr4	381670	382661	.	992	1684	1057	1794	385	1273	947	138	216	362	482	39	70	61	175	130
Region1805	chr4	382889	385239	.	2351	3193	3397	4216	1284	2602	2286	344	574	609	845	59	165	115	345	301
Region1806	chr4	385671	386045	.	375	471	482	461	171	390	209	67	105	94	137	5	21	24	74	51
Region1807	chr4	386694	392248	.	5555	8162	7413	9638	3234	7683	5455	743	1113	1641	1993	137	335	256	773	598
Region1808	chr4	392742	394238	.	1497	1703	2028	1823	737	1395	1008	200	368	370	552	44	104	57	253	171
Region1809	chr4	394521	394910	.	390	443	488	513	135	346	210	57	119	70	148	11	12	10	31	45
Region1810	chr4	395307	396917	.	1611	2185	1958	2156	792	2050	1262	220	340	611	677	26	108	80	222	200
Region1811	chr4	397140	398350	.	1211	1597	1290	1573	513	1291	605	165	282	354	514	29	92	77	214	149
Region1812	chr4	400062	400432	.	371	401	359	589	139	322	231	58	71	89	160	7	22	21	89	50
Region1813	chr4	402087	402830	.	744	775	657	965	244	753	402	112	166	258	273	18	41	40	127	95
Region1814	chr4	403132	403842	.	711	700	538	840	175	704	294	118	180	161	244	17	48	35	119	89
Region1815	chr4	405050	405695	.	646	748	721	861	251	784	491	95	138	206	206	14	48	41	117	87
Region1816	chr4	417021	424589	.	7569	13831	10396	18688	3522	12114	7411	1018	1689	1760	2339	197	477	375	1062	845
Region1817	chr4	425736	427637	.	1902	3247	2596	3345	1165	2801	1131	268	382	685	808	44	148	95	328	262
Region1818	chr4	428738	429118	.	381	420	555	458	213	413	126	60	91	66	97	14	27	18	42	32
Region1819	chr4	429422	430920	.	1499	1947	1573	1600	566	1544	456	231	329	427	603	44	109	71	241	201
Region1820	chr4	699782	708041	.	8260	19473	13877	28080	6482	16086	12110	1126	1811	2191	2860	205	525	348	1215	934
Region1821	chr4	708453	709286	.	834	912	393	1749	108	865	363	129	181	309	380	26	47	56	171	129
Region1822	chr4	711630	712476	.	847	916	763	1798	306	921	581	123	178	282	352	48	58	39	158	97
Region1823	chr4	713793	714509	.	717	993	567	1660	241	889	678	92	127	335	404	12	55	44	115	100
Region1824	chr4	802511	803569	.	1059	1525	828	2536	290	1474	899	125	215	461	539	29	69	51	175	141
Region1825	chr4	805752	811807	.	6056	9281	9515	15484	3771	8142	6383	753	1361	1577	2067	159	394	275	883	681
Region1826	chr4	812294	812986	.	693	873	612	1645	243	835	401	103	159	216	334	16	58	41	115	90
Region1827	chr4	831381	831800	.	420	450	463	869	151	435	229	70	116	107	130	15	31	23	76	59
Region1828	chr4	837400	839972	.	2573	4405	3725	6514	1506	3417	2490	332	510	866	1201	47	204	166	465	345
Region1829	chr4	841739	845760	.	4022	8797	8931	12759	3782	7204	5902	539	948	1041	1356	124	265	182	594	501
Region1830	chr4	846140	846940	.	801	878	720	1671	207	911	442	122	212	201	311	39	63	47	158	112
Region1831	chr4	848100	848757	.	658	975	768	1285	264	829	360	94	157	207	250	19	45	40	124	78
Region1832	chr4	985238	996910	.	11673	20651	21439	36152	8585	16925	15175	1595	2737	2728	3839	322	757	537	1642	1285
Region1833	chr4	999741	1000044	.	304	644	275	990	164	601	378	103	97	393	449	17	37	46	78	63
Region1834	chr4	1000658	1001078	.	421	662	348	1100	154	540	266	62	83	175	242	25	33	31	70	70
Region1835	chr4	1088069	1088490	.	422	458	438	553	150	375	184	63	103	135	178	13	24	22	75	52
Region1836	chr4	1089610	1090266	.	657	1021	723	1182	222	842	352	95	169	135	233	22	43	25	99	82
Region1837	chr4	1090515	1090896	.	382	606	375	937	149	523	316	64	114	129	200	12	30	25	89	62
Region1838	chr4	1091109	1092902	.	1794	1887	1356	2555	420	1619	711	286	417	478	700	39	122	96	264	185
Region1839	chr4	1094622	1099955	.	5334	8251	7487	12745	2679	7054	4821	762	1252	1120	1756	140	309	253	704	602
Region1840	chr4	1101067	1101691	.	625	635	410	1110	111	618	224	88	187	139	209	20	34	33	96	82
Region1841	chrX	367814	368507	.	694	533	629	266	307	554	270	77	121	144	142	12	49	24	78	62
Region1842	chrX	374881	375332	.	452	527	261	168	92	409	186	62	75	124	135	11	31	19	68	47
Region1843	chrX	396366	397271	.	906	886	861	497	444	663	542	73	163	317	305	10	57	27	120	99
Region1844	chrX	398544	398871	.	328	210	435	169	211	224	180	37	55	74	60	3	27	10	32	31
Region1845	chrX	401165	401579	.	415	316	424	169	231	269	216	55	74	85	84	18	24	13	49	35
Region1846	chrX	579684	581085	.	1402	1654	1061	1213	468	1429	1155	131	182	409	401	23	69	55	133	123
Region1847	chrX	581302	590550	.	9249	17371	11860	13682	5263	14046	11826	898	1421	2042	2157	140	443	267	1097	793
Region1848	chrX	590914	595517	.	4604	8602	7590	4709	4476	11584	5725	499	695	1380	920	77	206	140	584	398
Region1849	chrX	596111	597426	.	1316	1803	1338	1173	606	2034	603	134	184	516	363	20	60	42	137	111
Region1850	chrX	598209	600108	.	1900	1986	1281	1630	519	1689	618	202	239	499	501	29	91	51	196	169
Region1851	chrX	2124667	2125495	.	829	1268	1200	1712	368	1014	733	85	152	128	183	11	42	18	75	75
Region1852	chrX	2126515	2127579	.	1065	1978	728	2549	315	1520	1258	128	182	396	353	9	64	27	128	105
Region1853	chrX	2139023	2140658	.	1636	2813	2828	4039	1307	2468	2403	166	296	323	326	35	87	54	149	137
Region1854	chrX	2141159	2144894	.	3736	5399	3518	8594	1524	6077	5277	352	542	1284	931	52	195	103	418	308
Region1855	chrX	2390999	2391640	.	642	787	522	474	280	544	366	78	118	234	245	5	32	24	87	60
Region1856	chrX	2395893	2396277	.	385	344	416	159	190	310	130	44	59	100	111	6	23	8	42	27
Region1857	chrX	2398393	2399105	.	713	680	849	379	527	698	355	88	114	168	141	12	28	16	48	62
Region1858	chrX	2409573	2410790	.	1218	1184	1434	606	916	1626	819	116	197	525	266	14	71	25	97	115
Region1859	chrX	2411243	2411742	.	500	346	522	264	209	319	175	59	76	124	112	15	27	12	64	30
Region1860	chrX	2413270	2413656	.	387	415	383	276	240	362	169	53	64	138	120	9	34	19	52	34
Region1861	chrX	2425018	2425857	.	840	1484	720	1531	338	1366	916	87	135	316	284	5	43	23	95	81
Region1862	chrX	2426093	2441775	.	15683	31427	23156	30980	11348	29944	20391	1566	2390	4192	3627	231	749	440	1747	1401
Region1863	chrX	3808544	3808940	.	397	449	215	393	121	401	255	40	70	104	71	8	20	10	29	30
Region1864	chrX	3809367	3810165	.	799	801	462	1124	180	842	572	69	101	281	271	15	38	28	78	76
Region1865	chrX	4087904	4088512	.	609	718	573	1178	257	582	654	56	103	203	185	7	23	21	72	47
Region1866	chrX	4089619	4090874	.	1256	846	1215	1341	700	951	937	116	147	397	315	15	65	27	110	106
Region1867	chrX	4395553	4396053	.	501	534	378	631	123	420	185	56	78	146	145	5	25	11	44	43
Region1868	chrX	4397389	4398593	.	1205	1293	934	1532	448	1162	510	134	153	242	227	9	47	33	104	93
Region1869	chrX	4400504	4400984	.	481	469	332	737	134	423	289	56	50	136	105	3	12	14	47	43
Region1870	chrX	4401735	4405173	.	3439	3744	3148	5440	1339	4051	2486	311	446	732	590	39	121	87	242	243
Region1871	chrX	4405602	4411345	.	5744	10147	8352	14280	3990	9450	7502	513	837	1188	1130	83	245	138	442	408
Region1872	chrX	4411735	4412019	.	285	430	403	719	140	317	230	31	61	64	56	3	11	8	34	27
Region1873	chrX	4412280	4412660	.	381	386	391	795	136	363	267	34	58	63	74	4	13	8	44	39
Region1874	chrX	4412881	4424955	.	12075	18320	17397	26935	7565	17762	12201	1132	1652	2440	2326	171	528	326	1055	904
Region1875	chrX	4425286	4426667	.	1382	2419	3122	3357	1891	2967	3198	125	177	334	275	23	69	28	85	112
Region1876	chrX	4427154	4430255	.	3102	3928	4549	6996	1913	4707	4405	309	439	838	618	22	120	72	246	249
Region1877	chrX	4431162	4432276	.	1115	1317	943	2318	330	1270	804	111	133	239	222	13	47	37	110	80
Region1878	chrX	4433038	4433411	.	374	361	327	669	132	410	200	32	63	77	72	7	20	11	29	27
Region1879	chrX	4442217	4442632	.	416	546	365	954	147	460	265	43	60	117	118	7	24	11	41	31
Region1880	chrX	4452013	4452385	.	373	444	360	709	155	363	211	43	55	115	106	0	15	14	41	27
Region1881	chrX	4475027	4475490	.	464	552	312	672	134	506	190	40	64	163	182	6	36	15	47	51
Region1882	chrX	4500947	4501641	.	695	943	420	1188	165	1077	664	71	90	213	166	4	36	24	62	62
Region1883	chrX	4505638	4506062	.	425	557	391	901	172	376	324	51	72	123	166	8	20	10	47	36
Region1884	chrX	4506639	4507012	.	374	296	381	608	175	398	302	52	57	110	56	3	14	8	41	31
Region1885	chrX	4508685	4511566	.	2882	3804	4455	5254	2104	3152	3559	295	441	499	555	34	120	67	206	182
Region1886	chrX	4511993	4514806	.	2814	2538	2662	4004	1160	2778	2112	244	318	533	514	30	142	53	245	175
Region1887	chrX	4515316	4515831	.	516	817	527	1061	200	665	537	58	70	163	169	4	26	24	55	54
Region1888	chrX	4518065	4518718	.	654	804	540	1229	214	689	496	56	97	212	205	5	29	19	65	50
Region1889	chrX	4521898	4523042	.	1145	1124	866	1845	370	999	722	104	129	295	241	15	59	21	101	106
Region1890	chrX	4555197	4560661	.	5465	10201	7756	10638	3579	8971	6930	547	810	1409	1272	100	260	159	519	399
Region1891	chrX	4561097	4561549	.	453	598	380	635	139	550	206	40	65	119	119	8	20	12	47	38
Region1892	chrX	4567419	4568369	.	951	828	692	1178	281	833	454	106	136	226	189	17	43	20	103	90
Region1893	chrX	4571079	4571884	.	806	902	622	1152	204	792	341	76	129	189	226	15	36	31	94	70
Region1894	chrX	4572253	4572776	.	524	431	319	468	98	545	205	29	79	119	92	15	20	16	57	39
Region1895	chrX	4573077	4573533	.	457	519	275	618	91	454	186	49	83	157	136	5	29	16	62	36
Region1896	chrX	4575025	4575510	.	486	650	317	743	102	543	231	56	75	156	167	9	26	15	71	49
Region1897	chrX	4577306	4578620	.	1315	1410	806	1685	271	1129	533	131	186	364	370	19	57	44	129	120
Region1898	chrX	4579913	4580865	.	953	940	692	1119	228	845	446	97	117	222	216	5	35	29	92	86
Region1899	chrX	4582738	4583080	.	343	468	319	577	96	384	246	39	65	88	95	3	13	15	47	44
Region1900	chrX	4583546	4584822	.	1277	1093	901	2165	283	1181	804	145	192	343	303	21	60	29	118	114
Region1901	chrX	4586743	4589893	.	3151	4813	5320	6400	2628	4390	4170	322	491	682	640	39	137	77	308	269
Region1902	chrX	4590721	4596523	.	5803	9205	8932	13283	4103	8586	8859	527	815	1284	1194	80	259	152	545	479
Region1903	chrX	4596940	4600808	.	3869	5030	5412	7558	2439	5193	4656	350	535	788	700	46	170	108	325	266
Region1904	chrX	4601206	4601698	.	493	699	460	1138	205	885	573	47	76	132	128	4	21	19	42	37
Region1905	chrX	4602029	4603129	.	1101	1559	948	2216	350	1147	704	98	191	249	329	18	53	30	101	94
Region1906	chrX	4603556	4605622	.	2067	1913	1664	3106	671	1882	1100	223	282	332	370	35	83	54	202	147
Region1907	chrX	4607310	4608072	.	763	939	707	1291	256	851	533	89	101	199	182	7	28	25	89	63
Region1908	chrX	4609071	4609470	.	400	469	370	919	168	441	374	47	67	126	107	6	20	9	44	34
