# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27ac.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27ac.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region5122	chrX	7318599	7320318	.	1720	199	2152	234	165	255	1144	169	289	358	372	35	79	57	197	141
Region5123	chrX	7321186	7321701	.	516	103	962	138	126	258	539	59	99	112	139	3	29	12	69	49
Region5124	chrX	7322297	7323721	.	1425	150	2435	142	226	296	1295	170	268	445	403	32	99	55	237	150
Region5125	chrX	7324021	7324925	.	905	617	1739	190	640	1695	725	95	149	228	235	17	59	28	137	86
Region5126	chrX	7336300	7337166	.	867	261	1002	157	451	1128	567	86	188	153	220	12	42	25	105	79
Region5127	chrX	7337425	7338324	.	900	521	1727	237	687	1589	772	101	182	197	225	16	38	24	103	70
Region5128	chrX	7704965	7705243	.	279	167	214	91	79	179	123	35	63	65	73	5	9	11	38	23
Region5129	chrX	7727894	7728412	.	519	293	1099	84	291	616	436	65	103	154	153	6	46	17	67	44
Region5130	chrX	7728661	7729374	.	714	335	1123	117	562	879	487	81	127	287	338	10	55	23	119	82
Region5131	chrX	7733974	7735801	.	1828	1459	3903	369	1206	3449	1716	192	298	404	452	23	87	75	263	154
Region5132	chrX	7737372	7737828	.	457	309	986	91	353	651	408	43	76	179	99	15	39	9	60	38
Region5133	chrX	7747776	7748048	.	273	25	37	0	321	563	20	20	46	78	79	0	19	8	20	28
Region5134	chrX	7889729	7891527	.	1799	473	3053	188	1273	1934	1339	171	286	664	452	25	105	50	233	176
Region5135	chrX	7892191	7894764	.	2574	1638	4163	568	2389	4239	1904	290	457	790	650	44	133	79	322	236
Region5136	chrX	7900531	7901263	.	733	676	1569	186	563	1214	753	81	147	221	203	11	38	21	119	73
Region5137	chrX	7901931	7902288	.	358	214	722	104	222	457	294	40	82	85	83	3	15	13	54	39
Region5138	chrX	7912092	7912567	.	476	219	593	69	249	498	302	52	94	171	141	12	15	16	72	48
Region5139	chrX	7920474	7920816	.	343	142	515	35	225	347	244	52	66	156	131	3	18	10	53	37
Region5140	chrX	7930680	7931301	.	622	363	912	147	406	999	408	71	132	163	145	11	36	19	83	55
Region5141	chrX	7932885	7933266	.	382	306	693	82	399	665	315	48	75	159	145	4	19	20	54	46
Region5142	chrX	7933741	7937587	.	3847	1842	5162	637	2468	4646	2260	405	568	1334	1219	59	211	119	545	328
Region5143	chrX	7937889	7938296	.	408	131	531	32	223	388	280	47	71	168	196	9	31	22	64	47
Region5144	chrX	7946464	7946987	.	524	137	659	48	220	373	337	64	83	178	155	6	22	13	69	49
Region5145	chrX	7967371	7968148	.	778	368	981	135	468	1059	434	85	138	275	259	24	49	30	98	83
Region5146	chrX	8055804	8058503	.	2700	1826	4609	680	1639	4115	2173	271	533	596	585	62	142	78	373	234
Region5147	chrX	8058763	8059256	.	494	188	692	107	244	585	382	50	120	124	123	7	28	16	65	44
Region5148	chrX	8059502	8061484	.	1983	1639	3922	560	1123	3472	1739	226	365	407	477	30	103	75	280	157
Region5149	chrX	8074879	8075448	.	570	238	886	66	304	551	425	53	108	243	185	13	27	13	72	75
Region5150	chrX	8093637	8094016	.	380	127	625	51	166	469	294	39	76	77	98	2	12	13	51	37
Region5151	chrX	8117087	8117402	.	316	167	418	43	128	286	191	31	55	124	100	11	16	12	36	40
Region5152	chrX	8120670	8121089	.	420	153	716	51	163	320	284	57	68	160	107	5	19	14	43	42
Region5153	chrX	8129832	8130365	.	534	353	737	104	381	781	359	68	88	245	212	9	41	19	78	56
Region5154	chrX	8131495	8132772	.	1278	743	1741	159	787	1669	827	148	222	401	367	24	70	43	168	120
Region5155	chrX	8140938	8142246	.	1309	801	2164	273	972	2021	958	121	202	378	329	20	67	42	175	117
Region5156	chrX	8143163	8143696	.	534	201	752	43	275	430	323	60	89	134	96	8	34	16	60	46
Region5157	chrX	8145168	8145536	.	369	139	506	55	193	257	209	45	73	147	111	0	25	12	62	39
Region5158	chrX	8148848	8149199	.	352	158	578	75	219	330	271	39	66	151	142	3	16	8	37	31
Region5159	chrX	8156937	8157381	.	445	243	864	67	289	505	386	61	62	174	141	4	20	10	51	53
Region5160	chrX	8176555	8177195	.	641	318	1064	96	358	994	468	48	119	180	223	12	37	16	73	67
Region5161	chrX	8210972	8211833	.	862	209	948	107	578	1072	415	64	146	226	231	14	49	27	87	68
Region5162	chrX	8212706	8217323	.	4618	1496	7532	753	5804	14699	3612	522	830	1153	1055	90	240	132	562	435
Region5163	chrX	8242608	8243263	.	656	365	748	127	551	1227	338	80	130	211	143	7	32	22	77	64
Region5164	chrX	8244091	8244395	.	305	341	539	85	314	566	263	35	52	121	105	5	13	8	43	27
Region5165	chrX	8251098	8251840	.	743	474	1415	89	438	856	604	78	138	243	132	3	27	22	88	59
Region5166	chrX	8270596	8271311	.	716	399	931	116	315	693	457	90	128	163	153	8	30	18	96	61
Region5167	chrX	8273435	8273930	.	496	551	970	169	657	1132	412	50	79	197	136	8	33	24	66	42
Region5168	chrX	8398032	8398368	.	337	295	482	39	145	474	224	33	59	36	65	9	8	8	33	29
Region5169	chrX	8398880	8399814	.	935	1233	2056	311	1137	2111	768	103	154	348	195	15	47	30	138	85
Region5170	chrX	8406602	8407251	.	650	451	1069	117	385	1013	473	67	131	185	210	7	37	19	83	60
Region5171	chrX	8408342	8410422	.	2081	1776	3245	489	1429	3526	1489	204	354	535	535	31	101	47	266	184
Region5172	chrX	8410674	8411650	.	977	556	1585	279	805	1964	880	111	182	270	248	21	51	25	139	91
Region5173	chrX	8411856	8412652	.	797	625	1445	269	775	2470	769	103	146	140	153	12	44	29	78	84
Region5174	chrX	8413052	8413990	.	939	276	972	80	304	967	482	112	189	192	212	11	36	22	103	81
Region5175	chrX	8419740	8421186	.	1447	403	1575	155	592	1440	722	144	241	321	355	17	82	44	178	130
Region5176	chrX	8421432	8422603	.	1172	609	1719	176	516	1274	851	135	191	251	321	23	67	35	172	94
Region5177	chrX	8436293	8438418	.	2126	1410	4063	436	1539	3721	1785	215	413	569	458	36	112	66	269	197
Region5178	chrX	8461501	8461847	.	347	181	566	41	189	305	259	50	66	126	74	3	17	8	46	32
Region5179	chrX	8517417	8518020	.	604	309	857	144	302	896	397	66	132	106	100	9	22	26	78	53
Region5180	chrX	8558300	8561682	.	3383	2311	5415	813	2391	5342	2475	390	594	979	779	65	177	100	503	282
Region5181	chrX	8588859	8589389	.	531	400	1029	131	715	875	461	55	89	263	179	15	30	19	81	54
Region5182	chrX	8591276	8591690	.	415	207	530	65	306	586	255	52	76	182	201	11	33	26	69	60
Region5183	chrX	8605477	8606334	.	858	905	2781	225	686	1196	1052	98	161	359	208	21	61	20	118	99
Region5184	chrX	8677087	8677552	.	466	559	1022	90	583	923	398	49	74	233	129	0	36	15	57	51
Region5185	chrX	8681233	8681972	.	740	515	1199	211	579	1553	540	76	130	184	187	27	28	24	97	60
Region5186	chrX	8689561	8690811	.	1251	866	1981	188	794	1858	916	150	235	384	319	23	63	49	168	126
Region5187	chrX	8714221	8715349	.	1129	372	1539	99	519	972	696	111	191	301	295	21	68	35	149	103
Region5188	chrX	8719857	8720940	.	1084	467	1579	118	480	1001	689	112	170	356	305	22	68	20	140	119
Region5189	chrX	8899859	8900224	.	366	140	470	44	235	476	216	40	66	121	131	7	18	11	58	35
Region5190	chrX	8901735	8902095	.	361	209	520	87	204	466	241	47	81	102	133	6	21	21	61	37
Region5191	chrX	8905699	8906198	.	500	263	733	116	326	784	354	63	117	124	133	8	22	18	79	41
Region5192	chrX	9080612	9082500	.	1889	1276	2458	356	1151	2519	1042	207	312	550	393	26	92	51	210	155
Region5193	chrX	9082929	9083374	.	446	259	841	64	313	625	359	57	91	159	128	6	24	15	70	48
Region5194	chrX	9085963	9086337	.	375	324	593	120	493	973	285	42	60	161	136	10	20	14	64	40
Region5195	chrX	9089498	9090256	.	759	907	2107	281	989	2020	802	93	136	199	216	16	31	36	110	58
Region5196	chrX	9103310	9103732	.	423	203	730	60	276	466	312	52	85	160	130	5	26	11	50	26
Region5197	chrX	9106038	9106527	.	490	304	947	65	335	522	452	60	91	171	113	16	33	17	64	51
Region5198	chrX	9129080	9129379	.	300	154	266	83	116	170	123	31	60	112	112	0	11	9	39	26
Region5199	chrX	9134451	9134833	.	383	177	438	74	161	268	228	36	79	133	154	9	28	17	56	38
Region5200	chrX	9140917	9143058	.	2142	1627	3064	461	1519	3252	1419	234	367	576	521	30	90	67	245	188
Region5201	chrX	9148585	9150070	.	1486	1340	3782	353	1188	2290	1515	150	252	577	504	34	86	44	185	143
Region5202	chrX	9152143	9152457	.	315	110	332	94	339	697	166	44	82	95	130	4	15	9	66	33
Region5203	chrX	9155348	9156657	.	1310	1523	4170	547	1252	3645	1664	166	316	309	303	22	62	32	161	125
Region5204	chrX	9157957	9159212	.	1256	894	1940	263	1003	1797	890	148	189	401	306	26	69	32	191	129
Region5205	chrX	9159454	9159928	.	475	403	871	102	393	777	404	59	88	162	95	15	29	12	57	41
Region5206	chrX	9161534	9162420	.	887	567	936	200	659	1169	382	111	151	309	278	13	58	34	97	89
Region5207	chrX	9163302	9163760	.	459	227	674	112	310	774	261	46	98	162	169	12	25	13	84	62
Region5208	chrX	9164191	9164401	.	211	187	219	62	91	250	87	27	59	61	51	2	15	13	29	15
Region5209	chrX	9192734	9193610	.	877	323	994	95	833	1236	512	92	122	351	247	16	52	28	101	87
Region5210	chrX	9231917	9232347	.	431	287	902	91	395	629	405	54	69	149	102	12	25	11	62	39
Region5211	chrX	9242803	9244321	.	1519	1074	3119	294	850	1868	1420	156	299	469	371	28	82	51	199	156
Region5212	chrX	9246715	9248106	.	1392	1235	2668	320	1153	2574	1099	147	232	416	315	16	65	54	193	131
Region5213	chrX	9250418	9250955	.	538	348	805	63	434	638	320	63	95	288	228	4	29	20	70	52
Region5214	chrX	9256189	9256647	.	459	442	1046	84	435	990	438	60	87	200	180	11	27	18	77	54
Region5215	chrX	9268707	9269142	.	436	334	241	85	159	247	102	52	68	176	140	1	33	13	50	52
Region5216	chrX	9272465	9274041	.	1577	1182	2927	240	965	1757	1235	129	241	410	356	22	63	43	182	118
Region5217	chrX	9318686	9319786	.	1101	702	2417	165	788	1308	996	109	175	411	203	10	40	18	109	91
Region5218	chrX	9355629	9357242	.	1614	1314	2666	354	1252	2858	1196	164	302	456	325	28	82	41	206	149
Region5219	chrX	9494910	9495525	.	616	130	716	35	334	674	312	74	106	140	98	4	33	25	76	55
Region5220	chrX	9495897	9496182	.	286	88	445	31	173	453	248	39	58	49	36	10	15	5	20	24
Region5221	chrX	9496487	9496988	.	502	101	651	20	336	881	364	68	97	79	61	11	22	5	27	44
Region5222	chrX	9553154	9554153	.	1000	489	1306	156	483	1089	633	93	191	246	242	26	43	17	148	89
Region5223	chrX	9554585	9555340	.	756	516	1354	188	675	1347	668	95	131	260	211	22	37	16	135	77
Region5224	chrX	9556082	9556594	.	513	268	957	124	490	1115	418	48	102	158	169	3	45	15	80	53
Region5225	chrX	9557449	9558339	.	891	325	965	75	636	1593	390	104	153	261	244	10	41	28	113	128
Region5226	chrX	9579257	9579953	.	697	347	1042	133	379	832	532	61	117	187	165	5	37	22	94	69
Region5227	chrX	9605547	9605929	.	383	220	640	63	209	346	306	34	72	133	136	2	16	7	55	38
Region5228	chrX	9608931	9609491	.	561	287	1122	66	354	493	439	46	82	287	247	7	39	23	67	51
Region5229	chrX	9658461	9658871	.	411	335	792	153	344	877	399	51	107	136	203	5	42	11	81	40
Region5230	chrX	9683943	9685641	.	1699	1130	2956	436	1123	3077	1264	160	312	354	374	21	66	40	198	137
Region5231	chrX	9686409	9687205	.	797	529	1701	176	504	1091	730	93	154	211	208	9	41	23	105	62
Region5232	chrX	9778750	9779241	.	492	306	993	72	280	677	446	54	107	126	131	12	16	20	59	43
Region5233	chrX	10010440	10011080	.	641	367	1450	78	294	637	529	64	114	200	165	9	42	25	101	56
Region5234	chrX	10081906	10082447	.	542	324	1120	75	326	666	469	71	91	257	112	9	23	22	72	50
Region5235	chrX	10083181	10083644	.	464	275	914	76	343	543	380	49	81	218	116	3	16	19	55	46
Region5236	chrX	10085662	10086120	.	459	233	665	62	304	493	297	42	95	193	109	7	27	17	55	52
Region5237	chrX	10086587	10088155	.	1569	541	3022	213	954	2619	1383	169	290	341	325	32	67	37	139	117
Region5238	chrX	10088814	10090453	.	1640	567	1837	210	544	1273	912	160	262	316	291	50	69	36	205	144
Region5239	chrX	10113794	10115216	.	1423	301	1626	65	457	886	815	140	253	349	262	14	80	35	152	134
Region5240	chrX	10115507	10116397	.	891	248	1051	111	329	826	635	101	187	169	158	21	39	21	103	70
Region5241	chrX	10116645	10118258	.	1614	386	1783	105	339	1039	992	153	268	254	297	28	73	45	172	143
Region5242	chrX	10211818	10212270	.	453	153	568	65	217	380	279	35	80	130	185	7	26	16	56	40
Region5243	chrX	10213011	10213485	.	475	176	897	42	225	523	397	51	87	141	108	11	29	12	68	57
Region5244	chrX	10220187	10220674	.	488	128	639	33	231	543	293	51	105	200	146	1	36	13	66	58
Region5245	chrX	10325629	10326884	.	1256	777	2017	221	801	1900	890	123	212	300	268	30	67	38	160	138
Region5246	chrX	10366434	10366787	.	354	322	456	77	294	584	187	49	64	137	146	4	20	7	58	38
Region5247	chrX	10368066	10368628	.	563	343	851	84	482	612	354	57	83	345	113	15	34	17	72	50
Region5248	chrX	10384605	10385123	.	519	281	979	65	328	639	464	57	97	238	212	13	24	19	67	53
Region5249	chrX	10460780	10461243	.	464	363	849	85	332	688	407	55	92	166	169	6	43	19	74	53
Region5250	chrX	10472827	10475189	.	2363	1467	3978	459	1668	3576	1792	245	378	629	627	33	121	73	274	237
Region5251	chrX	10478864	10479895	.	1032	678	1983	237	667	1638	875	106	201	360	264	30	58	30	152	102
Region5252	chrX	10493193	10493600	.	408	191	512	70	202	291	196	50	56	174	182	1	21	22	75	33
Region5253	chrX	10494306	10494982	.	677	360	783	116	302	614	331	83	85	150	136	16	36	23	66	59
Region5254	chrX	10551267	10551805	.	539	737	1558	532	847	2287	741	281	424	218	435	53	70	68	312	96
Region5255	chrX	10595401	10596681	.	1281	705	2057	197	651	1371	927	123	209	385	314	31	65	36	162	131
Region5256	chrX	10602325	10602540	.	216	124	157	62	140	149	87	31	40	107	22	0	4	8	26	18
Region5257	chrX	10744010	10744285	.	276	172	415	68	244	421	205	40	71	113	86	3	13	10	34	19
Region5258	chrX	10744517	10744869	.	353	277	610	101	301	718	284	44	91	135	120	12	20	9	82	33
Region5259	chrX	10763235	10764214	.	980	531	1345	225	609	1633	667	116	170	277	231	25	63	31	171	100
Region5260	chrX	10766878	10768220	.	1343	968	2204	308	1036	2751	1037	147	238	337	360	27	70	31	177	127
Region5261	chrX	10768664	10768973	.	310	166	401	62	295	392	204	36	53	182	110	3	22	13	44	33
Region5262	chrX	10785363	10786361	.	999	602	1553	219	513	1443	699	112	184	220	188	16	59	25	122	75
Region5263	chrX	10801469	10802001	.	533	137	526	65	267	565	299	64	110	150	151	10	32	23	100	63
Region5264	chrX	10807183	10810573	.	3391	1864	4439	727	2088	4424	2152	364	612	954	823	53	177	109	416	337
Region5265	chrX	10815011	10815565	.	555	231	749	93	212	519	411	57	109	102	90	14	21	14	53	38
Region5266	chrX	10822388	10822744	.	357	209	488	85	162	419	260	41	70	109	90	4	17	18	41	25
Region5267	chrX	10823766	10824356	.	591	454	778	198	284	658	444	66	131	159	167	23	31	18	66	37
Region5268	chrX	10824582	10825073	.	492	260	589	175	235	385	362	49	91	138	151	9	21	19	66	55
Region5269	chrX	10846310	10848258	.	1949	1148	3433	301	1204	2909	1414	195	303	510	461	22	97	58	210	212
Region5270	chrX	10848782	10849374	.	593	382	1000	82	404	687	418	70	96	361	135	3	32	25	71	72
Region5271	chrX	10854186	10854894	.	709	554	1513	148	502	1027	654	73	122	278	161	9	34	17	98	79
Region5272	chrX	10856822	10858511	.	1690	880	2665	261	1193	2318	1211	175	265	644	498	26	95	47	234	165
Region5273	chrX	10877301	10877788	.	488	352	1155	119	544	1233	560	67	100	166	144	10	26	12	76	57
Region5274	chrX	10898764	10899244	.	481	332	794	79	357	550	368	66	83	263	224	6	26	19	63	43
Region5275	chrX	10927541	10928486	.	946	763	1643	196	1192	1597	661	94	136	407	246	8	60	32	96	85
Region5276	chrX	11125243	11125709	.	467	388	812	115	506	888	364	55	80	250	180	9	38	23	93	50
Region5277	chrX	11136009	11137034	.	1026	628	2146	212	721	1467	863	105	183	287	283	4	44	38	146	76
Region5278	chrX	11137907	11138511	.	605	497	1165	114	555	955	497	50	82	315	121	8	31	18	68	62
Region5279	chrX	11145642	11146550	.	909	577	1322	235	519	862	629	90	145	358	356	23	55	32	120	76
Region5280	chrX	11147004	11148590	.	1587	2124	3854	782	2026	4273	1686	170	312	404	360	29	86	53	187	141
Region5281	chrX	11148804	11150120	.	1317	1239	2334	382	1165	3166	1026	165	218	278	307	14	71	39	159	120
Region5282	chrX	11324755	11325790	.	1036	439	1477	164	510	1203	681	111	184	325	302	11	62	41	162	123
Region5283	chrX	11339207	11339535	.	329	197	563	86	291	724	265	38	70	107	75	8	24	8	46	38
Region5284	chrX	11339944	11340297	.	354	181	480	45	202	473	231	43	70	105	91	6	20	14	63	42
Region5285	chrX	11347463	11348788	.	1326	1106	2598	362	1141	2084	1032	140	214	488	319	23	69	59	162	114
Region5286	chrX	11349061	11351910	.	2850	2691	6475	814	2796	5428	2738	314	496	976	819	36	164	90	426	289
Region5287	chrX	11355077	11356568	.	1492	1379	2297	308	1071	2441	893	172	260	346	348	18	70	35	169	115
Region5288	chrX	11359223	11359710	.	488	716	541	212	1164	1790	280	65	103	177	119	16	39	18	61	49
Region5289	chrX	11367624	11368859	.	1236	865	1980	240	926	2035	921	137	212	414	367	24	57	46	175	112
Region5290	chrX	11389650	11390767	.	1118	523	1727	199	607	1513	825	106	187	283	286	27	52	35	144	110
Region5291	chrX	11454845	11455276	.	432	280	788	103	266	666	353	59	108	109	77	6	11	13	52	49
Region5292	chrX	11485273	11485772	.	500	323	870	94	349	698	396	53	87	184	172	5	21	25	84	63
Region5293	chrX	11494001	11494989	.	989	374	1430	133	395	1092	781	113	186	188	194	21	38	25	90	98
Region5294	chrX	11569622	11571131	.	1510	918	2562	287	1014	2092	1099	168	291	503	336	25	74	52	222	159
Region5295	chrX	11571973	11572388	.	416	159	654	54	270	443	301	42	80	171	199	3	21	13	72	53
Region5296	chrX	11572598	11574236	.	1639	816	2098	173	825	1569	957	167	267	450	337	16	81	42	176	143
Region5297	chrX	11576187	11576575	.	389	167	642	73	302	532	289	49	73	143	153	1	26	12	64	45
Region5298	chrX	11576817	11577321	.	505	187	848	78	376	694	365	78	95	207	167	3	27	26	90	64
Region5299	chrX	11579154	11579544	.	391	282	484	102	371	864	224	47	81	82	88	7	27	18	48	37
Region5300	chrX	11580838	11581354	.	517	221	785	76	326	437	353	53	99	218	170	8	27	19	71	57
Region5301	chrX	11599937	11600355	.	419	174	474	80	250	417	255	30	57	135	84	5	22	7	47	38
Region5302	chrX	11611166	11611560	.	395	242	679	92	236	524	330	62	98	111	112	8	21	20	71	41
Region5303	chrX	11612002	11612555	.	554	318	1229	101	485	862	528	64	78	277	234	17	43	24	99	66
Region5304	chrX	11615284	11616932	.	1649	1409	3893	394	1481	3794	1491	194	274	399	330	35	68	48	195	138
Region5305	chrX	11678917	11680092	.	1176	1000	2277	326	867	2085	1018	135	216	309	299	30	60	42	188	108
Region5306	chrX	11695157	11695601	.	445	238	835	87	357	727	386	53	92	204	165	11	20	20	57	54
Region5307	chrX	11709382	11709902	.	521	408	900	88	426	834	400	58	109	197	128	7	22	15	57	39
Region5308	chrX	11713204	11717576	.	4373	4385	7440	1512	4122	9451	3588	437	785	1320	1296	63	206	132	630	415
Region5309	chrX	11720241	11720901	.	661	460	1197	132	481	853	530	76	116	232	167	7	26	15	90	53
Region5310	chrX	11792305	11793813	.	1509	892	2684	324	1175	2738	1188	159	257	411	444	25	76	48	201	128
Region5311	chrX	11800604	11800925	.	322	131	438	45	175	526	189	39	61	57	66	1	21	15	39	26
Region5312	chrX	11804872	11805292	.	421	103	339	56	427	740	192	49	99	134	123	4	23	10	67	44
Region5313	chrX	11805531	11805931	.	401	152	297	96	394	830	178	44	82	100	99	4	22	15	60	41
Region5314	chrX	11816892	11818676	.	1785	825	2967	355	1041	2888	1436	194	344	400	460	39	78	39	221	156
Region5315	chrX	11852106	11852441	.	336	138	455	53	233	491	236	37	61	161	122	7	25	14	71	43
Region5316	chrX	11854296	11855570	.	1275	650	1799	177	706	1363	805	135	205	429	421	32	63	51	158	145
Region5317	chrX	11868496	11868856	.	361	255	614	72	261	560	287	50	68	90	111	6	22	20	53	37
Region5318	chrX	11872255	11872673	.	419	142	566	62	227	365	275	53	76	255	69	4	16	11	40	42
Region5319	chrX	11886647	11887683	.	1037	654	1818	186	732	1511	786	97	217	338	307	24	63	23	140	125
Region5320	chrX	11888424	11888716	.	293	165	393	42	176	447	207	39	57	92	75	11	13	14	59	37
Region5321	chrX	11892048	11892422	.	375	165	531	74	305	588	262	37	80	141	99	8	22	19	73	46
Region5322	chrX	11904753	11905349	.	597	436	1163	107	477	905	515	73	108	236	230	6	38	25	92	60
Region5323	chrX	12007272	12007642	.	371	152	497	78	219	545	280	38	82	96	81	2	17	7	52	34
Region5324	chrX	12011725	12012134	.	410	283	673	59	258	632	316	58	84	165	137	5	32	19	68	51
Region5325	chrX	12012422	12012659	.	238	187	435	54	151	415	245	28	61	44	78	5	18	11	30	23
Region5326	chrX	12017393	12019377	.	1985	1748	4484	563	1388	3485	1779	226	340	596	558	47	100	63	256	150
Region5327	chrX	12021084	12021650	.	567	376	1089	89	432	817	493	66	105	261	141	11	30	25	89	56
Region5328	chrX	12028165	12028995	.	831	529	1635	178	498	1311	723	96	157	196	225	15	36	29	121	75
Region5329	chrX	12203966	12204824	.	859	296	1143	99	269	799	575	90	157	161	161	17	37	15	73	77
Region5330	chrX	12205315	12206077	.	763	395	886	123	236	592	432	81	128	126	137	18	36	23	91	57
Region5331	chrX	12206682	12207264	.	583	183	964	91	418	841	495	69	118	123	128	14	26	5	55	54
Region5332	chrX	12207694	12208999	.	1306	421	1691	181	548	1172	837	129	224	355	266	38	61	45	151	123
Region5333	chrX	12256262	12256596	.	335	179	277	54	365	900	143	34	43	70	69	6	10	8	41	23
Region5334	chrX	12462357	12463193	.	837	632	1870	155	625	2348	780	88	155	126	128	3	36	27	100	76
Region5335	chrX	12463524	12463966	.	443	293	612	109	336	750	315	53	68	78	92	8	15	8	47	35
Region5336	chrX	12575229	12575785	.	557	260	706	121	194	513	317	57	113	188	161	16	28	22	69	61
Region5337	chrX	12579293	12580896	.	1604	556	1569	325	842	1867	839	161	258	417	452	35	77	44	221	175
Region5338	chrX	12582154	12582916	.	763	313	805	128	339	611	374	83	103	308	146	9	33	33	88	80
Region5339	chrX	12591779	12592221	.	443	263	814	87	282	718	347	56	80	104	127	6	25	14	54	45
Region5340	chrX	12595100	12597101	.	2002	954	2931	182	1026	2297	1197	211	354	451	401	37	86	44	236	155
Region5341	chrX	12611190	12612117	.	928	371	1233	138	502	991	609	105	167	267	281	15	55	15	116	78
Region5342	chrX	12629927	12630304	.	378	239	610	57	316	532	285	40	80	138	111	5	19	17	56	33
Region5343	chrX	12653833	12654353	.	521	443	1765	157	427	1292	708	72	108	121	149	14	27	15	85	42
Region5344	chrX	12654755	12655152	.	398	225	488	40	210	549	216	47	86	96	83	15	25	13	51	32
Region5345	chrX	12659525	12660298	.	774	332	944	180	382	896	570	86	147	204	247	28	37	19	123	68
Region5346	chrX	12660673	12660945	.	273	190	302	80	105	313	180	38	72	65	56	0	18	10	36	35
Region5347	chrX	12663620	12664544	.	925	515	703	320	681	1404	406	99	164	302	291	26	46	34	129	113
Region5348	chrX	12665134	12666233	.	1100	791	683	392	692	1495	409	125	163	285	253	27	52	25	126	97
Region5349	chrX	12666707	12667947	.	1241	989	572	402	640	1586	311	118	262	230	260	23	66	33	151	124
Region5350	chrX	12733171	12735847	.	2677	1909	4079	558	1846	5027	1974	270	465	542	570	46	96	53	284	207
Region5351	chrX	12736385	12737862	.	1478	787	1888	244	1032	2705	988	163	299	300	353	22	78	37	142	115
Region5352	chrX	12741381	12742476	.	1096	575	1563	201	495	1549	738	110	189	134	174	16	28	14	101	72
